Speaker,Russian (RU)
Ushiromiya Jessica,"""А... хе‐хех. Извините за ту неприглядную сцену со сменой главе семьи......"""
Willard H. Wright,"""Это же не оставит следов? Такая беспощадность."""
Ushiromiya Lion,"""......Ты что‐то сказала, Джессика?"""
Ushiromiya Jessica,"""Ко... конечно нет!.. Я уже, э‐э, усвоила урок!"""
,"Прервав разговор со взрослыми родственниками, Лион оборачивается и с улыбкой смотрит на Джессику. ......Похоже, старший ребёнок строго контролирует ситуацию."
Willard H. Wright,"""......Какой тонкий слух. Мне наконец ясно, что Лион из себя представляет."""
Ushiromiya Jessica,"""Вот‐вот! До чего по‐странному острые инстинкты! И взрослые прямо обожают смену главе семьи! Нас вечно сравнивают и дома, и в школе!"""
Ushiromiya George,"""Кстати, Лион занимает в старшей школе должность председателя студсовета — так же, как было в средней. А ещё Лион возглавляет бадминтонную команду."""
Willard H. Wright,"""В общем, вас всюду сравнивают, и тебя это не устраивает."""
Ushiromiya Jessica,"""Я говорила, когда перешла в среднюю школу. Тогда смену главе семьи уже назначили заместителем председателя студсовета. Я сказала 'Если ты в следующем году возглавишь студсовет, я буду чувствовать себя клопом, так что не вздумай!'"""
Ushiromiya Jessica,"""Но вот — с приходом следующего года объявляют о выбранной кандидатуре с победой с подавляющим числом голосов! И то же самое в старшей школе! Когда смене главе семьи уже отдали должность заместителя председателя, я сказала 'Ну хватит уже'! И опять смена главе семьи становится председателем студсовета и вместе с тем переходит в старшие классы!"""
Ushiromiya Jessica,"""Отец был ух как горд! Мама без остановки твердила 'Как младшая сестра, ты должна приложить все усилия'! Нгья‐а‐а‐а‐а!"""
Ushiromiya George,"""Но ты ведь всё равно гордишься тем, что вы родственники?"""
Ushiromiya Jessica,"""Ни‐ни‐никогда в жизни не гордилась! Вообще никогда!.."""
Willard H. Wright,"""Тяжело, когда тебя сравнивают с совершенством. Но другие люди — это другие люди, а ты — это ты. Нечего чувствовать себя карликом. Старайся жить по‐своему."""
Ushiromiya Jessica,"""Ну конечно! Но мама и остальные постоянно говорят, что я, как младшая сестра, должна пойти по стопам. ......Твердят мне вступить в студсовет, пойти играть в бадминтон......"""
Willard H. Wright,"""Ты случайно не играешь в группе?"""
Ushiromiya Jessica,"""Ч... ......что?! Тс‐с‐с! Это секрет, секрет!.."""
,"Видимо, она хранила это в тайне от своей семьи."
,"Интересно. ......Людям часто нравится возлагать вину на свою семью и воспитание, но Джессика всегда любит делать то же самое, даже в другом мире и в другой семье."
,"Похвально, что у неё есть такой верный и постоянный интерес."
Willard H. Wright,"""Я полюбил эти песни. Ту 'петтан, петтан'. И ту 'доккюн‐доккюн'."""
Ushiromiya Jessica,"""Ва‐а‐а‐а!!! Тс‐с, тс‐с, тс‐с!!!"""
,"Нет ничего плохого в необычайно воспитанных детях — таких как Лион, — но в тех, кто соответствует своему возрасту, есть свои прелести."
Willard H. Wright,"""Такой образ жизни лучше всего. Наслаждайся юностью на полную."""
Ushiromiya Jessica,"""С... ......спасибо."""
,"Никто никогда не говорил Джессике, что одобряет её образ жизни, поэтому в ответ на прямые слова Уилла она покраснела и смущённо опустила голову."
Willard H. Wright,"""Теперь я хочу спросить вас двоих."""
Ushiromiya George,"""О том же, о чём и Марию?"""
Willard H. Wright,"""Да. Расскажите мне всё, что знаете о {f:5:Беатриче}."""
Ushiromiya George,"""......Вы сами видите, как Мария любит ведьм и оккультизм. Для неё {f:5:Беатриче} — символ для подражания, как аниме‐героиня. Она каждую мелочь считает шуткой, устроенной ведьмой."""
Willard H. Wright,"""Ты взрослый человек. И то, что ты никогда не говорил это Марии, тоже очень взросло с твоей стороны."""
Ushiromiya George,"""Конечно. Детские мечты возникают только в детстве. По‐моему, взрослый обязан уважать эти драгоценные впечатления."""
Willard H. Wright,"""Думаю, мы поладим."""
,Джордж считает {f:5:Беатриче} обычной сказкой.
,Но эта фраза...'взрослый должен уважать мечты ребёнка'... могла бы заслужить дальнейшее изучение.
,"Получив по волшебству конфету от {f:5:Беатриче}, Мария взволновалась и рассказала Джорджу и другим."
,"Взрослые последовали его примеру и согласились с её историей, *как они и должны делать*."
,"Однако к такой реакции может привести и ещё кое‐что, помимо ответа взрослого на утверждение ребёнка."
,"Например, ответ подчинённого на заявление того, кто выше по рангу."
,"......Если Кинзо — тиран семьи Уширомия — утверждает, что {f:5:Беатриче} существует и возродилась, другие члены семьи могут согласиться с его историей потому, что *именно так и должны поступать те, кто ниже по рангу*."
,"Хотя {f:5:Беатриче} появлялась напрямую только перед ограниченным числом людей...... можно сказать, что понятие о её существовании проникло глубоко в семью Уширомия даже среди тех, кто никогда её не видел."
,"Тем не менее, как бы глубоко это понятие ни проникло, её всё равно воспринимали только как сказочного персонажа."
,Было необходимо превратить персонажа из воображаемой сказки в реальность.
,"И для этого нужно совершить что‐то, что на вид возможно только с помощью магии."
,"И этим чем‐то... была серия ведьминых инцидентов, начиная с шуток старшей {f:5:Беатриче}, когда она раскрывала окна...... и заканчивая конечным убийством в закрытой комнате."
,"......Старшая {f:5:Беатриче} упомянула об этом, сказав, что отрицающая магию сила в особняке по крупицам слабеет по мере того, как она заявляет о себе."
,{f:5:Беатриче}.
,"Почему ты готова зайти так далеко ради того, чтобы все остальные признали тебя?"
,"Потому что воображаемое становится правдой, если все признают это?"
,Потому что в этот момент {f:5:Беатриче} будет признана и станет {y:0:Человек}{n:0:человек}ом?
,"Тогда до тех пор, пока её не признают все люди, она ниже {y:0:Человек}{n:0:человек}а. Она мебель."
,Почему мебель желает стать {y:0:Люд}{n:0:люд}ьми?
,В прошлой игре поднимали эти тему.
,Потому что они хотят получить право.
,Мебель не может ******.{n}Поэтому они хотят получить право на ****** и стать {y:0:Люд}{n:0:люд}ьми.
,............
,Очень простая история.
,"......Она, в первую очередь, напрямую связана с причиной рождения цыплёнка Беато."
Willard H. Wright,"""..................Вот как. ......Я понимаю, но всё запутанно."""
,Мне нельзя...... игнорировать сердце.
Ushiromiya George,"""Жаль так говорить на похоронах {f:5:Беатриче}...... но, по правде говоря, я не знаю о ней достаточной для объяснения информации. Прошу прощения."""
Ushiromiya George,"""Раз уж на то пошло, Джессика живёт здесь и может знать чуть больше. ......Кстати, ты уже представилась этому джентльмену, Джессика?"""
Ushiromiya Jessica,"""Ещё нет. ......Кое‐кто тут щипал людей за зад, и я даже толком не смогла представиться... Эхе‐хе..."""
,Джессика поздновато смутилась за грубое поведение перед незнакомым гостем.
,"Она откашлялась и красиво поклонилась, что совсем не сочеталось с её привычным поведением. Даже в реверансе подняла уголки юбки."
Ushiromiya Jessica,"""П‐приятно познакомиться. ......Меня зовут Джессика. В этот славный день позвольте мне поприветствовать вас в семье Уширомия...... э‐э, то есть, чувствуйте себя как дома... и..."""
Willard H. Wright,"""......Уиллард. Зови меня Уиллом."""
Ushiromiya Jessica,"""А? .........Э? .........Ва‐"""
,"Приветствие Джессики было старомодным, поэтому Уилл тоже отнёсся к ней как к старомодной леди, опустившись на одно колено и поцеловав её правую руку."
Ushiromiya Jessica,"""Ва... а......а‐а......"""
,"Не ожидая, что на её приветствие ответят так старомодно и формально, Джессика покраснела и потеряла дар речи."
,"......Но Уилл считал своё приветствие совершенно серьёзным и поэтому не понял, отчего у Джессики пылает лицо."
Willard H. Wright,"""Я сделал что‐то не то?"""
Ushiromiya Jessica,"""Нет, я просто не... а...аха‐ха‐ха..."""
Willard H. Wright,"""Расскажи, что знаешь о {f:5:Беатриче}. .........Н‐н."""
,"По краям правой руки Уилла, которой он держал руку Джессики, просочился свет."
,"Судя по всему, на Джессику повлияло полномочие театрала."
,......Я не хотел. Хотя ладно...
Ushiromiya Jessica,"""{f:5:Беатриче}, значит?.. Да, я могу рассказать...... но ты пообещаешь мне? Пообещай, что не станешь смеяться. Сейчас...... это кажется мне слишком безумным."""
Willard H. Wright,"""Что тебе известно? Я не буду смеяться. Расскажи."""
Ushiromiya Jessica,"""Ла... ладно......... Э‐э, с чего бы начать......."""
,Для меня Золотая ведьма {f:5:Беатриче}... нечто вроде одной из 'семи тайн' семьи Уширомия.
,Вы ведь слышали о них? Почти во всех школах есть передающиеся небылицы или истории о призраках.
,Вроде 'иногда фортепьяно в кабинете музыки начинает играть само по себе' или 'по ночам в кабинете биологии танцует скелет'.
,"Все о них слышали. Но, конечно же, не все в них верят."
,История о {f:5:Беатриче} такая же.
,Очередная странная история о нашем слишком большом особняке.
,"Слуги время от времени говорили, что во время ночного обхода увидели нечто."
,"Иногда меня слегка раздражало то, что они превращают мой дом в логово призрачных историй, но не более того. Вот как мало это для меня значило."
,Поэтому во время обычной повседневной жизни я совершенно забывала об имени 'Беатриче'.
,"Разумеется, когда этот огромный портрет только повесили, он и впрямь выглядел жутковатым."
,"Даже я с наступлением темноты старалась не встречаться с ней взглядом, поэтому неудивительно, что слуги считали его жутким."
,Но так было только поначалу.{n}Все мы проходили мимо портрета каждый день.
,Постепенно мы привыкли к нему и потеряли интерес.
,Меня больше нисколько не волновал портрет любовницы из заблуждений деда.
Willard H. Wright,"""Понимаю. Наверняка для других родственников, приезжающих всего несколько раз в год, всё было иначе."""
Ushiromiya Jessica,"""Именно. Приезжая на семейное собрание, семья всегда стоит перед этим портретом и обсуждает {f:5:Беатриче}. Поэтому мне напоминают о нём каждый год."""
Ushiromiya Maria,"""У‐у, {f:5:Беатриче}! Я снова пришла поиграть!.. Я нарисовала ещё одно новое заклинание. Взгляни попозже, ладно?! У‐у!"""
Ushiromiya George,"""Тебе так нравится {f:5:Беатриче}, да? Ты в таком хорошем настроении с тех пор, как дедушка повесил этот портрет."""
Ushiromiya Jessica,"""Э? А где Энджи?"""
Ushiromiya George,"""Вернулась вместе с тётей Кирие принять лекарство."""
Ushiromiya Jessica,"""До чего же у неё слабое здоровье. ......Полная противоположность Баттлеру."""
Ushiromiya George,"""Она из тех, кто всегда заболевает, когда сильно нервничает. Я тоже постоянно заболевал по большим праздникам и в поездках."""
Ushiromiya Jessica,"""Мария не идёт ни в какое сравнение. ......Она не переставала говорить о {f:5:Беатриче} всю дорогу от Нииджимы. ......Тебе не кажется, что она воспринимает это чересчур серьёзно?"""
Ushiromiya George,"""Почему бы и нет. Для детей нормально иметь активное воображение. Если бы ребёнок сказал тебе, что встретил Санта Клауса, ты бы сказала, что он лжёт?"""
Ushiromiya Jessica,"""......Ну, я бы не стала заходить так далеко."""
,Мария продолжала разговаривать с портретом словно со старым другом.
,"Она обещала попозже поиграть с ним, как будто говорила с живым человеком."
,Джордж считал такое поведение младшего члена противоположного пола милым.
,......Но если говорить совершенно откровенно...
,"Джессика, которая была того же пола, что и Мария, считала подобное поведение несколько неприятным, хоть и понимала, что другая девочка младше."
,Когда‐то даже я была очарована аниме‐героинями и другими вымышленными персонажами.
,"Но...... поведение Марии словно означает нечто большее, чем просто очарование. ......Нечто более определённое...... более яркое."
,Я одна заметила в ней странность?
,".....Наверняка все остальные тоже заметили, но игнорируют из‐за достоинства взрослого, о котором всегда говорит Джордж."
Ushiromiya Krauss,"""......Прошу прощения, дамы и господа. Глава очень занят своими благородными исследованиями. Сегодня он пожелал отобедать в своём кабинете."""
,"Ещё секунду назад дети Кинзо жаловались, что от обеда с их отцом у них будет расстройство желудка."
,"Но теперь, зная, что он не придёт, они начали ворчать о том, как он должен хотя бы соизволить спуститься во время ежегодного семейного собрания."
Gohda Toshiro,"""Что ж, дамы и господа, начнём обед. Я, Года, использовал весь свой талант и опыт, чтобы гости, которые приехали из такой дали, были всецело довольны трапезой..."""
,"Ни один желудок не мог устоять, услышав такое от великого шеф‐повара Годы."
,"К тому времени, как великолепные блюда были расставлены, все перестали говорить об отсутствии Кинзо..."
,Сейчас обсуждали отсутствие Энджи.
,"Похоже, у неё так сильно заболел живот, что они с Кирие не смогли прийти на обед."
Ushiromiya Natsuhi,"""Бедняжка. ......Года. Обязательно попозже поговори с Кирие и сделай каши."""
Ushiromiya Rudolf,"""Благодарю за заботу. ......Простите. Просто она не справляется с большим стрессом."""
Ushiromiya Hideyoshi,"""Вот как бывает у молодых. Они милые, по крайней мере, когда не срыгивают."""
Ushiromiya Eva,"""У Джорджа всё время так было. Раньше он был очень хилым. Правда?"""
Ushiromiya George,"""Давай не будем говорить о прошлом... Эта тема не для обсуждения за столом."""
Ushiromiya Maria,"""У‐у. Бедная Энджи. Она не сможет съесть такую вкусную еду."""
Ushiromiya Jessica,"""Да, бедняжка. Давай обязательно поиграем с ней, когда ей станет лучше."""
Ushiromiya Maria,"""У‐у, не могу. Она не сможет поиграть со мной."""
Ushiromiya Jessica,"""Ч‐что? Почему?"""
Ushiromiya Maria,"""Потому что я буду играть с {f:5:Беатриче}. Так что я не могу поиграть с Энджи."""
Ushiromiya Jessica,"""Играть с {f:5:Беатриче}......Опять уйдёшь куда‐нибудь и будешь читать книгу, бормоча себе под нос?"""
,"Джессика пожалела, что не была тактичнее."
,"Однако она не могла избавиться от неприятного чувства, которое испытывала всякий раз, когда Мария заговаривала о {f:5:Беатриче}, и это чувство проскользнуло через её слова..."
Ushiromiya Maria,"""У‐у! Не одна! Вместе с Беато!"""
,"Несмотря на свою юность, Мария умеет читать эмоции."
,"Она сразу же разразилась гневом, обратив на себя внимание всех присутствующих..."
,Обычно Роза уже остановила бы её.
,"Но так вышло, что она как раз отошла в ванную. Марию никто не мог успокоить..."
Ushiromiya Maria,"""Ки‐хи‐хи‐хи! Бедная Джессика, ты просто скопище токсина! Магическая сила Беато сейчас так слаба, что её бы сожгло дотла, если бы она перед тобой появилась! Но в конце концов она предстанет перед тобой. Да и перед всеми остальными!"""
Ushiromiya Maria,"""Ки‐хи‐хи, и тогда дверь в Золотую Землю откроется! Но кто знает, пригласят ли тебя? Меня она обязательно возьмёт туда! Но не Джессику, не Джессику! Не ту, кто высмеивает {f:5:Беатриче}, не глупого, непосвящённого, растерянного, испорченного, запятнанного токсином человека! Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи!"""
Ushiromiya Jessica,"""......Когда {f:5:Беатриче} высмеивают, Мария будто становится совершенно другим человеком."""
Willard H. Wright,"""Вроде было предположение, что у Марии раздвоение личности."""
Ushiromiya Jessica,"""Раздвоение личности! Да, подходящее описание. Или, может, так для Марии выглядит идеальная личность."""
Willard H. Wright,"""Ты про 'создай другого себя, которым хочешь быть'?.."""
Ushiromiya Jessica,"""Э? ...Откуда ты знаешь мой девиз?"""
Willard H. Wright,"""Особо не задумывайся. Только заработаешь головную боль."""
,Однажды Джессика сказала об этом Канону.
,"Она говорила, что любой человек может создать другого себя в образе того, кем он хочет быть."
,......Мы слышали эти слова где‐то в начале второй игры.
,Как же много интересного происходило ещё в самом начале...
Ushiromiya Jessica,"""Все хотят стать кем‐то. Но не становятся. ......Такими, какие они есть, их сделали ограничения повседневной жизни, и у них нет возможности измениться."""
Willard H. Wright,"""Верно. Изменить себя означает изменить окружающую обстановку. ......Это непросто."""
Ushiromiya Jessica,"""Поэтому я придумала оставить 'ту, кто я сейчас'......и создать другую 'себя', которой я хочу быть."""
Willard H. Wright,"""Вынужденная жить как дочь богатой семьи, ты задыхалась и придумала другую себя, которой хотела быть."""
Ushiromiya Jessica,"""Но, конечно же, дома я не могла сделать ничего диковинного. Было бы невесело всё время слушать, как мама кричит на меня. ......Поэтому я придумала план. Дома я послушно делаю то, что говорят мне родители...... но также я создам вторую себя, чтобы делать то, что я хочу."""
Willard H. Wright,"""Дома ты делаешь всё, что тебе говорят родители, а снаружи — то, что сама хочешь. Хороший образ жизни. Можешь гордиться."""
Ushiromiya Jessica,"""Хе‐хех, спасибо... И, ну...... если действительно кем‐то хочешь стать и очень стараешься над этим, то стать им легче, чем кажется. Я поняла, что Мария такая же."""
Willard H. Wright,"""Думаешь, Мария делает то же самое, когда взволнованна и начинает говорить без умолку?"""
Ushiromiya Jessica,"""Иногда мне кажется, что Мария хочет быть именно такой."""
Willard H. Wright,"""......Как младшего члена семьи, её обожают, но не уважают."""
Ushiromiya Jessica,"""Каждый раз, когда она что‐то узнаёт, в семье находится кто‐нибудь, кто уже об этом знает. У неё нет возможности продемонстрировать свои знания. ......Всякий раз, когда она узнаёт нечто новое, мы улыбаемся и хвалим её...... но на самом деле раним её."""
Willard H. Wright,"""И Мария захотела стать профессионалом в чём‐нибудь?"""
,"Об этом думают все мальчики и девочки, желающие избавиться от своего детства."
,"Чувство, когда ты узнаёшь что‐то новое и родители тебя хвалят, не такое уж и плохое. ......Но когда понимаешь, что те уже знают об этом, иногда кажется, что они разговаривают с тобой снисходительно."
,"Когда ребёнок учит таблицу умножения однозначных чисел, родители хвалят его."
,"Но невнимательные иногда спрашивают необдуманные вопросы вроде 'А 11 умножить на 11?', 'А 16 на 16?' ну или что‐то подобное."
,"В таких случаях ребёнок утрачивает чувство выполненного долга и начинает думать, что ему никогда не превзойти родителей..."
Ushiromiya Jessica,"""Так что легко догадаться, почему Мария заинтересовалась оккультизмом, о котором никто ничего не знал, и начала углубляться в его изучение. ......Думаю, Мария хочет быть уважаемым всеми профессионалом в оккультизме."""
Willard H. Wright,"""И Роза бьёт её, если она говорит об оккультизме в повседневной жизни. ......Поэтому, как и ты, она большую часть времени скрывает другую себя."""
Ushiromiya Jessica,"""Вот так я объясняю её поведение в такие моменты. ......Возможно, её истинная личность берёт контроль над привычной личностью."""
Ushiromiya Jessica,"""На самом деле мне это знакомо. ......Когда я подумала, что было бы неплохо стать хрупкой, неприступной леди, у меня появилась дурная привычка симулировать кашель."""
Willard H. Wright,"""Потому что все были добры к тебе, когда у тебя начинался приступ кашля?"""
Ushiromiya Jessica,"""Ха‐ха, нет... Если речь заходила о том, что мне не нравилось или из‐за чего становилось не по себе, я могла так сменить тему."""
Willard H. Wright,"""Понятно. И вот часть другой тебя, которой ты хотела стать."""
Ushiromiya Jessica,"""Ха‐ха, буду признательна, если ты никому не расскажешь."""
,Тогда...... какова другая личность Марии?
,"Профессионал в оккультизме, который может переспорить даже взрослых?{n}Или же...... это относится к её связи с ведьмой?"
,"......Так или иначе, отрицать {f:5:Беатриче} перед Марией — явный запрет."
,"......В поисках того, чего нет в её повседневной жизни, Мария нашла {f:5:Беатриче} и нечто внутри себя."
,"Значит, желание Марии... попасть с {f:5:Беатриче} в Золотую Землю?"
,..................
Ushiromiya Jessica,"""Что‐то мы отошли от темы. В общем, Мария психовала до тех пор, пока не вернулась тётя Роза. ......Не стоило так делать, но я дала отпор."""
Willard H. Wright,"""Сказала, что {f:5:Беатриче} не существует?"""
Ushiromiya Jessica,"""Вроде того. 'Если она существует, покажи мне её'. ......Естественно, когда Мария расплакалась, я поняла, что зашла слишком далеко."""
Willard H. Wright,"""А потом?"""
Ushiromiya Jessica,"""Под конец семейного собрания по‐прежнему расстроена была только я. ......Мария вела себя как ни в чём не бывало. Она куда‐то ушла, а вернувшись, снова начала радостно говорить о том, как играла с {f:5:Беатриче}."""
Ushiromiya Jessica,"""Все, включая меня, решили не спорить с ней. Тогда было лучше просто принять и проигнорировать."""
Willard H. Wright,"""Это всё, что ты хотела сказать насчёт семейного собрания?"""
Ushiromiya Jessica,"""Насчёт собрания — да. Я хотела рассказать о произошедшем после него, когда все уехали."""
,Мне было неуютно даже после окончания собрания.
,"Если бы Мария была всё так же зла, мы были бы квиты, и я забыла бы."
,"Но она оправилась, и только я была недовольна..."
Kumasawa Chiyo,"""О, миледи. Отчего такое мрачное лицо?"""
Ushiromiya Jessica,"""......О, это вы. Ничего особенного. ......Думаю, гладко ли прошло возвращение остальных."""
Kumasawa Chiyo,"""Придерживаясь расписания, они уже должны быть в аэропорту Нииджимы. ......Вы хорошо справились, миледи."""
Ushiromiya Jessica,"""Я ничего не сделала. Это вы, слуги, великолепно справились."""
Kumasawa Chiyo,"""............ Вы ещё расстроены из‐за вчерашнего спора с госпожой Марией?"""
Ushiromiya Jessica,"""Н‐н...... отчасти."""
Kumasawa Chiyo,"""Она всего лишь ребёнок. Вы ведь уже старшеклассница, не стоит так беспокоиться об этом."""
Ushiromiya Jessica,"""Думаете, это просто детская чушь?"""
Kumasawa Chiyo,"""......Вы про...... госпожу {f:5:Беатриче}?"""
Ushiromiya Jessica,"""Видите, даже вы называете её {i:госпожой}."""
,"{f:5:Беатриче} — имя любовницы деда, в которую он до сих пор до безумия влюблён. ......Ясно, что, как слуге, Кумасаве нельзя говорить о ней без скромности."
,"Но всё же...... так стали называть вымышленную ведьму, живущую в особняке...... и почти естественно называть её 'госпожой'."
Ushiromiya Jessica,"""{f:5:Беатриче} — всего лишь история о призраке, придуманная взрослыми, чтобы мы не ходили в лес. ......Марии просто понравилось, и она решила притвориться, что так и есть."""
Kumasawa Chiyo,"""Хо‐хо‐хо... Говоря такое, вы в конечном итоге будете прокляты. Ведь госпожа {f:5:Беатриче} *существует*."""
Ushiromiya Jessica,"""Да ладно, мы обе знаем, что это не так. Джорджу не нужно говорить мне не устраивать переполох по поводу того, что никакого Санты нет. Но это ещё не значит, что Санта существует."""
Kumasawa Chiyo,"""......Вы поймёте, что ошибаетесь, миледи."""
Ushiromiya Jessica,"""Ошибаюсь?.."""
Kumasawa Chiyo,"""Да. Боги обитают во всём. ......И точно так же госпожа {f:5:Беатриче} обитает в этом особняке. Как бог, она не причинит вам вреда, если вы её уважаете."""
Kumasawa Chiyo,"""Как вы и говорите, её словно не существует... Однако, если вы не проявите должное уважение, на вас падёт её проклятие. ......Разумеется, это относится не только к госпоже {f:5:Беатриче}."""
Ushiromiya Jessica,"""Хех, проклятие? Отлично. Вот бы с ней встретиться."""
Kumasawa Chiyo,"""Ми... миледи!.. Не говорите так!.."""
Shannon,"""А, миледи..."""
Gohda Toshiro,"""Вы сегодня были великолепны..."""
Ushiromiya Jessica,"""Шаннон, Года. Вам ведь известно о {f:5:Беатриче}?"""
Shannon,"""......Э?"""
Gohda Toshiro,"""Н‐ну, разумеется, я знаю о ней. ......Почему вы спрашиваете?"""
,Двое переглянулись.
,"Они выглядели так, будто только что услышали, как невежественный вдруг произнёс запретное слово..."
Ushiromiya Jessica,"""Давайте прямо. Этот призрак существует?!"""
Gohda Toshiro,"""......Если отвечать, существует она или нет...... я бы сказал, что нет... Наверное."""
Shannon,"""Я...... я уверена, что...... она существует."""
Ushiromiya Jessica,"""И с чего ты взяла?! Ты встречала её?"""
Shannon,"""На... ......напрямую — нет...... но..."""
,"Шаннон подробно рассказала о том, как иногда ощущала странное присутствие или видела силуэт во время полночных обходов. И каждый раз, когда она начинала, Джессика обрывала её"
,"со словами, что ей либо привиделось, либо она ошиблась."
Ushiromiya Jessica,"""Вы ведь тоже её не встречали, верно, Года?!"""
Gohda Toshiro,"""Ра... ......разумеется.........Ho......видите ли......"""
,Он вёл себя очень уклончиво.
,"Даже такой крупный человек, как Года, не мог опровергнуть существование той, кого никогда не встречал."
,......Джессику это раздражало.
,Она сама живёт в этом особняке.
,"Они ведут себя так, будто там живёт кто‐то, кого она не знает. ......Конечно же, ей это не нравится."
Ushiromiya Jessica,"""Н‐н, секунду. Повторите."""
Gohda Toshiro,"""Э? В‐вы про..."""
Shannon,"""И... историю о почётной комнате?.."""
,Года и Шаннон пересказывали призрачные истории о {f:5:Беатриче}.
,На одну из них Джессика обратила внимание...
Ushiromiya Jessica,"""Да, про неё. Звучит здорово!.."""
,Года и Шаннон переглянулись. Они не рассказывали ни о чём весёлом.
Gohda Toshiro,"""Вы про то, что...... нельзя входить в почётную комнату в два часа ночи?"""
Shannon,"""Про историю о том, как госпожа {f:5:Беатриче} каждую ночь в 2:00 возвращается в почётную комнату, поэтому к ней нельзя приближаться...... да?"""
Ushiromiya Jessica,"""Да‐да, точно. Здорово. Все остальные истории о том, что кто‐то вроде как увидел {f:5:Беатриче} или услышал, но эта не такая. Зайдя в почётную комнату в 2:00, можно встретить госпожу {f:5:Беатриче}!.."""
