Speaker,Russian (RU)
,Мужчины в рабочей одежде покрывали часть зала брезентом.
,"По тому, как они измерили стены и разложили инструменты, было видно, что планировался строительный проект."
Ronoue Genji,"""Для Господина он крайне важен. Не повредите."""
,Председатель строительной компании несколько раз кивнул в знак понимания.
,Затем шестеро молодых рабочих взяли большой прямоугольный предмет в белом покрывале...
,"""Ита‐ак, осторожно там! Осторожнее ставьте... Осторожнее, говорю."""
,"""Это место подходит?"""
,"""Отлично, начинаем."""
,"По‐видимому, они прикрепляли к стене зала нечто большое..."
Ushiromiya Natsuhi,"""......Так вот куда он хочет его повесить?"""
Ushiromiya Krauss,"""Он так хочет. Сам этот особняк не более чем игрушка отца."""
,Нацухи глубоко вздохнула.
,"Хотя это была прихоть Кинзо, которого она так уважала...... ей не нравилась идея повесить его прямо в зале — в лице особняка."
,"Когда белое покрывало сняли, показалась западная женщина в красивом платье..."
,Это был громадный женский портрет......
Ushiromiya Kinzo,"""Всё продвигается гладко?"""
Ronoue Genji,"""Да. Они закончат к вечеру."""
Ushiromiya Kinzo,"""Скорее бы увидеть его здесь, у всех на виду. Проследи за этим, друг мой."""
Ronoue Genji,"""Положитесь на меня."""
Ushiromiya Krauss,"""......Отец. Великолепный портрет."""
Ushiromiya Kinzo,"""Да. Работа мастера. Я доволен."""
Ushiromiya Natsuhi,"""......Это ваша благодетельница, давшая вам золото, да?"""
Ushiromiya Kinzo,"""Верно. ......Не встреть я {f:5:Беатриче}, меня бы здесь не было, как не было бы семьи Уширомия и, разумеется, этого особняка. Вполне естественно, что её портрет будет висеть в лучшем возможном месте."""
,После таких прямых слов ему было не возразить.
,Краусс и Нацухи могли только пожать плечами.
Ronoue Genji,"""......Господин. Вот плита с эпитафией. Вы не могли бы проверить, всё ли в порядке?"""
Ushiromiya Kinzo,"""Да. Каждое слово должно быть верным..."""
,Эпитафия?.. Краусс и Нацухи наклонили головы и последовали за Кинзо.
,"Лидер рабочих поставил плиту, завёрнутую в покрывало."
,"Остальные подумали, что на ней может быть название и объяснение картины, но там было довольно много слов для этого..."
Ushiromiya Natsuhi,""".........Отец. Что это?.."""
Ushiromiya Krauss,"""Через город...... родной мой, любимый, изобильная айю река катит воды свои?.."""
Ushiromiya Kinzo,"""Хех. ......Хе‐хе‐хе‐хе‐хех. Прочитай и истолкуй как пожелаешь."""
Willard H. Wright,"""......Наконец мы дошли до появления эпитафии и портрета."""
Ushiromiya Lion,"""Я не многое знаю об эпитафии. В моём мире её нет."""
Willard H. Wright,"""Верно. В твоём мире уже есть чёткий преемник: ты. Но не в том."""
Ushiromiya Lion,"""Значит...... эта эпитафия всё‐таки была выставлена для выбора преемника дедушки?.."""
Willard H. Wright,"""Скорее всего. Или, может, он хотел верить в чудо."""
,"Сложная загадка, составленная так, чтобы её никто не разгадал."
,"А если кто‐то разгадает...... это будет чудо.{n}Разве не это чудо...... приведёт того, от кого Кинзо больше всего ждёт её разгадки?.."
Ushiromiya Lion,"""Короче говоря, эпитафия и вправду отражает ритуал возрождения {f:5:Беатриче}, как все и думали?.."""
Clair,"""......Таково привычное толкование. Таинственный ритуал, приносящий в жертву 13 человек для возрождения ведьмы. ......Однако это не настоящий ритуал. ......Настоящий заключается в ожидании того, кто чудом разгадает эту загадку. Вот истинный ритуал. Но у судьбы своя ирония."""
Willard H. Wright,"""Генджи уже знал. ......Кинзо мог выставить её, догадавшись, что тот всё знает."""
Clair,"""......Эта судьба была случайностью или же чем‐то спланированным? Я не знаю. ......Но с этой эпитафией ведьма {f:5:Беатриче} возродится в прямом смысле."""
{f:5:Beatrice},"""......Так вот......{f:5:Беатриче}..."""
,"Мою душу захватила женщина с этого огромного портрета.{n}Быть может, в буквальном смысле."
,"Или не захватила...... а лучше сказать, что моя душа вернулась туда, где ей место."
,"Прекрасные светлые волосы были такими же, как у меня, но собранными."
,"Она была одета в чёрное платье, ещё больше подчёркивающее её золотистые волосы."
,......Ведьма...{f:5:Беатриче}.{n}Мой... истинный облик......
{f:5:Beatrice},"""? .........А это что?"""
,На стоящей плите было слишком много слов для названия картины.
,"Через город родной мой, любимый, изобильная айю река катит воды свои......{n}Ты, кто ищет Золотую Землю, за её течением вниз последуй в поисках желанного ключа."
{f:5:Beatrice},"""......Золотая Земля... ......Вот как, ...значит, мой мир...... это Золотая Земля..."""
,"Я всегда называла свой собственный, личный мир Раем.{n}Но сегодня я изменю название."
,"Отныне мой мир будет Золотой Землёй.{n}Я — хозяйка Золотой Земли, {f:5:Беатриче}......"
,"......А затем идёт жестокий ритуал жертвоприношений, начинающийся с первых сумерек.{n}К девятым сумеркам же возродится ведьма, и кто в живых остался — будет мёртв......"
{f:5:Beatrice},"""Проведя этот ритуал...... я возрожусь в прямом смысле?.."""
,"К десятым сумеркам конец пути настанет — в столицу золотую ты войдёшь......{n}Похвалит ведьма мудрых и вручит им четыре дара.{n}Первый — всё золото, что в Золотой Земле."
,"......{f:5:Беатриче} дала Кинзо огромное количество золота, и ходят слухи, что оно до сих пор где‐то скрыто."
,"Как шепчутся все члены семьи и слуги, это и вправду код, указывающий на местоположение скрытого золота Кинзо?"
{f:5:Beatrice},""".........Разгадав загадку, человек получит огромное количество золота. .........Но я возрожусь, разгадав её..."""
,............
,"......Кинзо, старый фокусник.{n}Я насмехалась над тем недолгим временем, что тебе осталось, а ты затеял подобную игру."
,Как интересно. ......Я обязательно разгадаю её.{n}И тогда возрожусь истинной {f:5:Беатриче}.
,"С помощью своей внушительной магической силы я буду повелевать объектами и людьми, днём и ночью... и всей Роккенджимой......"
Gohda Toshiro,"""Все говорят, что эта эпитафия — карта, ведущая к скрытым сокровищам!.."""
Kumasawa Chiyo,"""Ходят слухи, что у Господина есть десять тонн скрытого золота!.."""
Kanon,"""......Да, если верить слухам, золото ему дала {f:5:Беатриче}. Я тоже слышал."""
