Speaker,Russian (RU)
,"В этом году розарий был поистине великолепен.{n}Розы расцветали ненормально быстро, словно соревнуясь друг с другом."
,"Там же можно было заметить Кинзо, Канона и Нацухи..."
Ushiromiya Kinzo,"""Снова цветы выросли великолепными. Должно быть, твоя заслуга."""
Kanon,""".........Большое спасибо. Просто в этом году хорошая погода."""
Ushiromiya Natsuhi,"""Благодаря твоим стараниям сад в этом году даже прекраснее обычного. Хорошая работа."""
Kanon,"""Благодарю вас..."""
Ushiromiya Kinzo,"""Если бы сегодняшний день не был таким особенным... мы могли бы за чёрным чаем полюбоваться розами."""
,Кинзо пожал плечами. Сегодня семейное собрание.
,"......Когда доходит до дел других родственников, они не слышат ничего хорошего."
,"Напротив, те, вероятно, планируют перевести разговор на оставшуюся жизнь Кинзо и продолжить междоусобицу по наследству."
Ushiromiya Kinzo,"""......До чего же неприятные люди. Кстати, как там Краусс? План по погашению долгов продвигается?"""
Ushiromiya Natsuhi,"""Этот план выглядит реалистичным......... однако его масштабы весьма велики, и не похоже, что он приносит свои плоды так, как ожидалось."""
Ushiromiya Kinzo,"""По возможности, я надеялся, что что‐то будет готово до сегодняшнего собрания."""
Ushiromiya Natsuhi,"""......Да. Прошу прощения."""
{f:5:Beatrice},"""Кинзо, ты уверен, что можешь беспечно тут разгуливать?"""
,"Как она туда забралась?{n}......Впрочем, бессмысленно задаваться такими вопросами, когда имеешь дело с ведьмой."
,"{f:5:Беатриче} как ни в чём не бывало сидела на крыше беседки, словно греясь на солнце."
{f:5:Beatrice},"""Родственники — сплошной кусок отрицающего магию токсина — будут влиять на нас. Если столкнёшься с ними, твоя душа вмиг испарится."""
Ushiromiya Kinzo,"""Хмф. Я уже мёртв. Даже испарение не будет вредом."""
Ushiromiya Natsuhi,"""......Мы не можем этого допустить. Пожалуйста, ради семьи Уширомия, помогите нам ещё немного."""
{f:5:Beatrice},"""Нацухи. Кажется, катер с родственниками покинул порт. Хорошо бы вам поскорее закончить прогулку."""
Ushiromiya Natsuhi,"""......Да? Спасибо. ...Отец, вернитесь в кабинет, пожалуйста."""
Ushiromiya Kinzo,"""О боже... Позор возвращаться в такую прекрасную погоду."""
