Speaker,Russian (RU)
,"Крупнейшим событием для семьи Уширомия осенью было семейное собрание в октябре. Но у Джессики было ещё одно событие, по важности перевешивающее общий слёт семьи, а именно: культурный фестиваль школы."
,"Джессика любила школу, где она могла сбросить стресс после дней, в течение которых она вынуждена была жить, соблюдая формальности."
,"Для сегодняшнего фестиваля она сформировала группу с друзьями, и объявила, что будет играть лёгкую музыку на временной сцене."
,"Поэтому она готовилась и репетировала и с огромным нетерпением ожидала этого дня. .........Но имелось кое‐что, заставляющее её нервничать."
,Она посмотрела на часы. Было ещё немного времени... Но на душе у неё скребли кошки.
,Придёт ли он?
,"После глубокого вздоха, её сердце ёкнуло, когда вдруг все её подруги запищали пронзительными голосами."
,"""Ух‐ты‐ы, парень Хины тако‐о‐ой крутой!"""
,"""Правда?! Правда?!"""
,"""Я слышала, парень у Рин тако‐о‐ой умный! Это правда, что он очкастый страшила?!"""
,"""Ну нет, ну нет, у меня муж будет красавцем!"""
,"""""""Кья‐а {p:0:♪} кья‐а {p:0:♪}"""""""
,......Ни одна из них не сказала бы этого вслух... Но для них культурный фестиваль в школе Джессики на самом деле был скорее выставкой парней.
,"У Джессики не было парня.{n}У неё было множество друзей противоположного пола, но не было ""того единственного""."
,"...Джессика была достаточно известна в пределах школы, и все думали, что для неё естественно иметь достойного партнёра."
,"Тем более, её гордость заставляла её вести себя, словно так оно и есть."
,"Таким образом, она хитро обманывала их, пока не пришёл этот год."
,"......Но в силу сложившихся причин, ей не удалось уйти от этого на культурном фестивале в этом году..."
,"""Джесси~. Твой парень зде~есь?"""
Ushiromiya Jessica,"""Что?! Ах, э‐э, нет, похоже, что он ещё не пришёл. Может, у него дела на работе? Аха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха..."""
,"""Что за человек этот твой парень, Джесси? Ну хотя бы намекни нам. Какие у вас отношения? Какие отношения?!"""
