Speaker,Russian (RU)
,Наша четверка из двух кузенов и кузин с удовольствием рассказывала друг другу разные истории и просто трепалась.
,"Это была компания из мальчиков и девочек с ощутимой разницей в возрасте: кто‐то уже достиг совершеннолетия, кто‐то учился в старшей школе, а кто‐то ещё даже младшую не закончил."
,"Когда каждый из нас что‐нибудь рассказывал, остальные внимательно слушали рассказчика."
Ushiromiya Battler,"""Похоже, я начинаю к этому привыкать. Сложно поверить, что Джессика и Мария так выросли за каких‐то шесть лет. Если честно, мне было как‐то не по себе, но после наших рассказов, думаю, можно смело сказать, что внутри мы ни капельки не изменились."""
Ushiromiya Jessica,"""И правда. Ты совсем не изменился, Баттлер. Хоть ты и стал каланчой, зато в душе всё ещё ребёнок."""
Ushiromiya Maria,"""У‐у! Я тоже ребёнок! Я тоже ребёнок!"""
Ushiromiya Battler,"""Мария, ты ведь не собираешься всё время быть ребёнком? Довольно скоро ты вырастешь и станешь прекрасной юной леди. Когда это случится, грудь у тебя будет не хуже, чем у Джессики. И вот, когда настанет этот долгожданный момент..."""
Ushiromiya Battler,"""Когда это случится, дашь потрогать, а? Пообещай!"""
Ushiromiya Maria,"""У‐у! Дам потрогать! Обещаю! У‐у!"""
Ushiromiya George,"""М‐мария, т‐так нельзя! Н‐нельзя давать такие обещания, это плохо, очень плохо!"""
Ushiromiya Maria,"""У‐у! Я обещала, я дам! Я сдержу обещание! Сдержу‐у‐у!"""
Ushiromiya Battler,"""...Мария, ты такая искренняя, хорошая девочка... Твоему будущему жениху можно только позавидовать."""
Ushiromiya Jessica,"""Эй, стоять!.. Не отклоняться от темы с этим обещанием! Мария, никакого обещания нет! Нет!"""
Ushiromiya Maria,"""У‐у. Обещания нет? У‐у......"""
Ushiromiya George,"""Да, когда Баттлера не было, чувствовалось, словно чего‐то не хватало. Все шесть лет было как‐то одиноко."""
Ushiromiya Jessica,"""...Действительно. Давненько мы так не дурачились. Вместо этого мы вели серьёзные разговоры. О планах на будущее, например, об окончании учёбы, о том, кто и куда пойдёт работать."""
Ushiromiya Battler,"""О, ну уж извини‐и‐ите! Когда я здесь, серьёзные разговоры отходят на второй план!"""
Ushiromiya Maria,"""Но мне очень весело в этом году. У‐у, у‐у!"""
Ushiromiya George,"""И не говори. Это самая весёлая встреча за последние шесть лет."""
,"Искренние слова Марии, вне всяких сомнений, выразили общее мнение."
,"Когда Джордж погладил её по головке, Мария улыбнулась и будто заурчала, закрыв глаза от удовольствия, как это обычно делают котята."
Shannon,"""......Прошу прощения. Мы готовы накрыть на стол."""
,"Раздался робкий стук в дверь, а затем за ней раздался такой же робкий юный женский голос."
,Звонкий ответ Джессики не заставил себя ждать.
Ushiromiya Jessica,"""Шаннон, входи! Ты ведь помнишь Баттлера?!"""
,Джессика встала с кровати и открыла дверь.
,За дверью оказалась молоденькая служанка примерно одного с нами возраста.
Shannon,"""Со времени нашей последней встречи прошло довольно много времени, Баттлер‐сама. Я так рада встретить вас после долгих шести лет. Разрешите представиться, Шаннон."""
,"Немного колебаясь, она вошла в комнату, сделав глубокий реверанс."
Ushiromiya Battler,"""...Ого!.. Шаннон‐чан, не успело пройти моё удивление от Джессики, так тут ещё ты! Ты стала просто красоткой!"""
Shannon,"""Н‐ну что вы, вы сильно преувеличиваете......"""
Ushiromiya Battler,"""А кормят вас тут, я погляжу, о‐о‐очень неплохо, хм‐м? Вот только интересно, чем именно, что у вас грудь становится тако‐о‐ой большой за каких‐то шесть лет?! Дай потрогаю, сравню, у кого больше — у тебя, или же у Джессики, ладно?!"""
,"С распростёртыми руками, брызжа слюной от предвкушения, я направился к ней!"
,"......К своей чести и чувству собственного достоинства, я должен признать, что вовсе не страдаю странной болезнью, от которой у меня на шее могут возникнуть лимфы, да ещё и зуд начнётся, если только я сейчас грудь не помассирую."
,Просто у меня такой специфический способ общения.
,"В такого рода ситуациях вероятность того, что парню заедут по физиономии или здорово поколотят, составляет 99 процентов."
,Такова моя оригинальная игривая техника знакомства!
,".........Н‐ну, а если мне выпадет тот 1 процент, и я смогу их пощупать, то это делает меня счастливчиком, не находите?.."
,"Ха‐ха‐ха‐ха, я, конечно же, совсе‐е‐ем на него не надеюсь!"
,Расстояние до цели составляло меньше сантиметра...... самое время получить по мозгам.
,"Когда Шаннон поняла, что происходит, то покраснела и опустила голову, но тем не менее не предприняла никаких серьёзных попыток меня остановить или как‐либо иначе пресечь мои поползновения."
,"...Ой‐ё, вот такого поворота я не ожидал."
,"Н‐ну же, залепи мне пощёчину или что‐нибудь в этом роде! Я ж таким макаром на полном серьёзе их потискаю!"
