Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"Erika's seat was the lowest one in rank. In other words, it was at the inferior end of the table.","Erika's seat was the lowest one in rank. In other words, it was at the inferior end of the table. ",[=UP],ヱリカの席は、序列で言うと一番の末席。つまり、下手の正面席。,[=JP],Место Эрики было самым низким по рангу. Она сидела в низшем конце стола.,"Erika sentou‐se no assento mais baixo da hierarquia. Ou seja, estava na ponta final da mesa.",[=UP],繪梨花的坐席，依序列來講即為末席。也就是桌子下方的正面席。,绘梨花的坐席，依序列来讲即为末席。也就是桌子下方的正面席。,[=UP],[=UP],[=UP]
,"Since Kinzo's seat at the high end of the table was empty, if you turned the whole thing around, it sort of looked like Erika was the host of this dinner...","Since Kinzo's seat at the high end of the table was empty, if you spun the whole thing around, it sort of looked like Erika was the host of this dinner... "," Since Kinzo's seat at the high end of the table was empty, if you turned the whole thing around, it sort of looked like Erika was the host of this dinner...",上手の正面席である金蔵の席は不在であるため、引っ繰り返して見たならまるで、ヱリカがこの晩餐の主催のようにさえ見えた…。,[=JP],"Поскольку место Кинзо в высшем конце пустовало, со стороны казалось, будто Эрика была хозяйкой этого ужина...","Como o assento de Kinzo, localizado no início da mesa, estava vago, se você a virasse ao contrário, pareceria que Erika era a anfitriã do jantar...",[=UP],因上方正面席的金藏缺席，所以從反方向看的話，繪梨花看起來甚至像是這場晚餐的主辦者…。,因上方正面席的金藏缺席，所以从反方向看的话，绘梨花看起来甚至像是这场晚餐的主办者…。,[=UP],[=UP],[=UP]
Gohda Toshiro,"""Well then, everyone. I would like to begin tonight's dinner, if I may.""","""Well then, everyone. I would like to begin tonight's dinner, if I may."" ",[=UP],「それでは皆様。本日の晩餐を始めさせていただきたいと思います。」,「それでは皆様。本日の晩餐を始めさせていただきたいと思います」,"""Что ж, дамы и господа. С вашего позволения я бы хотел начать сегодняшний ужин.""","""Muito bem, pessoal. Se me permitem, eu gostaria de dar início ao jantar desta noite.""",[=UP],「那麼，諸位。就此開始本日的晚餐吧。」,「那么，诸位。就此开始本日的晚餐吧。」,[=UP],[=UP],[=UP]
,"After Gohda's announcement, dinner began with the almost customary applause.","After Gohda's announcement, dinner began with the applause that had become almost customary. ",[=UP],郷田が挨拶すると、半ば恒例となった拍手から晩餐はスタートする。,[=JP],После его объявления ужин начался с почти общепринятых аплодисментов.,"Após o pronunciamento de Gohda, o jantar teve início com os aplausos de sempre.",[=UP],鄉田致完詞，已成半個慣例地拍了拍手，示意晚餐開始。,乡田致完词，已成半个惯例地拍了拍手，示意晚餐开始。,[=UP],[=UP],[=UP]
,It was finally the beginning of the dinner orchestra conducted by Toshiro Gohda.,It was finally the beginning of the dinner orchestra conducted by Toshiro Gohda. , It was finally the beginning of the dinner orchestra conducted by Toshiro Gohda.,いよいよ、指揮者トシロー・ゴーダによる、ディナーオーケストラの開幕だ。,[=JP],Наконец настало время обеденного оркестра с Тоширо Годой в роли дирижёра.,Finalmente tinha início o jantar orquestral conduzido por Toshiro Gohda.,[=UP],由指揮——俊朗·鄉田獻上的晚宴管弦樂會終於拉開了帷幕。,由指挥——俊朗·乡田献上的晚宴管弦乐会终于拉开了帷幕。,[=UP],[=UP],[=UP]
,"Sitting at such a majestic dinner table was no everyday thing for these people by any means, except for those in Krauss's immediate family.","Except for Krauss's household, sitting at such a majestic dinner table was no everyday thing for these people by any means. "," Except for Krauss's household, sitting at such a majestic dinner table was no everyday thing for these people by any means.",このような豪華な晩餐の席は、蔵臼一家を除けば、決して一般的なものではない。,[=JP],"За исключением семьи Краусса, такие величественные приёмы для них не были повседневными.","Sentar‐se à tamanha mesa de jantar magistral não era algo ordinário para nenhum dos ali presentes, exceto por Krauss, que era a senhoria da casa.",[=UP],此等豪華的晚宴，除去藏臼一家，無論對誰都絕非稀鬆平常之物。,此等豪华的晚宴，除去藏臼一家，无论对谁都绝非稀松平常之物。,[=UP],[=UP],[=UP]
,"However, they were all used to it and acted as though this was completely normal.","However, they were all used to this event and acted as though it was completely normal. "," However, they were all used to it and acted as though this was completely normal.",しかし、彼らは慣れているから当たり前のように振舞える。,[=JP],Но все они привыкли к ним и вели себя как ни в чём не бывало.,"Contudo, todos já estavam acostumados a agir como se tal acontecimento fosse completamente normal.",[=UP],只不過，由於他們已經習慣了，所以都在舉止自然地享用著。,只不过，由于他们已经习惯了，所以都在举止自然地享用着。,[=UP],[=UP],[=UP]
,"......Again, if anyone was to be surprised, it should have been Erika.","...Once again, if anyone was to be surprised, it should have been Erika. ",[=UP],……驚くべきは、またしてもヱリカだった。,[=JP],"......Опять же, если кто и должен был быть удивлён, так это Эрика.","......Se houvesse alguém surpreso, esta pessoa só poderia ser Erika.",[=UP],……令人吃驚的，又是繪梨花。,……令人吃惊的，又是绘梨花。,[=UP],[=UP],[=UP]
,"And yet, she showed no surprise at this dinner, and acted with composure, blending in with everyone else.","And yet, she showed no signs of amazement at this dinner and acted with composure, blending in with everyone else. "," And yet, she showed no surprise at this dinner and acted with composure, blending in with everyone else.",彼女はこのような晩餐であっても、何も驚かず、周りに合わせて落ち着きある振る舞いを見せている。,[=JP],"Однако она не удивилась такому ужину и вела себя сдержанно, не отличаясь от остальных.","Entretanto, ela não demonstrou qualquer expressão de surpresa diante do jantar, e comportou‐se com compostura, misturado‐se aos demais.",[=UP],即便面對這等排場的晚宴，她也絲毫沒被嚇到，融入周圍，一舉一動沉穩從容。,即便面对这等排场的晚宴，她也丝毫没被吓到，融入周围，一举一动沉稳从容。,[=UP],[=UP],[=UP]
,......There wasn't even a sliver of the fear one might expect from someone who had wandered here like a lost puppy.,...There wasn't even a sliver of the fear one might expect from someone who had wandered here like a lost puppy. ,[=UP],……迷い込んだ子犬のような怯えは、微塵も感じられなかった。,[=JP],"......Ни тени страха со стороны того, кто забрёл сюда как потерянный щенок.","......Não havia qualquer traço do pavor que seria esperado de alguém de fora, que caíra de paraquedas como um filhotinho perdido.",[=UP],……一點點都感覺不到，那種小狗誤入陌生場所時所顯露的驚恐。,……一点点都感觉不到，那种小狗误入陌生场所时所显露的惊恐。,[=UP],[=UP],[=UP]
