Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"All that could be heard was the sound of the rain, the voices from the kids' television program that Maria was watching, and the engrossed Maria's cackling voice.","All that could be heard was the sound of the rain, the voices from the kids' TV program Maria was watching, and the engrossed Maria's cackling voice. ",[=UP],聞こえるのは、雨の音と、真里亞が見続けているテレビの幼児番組の音声、そしてそれに夢中でけたけたと笑い続けている真里亞の声だけだった。,[=JP],"Звук дождя, голоса из детской телепередачи, которую смотрела Мария, и гогочущий голос самой увлёкшейся Марии, вот и всё, что было слышно.","Tudo o que podia ser ouvido era o som da chuva, as vozes das crianças do programa de televisão que Maria estava assistindo e a voz entretida de Maria, gargalhando.",[=UP],能聽到的只有雨聲，真里亞一直在看的電視中幼兒節目的聲音，以及正看得入迷笑個不停的真里亞的聲音。,能听到的只有雨声，真里亚一直在看的电视中幼儿节目的声音，以及正看得入迷笑个不停的真里亚的声音。,[=ST],"Tutto ciò che si poteva udire era il suono della pioggia, le voci provenienti dal programma per bambini che Maria, assorbita dal televisore, stava guardando,{n}e le sue risatine sghignazzanti.","Duyulabilen tek şey yağmurun sesi, Maria'nın izlediği çocuk televizyon programından gelen sesler, ve kendini kaptırmış Maria'nın kıkırdayan sesiydi."
,"In other words, ......what greeted them as they returned dumbfounded from that horrible, bizarre scene, was the voice of Maria as she rolled around laughing at the television...","In other words, what greeted them as they returned dumbfounded from that horrible, bizarre scene... was the voice of Maria as she rolled around laughing at the TV... "," In other words, what greeted them as they returned dumbfounded from that horrible, bizarre scene was the voice of Maria as she rolled around laughing at the television...",だからつまり、……この世のものとは思えない惨状を目にして呆然としながら帰ってきた彼らを迎えたのは、テレビに笑い転げる真里亞の笑い声だったことになる…。,[=JP],"Другими словами, первое, что встретило их, вернувшихся шокированными той ужасной, незабываемой сценой, был голос Марии, покатывающейся со смеху перед телевизором...","Em outras palavras, ......quando eles voltaram perplexos daquela horrível e bizarra cena, foram cumprimentados pela voz de Maria, enquanto ela rolava de rir em frente à televisão...",[=UP],所以也就是說，……一群人在目睹了根本不是這個世上會有的慘狀後，迎接神情恍惚的他們回來的，正是看著電視笑翻天的真里亞的笑聲…。,所以也就是说，……一群人在目睹了根本不是这个世上会有的惨状后，迎接神情恍惚的他们回来的，正是看着电视笑翻天的真里亚的笑声…。,[=ST],"In altre parole... ciò che li accolse al loro ritorno, sconvolti da quel macabro spettacolo che non sembrava reale, era la voce di Maria, che si rotolava per terra dalle risate davanti alla TV...","Başka bir deyişle, ......o korkunç, garip sahneden şaşkın halde döndüklerinde onları karşılayan şey, televizyonun karşısında kahkahalar atarak yuvarlanan Maria'nın sesiydi..."
,"Not knowing how to explain to Maria that her mother, Rosa, was dead, those who returned to the room couldn't manage any more than a suffocating silence.",Those who returned to the room didn't know how to explain to Maria that her mother was dead...and were trapped by a suffocating silence. ," Without knowing how explain to Maria that her mother, Rosa, was dead, those who returned to the room couldn't manage any more than a suffocating silence.",戻ってきた彼らは、真里亞の母である楼座の死を何と伝えればいいかわからず、息苦しく沈黙するしかできない。,[=JP],"Не зная, какими словами объяснить Марии смерть её матери, Розы, возвратившиеся в комнату ничего не могли поделать с повисшим в ней удушающим молчанием.","Ninguém sabia como explicar para Maria que sua mãe, Rosa, estava morta. Aqueles que voltaram para a sala não conseguiam mais suportar aquele silêncio sufocante.",[=UP],回來後的他們，不知道該如何告訴真里亞她母親樓座的死訊，只好保持著令人窒息的沉默。,回来后的他们，不知道该如何告诉真里亚她母亲楼座的死讯，只好保持着令人窒息的沉默。,[=ST],"Facendo ritorno, non poterono fare altro che restare in un silenzio soffocante... incapaci di spiegare a Maria che sua madre Rosa fosse morta.","Maria'ya annesi Rosa'nın öldüğünü nasıl açıklayacaklarını bilemediklerinden, odaya geri dönenler kahredici bir sessizliğe bürünmekten öteye gidemediler."
,"At first, Maria returned their stares with a dubious look, but when she realized that they weren't trying to blame her for anything, she ignored them and again immersed herself in the television program...","At first, Maria returned their stares with a dubious look, but when she realized they weren't trying to blame her for anything, she ignored them and again immersed herself in the TV program... "," At first, Maria returned their stares with a dubious look, but when she realized that they weren't trying to blame her for anything, she ignored them and again immersed herself in the television program...",真里亞は最初、自分の顔をジロジロと見る彼らに怪訝な顔を返したが、自分を咎めているわけではないらしいと結論付けると、それらを無視して再びテレビに没頭するのだった…。,[=JP],"Сначала Мария с подозрением взглянула на них, но, осознав, что её никто ни в чём не собирается обвинять, она отвернулась и снова углубилась в просмотр телевизионной передачи...","No início, Maria devolveu uma expressão dúbia aos olhares deles, mas quando ela percebeu que eles não estavam tentando culpá‐la por qualquer coisa, ela os ignorou e voltou a se concentrar novamente no programa de televisão...",[=UP],雖然真里亞一開始還向盯著自己的他們還以詫異的神情，但在感覺到這並非是在責怪自己後，就不再去管他們，重新埋頭於了電視之中…。,虽然真里亚一开始还向盯着自己的他们还以诧异的神情，但在感觉到这并非是在责怪自己后，就不再去管他们，重新埋头于了电视之中…。,[=ST],"Inizialmente, Maria ricambiò i loro sguardi penetranti con un'espressione perplessa, ma quando concluse che non stavano cercando di incolparla di qualcosa, li ignorò, e si immerse nuovamente nel suo programma televisivo...","Maria ilk başta onların bakışlarına kuşkulu bir ifadeyle karşılık verdi, ama kendisini bir şey için suçlamaya çalışmadıklarını anladığında, onları görmezden geldi ve tekrar televizyon programına daldı..."
,The children wordlessly sat down on the sofa...{n}Their minds were probably blank from their state of shock.,The children wordlessly sat down heavily on the sofa... Their minds were probably blank from their state of shock. , The children wordlessly sat down on the sofa... Their minds were probably blank from their state of shock.,子どもたちは無言でソファーに深く腰をかける…。ショック状態で頭が真っ白になっているのだろう。,子どもたちは無言でソファーに深く腰をかける…。{n}ショック状態で頭が真っ白になっているのだろう。,"Не произнеся ни слова, дети присели на диван...{n}Из‐за перенесённого шока в их головах, должно быть, не было ни единой мысли.","As crianças, sem palavras, sentaram‐se no sofá...{n}Suas mentes provavelmente estavam em branco por conta do estado de choque.",[=UP],孩子們一言不發，深深地倒在沙發上…。{n}是因受打擊過度，大腦一片空白了吧。,孩子们一言不发，深深地倒在沙发上…。{n}是因受打击过度，大脑一片空白了吧。,[=ST],I ragazzi sprofondarono in silenzio sul divano... Probabilmente erano catatonici per via dello shock.,Çocuklar sessiz bir şekilde kanepeye oturdular...{n}Muhtemelen yaşadıkları şok nedeniyle zihinleri bomboştu.
,"Though they had all cried and mourned so much...now they just vaguely sat there, their faces expressionless...","Everyone had already cried and mourned so much, ...but now they just vaguely sat there, their faces seeming to have lost all emotion... "," Everyone had already cried and mourned so much...but now they just vaguely sat there, their faces expressionless...",みんなあれだけ泣き、悲しんだのに、…今は全ての感情を失ってしまったかのような表情で、ただぼんやりと座っている…。,[=JP],Совсем недавно они горько рыдали и скорбели... однако теперь они просто безмолвно сидели с отсутствующим выражением на лице...,"Embora todos eles tivessem chorado e lamentado muito...agora eles estavam vagamente sentados ali, com seus rostos desprovidos de expressão...",[=UP],剛才大家還那麼悲痛地哭過、傷心過，…現在臉上卻像是失去了所有感情似的，只是呆呆地坐在那裡…。,刚才大家还那么悲痛地哭过、伤心过，…现在脸上却像是失去了所有感情似的，只是呆呆地坐在那里…。,[=ST],"Sebbene avessero pianto e patito così tanto... in quel momento erano seduti con aria assente, e i loro volti sembravano aver perso ogni emozione...","Hepsi o kadar çok ağlamış ve yas tutmuş olmalarına rağmen...şimdi sadece öylece, yüzleri ifadesiz bir şekilde orada oturuyorlardı..."
,"Only Kanon had returned to his usual calm expression.{n}...However, that probably didn't mean he had been able to wipe out the shock.","Only Kanon had returned to his usual calm expression. ...However, that probably didn't mean he'd been able to wipe out the shock. "," Only Kanon had returned to his usual calm expression. However, that probably didn't mean he had been able to wipe out the shock.",嘉音だけはいつものような落ち着いた表情に戻っていた。…しかし、だからといって、ショックが拭えたとは限らないだろう。,嘉音だけはいつものような落ち着いた表情に戻っていた。{n}…しかし、だからといって、ショックが拭えたとは限らないだろう。,"Лишь Канон смог вернуться в своё обычное спокойное состояние.{n}Однако это вовсе не значило, что он смог оправиться от шока.","Apenas Kanon havia retornado à sua habitual expressão serena.{n}...Contudo, isso provavelmente não significava que ele tinha sido capaz de sair do choque.",[=UP],只有嘉音恢復了往常的冷靜神情。{n}…可雖說如此，這也並不代表著那份打擊的影響已被拭去了吧。,只有嘉音恢复了往常的冷静神情。{n}…可虽说如此，这也并不代表着那份打击的影响已被拭去了吧。,[=ST],"Solo Kanon aveva riacquisito la sua solita compostezza... Tuttavia, ciò non voleva necessariamente dire che il suo trauma fosse svanito...","Sadece Kanon her zamanki sakin ifadesine geri dönmüştü.{n}...Ancak, bu muhtemelen yaşadığı şoku atlatabildiği anlamına gelmiyordu."
,...Nothing was reflected in his eyes as he stared into the emptiness...,...Nothing was reflected in his eyes as he stared into empty space... , Nothing was reflected in his eyes as he stared into the emptiness...,…何もない虚空を睨み続けている彼の目には、今は何も映っていなかった…。,[=JP],"В его глазах, глядящих в пустоту, не отражалось ничего...","...Nada era refletido em seus olhos, enquanto ele encarava o vazio...",[=UP],…他的眼睛盯著空無一物的虛空，裡面沒有映出任何事物…。,…他的眼睛盯着空无一物的虚空，里面没有映出任何事物…。,[=ST],"Il suo sguardo, che continuava a fissare il vuoto, era privo di qualsivoglia riflesso...",...Boşluğa bakarken gözlerine hiçbir şey yansımıyordu...
,"Hideyoshi, fidgeting as he remembered that horrible scene, kept muttering. Unbelievable—That can't be somethin' of this world—It's the work of the devil.","Hideyoshi kept on fidgeting, and every time he remembered that horrible scene, he started muttering about how he couldn't believe it, how it couldn't have been something from this world, how it must have been the work of demons. "," Hideyoshi, fidgeting as he remembered that horrible scene, kept muttering, 'Unbelievable. That can't be somethin' of this world, it's the work of the devil.'",秀吉はそわそわしながら、先ほどの惨状を思い出しては、信じられない、この世のものとは思えない、悪魔の仕業やと呟き続けている。,[=JP],"Хидэёши, приходящий в волнение, стоило ему только вспомнить ту сцену, неустанно бормотал: ""Невозможно"", ""Никто в мире до такого бы не додумался"", ""Это работа демонов"".","Hideyoshi, inquieto, enquanto se lembrava daquela horrível cena, continuava murmurando. Inacreditável — isso não pode ser algo desse mundo — é obra do diabo.",[=UP],秀吉顯得煩躁不安，他想起剛才的慘狀後，一直念叨著難以置信吶，想不到這世上還會有這樣的事吶，惡魔的所為吶等等。,秀吉显得烦躁不安，他想起刚才的惨状后，一直念叨着难以置信呐，想不到这世上还会有这样的事呐，恶魔的所为呐等等。,[=ST],"Hideyoshi era nervoso, e mentre rimembrava quello scenario raccapricciante, continuava a farfugliare di non poter crederci, che non poteva essere qualcosa accaduto realmente, e che dovesse essere opera del diavolo.","Hideyoshi, o korkunç sahneyi hatırladıkça kıpırdanıyor ve mırıldanmaya devam ediyordu. İnanılır gibi değil—Bu dünyaya ait bir şey olamaz—Bu şeytanın işi."
,"Every once in a while, he turned these into questions and bounced them off Nanjo, but Nanjo, in a calm doctorly manner, kept repeating that nothing could be understood by only glancing at the scene, and that until the police arrived, he wouldn't know anything.","Every now and then, his mutterings produced a question directed at Nanjo, but the latter kept repeating in a calm, doctor-like manner that nothing could be understood by only glancing at the scene, and that until the police arrived, they wouldn't learn anything. ","Every once in a while, he tried to ask a question and bumped into Nanjo, but Nanjo, in a calm doctor-like manner, kept repeating that nothing could be understood by only glancing at the scene, and that until the police arrived, he wouldn't know anything.",それらを時々、問い掛けの形に変えて南條にぶつけていたが、南條は医者らしく冷静に、少し見ただけでは何もわからない、警察が調べなければわからないと繰り返すのだった。,[=JP],"Время от времени он пытался задать вопрос и обращался к Нанджо, но тот мягко, как и положено врачу, повторял, что ни о чём нельзя судить, просто посмотрев на сцену убийства, и что до прибытия полиции ему нечего сказать.","De vez em quando, ele voltava para essas perguntas e as jogava sobre Nanjo.{n}Este porém, com o feitio calmo de um médico, continuava repetindo que nada podia ser compreendido apenas olhando a cena, e até que a polícia chegasse, ele não tinha como saber nada.",[=UP],時而還把這些話換成問題的形式拋向南條，南條則以醫生的冷靜態度，重複著“只是略微看了一兩眼是搞不清楚的，必須讓警察來調查才能查清”的說辭。,时而还把这些话换成问题的形式抛向南条，南条则以医生的冷静态度，重复着“只是略微看了一两眼是搞不清楚的，必须让警察来调查才能查清”的说辞。,[=ST],"Di tanto in tanto si rivolgeva a Nanjo, abbozzandogli qualche domanda, ma quest'ultimo, con la flemma tipica di un medico, gli ripeteva che non si poteva ricavare niente da una semplice occhiata, e che finché la polizia non avrebbe investigato, non si poteva sapere nulla.","Arada bir bunları sorulara dönüştürüp Nanjo'ya yöneltiyordu, ancak Nanjo sakin bir doktor edasıyla, olay yerine şöyle bir bakarak hiçbir şey anlaşılamayacağını, ve polis gelene kadar hiçbir şey bilemeyeceğini tekrarlayıp duruyordu."
