Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Shannon,"""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget......I caused a lot of trouble.""","""...Back then I was, and I guess I still am, a bit of a klutz... I always forgot where I'd put things...or think I'd locked something up when I'd actually forgotten. ...I caused a lot of trouble."" ","""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget. ......I caused a lot of trouble.""",「……私はその、今でもそうなんですが、うっかり屋さんで…。よく、ものをどこに置いたか忘れたり、鍵を掛けたつもりが忘れちゃったりとかして、……迷惑を掛けてたんです。」,「……私はその、今でもそうなんですが、うっかり屋さんで…。よく、ものをどこに置いたか忘れたり、鍵を掛けたつもりが忘れちゃったりとかして、……迷惑を掛けてたんです」,"""......Тогда я была немного неуклюжей, да и осталась такой же... Я всегда забывала, куда что положила, или же собиралась что‐то запереть, а потом забывала. ......От меня было много хлопот.""","""......Tanto naquela época, como até hoje, eu ainda sou um pouco desajeitada... Sempre me esquecendo de onde eu colocava as coisas...ou indo fechar alguma coisa e esquecendo......eu acabei causando muitos problemas assim.""",[=UP],「……我那個，到了現在都一樣，是個挺粗心的人…。常常，忘了東西放哪呀，以為鎖了其實沒鎖呀，……給大家添麻煩。」,「……我那个，到了现在都一样，是个挺粗心的人…。常常，忘了东西放哪呀，以为锁了其实没锁呀，……给大家添麻烦。」,[=UP],[=UP],[=UP]
Ushiromiya George,"""Hahaha, I remember how Aunt Natsuhi used to get mad at you all the time.""","""Hahaha, I remember how Aunt Natsuhi used to get mad at you all the time."" ","""Hahaha, I remember how Natsuhi oba-san used to get mad at you all the time.""",「ははは、昔はよく夏妃伯母さんに怒られてたねぇ。」,「ははは、昔はよく夏妃伯母さんに怒られてたねぇ」,"""Ха‐ха‐ха, помню, как тётя Нацухи всё время злилась на тебя.""","""Hahaha, eu lembro como a tia Natsuhi ficava brava com você o tempo todo.""",[=UP],「哈哈哈，以前常挨夏妃伯母的罵呢。」,「哈哈哈，以前常挨夏妃伯母的骂呢。」,[=UP],[=UP],[=UP]
Ushiromiya Jessica,"""But eventually, Shannon managed to overcome her forgetfulness.""","""But eventually, Shannon managed to overcome all that forgetfulness."" ","""But eventually, Shannon managed to overcome that forgetfulness.""",「でも紗音は途中から克服したんだぜ、その忘れっぽいの。」,「でも紗音は途中から克服したんだぜ、その忘れっぽいの」,"""Но в конце концов Шаннон удалось преодолеть забывчивость.""","""Mas eventualmente, a Shannon conseguiu superar seu esquecimento.""",[=UP],「不過紗音後來把它克服了嘞，這個健忘的毛病。」,「不过纱音后来把它克服了嘞，这个健忘的毛病。」,[=UP],[=UP],[=UP]
Ushiromiya Battler,"""Oh, and how'd you do that?""","""Oh, and how'd you do that?"" ",[=UP],「へぇ、克服って？」,[=JP],"""О, и как?""","""Eh, superou mesmo?""",[=UP],「是嘛，克服了？」,[=CHT],[=UP],[=UP],[=UP]
Shannon,"""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that were part of the daily routine, I made a checklist and always made sure to check it......""","""...Heheh. It wasn't anything big, ...but I got into the habit of writing things down. I'd write down wherever I put something important. ...For things that happened often, I made a checklist and always made sure to check it..."" ","""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that happened often, I made a checklist and always made sure to check it......""",「……うふふ。大したことじゃないですけど、……その、小まめにメモを残すようにしたんです。大切なものはどこに置いたのか、ちゃんとメモして。……日々繰り返すことは、メモにチェックリストを書いてちゃんと点検して……。」,「……うふふ。大したことじゃないですけど、……その、小まめにメモを残すようにしたんです。大切なものはどこに置いたのか、ちゃんとメモして。……日々繰り返すことは、メモにチェックリストを書いてちゃんと点検して……」,"""......Хе‐хех. Ничего особенного...... просто у меня появилась привычка записывать обо всём. Я записываю, куда кладу нечто важное. ......Для часто происходящего составляю контрольный список и всегда сверяюсь с ним......""","""......Heheh. Não foi grande coisa, ......mas eu peguei o hábito de anotar tudo. Eu sempre escrevia onde havia colocado algo importante. ......Quando eram coisas da minha rotina, eu sempre fazia um checklist e sempre fazia questão de confirmar......""",[=UP],「……嗚哼哼。並沒什麼大不了的，……只是開始認真地記備忘錄罷了。把重要的東西放在哪裡，好好地記在備忘錄裡了。……而每天都要做的事呢，我把它列成了清單寫在備忘錄裡，仔細逐一檢查……」,「……呜哼哼。并没什么大不了的，……只是开始认真地记备忘录罢了。把重要的东西放在哪里，好好地记在备忘录里了。……而每天都要做的事呢，我把它列成了清单写在备忘录里，仔细逐一检查……」,[=UP],[=UP],[=UP]
Furudo Erika,"""So? Did you see {f:5:Beatrice} or didn't you?""","""So? Did you see {f:5:Beatrice}, or didn't you?"" ","""So? Did you see Beatrice or didn't you?""",「それで？　あなたはベアトリーチェを見たんですか、見てないんですか。」,「それで？　あなたはベアトリーチェを見たんですか、見てないんですか」,"""Так что? Вы видели {f:5:Беатриче} или нет?""","""E? Você viu a {f:5:Beatrice} ou não?""",[=UP],「然後呢？你是見過貝阿朵莉切，還是沒見過呢？」,「然后呢？你是见过贝阿朵莉切，还是没见过呢？」,[=UP],[=UP],[=UP]
Shannon,"""Oh, umm, ......I didn't see her directly, ......but, umm, ......some very strange things did happen...""","""Oh, umm, ...I didn't see her directly, ...but, well, ...some very strange things did happen..."" ",[=UP],「あ、えっと、……直接、見たわけじゃないんですけど、……その、……やっぱりおかしいことがあって…。」,「あ、えっと、……直接、見たわけじゃないんですけど、……その、……やっぱりおかしいことがあって…」,"""О, э‐э...... лицом к лицу я с ней не встречалась...... но, э‐э...... был один странный случай...""","""Ah, hmm, ......eu não a vi diretamente, ......mas, bem, ......aconteceram umas coisas bem estranhas...""",[=UP],「啊，那個，……雖然並不是有直接看到，……但這個，……果然是有發生不對勁的事…」,「啊，那个，……虽然并不是有直接看到，……但这个，……果然是有发生不对劲的事…」,[=UP],[=UP],[=UP]
,She was talking about a certain summer night.,She was talking about a certain summer night. ,[=UP],それは、……ある夏の夜のお話。,[=JP],Она говорила об одной летней ночи.,Ela estava falando sobre uma certa noite de verão.,[=UP],這是發生在，……某個夏夜裡的事。,这是发生在，……某个夏夜里的事。,[=UP],[=UP],[=UP]
,"It was when Shannon was doing the nightly rounds......{n}From her perspective, it was a ghost story.","Shannon had been doing the nightly rounds... From her perspective, it was a ghost story. "," It was when Shannon was doing the nightly rounds...... From her perspective, it was a ghost story.",紗音が夜の見回りをしていた時のお話……。紗音にとっては、怪談。,紗音が夜の見回りをしていた時のお話……。{n}紗音にとっては、怪談。,Дело было когда Шаннон совершала ночной обход...{n}С её точки зрения это была история о призраке.,"Sobre quando Shannon estava fazendo a ronda noturna......{n}Da perspectiva dela, era uma história de fantasma.",[=UP],紗音晚上巡夜時的事……。{n}對紗音來說是，怪談。,纱音晚上巡夜时的事……。{n}对纱音来说是，怪谈。,[=UP],[=UP],[=UP]
,"From the witch's perspective, ......it was just the story of a little summer's night prank...","From the witch's perspective, ...it was just the story of a little summer's night prank... "," From the witch's perspective, ......it was just the story of a little summer's night prank...",魔女にとっては、……夏の夜の、ちょっとした悪戯のお話…。,[=JP],А с точки зрения ведьмы...... всего лишь история об одной маленькой шутке летней ночью...,"Da perspectiva da bruxa, ......era apenas a história de uma pegadinha em uma noite de verão...",[=UP],對魔女來說是，……夏夜小小的惡作劇…。,对魔女来说是，……夏夜小小的恶作剧…。,[=UP],[=UP],[=UP]
{f:5:Beatrice},"""My little sister. Do you understand the anti‐magic toxin that {y:0:Human}{n:0:human}s possess?""","""Little sister, do you understand the anti-magic toxin that Humans possess?"" ","""My little sister. Do you understand the anti-magic toxin that humans possess?""",「我が妹よ。そなたはニンゲンの持つ反魔法の毒を理解しておるか？」,[=JP],"""Младшая сестра. Ты знаешь об отрицающем магию токсине, которым обладают {y:0:Люд}{n:0:люд}и?""","""Minha jovem irmã. Consegue compreender a toxina antimagia que os {y:0:Humanos}{n:0:humanos} carregam consigo?""",[=UP],「吾妹喲。汝可理解，人類身上的反魔法毒素？」,「吾妹哟。汝可理解，人类身上的反魔法毒素？」,[=UP],[=UP],[=UP]
{f:5:Beatrice},"""N‐no. What is that, Onee‐sama?""","""N-No. What is it, Onee-sama?"" ","""N, no. What is that, big sister?""",「い、いいえ。何ですか、お姉様。」,「い、いいえ。何ですか、お姉様」,"""Н‐нет. Что это, старшая сестра?""","""N‐Não. O que é isso, onee‐sama?""",[=UP],「不、不清楚。那是什麼，姐姐大人。」,「不、不清楚。那是什么，姐姐大人。」,[=UP],[=UP],[=UP]
{f:5:Beatrice},"""Hmm. The time of witches has long since passed. ......Those vile {y:0:Human}{n:0:human}s who claim to control everything came to deny our existence and possess a strong toxin.""","""Well, the time of witches has long since passed. ...Those vile Humans who claim to rule over everything came to deny our existence and possess a powerful toxin."" ","""Hmm. The time of witches has long since passed. ......Those vile humans who claim to control everything came to deny our existence and possess a strong toxin.""",「うむ。魔女の時代はもはや遠い過去。……万物を支配したとのたまうニンゲンどもは、我らの存在を否定する、強い毒を持つに至ったのだ。」,「うむ。魔女の時代はもはや遠い過去。……万物を支配したとのたまうニンゲンどもは、我らの存在を否定する、強い毒を持つに至ったのだ」,"""Хм. Времена ведьм давно прошли. ......Гнусные {y:0:Люд}{n:0:люд}и, возомнившие себя Творцами, опровергли нас и завладели сильным токсином.""","""Hmm. A era das bruxas há muito tempo já é passado. ......Aqueles vis {y:0:Humanos}{n:0:humanos} que afirmam controlar tudo e detém de uma poderosa toxina, vieram para negar nossas existências.""",[=UP],「嗯。魔女的時代，已是遙遠的過去。……聲稱支配了萬物的人類們，否定我等的存在，以至具有了強烈的毒素。」,「嗯。魔女的时代，已是遥远的过去。……声称支配了万物的人类们，否定我等的存在，以至具有了强烈的毒素。」,[=UP],[=UP],[=UP]
{f:5:Beatrice},"""Is that toxin harmful to us...?""","""Is that toxin harmful to us...?"" ",[=UP],「その毒は、私たちには有害なのですか…？」,[=JP],"""Этот токсин вреден для нас?..""","""Essa toxina é prejudicial para nós...?""",[=UP],「這個毒素，是對我們有害嗎…？」,「这个毒素，是对我们有害吗…？」,[=UP],[=UP],[=UP]
{f:5:Beatrice},"""It is extremely dangerous. If it got to us, our forms would probably evaporate in an instant. However, one thing we do have in our favor is the fact that our existence is still extremely weak. Because of that, the toxin does not affect us greatly. At worst, it can only transform us into mist for a time.""","""It is extremely dangerous. If we were exposed to it, our forms would probably evaporate in an instant. However, one thing we do have in our favor is the fact that our existence is still extremely weak. Because of that, the toxin does not affect us greatly. At worst, it can only transform us into mist for a time."" ",[=UP],「極めて危険だ。浴びればたちどころに我らの姿を蒸発させてしまうだろう。しかし、不幸中の幸いなことに、我らの存在は未だ極めて希薄だ。そのお陰で、毒の影響も甚大ではない。せいぜい、一時、姿を霞にされてしまうくらいだ。」,「極めて危険だ。浴びればたちどころに我らの姿を蒸発させてしまうだろう。しかし、不幸中の幸いなことに、我らの存在は未だ極めて希薄だ。そのお陰で、毒の影響も甚大ではない。せいぜい、一時、姿を霞にされてしまうくらいだ」,"""Крайне опасен. Если он до нас дойдёт, мы тут же испаримся. Но кое‐что в нашу пользу есть — тот факт, что наше существование по‐прежнему очень слабое. Из‐за этого токсин не влияет на нас слишком сильно. В худшем случае он может на время превратить нас в туман.""","""Ela é extremamente perigosa. Nós provavelmente evaporaríamos no mesmo instante se entrássemos em contato com ela. Porém, nossas existências ainda serem extremamente fracas é algo que está ao nosso favor. Graças a isso, a toxina não chega a nos afetar efetivamente. No pior dos casos, ela pode nos transformar em névoa por um certo período de tempo.""",[=UP],「極其危險。一沐浴於此毒中，我等的身形即會即刻蒸發。不過，不幸中的大幸，我等的存在尚且極其的稀薄。拜此所賜，毒素的影響也並非很大。充其量也就，暫時令身形化為霧霞。」,「极其危险。一沐浴于此毒中，我等的身形即会即刻蒸发。不过，不幸中的大幸，我等的存在尚且极其的稀薄。拜此所赐，毒素的影响也并非很大。充其量也就，暂时令身形化为雾霞。」,[=UP],[=UP],[=UP]
{f:5:Beatrice},"""However, we'd rather avoid it if we can, right?""","""However, we'd rather avoid it if we can, right?"" ",[=UP],「しかし、好んで浴びたいものではない、ということですね。」,「しかし、好んで浴びたいものではない、ということですね」,"""Но мы предпочитаем избегать его.""","""Mas é melhor evitarmos ela sempre que possível, certo?""",[=UP],「不過，那並非是能樂意想要沐浴其中的玩意吧。」,「不过，那并非是能乐意想要沐浴其中的玩意吧。」,[=UP],[=UP],[=UP]
{f:5:Beatrice},"""Correct. Yes, I see that you are me. You understand quickly.""","""Correct. Yes, I see that you are indeed me. You catch on quickly."" ",[=UP],「その通り。さすがは妾。理解が早い。」,「その通り。さすがは妾。理解が早い」,"""Верно. Да, ты — это точно я. Быстро соображаешь.""","""Exatamente. Sim, consigo ver que você sou eu. Você entende tudo bem rápido.""",[=UP],「沒錯。不愧是妾身。理解得好快。」,「没错。不愧是妾身。理解得好快。」,[=UP],[=UP],[=UP]
