Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Rosa,"""Doctor Nanjo and Kumasawa‐san?! What in the world is going on?!""","""Doctor Nanjo and Kumasawa-san were?! What on earth are you talking about?!"" ","""Doctor Nanjo and Kumasawa-san did?! What in the world does this mean?!""",「南條先生と熊沢さんが？！　一体、どういうことなのッ？！」,[=JP],"""Доктор Нанджо и Кумасава‐сан?! Что всё это значит?!""","""O doutor Nanjo e a Kumasawa‐san?! O que está acontecendo?!""",[=UP],「南條大夫與熊澤婆婆？！究竟怎麼回事？！」,「南条大夫与熊泽婆婆？！究竟怎么回事？！」,[=UP],"""Il dottor Nanjo e Kumasawa-san?! Cosa diavolo sta succedendo?!""","""Doktor Nanjo ve Kumasawa-san mı?! Siz neyden bahsediyorsunuz?!"""
Ushiromiya George,"""Aaah, Shannon! Thank goodness you're safe...! If something had happened to you, I...!""","""Aaah, Shannon! Thank goodness you're safe...! If something had happened to you, I...!"" ",[=UP],「あぁ、紗音！　無事でよかった…！　君に何かあったら僕は…！」,[=JP],"""Ах, Шаннон! Слава Богу, ты цела!.. Случись с тобой что‐нибудь, я!..""","""Aaah, Shannon! Que alívio você estar viva...! Se algo tivesse acontecido com você, eu...!""",[=UP],「啊啊，紗音！你沒出事真是太好了…！你要是有個什麼萬一，我可就…！」,「啊啊，纱音！你没出事真是太好了…！你要是有个什么万一，我可就…！」,[=UP],"""Aaah, Shannon! Sei illesa, grazie al cielo...! Se ti fosse capitato qualcosa, io...!""","""Aaah, Shannon! Çok şükür güvendesin...! Eğer sana bir şey olsaydı, ben...!"""
Shannon,"""......George‐sama...... ......uuuuughh.........""","""...George-sama, ...uuuuu......"" ","""......George-sama............uuuuu.........""",「……譲治さま……。……ぅううぅ………。」,「……譲治さま……。……ぅううぅ………」,"""......Джордж‐сама... У‐у‐у‐у‐у...""",[=UP],[=UP],「……讓治少爺……。……嗚嗚嗚嗚………」,「……让治少爷……。……呜呜呜呜………」,[=UP],"""...Signorino George... Uuuuh...""","""......George-sama...... ......uuuuughh........."""
Ushiromiya Rosa,"""George‐kun, be quiet for a second! A murder occurred before your very eyes, right?! Did you see the culprit?! Or not?!!""","""George-kun, be quiet for a second! A murder occurred before your very eyes, right?! Did you see the culprit?! Or not?!!"" ","""George-kun, be quiet for a second! A murder occurred before your very eyes, right?! Did you see the culprit?! Or not?!!""",「譲治くん、少し静かにして！　あなたたちの目の前で殺人が行なわれたんでしょう？！　犯人を見たの！　見ないの！！」,[=JP],"""Джордж‐кун, угомонись на секунду! Убийство ведь совершилось у вас на глазах?! Вы видели преступника?! Или нет?!""","""George‐kun, fique quieto por um segundo! Um assassinato aconteceu bem na frente de seus olhos, certo?! Você viu o culpado?! Ou não?!""",[=UP],「讓治君，稍微安靜一下！人是在你們眼前被殺的吧？！有看到犯人嗎！還是沒看到！！」,「让治君，稍微安静一下！人是在你们眼前被杀的吧？！有看到犯人吗！还是没看到！！」,[=UP],"""George-kun, fai silenzio per un attimo! Davanti ai vostri occhi è avvenuto un omicidio, giusto?! Avete visto il colpevole?! Oppure no?!!""","""George-kun, bir saniye sessiz ol! Sizin gözlerinizin önünde bir cinayet işlendi, değil mi?! Suçluyu gördünüz mü?! Görmediniz mi?!!"""
Gohda Toshiro,"""Tha‐......that is, umm, ......how should I explain...?! G‐Genji‐san.""","""...Th-That is, umm, ...how should I explain...?! G-Genji-san."" ","""Th, ......that is, umm, ......how should I explain...?! G, Genji-san.""",「そ、……それがその、……何と説明すればいいのか…！　げ、源次さん。」,「そ、……それがその、……何と説明すればいいのか…！　げ、源次さん」,"""Ну... м‐м‐м... как же мне объяснить?! Г‐Генджи‐сан.""","""I‐Isso é, bem, ......como eu posso explicar...?! G‐Genji‐san.""",[=UP],「這、……這個這個，……該怎麼講好呢…！源、源次。」,「这、……这个这个，……该怎么讲好呢…！源、源次。」,[=UP],"""E-Ecco... Come potrei spiegarmi...?! G‐Genji‐san.""","""B-......Bu, umm, ......nasıl açıklayabilirim...?! G-Genji-san."""
Ronoue Genji,"""..................Even we cannot explain what we saw very well.""","""......Even we cannot adequately explain what happened in front of us."" ","""............Even we cannot explain what we saw very well.""",「………………私たちにも、見たものをうまく説明できません。」,「………………私たちにも、見たものをうまく説明できません」,"""............Даже мы не можем толком объяснить увиденное нами.""","""..................Nós mesmos não conseguimos explicar muito bem o que vimos.""",[=UP],「………………即便是我們，也無法好好講清所見之事。」,「………………即便是我们，也无法好好讲清所见之事。」,[=UP],"""...Neanche noi siamo in grado di spiegare con esattezza cosa abbiamo visto.""","""..................Biz bile gördüklerimizi çok iyi açıklayamıyoruz."""
Gohda Toshiro,"""It certainly, umm, ...happened right before our eyes! It was right in front of my eyes! But still, ......that, umm, .........what was that... Even I do not understand!""","""It certainly, umm, ...happened right before our eyes! {i:It} was right in front of my eyes! However, ...it was, umm, ......what was it...? Even I don't understand!"" ","""It certainly, umm, ...happened right before our eyes! It was right in front of my eyes! However, ......that, umm, .........what was it... Even I do not understand!""",「確かにその、…それは私たちの目の前で起こりました！　私の目の前にいた！だけれど、……あれはその、………何だったんだ…。私にもわからないんですッ！」,「確かにその、…それは私たちの目の前で起こりました！　私の目の前にいた！　だけれど、……あれはその、………何だったんだ…。私にもわからないんですッ！」,"""Это действительно, м‐м‐м, случилось у нас на глазах! Это произошло прямо передо мной! Однако... это, м‐м‐м... что это было... Даже я не понимаю!""","""Certamente, bem, ...aconteceu bem na frente dos nossos olhos! Foi bem na frente dos meus olhos! Mas mesmo assim, ......aquilo, bem, .........o que foi aquilo...? Mesmo eu não entendo!""",[=UP],「確實那個，…它是在我們的眼前發生的！就在鄙人的眼前！可是，……那東西，………是什麼來著啊…？就連鄙人都搞不清楚！」,「确实那个，…它是在我们的眼前发生的！就在鄙人的眼前！可是，……那东西，………是什么来着啊…？就连鄙人都搞不清楚！」,[=UP],"""Sicuramente, ehm... è successo di fronte a noi! Era proprio davanti ai nostri occhi! Nonostante ciò... Come dire, quella persona... Che cos'era...? Non ci ho capito niente neanch'io!""","""Kesinlikle, umm, ...gözlerimizin önünde oldu! Gözlerimin önünde oldu! Ama yine de, ......bu, umm, .........neydi o... Ben bile anlamıyorum!"""
Ushiromiya Rosa,"""What are you saying?! It's impossible for you to have met anyone other than the witch, {f:5:Beatrice}, whose location has been unknown since last night, or Kanon‐kun, who has gone missing! Was it a man or a woman?! You should be able to tell me at least that much, right?!""","""What are you saying?! You couldn't have met anyone except the witch, {f:5:Beatrice}, whose location has been unknown since yesterday, or Kanon-kun, who's gone missing! Was it a man or a woman?! You should be able to tell me at least that much, right?!"" ","""What are you saying?! It's impossible for you to have met anyone other than the witch, Beatrice, whose location has been unknown since yesterday, or Kanon-kun, who has gone missing! Was it a man or a woman?! You should be able to tell me at least that much, right?!""",「何を言ってるの？！　あなたが出会ったのは昨夜から所在不明の魔女、ベアトリーチェか、行方不明になっている嘉音くんかのどちらかしかありえない！　男か、女か！　それだけでも答えられるでしょう？！」,[=JP],"""Что ты несёшь?! Вы не могли встретить никого, кроме ведьмы {f:5:Беатриче}, которая со вчерашнего дня находится неизвестно где, или без вести пропавшего Канон‐куна! Это был мужчина или женщина?! Хоть это‐то ты можешь мне сказать?!""","""O que você está dizendo?! É possível que você tenha se encontrado com mais alguém além da bruxa, {f:5:Beatrice}, cuja localização é desconhecida desde a noite passada, ou o Kanon‐kun, que estava desaparecido! Era um homem ou uma mulher?! Você deveria ser capaz de me dizer ao menos isso, certo?!""",[=UP],「你說什麼呢？！你碰到的只有可能是昨晚開始就不知所踪的魔女貝阿朵莉切，又或者是失踪了的嘉音君！是男，還是女！哪怕光是這一點，也是可以回答上來的啊？！」,「你说什么呢？！你碰到的只有可能是昨晚开始就不知所踪的魔女贝阿朵莉切，又或者是失踪了的嘉音君！是男，还是女！哪怕光是这一点，也是可以回答上来的啊？！」,[=UP],"""Cosa stai dicendo?! Non potete aver incontrato nessuno al di là della strega {f:5:Beatrice}, che è da ieri che non sappiamo dove sia finita, o di Kanon-kun, che è disperso! Era un uomo o una donna?! Dovreste riuscire a rispondere almeno a questo, no?!""","""Ne diyorsun sen?! Dün geceden beri nerede olduğu bilinmeyen cadı {f:5:Beatrice}'den... ...ya da kaybolan Kanon-kun'dan başka biriyle karşılaşmış olmanız imkansız! Kadın mıydı, erkek mi?! Bana en azından bu kadarını söyleyebilmelisiniz, değil mi?!"""
Ushiromiya Battler,"""Auntie Rosa, calm down a bit...! Anyone would be confused if two people were taken out right in front of them! Gohda‐san, Genji‐san. There's no need to rush. Tell us what happened, one thing at a time.""","""Aunt Rosa, calm down a bit...! Anyone would be confused if two people were taken out right in front of them! Gohda-san, Genji-san, there's no need to rush. Tell us what happened, one thing at a time."" ","""Rosa oba-san, calm down a bit...! Anyone would be confused if two people were taken out right in front of them! Gohda-san, Genji-san. There's no need to rush. Tell us what happened, one at a time.""",「楼座叔母さん、少し落ち着けって…！　目の前で二人やられりゃ誰だって混乱だってする！郷田さん、源次さん。焦らなくていいぜ。何があったのか、順を追って話してくれ。」,「楼座叔母さん、少し落ち着けって…！　目の前で二人やられりゃ誰だって混乱だってする！　郷田さん、源次さん。焦らなくていいぜ。何があったのか、順を追って話してくれ」,"""Тётя Роза, успокойся немного!.. Любой был бы сбит с толку, если бы двоих убили прямо перед ним! Года‐сан, Генджи‐сан. Можете не спешить. Расскажите нам всё, что произошло, по порядку.""","""Tia Rosa, se acalme um pouco...! Qualquer um ficaria confuso se as vidas de duas pessoas fossem tomadas bem na frente de seus olhos! Gohda‐san, Genji‐san. Não precisam se apressar. Digam o que aconteceu, uma coisa de cada vez.""",[=UP],「樓座姑母，您稍微冷靜一下…！兩個人在眼前遇害，無論是誰都會大腦一片混亂的！鄉田、源次。不用著急。是發生了什麼，按順序來說。」,「楼座姑母，您稍微冷静一下…！两个人在眼前遇害，无论是谁都会大脑一片混乱的！乡田、源次。不用着急。是发生了什么，按顺序来说。」,[=UP],"""Datti una calmata, zia Rosa...! Chiunque sarebbe sconvolto se due persone venissero uccise di fronte a loro! Gouda-san, Genji-san. Non c'è alcuna fretta. Diteci passo per passo cosa è successo.""","""Rosa Teyze, biraz sakin ol...! İki kişi gözlerinin önünde öldürülse kim olsa kafası karışır! Gohda-san, Genji-san. Acele etmenize gerek yok. Bize ne olduğunu, teker teker anlatın."""
Gohda Toshiro,"""...............About that... ...How should I say it......""","""......As to that, ...how should I say it..."" ","""............About that, ......how should I say it......""",「……………それが、……何を私は言えばいいのか……。」,「……………それが、……何を私は言えばいいのか……」,"""............Насчёт этого... как бы мне сказать...""","""...............Sobre aquilo... ...Como eu deveria dizer......?""",[=UP],「……………這個，……鄙人該說什麼好呢……」,「……………这个，……鄙人该说什么好呢……」,[=UP],"""...Riguardo a ciò... Come posso spiegarlo...""","""...............Bu konuda... ...Nasıl söylesem......"""
