Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,......Battler did nothing but gaze lazily out the window.,...Battler did nothing but gaze blankly out the window. ,[=UP],……戦人は、ぼんやりと窓の外を見ているだけだった。,[=JP],......Баттлер ничего не делал — только лениво смотрел в окно.,......Battler não fez nada mais além de ficar preguiçosamente observando pela janela.,[=UP],……戰人茫然地望著窗外，一動不動。,……战人茫然地望着窗外，一动不动。,[=UP],[=UP],[=UP]
,The fighting between the relatives continued without end......,The fighting between the relatives went on without end... , The fighting between the relatives continued without end......,親族たちの罵り合いは、いつ果てるともなく続いている……。,[=JP],Спору между родственниками не было конца......,A briga entre os parentes continuou sem data para acabar......,[=UP],親族們的對罵沒完沒了地還在繼續……。,亲族们的对骂没完没了地还在继续……。,[=UP],[=UP],[=UP]
,"At first, the relatives had crowded around the study.","At first, the relatives had crowded around the study. "," At first, the relatives had crowded around the study.",最初、親族たちは書斎へ押し掛けた。,[=JP],Первым делом все столпились у кабинета.,"Primeiro, eles se reuniram na frente do estúdio.",[=UP],起初，親族們是一齊擁到了書房。,起初，亲族们是一齐拥到了书房。,[=UP],[=UP],[=UP]
,"However, no matter how much they knocked, the master of the study did not answer even once.","However, no matter how much they knocked, the master of the study did not answer even once. "," However, no matter how much they knocked, the master of the study did not answer even once.",しかし、いくらノックしても、書斎の主が応えてくれることはなかった。,[=JP],"Но, сколько бы они ни стучали, его хозяин ни разу не откликнулся.","Porém, não importou o quanto batessem, o mestre do estúdio nada respondeu.",[=UP],然而，不管敲了多久的門，書房的主人就是不給予回應。,然而，不管敲了多久的门，书房的主人就是不给予回应。,[=UP],[=UP],[=UP]
,"Eva and several others said that they should open the door with the second key, the one Genji held.","Eva and several others said they should open the door with the second key, the one Genji held. "," Eva and several others said that they should open the door with the second key, the one Genji held.",絵羽たちは、源次が持つもう１つの鍵で扉を開けるべきだと主張した。,[=JP],"Ева и ещё некоторые сказали, что нужно открыть дверь вторым ключом, который у Генджи.","Eva, acompanhada de alguns dos parentes, disse que eles deveriam abrir a porta com a segunda chave, que estava com Genji.",[=UP],繪羽等人主張，應當用源次拿著的另一把鑰匙去開門。,绘羽等人主张，应当用源次拿着的另一把钥匙去开门。,[=UP],[=UP],[=UP]
,"However, in a flash of brilliance, Natsuhi said that Kinzo had been in a particularly bad mood and had taken back the key he'd previously given Genji, meaning that he now had both keys himself. She claimed that it was therefore impossible for them to open the door.","However, in a flash of brilliance, Natsuhi said that Kinzo had been in a particularly bad mood and had taken back the key he'd previously given Genji, which meant that he now had both keys himself. She claimed that this was the reason they couldn't open the door. "," However, in a flash of brilliance, Natsuhi said that Kinzo had been in a particularly bad mood and had taken back the key he'd previously given Genji, meaning that he now had both keys himself. She claimed that this was the reason they couldn't open the door.",だが、夏妃は咄嗟の機転で、最近の金蔵は特に機嫌が悪く、源次に持たせていた鍵も取り上げてしまい、今は２本とも、鍵を金蔵自らが持っている、だから扉を開くことが出来ないと言い訳する。,[=JP],"Однако Нацухи в мгновение ока ответила, что Кинзо был в особенно плохом настроении и забрал обратно ключ, ранее данный Генджи. А значит, оба ключа у него. Поэтому они не могли открыть дверь.","Porém, em um instante de brilhantismo, Natsuhi disse que Kinzo não estava com o melhor dos humores e havia tomado para si a chave que Genji carregava consigo, implicando que agora as duas chaves estavam sob a posse dele. Ela então afirmou que era impossível abrir a porta.",[=UP],但是，夏妃立即就靈機一動講出了藉口，最近金藏心情特別的糟，沒收了源次帶著的鑰匙，現在兩把鑰匙全由金藏自己帶著，所以沒法開門。,但是，夏妃立即就灵机一动讲出了借口，最近金藏心情特别的糟，没收了源次带着的钥匙，现在两把钥匙全由金藏自己带着，所以没法开门。,[=UP],[=UP],[=UP]
,"After she promised to let them meet Kinzo tomorrow morning no matter what, they finally returned to the dining hall.","After she promised to let them meet Kinzo tomorrow morning no matter what, they finally returned to the dining hall. "," After she promised to let them meet Kinzo tomorrow morning no matter what, they finally returned to the dining hall.",明日の朝、必ず金蔵に会わせるからと約束し、ようやく食堂に戻ってきたのだ。,[=JP],"После того как она пообещала завтра утром несмотря ни на что дать им встретиться с Кинзо, они наконец вернулись в столовую.","Após jurar aos parentes que eles encontrariam com Kinzo na manhã seguinte, eles finalmente retornaram para a sala de jantar.",[=UP],她保證了，明天早上，一定會讓大家與金藏見面，總算是得以與眾人一同回到了餐廳。,她保证了，明天早上，一定会让大家与金藏见面，总算是得以与众人一同回到了餐厅。,[=UP],[=UP],[=UP]
,"But, of course, the argument continued on even after they returned there.","But, of course, the argument continued on even there. "," But, of course, the argument continued on even after they returned to the dining hall.",だがもちろん、食堂に戻ってきたからも、罵り合いは収まらない。,だがもちろん、食堂に戻ってきてからも、罵り合いは収まらない。,"Но, конечно же, спор продолжился и после их возвращения туда.","Mas, é claro, a discussão continuou mesmo depois que retornaram.",[=UP],不過當然，就算回到了餐廳，對罵也不會結束。,不过当然，就算回到了餐厅，对骂也不会结束。,[=UP],[=UP],[=UP]
,"Eva's group wanted a lot of cash very soon, and they were trying to threaten Krauss somehow and make him pay up.","Eva's group needed a lot of cash very soon, and they were trying to threaten Krauss somehow and make him pay up. "," Eva's group wanted a lot of cash very soon, and they were trying to threaten Krauss somehow and make him pay up.",絵羽たちは大量の現金がすぐ欲しく、何とか蔵臼を脅迫して、それを支払わせようとしている。,[=JP],"Группа Евы хотела быстро получить большую сумму и угрожала Крауссу, пытаясь заставить его выплатить деньги.","O grupo de Eva queria pôr a mão no dinheiro o mais rápido possível, e estavam tentando ameaçar Krauss para fazê‐lo pagar de alguma forma.",[=UP],繪羽等人急需大量的現金，使出渾身解數威逼藏臼，逼他付錢。,绘羽等人急需大量的现金，使出浑身解数威逼藏臼，逼他付钱。,[=UP],[=UP],[=UP]
,"......Apparently, Battler's solving of the epitaph, which threatened Krauss's position as the next head, had given the others a huge tailwind.","...Apparently, Battler solving the epitaph threatened Krauss's position as the Successor, which gave the others a powerful tailwind. ","......Apparently, Battler's solving of the epitaph threatened Krauss's position as the next head, which gave the others a huge tailwind.",……戦人が碑文を解いたことにより、蔵臼の次期当主の座を脅かしているのも、大きな追い風のようだった。,[=JP],"......Видимо, разгадка Баттлером эпитафии поставила под угрозу позицию Краусса как следующего главы, что дало остальным сильный толчок.","......Por ter resolvido o epitáfio, Battler, que agora era uma ameaça à posição de chefe do Krauss, deu aos demais uma condição muito mais favorável.",[=UP],……戰人解開碑文，從而威脅到藏臼下任當主的寶座一事，貌似是成了陣推波助瀾的強勁順風。,……战人解开碑文，从而威胁到藏臼下任当主的宝座一事，貌似是成了阵推波助澜的强劲顺风。,[=UP],[=UP],[=UP]
,"On the other side, Krauss and Natsuhi denied the very basis of their argument, claiming that it had never been specified that ownership of the gold would be handed over to the person who solved the epitaph.","On the other side, Krauss and Natsuhi based their argument on the claim... that it had never been specified that ownership of the gold would be handed over to the person who solved the epitaph. "," On the other side, Krauss and Natsuhi based their argument on the claim that it had never been specified that ownership of the gold would be handed over to the person who solved the epitaph.",一方の蔵臼と夏妃は、そもそも、碑文の謎を解いた人物に、黄金の所有権が渡るという記述はどこにもないと、話の根底から反論。,[=JP],"С другой стороны, Краусс и Нацухи основывались на том, что не было указано, будто право собственности на золото перейдёт к разгадавшему эпитафию.","No lado oposto, Krauss e Natsuhi negaram a base do argumento dos demais, afirmando que nunca havia sido especificado que a posse do ouro seria passada para a pessoa que resolvesse o epitáfio.",[=UP],另一方的藏臼與夏妃，則是以“說到底，哪都沒有有關將黃金的所有權交給解開碑文之謎的人的記述”，從論點的根基上進行反駁。,另一方的藏臼与夏妃，则是以“说到底，哪都没有有关将黄金的所有权交给解开碑文之谜的人的记述”，从论点的根基上进行反驳。,[=UP],[=UP],[=UP]
,"They asserted that it hadn't been hidden gold, but just Kinzo's stockpile, and it was still Kinzo's property, which meant it was only natural for it to be distributed after Kinzo's death with the rest of the inheritance.","It hadn't been ""hidden gold"", but simply Kinzo's stockpile, and it was still Kinzo's property, which meant it would naturally be distributed after Kinzo's death with the rest of the inheritance. "," It hadn't been hidden gold, but just Kinzo's stockpile, and it was still Kinzo's property, which meant it was only natural that it be distributed only after Kinzo's death with the rest of the inheritance.",あれは隠された黄金ではなく、金蔵が貯蔵したものに過ぎず、今なお、金蔵の所有物であって、その分配は金蔵の死後の遺産分配まで待つのが筋であると主張した。,[=JP],"Это не скрытое золото, а простые запасы Кинзо, которые до сих пор являются его собственностью, поэтому вполне естественно, что оно будет разделено только после смерти Кинзо, вместе с остальной частью наследства.","Eles afirmaram que não era o ouro escondido, mas sim as reservas de Kinzo, e que ainda era propriedade dele, o que significava que era mais natural que fosse dividido após a morte de Kinzo, junto ao restante da herança.",[=UP],他們主張，那並非是寶藏黃金，僅僅是金藏儲藏著的東西罷了，現今，它依然是金藏的所有物，其分配理應等到金藏死後的遺產分配時再說。,他们主张，那并非是宝藏黄金，仅仅是金藏储藏着的东西罢了，现今，它依然是金藏的所有物，其分配理应等到金藏死后的遗产分配时再说。,[=UP],[=UP],[=UP]
,"After hearing this, Eva's group once again started demanding that they be allowed to see Kinzo.","Once they made that claim, Eva's group once again started demanding to be allowed to see Kinzo. "," After they claimed this, Eva's group once again started demanding that they be allowed to see Kinzo.",こう主張すれば、絵羽たちは再び、ならお父様を出せ出せという論法になる。,[=JP],"Они утверждали это, а группа Евы продолжала настаивать на встрече с ним.","Após ouvirem isso, o grupo de Eva mais uma vez demandou que pudessem se encontrar com Kinzo.",[=UP],這麼一主張，繪羽等人就再次喊起了，“那麼把爸叫出來，把爸叫出來”。,这么一主张，绘羽等人就再次喊起了，“那么把爸叫出来，把爸叫出来”。,[=UP],[=UP],[=UP]
,......It had probably been clear as day from the beginning.{n}This sibling fight could only be settled by Kinzo...,...It had probably been obvious to them from the beginning. This sibling fight could only be settled by Kinzo... ,......It's probably been obvious from the beginning. This sibling fight can only be settled by Kinzo...,……最初からわかりきっていることだろう。この兄弟喧嘩は、金蔵にしか収められないのだ…。,……最初からわかりきっていることだろう。{n}この兄弟喧嘩は、金蔵にしか収められないのだ…。,......С самого начала было ясно.{n}Исход их спора может решить только Кинзо...,......Já estava claro como o dia desde o início.{n}Esta briga de irmãos só poderia ser resolvida por Kinzo...,[=UP],……從一開始時起就心知肚明吧。{n}這種兄妹吵架，只有金藏能平息…。,……从一开始时起就心知肚明吧。{n}这种兄妹吵架，只有金藏能平息…。,[=UP],[=UP],[=UP]
,"It was obvious that this confrontation was between Eva's group, which wanted cash fast, and Krauss, who was hiding his lack of funds but still didn't need money right away.","This was obviously a confrontation between Eva's group, which wanted cash fast, and Krauss, who was hiding his lack of funds but still didn't need money right away. "," It was obvious that this confrontation was between Eva's group, which wanted cash fast, and Krauss, who was hiding his lack of funds but still didn't need money right away.",すぐに現金が欲しい絵羽たちと、金欠を隠しているが、それでも急ぎの現金を必要としない蔵臼の対決の構図が、鮮明に表れている。,[=JP],"Очевидно, что это противостояние между группой Евы, желающей быстро получить наличные, и Крауссом, который скрывал недостаток средств, но всё ещё не нуждался в деньгах немедленно.","Era um óbvio confronto entre o grupo de Eva, que queria colocar a mão no dinheiro logo, e Krauss, quem estava escondendo sua falta de dinheiro, mas que ainda não precisava dele imediatamente.",[=UP],鮮明呈現著的是，急著想要現金的繪羽等人，與雖隱瞞著缺錢的事實，但倒也並非急需現金的藏臼對決的構圖。,鲜明呈现着的是，急着想要现金的绘羽等人，与虽隐瞒着缺钱的事实，但倒也并非急需现金的藏臼对决的构图。,[=UP],[=UP],[=UP]
