Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Eva,"""Three months left to live. It was last year when you said that, Doctor Nanjo...""","""3 months left to live. It was last year when you said that, right, Doctor Nanjo?"" ",[=ST],「余命３ヶ月。南條先生がそう仰ったのは去年の話よぅ？」,[=JP],"""Жить ему осталось месяца три. Разве не так вы говорили в прошлом году, доктор Нанджо?""","""Três meses de vida. Foi ano passado que você disse isso, Doutor Nanjo...""",[=UP],「余命三個月。南條大夫說出這句話，都已經是去年的事了哦？」,「余命三个月。南条大夫说出这句话，都已经是去年的事了哦？」,[=UP],[=UP],[=UP]
Nanjo Terumasa,"""......I, I only spoke of what I had determined from his overall physical condition at the time. As a result, it has just worked out that this year, he has—""","""...I-I only spoke of what I could comprehensively determine from his physical condition at the time. As a result, this year too, it just so happens-"" ",[=ST],「……わ、私は、その時の健康状態から総合的に判断してお話しているだけです。その結果、今年もたまたま、」,[=JP],"""......Я... я говорил лишь о том, что выяснил из всестороннего анализа его физического состояния на тот момент. В результате, и в этом году не исключено...""","""......E‐Eu apenas falei aquilo que determinei analisando a condição física geral dele naquela ocasião. Como resultado, este ano também, apenas aconteceu dele—""",[=UP],「……我、我僅僅是按照那時的健康狀態，進行綜合判斷，說出了這句話罷了。結果，今年也碰巧相同。」,「……我、我仅仅是按照那时的健康状态，进行综合判断，说出了这句话罢了。结果，今年也碰巧相同。」,[=UP],[=UP],[=UP]
Ushiromiya Rudolf,"""Despite the doubt being cast on whether Father can make it to the end of the year, the fact is that even now, he's still enthusiastically immersed in his occult research. And still you would say he has only three months left, Doctor?""","""So, even though it's doubtful whether Dad'll last until the end of the year, he's still totally focused on his occult research. And you still say he has only three months left, Doctor?"" ",[=ST],「年を越せるかも怪しいってことになってる親父殿は、今も意気軒昂でオカルト研究に没頭されてるというわけだ。それでも余命３ヶ月ってわけかい、先生？」,[=JP],"""Несмотря на то, что отец вряд ли протянет до конца этого года, он всё ещё с энтузиазмом погружён в свои оккультные исследования. И при всём этом, ему осталось лишь три месяца, доктор?""","""Além da dúvida imposta de se o pai chegará até o fim deste ano, o fato é que agora ele ainda está entusiasmadamente imerso em suas pesquisas ocultas. E você ainda vai dizer que ele tem apenas três meses de vida, doutor?""",[=UP],「連熬不熬得過年關都說不准的父親大人，至今仍在意氣軒昂地埋頭研究神秘學。都這樣了，還余命三個月嗎，大夫？」,「连熬不熬得过年关都说不准的父亲大人，至今仍在意气轩昂地埋头研究神秘学。都这样了，还余命三个月吗，大夫？」,[=UP],[=UP],[=UP]
Nanjo Terumasa,"""A‐as I've been saying, Kinzo‐san's—""","""L-Like I said, Kinzo-san's-"" ",[=ST],「で、ですから、金蔵さんの、」,[=JP],"""К‐как я уже сказал, Кинзо‐сан...""","""C‐Como eu estava dizendo, o Kinzo‐san—""",[=UP],「所、所以說，金藏先生的——」,「所、所以说，金藏先生的——」,[=UP],[=UP],[=UP]
Ushiromiya Krauss,"""Is it not a wonderful thing that our respected father still has his vitality? Out of parental respect, all of you desire to greet Father so badly that you scarcely know what to do with yourselves. So you cannot accept the fact that he will not see you.""","""Shouldn't you be happy that our respected father is still in high spirits? Out of a sense of parental respect, each one of you is so eager to greet Father. I can see how upset you are that he's unwilling to meet with you."" ",[=ST],「敬愛する親父殿が、未だお元気でおられるなら素晴らしいことじゃないか。親孝行なお前たちは、親父殿に挨拶がしたくてしたくて仕方がない。なので会ってもらえないので納得が行かないと、そういうわけだ。」,「敬愛する親父殿が、未だお元気でおられるなら素晴らしいことじゃないか。親孝行なお前たちは、親父殿に挨拶がしたくてしたくて仕方がない。なので会ってもらえないので納得が行かないと、そういうわけだ」,"""Разве не чудесно, что наш многоуважаемый отец всё ещё не пал духом? Из уважения к родителям вы все жаждете повидаться с ним. Потому не можете смириться с тем, что такой возможности нет.""","""Não é algo maravilhoso que nosso respeitável pai ainda mantenha sua vitalidade? Muito além de um sentimento de respeito parental, todos vocês desejam fervorosamente cumprimentar o pai que mal sabem se comportar.{n}Por isso não conseguem aceitar o fato de que ele não irá atendê‐los.""",[=UP],「敬愛的父親大人依然神采煥發，豈不美哉？孝順的你們迫不及待地想去問候父親大人。因此，想不通為何不獲接見，就是這麼一回事吧。」,「敬爱的父亲大人依然神采焕发，岂不美哉？孝顺的你们迫不及待地想去问候父亲大人。因此，想不通为何不获接见，就是这么一回事吧。」,[=UP],[=UP],[=UP]
Ushiromiya Natsuhi,"""...Given that you have all begun to prematurely divide up the inheritance while the sun is still in the sky, I completely understand why it is that Father does not wish to see you.""","""...Considering that everyone has started aiming for the inheritance while the sun is still in the sky, I can understand why Father wouldn't want to see you."" ",[=ST],「…日も沈まぬ内から、遺産分配の皮算用を始める皆さんのことを思えば、お父様の会いたくないという気持ちもわかろうというものです。」,「…日も沈まぬ内から、遺産分配の皮算用を始める皆さんのことを思えば、お父様の会いたくないという気持ちもわかろうというものです」,"""...Учитывая, что вы все нацелены на разговор о наследстве ещё до захода солнца, сомневаюсь, что вы и правда хотите увидеть отца.""","""...Visto que todos começaram, prematuramente, a dividir a herança enquanto o Sol ainda está no céu, eu consigo compreender perfeitamente o motivo pelo qual o pai não deseja vê‐los.""",[=UP],「…想想連太陽都還沒下山，就開始盤算著分配遺產的諸位，也算是明白爸為何不想見你們了。」,「…想想连太阳都还没下山，就开始盘算着分配遗产的诸位，也算是明白爸为何不想见你们了。」,[=UP],[=UP],[=UP]
Ushiromiya Rosa,"""Y‐you've got it wrong, Natsuhi nee‐san. ......We just, umm—""","""Y-You've got it wrong, Natsuhi nee-san. ...We just, umm-"" ",[=ST],「そ、それは誤解よ、夏妃姉さん。……ただ、私たちはその、」,[=JP],"""Т‐ты ошибаешься, Нацухи нее‐сан. ......Мы всего лишь, м‐м‐м...""","""V‐Você está enganada, Natsuhi nee‐san. ......Nós só, hmm—""",[=UP],「您、您誤會了，夏妃姐姐。……我們，只是那個——」,「您、您误会了，夏妃姐姐。……我们，只是那个——」,[=UP],[=UP],[=UP]
Ushiromiya Rudolf,"""Not even Dad is immortal—he's gonna die {i:someday}. We aren't telling him to die. We're just saying that he will die {i:someday}. We're just talking together about how to prepare for that.""","""Dad isn't immortal, and he'll die someday. We aren't telling him to die. We're just saying that he will die sooner or later. We're just talking together about how to prepare for that."" ",[=ST],「親父とて不死身じゃねぇ、いつかは死ぬさ。死ねと言ってるんじゃない。いつかは死ぬと言ってるだけさ。それに備えての話し合いだってだけの話じゃねぇか。」,「親父とて不死身じゃねぇ、いつかは死ぬさ。死ねと言ってるんじゃない。いつかは死ぬと言ってるだけさ。それに備えての話し合いだってだけの話じゃねぇか」,"""Отец не бессмертен и, {i:рано или поздно}, он умрёт. Мы не желаем ему смерти. Мы лишь говорим, что {i:этот день} когда‐нибудь настанет и лишь вместе обсуждаем, как к нему подготовиться.""","""Nem mesmo o pai é imortal — ele vai morrer {i:algum dia}. Nós não estamos dizendo para ele morrer. Nós estamos apenas dizendo que {i:algum dia} ele vai morrer. Só estamos falando sobre como nos prepararmos para isto.""",[=UP],「爸也不是不死之身，總有一天要死的。不是說叫他去死。僅僅是在說，爸總有一天會死。這不就僅僅是為了給這一天做好準備，而商量商量而已嘛。」,「爸也不是不死之身，总有一天要死的。不是说叫他去死。仅仅是在说，爸总有一天会死。这不就仅仅是为了给这一天做好准备，而商量商量而已嘛。」,[=UP],[=UP],[=UP]
Ushiromiya Natsuhi,"""And that is precisely what is so disrespectful!!""","""And that is precisely what is so disrespectful!!"" ",[=ST],「それが不敬だと言っているのです！！」,[=JP],"""Это как раз и есть проявление неуважения!""","""E é exatamente por isso que é tão desrespeitoso!!""",[=UP],「我就是在說，這話就已是不敬了！！」,「我就是在说，这话就已是不敬了！！」,[=UP],[=UP],[=UP]
Ushiromiya Krauss,"""Stop it. You'll make your headache worse.""","""Stop it. You'll make your headache worse."" ",[=ST],「よしなさい。また君の頭痛に障る。」,「よしなさい。また君の頭痛に障る」,"""Прекрати. Ты лишь обостришь свою головную боль.""","""Pare com isso. Você só está piorando minhas dores de cabeça.""",[=UP],「別這樣。又會引發頭疼的。」,「别这样。又会引发头疼的。」,[=UP],[=UP],[=UP]
,"Krauss told Natsuhi, who had risen from her chair in agitation, to sit down.","Krauss told Natsuhi, who had risen from her chair in agitation, to sit down. ",[=ST],興奮して席を立ち上がってしまった夏妃に、蔵臼は座れと制する。,[=JP],"Обратился Краусс к Нацухи, взволнованно вскочившей со стула, тем самым попросив её сесть.","Krauss disse para Natsuhi, que levantou agitada de sua cadeira, para se sentar.",[=UP],對於激動地站起身來的夏妃，藏臼示意她坐下。,对于激动地站起身来的夏妃，藏臼示意她坐下。,[=UP],[=UP],[=UP]
,"Trying to smooth over the atmosphere, which had suddenly started crackling with hostility, Hideyoshi put on a cordial smile and motioned for everyone to calm down.","Trying to smooth over the atmosphere, which had suddenly become filled with suspicion, Hideyoshi put on a forced smile and motioned for everyone to calm down. ",[=ST],一気にキナ臭くなった空気を、取り繕うように秀吉が愛想笑いを浮かべ、まままま…、と全員をなだめるような仕草をする。,[=JP],"Пытаясь сгладить атмосферу подозрения, внезапно заполнившую помещение, Хидэёши натянуто улыбнулся и предложил всем успокоиться.","Buscando aliviar a atmosfera, que repentinamente começou a crepitar com hostilidade, Hideyoshi exibiu um sorriso cordial e gesticulou para todos se acalmarem.",[=UP],就像是要趕跑這一下子變得火藥味十足的空氣似的，秀吉滿臉堆笑，說著“別別別…”地安撫著眾人。,就像是要赶跑这一下子变得火药味十足的空气似的，秀吉满脸堆笑，说着“别别别…”地安抚着众人。,[=UP],[=UP],[=UP]
