Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"In the Golden Land, the quiet rain......just kept on falling.","In the Golden Land, the quiet rain...just kept on falling. ",[=UP],黄金郷は、静かな雨が、……いつまでも降り続いている。,[=JP],В Золотой Земле...... продолжал тихо падать дождь.,"Na Terra Dourada, a chuva silenciosa......continuava a cair.",[=UP],黃金鄉，永無休止地，……下著靜靜的雨。,黄金乡，永无休止地，……下着静静的雨。,[=UP],[=UP],[=UP]
,In the arbor......sat the sad witch whose eyes had lost their glint......and Battler.,In the arbor...sat the sad witch whose eyes had lost their glint...and Battler. , In the arbor......sat the sad witch whose eyes had lost their glint......and Battler.,その東屋で、……瞳に輝きを失った悲しき魔女と、……戦人が座っている。,[=JP],"В беседке...... сидела печальная ведьма, чьи глаза утратили блеск...... и Баттлер.",No gazebo......estavam sentados a bruxa entristecida com seus olhos sem brilho......e Battler.,[=UP],在亭子中坐著，……瞳孔失去光輝的淒涼魔女，……與戰人。,在亭子中坐着，……瞳孔失去光辉的凄凉魔女，……与战人。,[=UP],[=UP],[=UP]
,"{f:5:Virgilia} could also be seen there.{n}......She sat next to Beato, knitting quietly.","{f:5:Virgilia} could also be seen there. ...She sat next to Beato, knitting quietly. "," Virgilia could also be seen there.......She sat next to Beato, knitting quietly.",ワルギリアの姿もあった。……ベアトの隣に座り、静かに編み物をしている。,ワルギリアの姿もあった。{n}……ベアトの隣に座り、静かに編み物をしている。,Там была и {f:5:Вергилия}.{n}......Она сидела рядом с Беато и тихо вязала.,"{f:5:Virgilia} também podia ser vista na cena.{n}......Ela sentou‐se perto de Beato, tricotando silenciosamente.",[=UP],瓦爾基莉亞也在。{n}……她坐在貝阿朵的旁邊，靜靜地打著毛線。,瓦尔基莉亚也在。{n}……她坐在贝阿朵的旁边，静静地打着毛线。,[=UP],[=UP],[=UP]
,"{f:5:Lambdadelta}'s game had passed the climax of the first twilight, and they were taking a short break.","{f:5:Lambdadelta}'s game had passed the climax of the first twilight, and they were taking a short break. "," Lambdadelta's game had passed the climax of the first twilight, and they were taking a short break.",ラムダデルタのゲームは、第一の晩の山場を終え、小休止となっていた。,[=JP],"Кульминационный момент первых сумерек игры {f:5:Лямбдадельты} закончился, и они взяли короткий перерыв.","O jogo de {f:5:Lambdadelta} havia passado pelo clímax do primeiro crepúsculo, e eles agora estavam descansando.",[=UP],拉姆達戴露塔的遊戲，在第一晚的高潮結束後，進入了稍事休息。,拉姆达戴露塔的游戏，在第一晚的高潮结束后，进入了稍事休息。,[=UP],[=UP],[=UP]
,"Gazing out at the golden rose garden soaked with rain, ......Battler thought back on the present, what was to come, and what had happened so far......","Gazing out at the golden rose garden soaked with rain, ...Battler considered the present, what was to come, and what had happened so far... "," Gazing out at the golden rose garden soaked with rain, ......Battler thought back on the present, what was to come, and what had happened so far......",雨に濡れる黄金の薔薇庭園を眺めながら、……戦人は、今とこれからと、これまでを思い返している……。,[=JP],"Глядя на пропитанный дождём золотой розарий...... Баттлер обдумывал настоящее, будущее и прошедшее......","Olhando na direção do dourado jardim de rosas encharcado pela chuva, ......Battler pensou sobre o presente, o que estava por vir e o que havia acontecido até o momento......",[=UP],眺望著被雨打濕的黃金玫瑰園，……戰人思索著過去、現在與將來……。,眺望着被雨打湿的黄金玫瑰园，……战人思索着过去、现在与将来……。,[=UP],[=UP],[=UP]
,"To Battler, thinking was itself a battle.","To Battler, the act of thinking was itself a battle. "," To Battler, thinking was itself a battle.",戦人にとって、考えることが戦いなのだ。,[=JP],Для него мышление само по себе сражение.,"Para Battler, pensar era uma batalha.",[=UP],對戰人來說，思考即是戰鬥。,对战人来说，思考即是战斗。,[=UP],[=UP],[=UP]
,"Even with the game stopped and Beato unable to speak, ......he could still keep on fighting.","Even with the game stopped and Beato unable to speak, ...he could still keep on fighting. "," Even with the game stopped and Beato unable to speak, ......he could still keep on fighting.",ゲームが止まろうとも、ベアトが言葉を失おうとも、……戦いは続けられるのだ。,[=JP],Даже если игра остановлена и Беато не в состоянии говорить...... он ещё может продолжать бой.,"Mesmo com o jogo pausado e Beato incapaz de falar, ......ele ainda era capaz de continuar lutando.",[=UP],即便遊戲停止，貝阿朵失去了言語的能力，……戰鬥也是能夠繼續下去的。,即便游戏停止，贝阿朵失去了言语的能力，……战斗也是能够继续下去的。,[=UP],[=UP],[=UP]
,......{f:5:Virgilia} suddenly stopped her knitting.,...{f:5:Virgilia} suddenly stopped her knitting. ,......Virgilia suddenly stopped her knitting.,……ワルギリアが、ふと編み棒を止める。,[=JP],......{f:5:Вергилия} вдруг перестала вязать.,......{f:5:Virgilia} parou de tricotar de repente.,[=UP],……瓦爾基莉亞忽然停住了手中的毛線棒。,……瓦尔基莉亚忽然停住了手中的毛线棒。,[=UP],[=UP],[=UP]
,Battler had noticed too.,Battler noticed it too. , Battler noticed it too.,戦人も気付いた。,[=JP],Баттлер тоже заметил.,Battler percebeu isso.,[=UP],戰人也注意到了。,战人也注意到了。,[=UP],[=UP],[=UP]
,"......Though none should have been able to visit this rose garden, they had noticed a silhouette approaching.","...Because, though none should have been able to visit this rose garden, she had noticed a silhouette approaching. ","......Because, though none should have been able to visit this rose garden, she had noticed a silhouette approaching.",……訪れる者などないはずのこの薔薇庭園に、人影がやってくるのに気付いたからだ。,[=JP],"......Несмотря на то, что обычно никто не может попасть в этот розарий, она заметила приближающийся силуэт.","......Embora ninguém devesse ser capaz de visitar este jardim de rosas, eles perceberam uma silhueta se aproximando.",[=UP],……他們注意到了，理應不會有來訪者的玫瑰庭園，出現了一位向此走來的人影。,……他们注意到了，理应不会有来访者的玫瑰庭园，出现了一位向此走来的人影。,[=UP],[=UP],[=UP]
{f:5:Virgilia},""".........That's unusual. Not many people can reach this place.""","""......That's unusual. Not many people are capable of reaching this place."" ",[=UP],「………珍しい。ここへ辿り着ける者がいるとは。」,「………珍しい。ここへ辿り着ける者がいるとは」,""".........Необычно. Мало кто может попасть сюда.""",""".........Mas que incomum. Não são muitas as pessoas capazes de alcançar este lugar.""",[=UP],「………真難得。竟有人能來到此處。」,「………真难得。竟有人能来到此处。」,[=UP],[=UP],[=UP]
Ushiromiya Battler,"""It's her...............""","""It's her........."" ","""It's her............""",「あいつは……………。」,「あいつは……………」,"""Она............""","""Ela...............""",[=UP],「那傢伙是……………」,「那家伙是……………」,[=UP],[=UP],[=UP]
,"That silhouette, ......walking through the quietly falling rain without so much as an umbrella, .........was Dlanor.","That silhouette, ...which walked amidst the quietly falling rain without so much as an umbrella, ......was Dlanor. ","That silhouette, ......which walked amidst the quietly falling rain without so much as an umbrella, .........was Dlanor.",静かに降り続ける雨の中、……傘を差すこともなく歩くその人影は、………ドラノールだった。,[=JP],Силуэт...... идущий под тихим дождём даже без зонтика......... принадлежал Дланор.,"Aquela silhueta, ......caminhando sem guarda‐chuva através da sossegada chuva que caia, .........era Dlanor.",[=UP],在靜靜下著的雨中，……傘也不撐地走來的人影，………乃是德拉諾爾。,在静静下着的雨中，……伞也不撑地走来的人影，………乃是德拉诺尔。,[=UP],[=UP],[=UP]
