Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"After we chased them out, ......nobody said another word.","After we chased them out, ...nobody wanted to say anything. ","After we chased them out, ......nobody wanted to say anything.",俺たちは、彼らを追放してから、……もう誰も、ただの一言も発しなくなった。,[=JP],После того как мы прогнали их...... никто не проронил ни слова.,"Depois que nós os expulsamos, ......ninguém disse mais nenhuma palavra.",[=UP],把他們趕出房間後，……誰都沒再說過一句話。,把他们赶出房间后，……谁都没再说过一句话。,[=ST],Dopo averli allontanati via... nessuno di noi proferì parola...,"Biz onları attıktan sonra, ......kimse tek kelime etmedi."
,"...We had exiled all of the suspicious ones. Even though we had known that there might be some innocents among them, we had exiled them all the same.","...All of the suspicious ones had been driven away. Even though we knew there might be some innocents among them, we still did it. ","...All of the suspicious ones had been chased out. Even though we had known that there might be some innocents among them, we had chased them out.",…疑わしきを全て追放した。その中に潔白な人間がいるかもしれないことを知りながら、追放した。,[=JP],"...Все, на кого пало подозрение, были изгнаны. Даже несмотря на то, что среди них могли находиться невиновные, мы всё равно выгнали их.","...Nós já exilamos todos os suspeitos. Mesmo sabendo que poderia haver algum inocente entre eles, nós exilamos todos da mesma forma.",[=UP],…我們把所有疑惑都趕走了。明知道其中可能有無辜的人，還是全部趕了出去。,…我们把所有疑惑都赶走了。明知道其中可能有无辜的人，还是全部赶了出去。,[=ST],"Tutti i sospettati erano stati allontanati. Li avevamo cacciati, sebbene sapessimo che tra loro potevano esserci degli innocenti...",...Tüm şüphelileri sürgün etmiştik. Aralarında masumların da olabileceğini bildiğimiz halde hepsini sürgün etmiştik.
,"......We had chased them out of this paradise, where people didn't have to doubt each other.",...We chased them out of this paradise... where people don't have to suspect each other. ,......We had chased them out of this paradise where people didn't have to doubt each other.,……互いを疑い合わなくてよい楽園から、彼らを追放した。,[=JP],"......Мы изгнали их из рая, в котором не нужно подозревать друг друга.","......Nós tínhamos posto eles para fora deste paraíso, onde as pessoas não precisavam duvidar uma das outras.",[=UP],……從這個無須互相猜疑的樂園，把他們排除了。,……从这个无须互相猜疑的乐园，把他们排除了。,[=ST],"Li avevamo cacciati via dal paradiso, dove noi non avevamo motivo di sospettarci a vicenda.","......Biz onları, insanların birbirlerinden şüphelenmek zorunda kalmadıkları bu cennetten kovmuştuk."
,"However, our motive for chasing them out had been suspicion of our fellow man—the worst kind of crime for a human.","But our motive for chasing them out was suspicion of one person towards another, the worst kind of crime for a human. "," But our motive for chasing them out had been suspicion of others, the worst kind of crime for a human.",しかし、彼らの追放の動機は人が人を疑うという、人として最低の罪によるもの。,[=JP],Но мотивом для изгнания было подозрение других — худшее преступление для человека.,"No entanto, nosso motivo para expulsá‐los foi por suspeitarmos de nossos próprios companheiros — o pior tipo de crime para um ser humano.",[=UP],然而，趕走他們的動機是“懷疑”，這是身為人類，最低劣的罪惡。,然而，赶走他们的动机是“怀疑”，这是身为人类，最低劣的罪恶。,[=ST],Ma a motivare la loro espulsione era stato il peggior peccato possibile: dubitare del prossimo...,"Ancak onları kovma sebebimiz, bir insan için en kötü suç türü olan—kendi dostlarımızdan şüphelenmekti."
,"......If we had been able to accept the existence of a 19th person, of the witch, ......then we all might still be talking face to face, trusting in each other.","...If we had accepted the existence of a 19th person, of the witch, ...then we all might still be talking face to face, trusting in each other. ","......If we had accepted the existence of a 19th person, of the witch, ......then we all might still be talking face to face, trusting in each other.",……もし、１９人目の存在として、魔女の存在を受け容れられたなら、……自分たちは今も、互いを信じあってこの部屋で膝を寄せ合えたのではないだろうか。,[=JP],"......Если бы мы приняли существование 19‐го человека‐ведьмы...... то сейчас могли бы разговаривать, глядя в лицо и доверяя друг другу.","......Se nós formos capazes de aceitar a existência de uma 19ª pessoa, da bruxa, ......então nós talvez ainda possamos continuar a conversar frente a frente, confiando uns nos outros.",[=UP],……如果，能把魔女當成第十九人，接受她的存在的話，……我們是否就能互相信任，在這房間裡共享安寧了呢？,……如果，能把魔女当成第十九人，接受她的存在的话，……我们是否就能互相信任，在这房间里共享安宁了呢？,[=ST],"Se avessimo accettato l'esistenza di una 19ª persona, l'esistenza della strega... avremmo potuto fidarci l'un l'altro, e conversare tra di noi in questa stanza, faccia a faccia.","......Eğer 19. bir kişinin, yani cadının varlığını kabul edebilseydik, ......o zaman hepimiz hala yüz yüze konuşuyor ve birbirimize güveniyor olabilirdik."
,"In that instant, we had agreed to chase out all of the suspicious people.","In that instant, we had agreed to chase out all of the suspicious people. "," In that instant, we had agreed to chase out all of the suspicious people.",あの瞬間。疑わしきを全て追放することに、自分たちは賛成した。,[=JP],Однако в тот момент мы согласились выгнать всех подозрительных людей.,"Naquele instante, nós concordamos em expulsar todos aqueles que eram suspeitos.",[=UP],那一瞬間。我們都贊成了，直接排除所有的疑惑。,那一瞬间。我们都赞成了，直接排除所有的疑惑。,[=ST],"In quel momento, decidemmo di allontanare tutte le persone sospette...","Bir anda, tüm şüpheli insanları atmaya karar vermiştik."
,......But had that been the right thing to do?,...But had that been the right thing to do? ,[=UP],……しかし、それが正しかったのかどうか。,[=JP],......Но был ли этот поступок правильным?,......Mas isso tinha sido mesmo a coisa certa a se fazer?,[=UP],……可是，這究竟是對是錯。,……可是，这究竟是对是错。,[=ST],Ma... era stata la cosa corretta da fare?,......Ama bu yapılacak doğru şey miydi?
,"......During this endless silence, we could do nothing but be quietly tormented by that sin......","...During this endless silence, we could do nothing but be quietly tormented by that sin... ","......During this endless silence, we could do nothing but be quietly tormented by that sin...",……いくら過ごせども尽きぬ沈黙の時間は、ただただ静かにその罪を苛み続ける……。,[=JP],......В этой бесконечной тишине мы могли только тихо мучиться осознанием совершённого греха......,"......Durante esse silêncio interminável, não podíamos fazer nada além de sermos silenciosamente atormentados por esse pecado......",[=UP],……漫無邊際的沉默，靜靜責問著這份罪孽……。,……漫无边际的沉默，静静责问着这份罪孽……。,[=ST],"Durante quel silenzio che non sembrava aver mai fine, quel peccato non faceva altro che tormentarci...","......Bu bitmeyen sessizlik boyunca, o günahın sessiz azabını çekmekten başka bir şey yapamadık......"
,"Aunt Natsuhi was facing the door, seated all the way back in her sofa, not letting go of her rifle for even an instant.","Aunt Natsuhi faced the door, without letting go of her rifle for even an instant, sitting far back in the sofa. "," Natsuhi oba-san faced the door, without letting go of her rifle for even an instant, sitting far back in the sofa.",夏妃伯母さんはライフル銃を片時も手放さず、扉を正面にしながら、ソファーに深く腰をかけていた。,[=JP],"Тётя Нацухи сидела на диване лицом к двери, ни на секунду не опуская ружья.","A tia Natsuhi, que estava em frente à porta, sentou de volta no sofá, sem largar seu rifle por nenhum instante.",[=UP],夏妃伯母依然一刻也沒有放開來福槍，面對著門，重重癱坐在沙發上。,夏妃伯母依然一刻也没有放开来复枪，面对着门，重重瘫坐在沙发上。,[=ST],"Zia Natsuhi si era sprofondata sul divano, rivolta verso la porta senza mai lasciare andare il suo fucile, nemmeno per un istante...","Natsuhi Teyze koltuğunda arkasına yaslanmış, tüfeğini bir an bile elinden bırakmadan kapıya doğru bakıyordu."
,......She would probably spend the night staring at the door without a wink of sleep.,...She would probably spend the night staring at the door without a wink of sleep. ,[=UP],……多分、今夜は一睡もせず扉を見張り続けるだろう。,[=JP],"......Она, скорее всего, проведёт всю ночь глядя на дверь и не смыкая глаз.",......Ela provavelmente iria passar a noite encarando a porta sem sequer dormir por um segundo.,[=UP],……大概，她會一夜不眠地監視著門吧。,……大概，她会一夜不眠地监视着门吧。,[=ST],"Probabilmente, sarebbe stata capace di fissare la porta senza chiudere occhio per tutta la notte.",......Belki de geceyi gözünü bile kırpmadan kapıya bakarak geçirecekti.
