Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,Battler could be found in the dining hall.,Battler's figure was in the dining hall. ,Battler's figure was in the dining hall.,戦人の姿は食堂にあった。,[=JP],Фигура Баттлера виднелась в обеденном зале.,Battler podia ser visto na sala de jantar.,[=UP],戰人身在餐廳。,战人身在餐厅。,[=UP],Battler si era situato nella sala da pranzo.,"Battler, yemek salonunda görülebiliyordu."
,"Unable to summon the will to return to the guesthouse in the middle of this rain, he had wandered halfheartedly around the mansion in search of a random place to sit, ...and had stationed himself in the dining hall.","He didn't feel like going back to the guesthouse in the middle of all this rain... and wandered halfheartedly around the mansion in search for any place where he could sit, ...before setting up camp in the dining hall. "," He didn't feel like going back to the guesthouse in the middle of this rain, and wandered halfheartedly inside the mansion in search for a place where he could sit adequately, ...making the dining hall into his stronghold.",この雨の中、ゲストハウスに戻る気にもなれず、適当に座れるところを探し屋敷の中を適当に放浪し、…食堂を根城としていた。,[=JP],"Ему не хотелось возвращаться в домик для гостей под таким дождём. Он вяло слонялся по особняку в поисках места, где он мог бы расположиться... и в конце концов превратил обеденный зал в свою крепость.","Ele não sentia qualquer vontade de retornar para a casa de hóspedes no meio da chuva, por isso ele vagou, sem coragem, pela mansão, procurando por um lugar para se sentar, ...e então parou na sala de jantar.",[=UP],在這雨中，他甚至涌不起回賓館的心思，為了隨便找個能坐著的地方，而在大屋中亂晃了一會，…並將餐廳當做了根據地。,在这雨中，他甚至涌不起回宾馆的心思，为了随便找个能坐着的地方，而在大屋中乱晃了一会，…并将餐厅当做了根据地。,[=UP],"Non se la sentiva di tornare alla dépendance sotto quella pioggia, e aveva vagato senza meta per la villa, alla ricerca di un posto dove potersi sbracare... facendo della sala da pranzo la sua roccaforte.","Bu yağmurun ortasında konukevine dönecek iradeyi kendisinde bulamayınca,oturacak rastgele bir yer bulmak için gönülsüzce malikanenin içinde dolaşmış, ...ve yemek salonuna yerleşmişti."
,He hadn't bothered to lock it.,He didn't even lock the door. , It wasn't even locked.,別に鍵は掛けていない。,[=JP],Он даже не заперся.,Ele não se importou em trancá‐la.,[=UP],門並沒有鎖上。,门并没有锁上。,[=UP],Non si era nemmeno chiuso a chiave.,Kapıyı kilitlemeye zahmet bile etmemişti.
,"He did think that maybe the shapeless murderer, or the Golden Witch, might come to kill him now that he was isolated, but he no longer thought about resisting that.","He thought the shapeless murderer, or maybe the Golden Witch, might come to kill him now that he was isolated, but he no longer had any desire to resist. "," He thought that maybe the shapeless murderer, or the Golden Witch, would come to kill him now that he was isolated, but he no longer thought about confronting the culprit.",姿なき殺人犯、もしくは黄金の魔女が、一人ぼっちになった自分を殺しに来るかもしれないと思ったが、それに抗おうとはもう思わなかった。,[=JP],"Он думал, что, возможно, теперь, когда он отделился ото всех, бесформенный убийца или Золотая Ведьма придут, чтобы убить его, но он больше не думал о противостоянии преступнику.","Ele pensou que talvez o assassino sem forma, ou a Bruxa Dourada, poderiam aparecer para matá‐lo agora que ele estava isolado, mas ele já não pensava em resistir a isso.",[=UP],雖然想到來去無踪的殺人犯，或是黃金的魔女，說不定會來殺孤身一人的自己，但是他已經沒有去抵抗的想法了。,虽然想到来去无踪的杀人犯，或是黄金的魔女，说不定会来杀孤身一人的自己，但是他已经没有去抵抗的想法了。,[=UP],"Ora che era isolato, credeva che l'assassino incorporeo, o la Strega Dorata, sarebbero venuti a ucciderlo, ma non era intenzionato ad affrontarli.","Artık izole olduğu için formsuz katilin ya da Altın Cadı'nın onu öldürmeye gelebileceği aklından geçmişti, ama artık buna direnmeyi düşünmüyordu."
,"On the contrary, he had no intention of blocking the culprit with a lock.{n}He wanted that person to come at him openly, from the front.","He didn't even feel like using a locked door to hold off the culprit. He wanted that person to come at him openly, from the front. "," On the contrary, he didn't even feel like using the locks to block the culprit. He wanted that person to come at him openly, from the front.",むしろ、鍵で拒む気などない。堂々と正面から来て欲しかった。,むしろ、鍵で拒む気などない。{n}堂々と正面から来て欲しかった。,"Напротив, у него не возникло даже желания воспользоваться замком, чтобы удержать преступника.{n}Он хотел, чтобы тот человек пришёл к нему открыто, лицом к лицу.","Pelo contrário, ele não tinha intenções de bloquear o culpado com uma tranca.{n}Ele queria que essa pessoa viesse até ele abertamente, ficando frente a frente.",[=UP],倒不如說，不想靠鎖住門，把她拒之門外。{n}而是希望她堂堂正正地從正面進來。,倒不如说，不想靠锁住门，把她拒之门外。{n}而是希望她堂堂正正地从正面进来。,[=UP],"Al contrario, non aveva neanche pensato di usare le serrature per bloccarli.{n}Voleva che quella persona venisse davanti a lui, faccia a faccia...","Aksine, suçluyu bir kilitle engellemeye hiç niyeti yoktu.{n}Söz konusu kişinin üzerine açık bir şekilde, doğrudan gelmesini istiyordu."
,"...If it was a murderer, he thought he'd ask them to tell about some of those wonderful locked room tricks as a parting souvenir.","...If it was the killer, he wanted to ask them about some of those wonderful closed room tricks as a parting gift. ","...If it was the murderer, he thought he'd ask them to tell about some of those wonderful closed room tricks as a parting souvenir.",…それが殺人犯なら、この素晴らしき密室トリックの数々を、冥土の土産に聞かせてもらおうと思った。,[=JP],"...Окажись это убийца, он подумывал попросить его рассказать об этих невероятных фокусах с закрытыми комнатами в качестве прощального подарка.","...Se fosse um assassino, ele pensou que poderia pedir para ele contar sobre alguns dos truques de quarto fechado, como um presente de despedida.",[=UP],…她要是殺人犯，那就權當是作為黃泉路的餞別之禮，希望她給自己說說這了不起的密室詭計的種種奧秘。,…她要是杀人犯，那就权当是作为黄泉路的饯别之礼，希望她给自己说说这了不起的密室诡计的种种奥秘。,[=UP],"Pensò che, se fosse venuto l'assassino, gli avrebbe chiesto di parlargli di alcuni dei suoi stupefacenti trucchi con le camere chiuse, come regalo da portarsi nell'aldilà.","...Eğer bu kişi bir katilse, ondan hoşça kal hediyesi olarak o harika kilitli oda numaralarından bazılarını anlatmasını isteyebileceğini düşündü."
,"And if it was a witch, he thought he'd ask her to at least take his life with some wonderful magic.","If it was the witch, he hoped she'd at least take his life with some spectacular magic. "," If it was the witch, he thought that she would at least take his life with some wonderful magic.",そして魔女なら、せめて素晴らしき魔法で自分の命を奪ってもらおうと思った。,[=JP],"Окажись это ведьма, думал он, то она хотя бы отнимет его жизнь своей удивительной магией.","E se fosse uma bruxa, ele pensou que poderia pedir para ela tirar sua vida com alguma magia maravilhosa.",[=UP],而她要是魔女，就希望她至少用那了不起的魔法來奪去自己的性命。,而她要是魔女，就希望她至少用那了不起的魔法来夺去自己的性命。,[=UP],"E se fosse venuta la strega, quantomeno avrebbe dovuto conferirgli la morte con una splendida magia...","Ve eğer bir cadıysa, ondan en azından harika bir büyüyle canını almasını isteyebileceğini düşündü."
,"......However, ironically, neither of these two came to meet Battler...","...However, ironically, neither of these two came to meet him... ","......However, ironically, neither of these two came to meet Battler....",……しかし皮肉なもので、そのどちらも、戦人を迎えに来てはくれなかった…。,[=JP],"......Однако, какая ирония, ни один из них не пришёл встретить Баттлера...","......No entanto, ironicamente, nenhum dos dois veio ao encontro de Battler...",[=UP],……然而諷刺的是，不管哪個，都沒有來結果戰人…。,……然而讽刺的是，不管哪个，都没有来结果战人…。,[=UP],"Tuttavia, l'ironia della sorte volle che nessuno dei due venne ad incontrarlo...","......Ancak, ironik bir şekilde, hiç kimse Battler'la yüzleşmeye gelmedi..."
,Battler opened the liquor cabinet on his own and enjoyed the liquor to his heart's content.{n}No longer was there anybody anywhere who would have a problem with him drinking alcohol.,Battler opened the liquor cabinet on his own and enjoyed the liquor to his heart's content. No longer was there anyone to scold him for drinking alcohol. , Battler opened the liquor cabinet on his own and enjoyed the liquor to his heart's content. No longer was there anybody anywhere who would have a problem with him drinking alcohol.,戦人は酒棚を勝手に開け、存分に飲酒を満喫していた。今や、彼の飲酒を咎める人間などどこにもいないのだ。,戦人は酒棚を勝手に開け、存分に飲酒を満喫していた。{n}今や、彼の飲酒を咎める人間などどこにもいないのだ。,"Баттлер открыл бар и от души наслаждался спиртным.{n}Нигде больше не осталось никого, кто возмутился бы тем, что он распивает алкоголь.","Battler abriu o armário de licores e começou a beber à vontade.{n}Sem ninguém para repreendê‐lo, só restava esperar pelo destino que certamente desceria sobre ele.",[=UP],戰人顧自打開了酒櫃，盡情把酒喝了個飽。{n}現在，哪都沒有會責怪他喝酒的人了。,战人顾自打开了酒柜，尽情把酒喝了个饱。{n}现在，哪都没有会责怪他喝酒的人了。,[=UP],"Battler aprì l'armadietto dei liquori, trincando alcolici senza alcuna riserva.{n}Ormai non c'era più nessuno che avrebbe potuto rimproverarlo per stare bevendo.",Battler içki dolabını kendi başına açtı ve dilediği içkinin tadını doyasıya çıkardı.{n}Artık onun alkol içmesiyle ilgili bir problemi olabilecek kimse yoktu.
,"He boldly set both of his legs on the extravagant tablecloth and savored the high‐quality liquor, which probably had a mind‐boggling price, straight from the neck of the bottle....","He boldly rested his legs on the extravagant tablecloth and savored the high-quality liquor, which probably had a mind-boggling price, drinking it down straight from the bottle... "," He boldly set both of his legs on the extravagant table cloth and savored the high quality liquor, which probably had a mind-boggling price, tilting down each one of the bottles....",両足を、贅沢なテーブルクロスの上に大胆に下ろし、気が遠くなるほどの値打ちがあるだろう銘酒を、瓶ごと傾けて味わうのだった…。,[=JP],"Он смело водрузил обе ноги на изысканную скатерть и смаковал высококачественные спиртные напитки, вероятно стоившие сумасшедшие деньги, прямо из горла каждой бутылки...","Battler colocou suas pernas sobre a requintada toalha de mesa e saboreou uma extravagante bebida, que certamente deveria custar uma fortuna, bebendo diretamente da boca da garrafa....",[=UP],他把雙腳大大咧咧地架在了桌上，舉起瓶子，大口大口地喝著價值不菲到能讓人暈倒的名酒…。,他把双脚大大咧咧地架在了桌上，举起瓶子，大口大口地喝着价值不菲到能让人晕倒的名酒…。,[=UP],"Con fare sfacciato, poggiò tutti e due i piedi sulla tovaglia lussuosa, e assaporò un'intera bottiglia d'alcol pregiato, che probabilmente aveva un valore da capogiro...",Her iki ayağını da küstah bir şekilde lüks masa örtüsünün üzerine uzattı ve muhtemelen dudak uçuklatacak bir fiyata sahip olan yüksek kaliteli içkinin tadını doğrudan şişeyi kafasına dikerek çıkardı....
