Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,The discussions over {f:5:Bernkastel}'s reasoning game were getting heated at each of the tables.,The discussions over {f:5:Bernkastel}'s reasoning game were getting passionate at each of the tables. ,The discussions over Bernkastel's reasoning game were getting passionate at each of the tables.,ベルンカステルの推理ゲームに対する議論は、各テーブルごとに熱心に繰り広げられていた。,[=JP],Обсуждения игры {f:5:Бернкастель} за каждым столом всё больше разгорались.,A discussão sobre o jogo de investigação e raciocínio de {f:5:Bernkastel} foi ficando acalorada em cada uma das mesas.,[=UP],各張桌子上都熱烈地展開了，對貝倫卡斯泰露的推理遊戲的議論。,各张桌子上都热烈地展开了，对贝伦卡斯泰露的推理游戏的议论。,[=UP],[=UP],[=UP]
,"At some point, each table had started competing to see which could solve it first.","At some point, each table had started competing to see which could solve it first. "," At some point, each table had started competing to see which could solve it first.",いつの間にか、どのテーブルのグループが最初に解くかを競い合う雰囲気になり、ますますに盛り上がっていた。,[=JP],"В какой‐то момент все столы начали конкурировать и смотреть, какой сможет разгадать её первым.","Em determinado momento, cada mesa começou a competir para ver quem resolveria primeiro.",[=UP],不知何時，已經變成了哪張桌子邊的小組能夠最先解開的氣氛，更加熱烈了起來。,不知何时，已经变成了哪张桌子边的小组能够最先解开的气氛，更加热烈了起来。,[=UP],[=UP],[=UP]
Ushiromiya Battler,"""{f:5:Bernkastel}. Haven't Ange and Erika arrived yet?""","""{f:5:Bernkastel}, haven't Ange and Erika arrived yet?"" ","""Bernkastel. Haven't Ange and Erika arrived yet?""",「ベルンカステル。縁寿とヱリカは、まだ到着しないのか。」,「ベルンカステル。縁寿とヱリカは、まだ到着しないのか」,"""{f:5:Бернкастель}. Энджи и Эрика ещё не пришли?""","""{f:5:Bernkastel}. A Ange e a Erika ainda não chegaram?""",[=UP],「貝倫卡斯泰露。緣壽和繪梨花還沒到嗎？」,「贝伦卡斯泰露。缘寿和绘梨花还没到吗？」,[=UP],[=UP],[=UP]
{f:5:Bernkastel},"""......They should be here any moment. Wanna make a bet on who arrives first?""","""...They should've been here by now. Wanna make a bet on who arrives first?"" ","""......They should've been here by now. Wanna make a bet on who arrives first?""",「……もう来てもいい頃よ。どっちが先に到着するか、賭けでもする？」,[=JP],"""......Они уже должны быть здесь. Хочешь сделать ставку на то, кто придёт первой?""","""......Já devem estar vindo. Quer apostar quem chega primeiro?""",[=UP],「……差不多快到了。要賭一下誰會先到嗎？」,「……差不多快到了。要赌一下谁会先到吗？」,[=UP],[=UP],[=UP]
{f:5:Lambdadelta},"""I can understand Erika being late, but what about Ange? ......Just what kind of pit did you toss her into this time?""","""I can understand Erika being late, but what about Ange? ...Just what kind of pit did you toss her into this time?"" ",[=UP],「ヱリカが遅くなるのはともかく、縁寿もずいぶん遅くなったわね。……一体、どこの深遠に突き落としてたやら。」,「ヱリカが遅くなるのはともかく、縁寿もずいぶん遅くなったわね。……一体、どこの深遠に突き落としてたやら」,"""Понимаю, почему Эрика опаздывает, но даже Энджи? ......В какую яму ты её бросила на этот раз?""","""Eu entendo a Erika estar atrasada, mas e quanto a Ange? ......Que tipo de pena você teve dela agora?""",[=UP],「繪梨花會晚也就算了，緣壽也夠晚的啊。……到底是被扔到哪裡的深淵去了？」,「绘梨花会晚也就算了，缘寿也够晚的啊。……到底是被扔到哪里的深渊去了？」,[=UP],[=UP],[=UP]
{f:5:Bernkastel},"""How rude. She was sitting on a sofa sipping tea.""","""How rude. She's sitting on a sofa sipping tea."" ","""How rude. She's sitting on a sofa sipping tea.""",「失礼ね。ちゃんとソファーに紅茶でくつろいでもらってたわよ。」,「失礼ね。ちゃんとソファーに紅茶でくつろいでもらってたわよ」,"""Как грубо. Она сидит на диване, попивая чай.""","""Que rude. Ela estava sentada no sofá tomando seu chá.""",[=UP],「真失禮啊。有好好地款待她在沙發上喝紅茶呢。」,「真失礼啊。有好好地款待她在沙发上喝红茶呢。」,[=UP],[=UP],[=UP]
{f:5:Beatrice},"""Hopefully the sort of tea you drink suits Ange's tastes.""","""Hopefully the sort of tea you drink suits Ange's tastes."" ",[=UP],「ベルンカステル卿の好む紅茶が、縁寿の口に合うと良いのだがな。」,「ベルンカステル卿の好む紅茶が、縁寿の口に合うと良いのだがな」,"""Надеюсь, ваш чай соответствует её вкусам.""","""Espero que esse tipo de chá agrade o gosto da Ange.""",[=UP],「貝倫卡斯泰露卿喜歡的紅茶，要是能合緣壽的口味就好了啊。」,「贝伦卡斯泰露卿喜欢的红茶，要是能合缘寿的口味就好了啊。」,[=UP],[=UP],[=UP]
Ushiromiya Battler,"""Hahaha, good point.""","""Hahaha, good point."" ",[=UP],「ははは、確かにな。」,「ははは、確かにな」,"""Ха‐ха‐ха, точно.""","""Hahaha, realmente.""",[=UP],「哈哈哈，的確是呢。」,「哈哈哈，的确是呢。」,[=UP],[=UP],[=UP]
{f:5:Bernkastel},"""How rude. That tea would suit anyone's tastes. ......Erika would even lick the last drop of my tea from the bottom of a miso soup pot.""","""How rude. That tea would suit anyone's tastes. ...Erika would even lick the last drop of my tea from the bottom of a miso pot."" ",[=UP],「失礼ね。誰の口にだって合うわよ。……ヱリカなんか、私の紅茶はポットの最後の一滴から、お味噌の壷の底まで綺麗に舐め取るわよ。」,「失礼ね。誰の口にだって合うわよ。……ヱリカなんか、私の紅茶はポットの最後の一滴から、お味噌の壷の底まで綺麗に舐め取るわよ」,"""Как грубо. Этот чай пришёлся бы по вкусу любому. ......Эрика вылизала бы мой чай до последней капли даже со дна горшочка для супа мисо.""","""Que indelicadeza. Esse chá combina com o paladar de qualquer um. ......A Erika iria até mesmo lamber até a última gota do meu chá servido em uma tigela de missô.""",[=UP],「真失禮呢。任何人的口味都合。……繪梨花可是，對我的紅茶從壺裡的最後一滴，到味噌的壺底都會舔得乾乾淨淨。」,「真失礼呢。任何人的口味都合。……绘梨花可是，对我的红茶从壶里的最后一滴，到味噌的壶底都会舔得干干净净。」,[=UP],[=UP],[=UP]
Ushiromiya Battler,"""......How does miso soup come into this picture...?""","""...Now part of me's dying to ask how miso comes into this picture..."" ",[=UP],「……なぜそこで味噌が出てくるのか、大いに疑問だぜ…。」,「……なぜそこで味噌が出てくるのか、大いに疑問だぜ…」,"""......При чём тут суп мисо?..""","""......A pergunta que fica, por que missô...?""",[=UP],「……為什麼會提到味噌是個大問題啊…」,「……为什么会提到味噌是个大问题啊…」,[=UP],[=UP],[=UP]
