Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"A news ticker popped up on top of the TV program we were watching.{n}The disaster report told how municipalities all over were continually sending out rain, flood, and wave warnings.","A news ticker popped up on top of the TV program we were watching. The disaster report told how municipalities all over were continually sending out rain, flood, and wave warnings. ","A news ticker popped up on top of the TV program we were watching. The disaster report told how municipalities all over were continually sending out rain, flood, and wave warnings.",番組の上に、ニュース速報のテロップが入る。それは災害情報で、あちこちの自治体で大雨洪水警報や波浪警報が出されたことを告げ続けている。,番組の上に、ニュース速報のテロップが入る。{n}それは災害情報で、あちこちの自治体で大雨洪水警報や波浪警報が出されたことを告げ続けている。,"Во время телевизионной программы, которую мы смотрели, пробежала сводка новостей.{n}В сообщении говорилось, что городские управления непрерывно продолжают посылать оповещения о наводнениях, случившихся из‐за дождя, и о высоких волнах.","Um informe noticiário apareceu na parte superior do programa de TV que estávamos assistindo.{n}A notícia era sobre como diversas partes do mundo estavam enviando avisos de chuvas, inundações e altas ondas.",[=UP],電視節目的上方，跳出了新聞快訊的字幕。{n}顯示的是災害情報，各地的自治體都在持續播報著大雨洪水警報和海浪警報。,电视节目的上方，跳出了新闻快讯的字幕。{n}显示的是灾害情报，各地的自治体都在持续播报着大雨洪水警报和海浪警报。,"Sebuah teks berita berjalan muncul di atas program TV yang sedang kami tonton. Laporan bencana itu memberi tahu bagaimana pemerintah daerah di mana-mana terus-menerus mengeluarkan peringatan hujan, banjir, dan gelombang. ","Il programma venne interrotto da un annuncio televisivo. Il servizio di emergenza continuava a riferire che erano state diramate allerte per piogge, inondazioni e mare mosso in diverse municipalità.","İzlediğimiz televizyon programının üst kısmında bir haber bülteni belirdi.{n}Afet haberinde tüm belediyelerin nasıl sürekli yağmur, sel ve dalga uyarıları yaptığı anlatılıyordu."
,"Of course, the harshly beating raindrops on the window were much more convincing.","Of course, the raindrops beating harshly on the window were even more convincing. "," Of course, the harshly beating raindrops on the window were much more convincing.",もちろんそんなテロップより、窓を激しく叩き始めた雨粒の方がずっと説得力を持って教えてくれていた。,[=JP],"Разумеется, резкий стук капель дождя в окна был гораздо более убедителен.","É claro, os pingos de chuva que batiam com força na janela deixavam isso ainda mais convincente.",[=UP],當然，比起這種快訊字幕，猛敲在窗戶上的雨水聲更能說明問題。,当然，比起这种快讯字幕，猛敲在窗户上的雨水声更能说明问题。,"Tentu saja, tetesan hujan yang menghantam jendela dengan keras terasa jauh lebih meyakinkan. ","Ovviamente, le gocce di pioggia che battevano fragorosamente contro la finestra erano molto più convincenti.",Tabii ki cama sertçe vuran yağmur damlaları çok daha ikna ediciydi.
Ushiromiya Battler,"""......This rain's incredible. Still, when it's raining this hard, it feels like it's going to stop soon.""","""......This rain's incredible. Still, when it's raining this hard, it also feels like it might stop at any moment."" ",[=UP],「……すっげぇ降りだなぁ。でもこれだけ盛大だと、すぐに止みそうな気もするけどな。」,「……すっげぇ降りだなぁ。でもこれだけ盛大だと、すぐに止みそうな気もするけどな」,"""......Ну и дождик выпал. И всё же, когда он льёт с такой силой, кажется, что он уже скоро закончится.""","""......Essa chuva é mesmo incrível. Mesmo assim, quando chove forte dessa forma, passa a impressão de que vai parar logo.""",[=UP],「……這雨可下得真夠大的。不過下得這麼大，總感覺馬上就會停呢。」,「……这雨可下得真够大的。不过下得这么大，总感觉马上就会停呢。」,"""......Hujannya luar biasa. Meski begitu, saat hujan sederas ini, rasanya juga seolah-olah bisa berhenti kapan saja."" ","""...Che pioggia torrenziale. Però, quando piove così tanto può anche darsi che possa smettere da un momento all'altro.""","""......Bu yağmur inanılmaz. Yine de, bu kadar şiddetli yağdığında, yakında duracakmış gibi hissettiriyor."""
Ushiromiya Jessica,"""You wish! They said the typhoon's moving slow, so it could be like this all day tomorrow. And even a little weather'd be enough to stop the boats.""","""You wish! They said the typhoon's moving slow, so it might be like this all day tomorrow. And even a little bad weather stops the boats from coming."" ","""You wish! They said the typhoon's moving slow, so in the worst case it'll be like this all day tomorrow. Even a little weather'd be enough to stop the boats.""",「そりゃ甘ぇぜ。台風の速度が遅いそうだから、下手すりゃ明日も丸一日こんな調子らしいぜ？　ちょっとの天気でも、船は欠航するもんだしよ。」,「そりゃ甘ぇぜ。台風の速度が遅いそうだから、下手すりゃ明日も丸一日こんな調子らしいぜ？　ちょっとの天気でも、船は欠航するもんだしよ」,"""Ага, как же! Они передавали, что тайфун идёт очень медленно, поэтому в худшем случае завтра весь день будет лить как сегодня. Даже небольшой непогоды будет достаточно, чтобы остановить морские суда.""","""Passa mesmo! Eles disseram que o tufão está se movendo lentamente, então pode continuar assim amanhã o dia todo. E mesmo uma pequena chuva é o suficiente para parar os barcos.""",[=UP],「這麼想就太天真嘞。台風的速度似乎挺慢的，所以搞不好明天一整天都會是這樣子哦。天氣哪怕是稍微出點問題，船都會停航嘞。」,「这么想就太天真嘞。台风的速度似乎挺慢的，所以搞不好明天一整天都会是这样子哦。天气哪怕是稍微出点问题，船都会停航嘞。」,"""Mimpi aja! Katanya topannya bergerak lambat, jadi akan seperti ini juga seharian besok. Dan bahkan cuaca buruk sedikit saja sudah cukup untuk menghentikan kapal."" ","""Come no! Hanno detto che il tifone si sta muovendo lentamente, quindi il tempo potrebbe rimanere così anche per tutto domani, sai? Basta anche un po' di pioggia per cancellare le rotte dei battelli.""","""Keşke! Tayfunun yavaş hareket ettiğini söylediler, yani yarın bütün gün böyle olabilirmiş. Ve küçük bir fırtına bile tekneleri durdurmaya yeter."""
Ushiromiya George,"""It looks like we won't be able to head out on Sunday after all. ...I'm glad I was cautious and didn't make any appointments for Monday with the outside world.""","""It looks like we won't be able to head out on Sunday after all. ...Just in case, I cleared all outside business from my Monday schedule, and I'm glad I did."" ","""It looks like we won't be able to head out on Sunday after all. ...Just in case, I cleared any business I had with the outside world from my Monday schedule. I'm glad I did.""",「やっぱり、日曜日の内には引き上げられないか。…念の為、月曜日に外部とのスケジュールを入れなくて正解だったよ。」,「やっぱり、日曜日の内には引き上げられないか。…念の為、月曜日に外部とのスケジュールを入れなくて正解だったよ」,"""Похоже, что в итоге нам не удастся покинуть остров в воскресенье. На всякий случай я уладил все дела с внешним миром, которые планировал на понедельник, и рад, что мне удалось это сделать.""","""Parece que nós não vamos poder ir embora no domingo. ...Estou feliz em ter sido cuidadoso e não ter marcado nenhum compromisso para amanhã.""",[=UP],「果然啊，星期天之前是回不去了。…為了慎重起見而沒在星期一定下外出的日程，看來是做對了。」,「果然啊，星期天之前是回不去了。…为了慎重起见而没在星期一定下外出的日程，看来是做对了。」,"""Sepertinya kita nggak akan bisa pergi hari Minggu. ...Untungnya, aku sudah kosongkan semua urusan luar di hari senin, jadi tidak masalah."" ","""Sembra che alla fine non riusciremo ad andarcene entro domenica... In fin dei conti ho fatto bene a non programmare impegni per lunedì.""","""Görünüşe göre Pazar günü yola çıkamayacağız. ...Tedbirli davrandığım ve Pazartesi günü için herhangi bir randevu almadığım için memnunum."""
Ushiromiya Battler,"""I guess this means...ihihi...it looks like we'll be skipping school Monday~. Living on an island's starting to look pretty good! ......Come to think of it, Jessica, you have to take a boat to school every day, right? What do you do when the boats are closed down? Do you stay home when it rains and show up late when the wind's blowing, like King Kamehameha?""","""Which means...ihihi, looks like we'll get to skip school Monday. Living on an island's starting to sound pretty good! ......Come to think of it, Jessica, you've gotta take a boat to school every day, don't you? What do you do when the boats stop running? Do you stay home when it rains and show up late when the wind's blowing, like King Kamehameha?"" ","""I guess this means, ihihi, it looks like we'll be skipping school Monday~. Living on an island's starting to look pretty good! ......Come to think of it, Jessica, do you have to take a boat to school every day? What do you do when the boats are closed down? Do you stay home when it rains and show up late when the wind's blowing, like King Kamehameha?""",「ってことはぁ、いっひっひ、月曜の学校はサボれそうだなぁ〜。島生活ってのも悪くないもんだぜ！　……そういや、朱志香は登校って、毎日、船で通ってるわけだろ？　船が欠航したら学校はどうなるんだ？　カメハメハ大王並みに、雨が降ったらお休みで風が吹いたら遅刻して、か？」,[=JP],"""Тогда выходит, ихи‐хи, что мы пропустим школу в понедельник~. Жизнь на острове начинает казаться не такой уж и плохой! ......Кстати говоря, Джессика, ты каждый день должна брать катер, чтобы добраться до школы? А что ты делаешь, когда наступает, так сказать, неплавательная погода? Остаёшься дома во время дождя и объявляешься с опозданием, когда бушует ветер, подобно королю Камехамеха?""","""Acho que isso quer dizer que...ihihi...parece que nós vamos poder matar aula na segunda~. Viver em uma ilha está começando a parecer algo muito bom!{n}......É mesmo, Jessica, você pega um barco para ir à escola todos os dias, certo?{n}O que você faz quando os barcos não podem sair? Você fica em casa quando está chovendo e chega atrasada quando está ventando muito forte, assim como o Rei Kamehameha I?""",[=UP],「那就是說，嘿嘿嘿，星期一估計得蹺課了吧～。海島生活倒也不錯嘛！……話說朱志香上學是每天都要坐船吧？船隻停航的時候學校怎麼辦啊？難不成和卡美哈梅哈大帝一樣，{c:86EF9C:下雨就休息，起風就遲到}嗎？{c:86EF9C:（詳見魔導書同名條目）}」,「那就是说，嘿嘿嘿，星期一估计得翘课了吧～。海岛生活倒也不错嘛！……话说朱志香上学是每天都要坐船吧？船只停航的时候学校怎么办啊？难不成和卡美哈梅哈大帝一样，{c:86EF9C:下雨就休息，起风就迟到}吗？{c:86EF9C:（详见魔导书同名条目）}」,"""Yang berarti...ihihi, kayaknya kita bakal libur sekolah senin. Hidup di pulau ini jadi terdengar lumayan enak juga! ......Ngomong-ngomong, Jessica, kamu naik kapal tiap hari buat ke sekolah, kan? Kalau kapalnya nggak jalan, gimana? Apa kamu bolos kalau hujan dan telat kalau anginnya kencang, kayak Raja Kamehameha?"" ","""Ihihih, immagino che questo significa che lunedì marineremo la scuola. Vivere su un'isola non è poi così male...! Ora che ci penso, Jessica, tu per andare a scuola prendi tutti i giorni il battello? E come fai per la scuola quando i battelli non partono? Rimani a casa quando piove e arrivi in ritardo quando soffia il vento, come nella filastrocca del Grande Re Kamehameha?""","""Sanırım bunun anlamı...ihihi...Pazartesi günü okula gidemeyeceğiz gibi görünüyor~. Bir adada yaşamak oldukça iyi gelmeye başladı! ......Bir düşününce Jessica, her gün okula tekneyle gitmek zorundasın, değil mi? Tekne seferleri durdurulduğunda ne yapıyorsun? Yağmur yağdığında evde kalıp, rüzgar estiğinde Kral Kamehameha gibi geç mi gidiyorsun?"""
Ushiromiya Jessica,"""If the boats don't come, I stay home. Still, it's not as good as it sounds. Most of the time, I get ordered to do private study, and they're super anal about checking it, so it's not like I can take it easy.""","""If the boats don't come, I stay home. Still, it's not as good as it sounds. Usually, I'm ordered to study by myself, and it's not that fun with someone standing right behind you watching everything you do."" ","""If the boats don't come, I stay home. Still, it's not as good as it sounds. Usually, I'm ordered to study by myself, and it's not that fun with someone standing right behind you watching everything you do.""",「船が出なきゃ休みになるぜ。もっとも、そう甘くはねーけどな。大抵、その代わりに自習が指示されて、後でかっちりと見られるからそうそう気楽でもねーさ。」,「船が出なきゃ休みになるぜ。もっとも、そう甘くはねーけどな。大抵、その代わりに自習が指示されて、後でかっちりと見られるからそうそう気楽でもねーさ」,"""Если судна не ходят, я остаюсь дома. Но всё равно, не так это и весело, как кажется. Обычно меня заставляют учиться самостоятельно, и весёлого мало, когда у тебя за спиной кто‐то стоит и следит за тем, что ты делаешь.""","""Se o barco não vem, eu fico em casa. Apesar de que não é tão bom quanto parece. Na maior parte do tempo, eu sou obrigada a ficar estudando sozinha, e eles são super‐rígidos quanto a isso, então não é como se eu pudesse descansar.""",[=UP],「不能出航就只能休息嘞。不過，也沒像你想的那麼爽。一般老師會布置一些自習作業下來，等能去學校後還得交給老師仔細檢查，沒那麼輕鬆的。」,「不能出航就只能休息嘞。不过，也没像你想的那么爽。一般老师会布置一些自习作业下来，等能去学校后还得交给老师仔细检查，没那么轻松的。」,"""Kalau kapal nggak jalan, ya aku nggak pergi. Tapi itu nggak sebaik kedengarannya. Biasanya aku disuruh belajar sendiri, dan rasanya nggak seru sama sekali kalau ada yang berdiri di belakangmu mengawasi semua yang kamu lakukan."" ","""Se i battelli non arrivano resto a casa. Ma non è bello come sembra. Di solito non è così divertente, dato che in cambio sono costretta a studiare per conto mio, e in seguito vengo monitorata attentamente.""","""Tekneler gelmezse evde kalıyorum. Yine de göründüğü kadar iyi değil. Çoğu zaman kendi başıma çalışmam isteniyor ve kontrol konusunda çok titizler, bu yüzden rahat edemiyorum."""
Ushiromiya Battler,"""During the rainy season, when the weather stays bad for a long time, you must be forced to miss a bunch of days in a row?""","""During the rainy season, does the weather ever stay bad for a long time and make you miss a bunch of days in a row?"" ","""During the rainy season, does the weather ever stay bad for a long time and make you miss a bunch of days in a row?""",「例えば、梅雨なんかの長く天気が崩れる時期だと、数日間くらい登校できないこともあるんじゃねぇのか？」,[=JP],"""Во время сезона дождей, случается ли погоде оставаться плохой так долго, что тебе приходится пропускать несколько дней подряд?""","""Durante a estação de chuvas, quando o tempo fica ruim por muitos dias, você é forçada a passar vários dias seguidos sem ir à aula?""",[=UP],「那比如遇上梅雨季節這種長時間都是惡劣天氣的時候，是不是就會有好幾天都沒法去上學啊？」,「那比如遇上梅雨季节这种长时间都是恶劣天气的时候，是不是就会有好几天都没法去上学啊？」,"""Saat musim hujan, apa pernah cuacanya jelek terus sampai kamu nggak masuk beberapa hari berturut-turut?"" ","""Ad esempio, che fai nei lunghi periodi di maltempo come nella stagione delle piogge, non puoi andare a scuola per diversi giorni di fila?""","""Yağmurlu mevsimlerde, hava uzun süre kötü kaldığında, arka arkaya birkaç gün okulu kaçırmak zorunda mı kalıyorsun?"""
Ushiromiya Jessica,"""Yep, that happens. But then, every single day, I'll get a call from my homeroom teacher, sourly instructing me on what to study and what to turn in.""","""That does happen sometimes. Still, I'd get a call from my homeroom teacher every single day, who'd sourly guide me on how I should teach myself and what I had to turn in."" ","""That also happens. Still, every single day, my homeroom teacher would call and sourly guide me on how I should teach myself and what I had to turn in.""",「そういうこともあるぜ？　でも、毎日、きっちり担任から電話が掛かってきて、どう自習しろ、何を提出しろとすっぱく指導されるけどなー。」,「そういうこともあるぜ？　でも、毎日、きっちり担任から電話が掛かってきて、どう自習しろ、何を提出しろとすっぱく指導されるけどなー」,"""Такое тоже случается. Но даже так, каждый день мне звонит мой классный руководитель и заунывно наставляет меня о том, что мне следует выучить самостоятельно и что мне следует сдать по возвращении в школу.""","""Sim, isso acontece. Mas então, todos os dias, eu recebo uma ligação do meu professor e, de forma forçada, ele me instrui sobre o que estudar.""",[=UP],「有是有嘞。不過，班主任每天都會準時打電話過來，磨破了嘴地給我指導。教我怎麼自習啊，要上交哪些作業之類的。」,「有是有嘞。不过，班主任每天都会准时打电话过来，磨破了嘴地给我指导。教我怎么自习啊，要上交哪些作业之类的。」,"""Pernah juga. Tapi setiap hari, wali kelasku bakal nelepon dan ngomel panjang soal cara belajar sendiri dan apa yang harus kukumpulkan."" ","""A volte succede, sai? Ma puntualmente ricevo ogni giorno una chiamata dal coordinatore di classe, che mi spiega con tono duro cosa devo studiare e cosa devo consegnare.""","""Evet, öyle olduğu oluyor. Ama sonra, her gün sınıf öğretmenimden bir telefon alıyorum, bana ne çalışmam ve neyi teslim etmem gerektiği konusunda ekşi bir şekilde talimat veriyor."""
Ushiromiya George,"""She can't slack off as easily as you're thinking, Battler‐kun. She has to follow the rules for people that travel to school by boat and get a good amount of studying done.""","""She can't skip school as easily as you're imagining, Battler-kun. She's got to follow the rules for people that travel to school by boat and get a good amount of studying done."" ","""She can't just easily skip the way you are thinking of, Battler-kun. She has to follow the rules for people that travel to school by boat and get a good amount of studying done.""",「戦人くんが考えてるほど簡単にはサボれないよ。船で通う人たちのルールに従って、しっかり勉強をしているよ。」,「戦人くんが考えてるほど簡単にはサボれないよ。船で通う人たちのルールに従って、しっかり勉強をしているよ」,"""Для неё проблематично пропускать таким способом, который подразумеваешь ты, Баттлер‐кун. Ей приходится следовать правилам, установленными для людей, отправляющихся в школу на катере, и учить приличный объём материала.""","""Ela não pode ficar descansando relaxada como você pensa, Battler‐kun. Ela precisa seguir as regras das pessoas que vão de barco à escola e tem um monte de tarefas para fazer em casa.""",[=UP],「可不是像戰人君想像得那麼好偷懶哦。坐船上學的人也是遵守著坐船上學的規矩，有在好好學習的。」,「可不是像战人君想像得那么好偷懒哦。坐船上学的人也是遵守着坐船上学的规矩，有在好好学习的。」,"""Dia nggak bisa seenaknya bolos kayak yang kamu bayangkan, Battler-kun. Dia harus ikut aturan orang yang pergi ke sekolah naik kapal dan tetap belajar lumayan banyak."" ","""Non può marinare la scuola tanto facilmente quanto pensi, Battler-kun. Deve seguire le regole per le persone che vanno a scuola con il battello, e studiare molto.""","""O düşündüğün kadar kolay kaytaramaz, Battler-kun. Okula tekneyle giden insanların uyması gereken kurallara uymak ve derslerini iyi bir şekilde idare etmek zorunda."""
