Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"......On Rokkenjima, this day—or rather, this time around—was the same as any other.","...On Rokkenjima, this day —or rather, this round— was the same as any other. ","......On Rokkenjima, this day--or rather, this round--was the same as any other.",　……六軒島は、今日も、…いや、今回も何も変わらない。,……六軒島は、今日も、…いや、今回も何も変わらない。,"......На Роккенджиме в этот день — или, скорее, в этот раз — всё было как обычно.","......Em Rokkenjima, no dia de hoje — ou melhor, dessa vez — foi exatamente igual às outras.",[=UP],……六軒島，今天，…不，今次也是毫無改變。,……六轩岛，今天，…不，今次也是毫无改变。,[=UP],[=UP],[=UP]
,"The typhoon would be coming very soon.{n}The clouds hadn't yet grown thick, but they were moving quickly.","The typhoon would be coming very soon. The sky was still overcast, but the clouds were moving quickly. "," The typhoon would be coming very soon. The clouds hadn't yet grown thick, but they were moving quickly.",台風はもうじきやってくる。今はまだ曇天だが、雲の流れは速い。,台風はもうじきやってくる。{n}今はまだ曇天だが、雲の流れは速い。,"Вскоре нагрянет тайфун.{n}Облака ещё не заволокли небо, но быстро набирали скорость.","O tufão logo atingiria a ilha.{n}As nuvens ainda escuras ainda não haviam se formado, mas estavam se movendo rapidamente.",[=UP],台風即將到來。{n}雖現在尚且是陰天，但云流動得很快。,台风即将到来。{n}虽现在尚且是阴天，但云流动得很快。,[=UP],[=UP],[=UP]
,The only thing on Natsuhi's mind was the plan to cover up Kinzo's absence this year as well.,The only thing on Natsuhi's mind was the plan to cover up Kinzo's absence again this year. , The only thing on Natsuhi's mind was the plan to cover up Kinzo's absence this year as well.,夏妃は、金蔵の不在を今年も何とか誤魔化そうと、その工作に余念がない。,[=JP],У Нацухи на уме был лишь план по сокрытию отсутствия Кинзо на этот год.,A única coisa que passava pela mente de Natsuhi era encobrir novamente a ausência de Kinzo.,[=UP],夏妃為了今年也能好歹把金藏不在的事給瞞混過去，在毫無雜念地專心部署。,夏妃为了今年也能好歹把金藏不在的事给瞒混过去，在毫无杂念地专心部署。,[=UP],[=UP],[=UP]
,Krauss appeared to have suffered a stomachache from the stress and was resting in his room.,Krauss appeared to have suffered a stomachache from the stress and was sleeping in his room. , Krauss appeared to have suffered a stomach ache from the stress and was sleeping in his room.,蔵臼はそのストレスのせいか、胃痛を起こし、部屋で休んでいるようだった。,[=JP],Краусс из‐за стресса страдал от болей в желудке и спал в своей комнате.,Krauss aparentava estar com dores estomacais devido ao estresse e ficou repousando em seu quarto.,[=UP],藏臼大概是因為此事的精神重壓吧，貌似是犯起了胃痛，在房中休息。,藏臼大概是因为此事的精神重压吧，貌似是犯起了胃痛，在房中休息。,[=UP],[=UP],[=UP]
,Jessica and Kumasawa had left in a boat to go shopping and greet the incoming relatives on Niijima.,Jessica and Kumasawa had left in a boat to go shopping and greet the incoming relatives on Niijima. , Jessica and Kumasawa had left in a boat to go shopping and greet the incoming relatives on Niijima.,朱志香と熊沢は、買い物と、新島で親族を迎えようと、先ほど船で出て行った。,[=JP],Джессика и Кумасава поехали по магазинам и чтобы встретить прибывающих на Нииджиму родственников.,Jessica e Kumasawa partiram em um barco para fazer compras e receber os parentes que logo chegariam em Niijima.,[=UP],朱志香與熊澤，為了買東西和於新島迎接親戚們，於剛才乘船出門了。,朱志香与熊泽，为了买东西和于新岛迎接亲戚们，于刚才乘船出门了。,[=UP],[=UP],[=UP]
,"The servants had been busy since the early morning in preparation for the family conference, the greatest event of the year...","The servants had been busy since the early morning preparing for the family conference, the greatest event of the year... "," The servants had been busy since the early morning in preparation for the family conference, the greatest event of the year...",使用人たちは皆、一年で最大の行事の準備のため、早朝から慌しい…。,[=JP],Слуги были с раннего утра заняты приготовлениями к семейному собранию — главному событию года...,"Os serviçais passaram a manhã ocupados com os preparativos para a conferência familiar, o maior evento do ano...",[=UP],全體傭人們，為做好這個一年中最重要的活動的事前準備，從大清早起就甚是忙亂…。,全体佣人们，为做好这个一年中最重要的活动的事前准备，从大清早起就甚是忙乱…。,[=UP],[=UP],[=UP]
,Shannon and Kanon were getting the guesthouse ready.,Shannon and Kanon were rushing to get the guesthouse ready. , Shannon and Kanon were getting the guesthouse ready.,紗音と嘉音は、ゲストハウスの準備に追われていた。,[=JP],Шаннон и Канон подготавливали домик для гостей.,Shannon e Kanon estavam aprontando a casa de hóspedes.,[=UP],紗音與嘉音，正在趕著做賓館的事前準備。,纱音与嘉音，正在赶着做宾馆的事前准备。,[=UP],[=UP],[=UP]
Kanon,"""......Shouldn't the guest rooms in the mansion be more than enough to hold the relatives?""","""...If the relatives are going to stay the night, shouldn't the guest rooms in the mansion be more than enough?"" ",[=UP],「……親族の方々を泊めるなら、お屋敷の客室で充分だろうに。」,「……親族の方々を泊めるなら、お屋敷の客室で充分だろうに」,"""......Разве гостевых комнат в особняке для родственников не более чем достаточно?""","""......Os quartos de hóspedes da mansão não deveriam ser suficientes para acomodar todos os parentes?""",[=UP],「……大屋的客房，明明足以留宿諸位親戚。」,「……大屋的客房，明明足以留宿诸位亲戚。」,[=UP],[=UP],[=UP]
Shannon,"""Good point. It is a pain to clean up here as well. ......Even so, I like cleaning the guesthouse.""","""Good point. It's a pain to clean up this place too, after all. ...Even so, I like cleaning the guesthouse."" ",[=UP],「そうね。こっちのお掃除、大変だもんね。……でも、ゲストハウスのお掃除は、好き。」,「そうね。こっちのお掃除、大変だもんね。……でも、ゲストハウスのお掃除は、好き」,"""Хороший вопрос. Хлопотно убираться и здесь. ......Но мне нравится убирать домик для гостей.""","""É mesmo. É bem trabalhoso ter que ficar arrumando as coisas aqui. ......Embora eu goste de limpar a casa de hóspedes.""",[=UP],「是呢。打掃這裡，可辛苦了呢。……不過，我倒喜歡打掃賓館。」,「是呢。打扫这里，可辛苦了呢。……不过，我倒喜欢打扫宾馆。」,[=UP],[=UP],[=UP]
Kanon,"""Yeah, it's nice and quiet without Madam and all the annoying servants.""","""Yeah, it's nice and quiet without Madam and all the annoying servants."" ",[=UP],「奥様や、他のムカつく使用人もいないから静かでいいもんね。」,「奥様や、他のムカつく使用人もいないから静かでいいもんね」,"""Да, здесь хорошо и спокойно без мадам и всех раздражающих служащих.""","""Sim, é muito melhor e tranquilo sem a madame e todos os serviçais irritantes.""",[=UP],「既沒太太，也沒其他可氣的傭人，樂得清靜。」,「既没太太，也没其他可气的佣人，乐得清静。」,[=UP],[=UP],[=UP]
,Shannon gave a non‐committal smile as she performed a detailed examination of the guest room.,Shannon smiled wryly as she performed a detailed examination of the guest room. ,Shannon smiled bitterly as she performed a detailed examination of the guest room.,紗音は苦笑いしながら、客室の細部を点検していく。,[=JP],"Шаннон горько улыбнулась, детально проверяя гостевую комнату.",Shannon exibiu um sorriso amargo enquanto performava uma detalhada examinação no quarto de hóspedes.,[=UP],紗音邊露出苦笑，邊逐一檢查著客房的細微之處。,纱音边露出苦笑，边逐一检查着客房的细微之处。,[=UP],[=UP],[=UP]
