Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"""Good day to you.""","""Good day to you."" ",[=ST],「御機嫌よう。」,「御機嫌よう」,"""Добрый день.""","""Bom dia para você.""",[=UP],「貴安。」,「贵安。」,[=UP],[=UP],[=UP]
Ushiromiya Ange,""".........G‐...good day to you.""","""......G-Good day to you."" ",[=ST],「………ご、…御機嫌よう。」,「………ご、…御機嫌よう」,""".........Д... Добрый день.""",""".........Bo‐...Boa tarde pra você também.""",[=UP],「………貴、…貴安。」,「………贵、…贵安。」,[=UP],[=UP],[=UP]
,"""Good day to you"" is the standard greeting used here.","""Good day to you"" is the standard greeting used here. ",[=ST],“御機嫌よう”は、ここでは標準的な挨拶言葉。,[=JP],"""Добрый день"" — это стандартное приветствие, которое здесь в ходу.","""Bom dia para você"" é o cumprimento padrão usado aqui.",[=UP],“貴安”是這裡的標準問候語。,“贵安”是这里的标准问候语。,[=UP],[=UP],[=UP]
,"No matter how many years pass by, this style of greeting still feels very awkward...","No matter how many years pass by, this style of greeting still feels very awkward... ",[=ST],何年をこの挨拶で過ごしても、未だに強い違和感を覚える…。,何年もこの挨拶で過ごしても、未だに強い違和感を覚える…。,"Но неважно, сколько пройдёт лет, от этого стиля приветствия всё равно чувствуешь себя неловко...","Não importa quanto tempo passe, esse estilo de cumprimento continua sendo desconfortável...",[=UP],儘管已經在這句問候中度過了數年，但我還是對這麼打招呼深感不自在…。,尽管已经在这句问候中度过了数年，但我还是对这么打招呼深感不自在…。,[=UP],[=UP],[=UP]
,"I had responded to the greeting in order to stifle that awkward feeling, but the classmate who had spoken looked at me blankly.","Even though I'd responded to the greeting in order to stifle that awkward feeling, the classmate who had spoken looked at me blankly. ",[=ST],そんな違和感を噛み殺して返した挨拶なのに、挨拶してきたクラスメートは、きょとんとしたような表情を見せる。,[=JP],"Хотя я и ответила на приветствие, подавив чувство неловкости, одноклассница, сказавшая это, безучастно посмотрела на меня.","Eu tenho que responder ao cumprimento para abafar este sentimento incômodo, mas as colegas de classe que falaram olharam para mim sem qualquer expressão.",[=UP],而我強忍住不自在感所回的禮，換來的卻是向我打招呼的那位同學的一臉詫異。,而我强忍住不自在感所回的礼，换来的却是向我打招呼的那位同学的一脸诧异。,[=UP],[=UP],[=UP]
,"""......Oh? *giggle*giggle*giggle*.""","""...Huh? *giggle*giggle*giggle*"" ",[=ST],「……え？　くすくすくすくす。」,「……え？　くすくすくすくす」,"""......Хм? *хи‐хи*хи‐хи*хи‐хи*""","""......Ora? *risos*risos*risos*.""",[=UP],「……哎？呵呵呵呵。」,[=CHT],[=UP],[=UP],[=UP]
,"""Ohhh? What's this? I think you must be mistaken, *giggle*giggle*...""","""Huuuh, what's that? It seems you're mistaken, *giggle*giggle*..."" ",[=ST],「えー、何なにぃ？　違うわよねぇ、くすくす…。」,「えー、何なにぃ？　違うわよねぇ、くすくす…」,"""Хм, что? Кажется, ты обозналась *хи‐хи*хи‐хи*...""","""Ohhh? O que é isso? Acredito que você tenha se enganado, *risos*risos*...""",[=UP],「哎——，怎麼？不是你吧，嘻嘻…」,「哎——，怎么？不是你吧，嘻嘻…」,[=UP],[=UP],[=UP]
,"Their choice of words and manner were certainly what you would expect of a school for rich girls, but at their core, they were as innocent and cruel as any children of that age.","Their choice of words and manner were certainly what you'd expect from a school for rich girls, but the actual meaning was as innocent and cruel as you'd expect from kids of that age. ",[=ST],彼女らの言葉遣いや振る舞いなどは、確かにお嬢様学校らしいものだが、本質的な部分はみんな歳相応に無邪気で残酷だ。,[=JP],"Подобранные ими слова и манера, в которой они были сказаны, вполне сочетались со школой для богатеньких девочек, но истинное их значение содержало в себе те невинность и жестокость, что присуща детям их возраста.","Suas escolhas de palavras e modos certamente eram o que você esperaria de uma escola para garotas ricas, mas no fundo, elas eram inocentes e cruéis, como qualquer criança daquela idade.",[=UP],她們的語調舉止的的確確符合貴小姐學校的風範，但其本質部分卻全是與這個年紀相匹配的，無邪的殘酷。,她们的语调举止的的确确符合贵小姐学校的风范，但其本质部分却全是与这个年纪相匹配的，无邪的残酷。,[=UP],[=UP],[=UP]
,"......It seems they found it funny that I'd mistakenly thought the greeting had been directed at me. No, it might be the opposite.","...It seems they found it funny that I'd mistakenly thought the greeting was directed at me. No, it might be the opposite. ",[=ST],……私が、自分に掛けられた挨拶だと誤解したことが面白かったらしい。いや、その逆かもしれない。,[=JP],".....По‐видимому, они нашли смешным то, что я ошиблась, посчитав, будто приветствие обращено ко мне. Нет, быть может, как раз напротив.","......Parece que elas acham engraçado que eu tenha me confundido pensando que o cumprimento era para mim. Não, talvez possa ter sido o contrário.",[=UP],……她們看似是因我將此誤會成是向自己打的招呼，而感到很有趣吧。不，也許正相反。,……她们看似是因我将此误会成是向自己打的招呼，而感到很有趣吧。不，也许正相反。,[=UP],[=UP],[=UP]
,...Maybe I should say that they didn't know what to do after being greeted by an introverted kid like me.,"...Maybe they didn't know how to react after being suddenly greeted by a gloomy, quiet kid like me. ",[=ST],…私みたいな根暗な子に突然挨拶をされて、対応に困った、というべきか。,[=JP],"...Наверное, правильнее будет сказать, они просто не знали, как им следует поступить после приветствия столь замкнутого ребёнка, вроде меня.",...Talvez eu deva dizer que elas não sabem o que fazer depois de cumprimentar uma criança introvertida como eu.,[=UP],…該說是，因為突然被我這種陰沉沉的人打招呼，而不知如何應對麼？,…该说是，因为突然被我这种阴沉沉的人打招呼，而不知如何应对么？,[=UP],[=UP],[=UP]
,"No, judging by the looks of my classmates, glancing this way over their shoulders and whispering to each other, there were even some who seemed to consider their refreshing morning ruined.","No, judging by the gazes of my classmates, who were looking this way over their shoulders and whispering to each other, it looked as though some of them considered this refreshing morning ruined. ",[=ST],いや、クラスメートたちが肩越しにこちらをうかがいながらヒソヒソと囁きあう眼差しを見る限り、爽やかな朝が台無しになったとでも言わんばかりの子もいる。,[=JP],"Нет, судя по взглядам моих одноклассниц, оглядывавшихся через плечо и перешёптывающихся между собой, складывалось впечатление, что некоторые из них считали, будто освежающая атмосфера утра пошла коту под хвост.","Não, julgando pela aparência das minhas colegas, seus olhares por cima do ombro enquanto sussurram umas para as outras, parece que algumas delas consideram que sua refrescante manhã foi arruinada.",[=UP],不，從同學們邊竊竊私語，邊隔著肩膀往這偷瞄的目光來看，連就差沒直說“清爽的早晨就這麼糟蹋了”的人都有。,不，从同学们边窃窃私语，边隔着肩膀往这偷瞄的目光来看，连就差没直说“清爽的早晨就这么糟蹋了”的人都有。,[=UP],[=UP],[=UP]
,......I am...depressing. Because no one likes me.,...I was...dark. Because I was disliked. ,[=ST],……私は、暗い。嫌われてるから。,[=JP],......Я была... мрачной. Потому что меня не любили.,......Eu estou...depressiva. Porque ninguém gosta de mim.,[=UP],……我，個性陰暗。這是因為，我討人嫌。,……我，个性阴暗。这是因为，我讨人嫌。,[=UP],[=UP],[=UP]
,"So, trying not to get in the way of everyone's refreshing morning any more, I entered the classroom in a low crouch.","So, trying not to get in the way of everyone's refreshing morning any more, I stooped lower and entered the classroom. ",[=ST],だからこれ以上、クラスメートたちの朝の爽やかさに迷惑を掛けないよう、身を屈めて教室に入った。,[=JP],"Поэтому, стараясь не мешать наслаждающимся этим освежающим утром, я ссутулилась и вошла в класс.","Por isso, para não atrapalhar mais as refrescantes manhãs de todas, eu entrei na sala de aula agachada.",[=UP],所以，為了不再妨礙同學們享受早晨的清爽，我縮起身子進了教室。,所以，为了不再妨碍同学们享受早晨的清爽，我缩起身子进了教室。,[=UP],[=UP],[=UP]
,......Almost like I was cutting across the aisle in a movie theater while the movie was running.,...Almost like I was cutting through the aisle in a movie theater while the movie was running. ,[=ST],……まるで、上映中の映画館で通路を横切る時みたいに。,[=JP],"......Почти так же, как если бы я шла между рядами в зале кинотеатра, когда фильм уже идёт.",......Quase como se estivesse atravessando as fileiras de cadeiras do cinema enquanto um filme era exibido.,[=UP],……猶如在正上映影片的電影院中橫穿過道一樣。,……犹如在正上映影片的电影院中横穿过道一样。,[=UP],[=UP],[=UP]
,This is an all‐dorm academy called Saint Lucia Academy.,"This is an all-dorm school, Saint Lucia Academy. ",[=ST],ここは、全寮制の学園、聖ルチーア学園。,[=JP],Я нахожусь в предоставляющей общежитие академии Святой Люции.,Esta é uma escola é um internato chamado Academia Santa Lucia.,[=UP],這裡是全寄宿制學園——聖露琪亞學園。,这里是全寄宿制学园——圣露琪亚学园。,[=UP],[=UP],[=UP]
,"It's not a school that just anyone can get into simply by passing a test.{n}...It's a hidden rich‐girls' school, known only to a select group of celebrities from various circles.","It's not a school that anyone can get into by taking a test. ...It's a hidden rich girls' school, known of only by a select group of celebrities from various fields. ",[=ST],試験を受ければ誰でも入れるという学校ではない。…知る人ぞ知る、各界の著名人の一部の間だけでその存在が知られる、隠れたお嬢様学校だ。,試験を受ければ誰でも入れるという学校ではない。{n}…知る人ぞ知る、各界の著名人の一部の間だけでその存在が知られる、隠れたお嬢様学校だ。,"Это не школа, куда каждый может попасть, всего лишь сдав вступительный тест.{n}...Это закрытая школа для богатых девочек, известная только ограниченной группе знаменитостей из разных областей.","Não é uma escola que qualquer um pode entrar simplesmente passando em uma prova. ...É uma escola secreta de garotas ricas, conhecida apenas por um seleto grupo de celebridades de vários círculos sociais.",[=UP],這兒並非是只要通過考試就誰都能進的學校。{n}…它乃是一間知者自知的，僅各界著名人士中的一部分人知曉其存在的，隱秘的貴小姐學校。,这儿并非是只要通过考试就谁都能进的学校。{n}…它乃是一间知者自知的，仅各界著名人士中的一部分人知晓其存在的，隐秘的贵小姐学校。,[=UP],[=UP],[=UP]
,"For lofty nobles who truly wish their daughters to be brought up like saints, this is probably the ideal academy in which to protect them from the impurities of the common world.","For lofty nobles who truly wish their daughters could be raised like saints, this is probably the ideal school in which to protect them from the impurities of the common world. ",[=ST],それは、自分の娘を聖女のように育てたいと本気で願う、雲上の貴人たちにとって、世俗の穢れから娘を守れる理想的な学園だろう。,[=JP],"Для людей высшего сословия, страстно желающих, чтобы их дочерей растили как святых, это, возможно, была идеальная школа, защищавшая их дочерей от примесей простого и простолюдинского мира.","Para arrogantes nobres que desejam que suas filhas cresçam como santas, esta provavelmente é a academia ideal para protegê‐las das impurezas do mundo comum.",[=UP],對那些真心想要把自己的女兒培養成聖女的貴人們來說，這正是一所能保護女兒免沾世俗污穢的理想學校吧。,对那些真心想要把自己的女儿培养成圣女的贵人们来说，这正是一所能保护女儿免沾世俗污秽的理想学校吧。,[=UP],[=UP],[=UP]
,"......But at the same time, it was probably also a convenient place for nobles to confine daughters who they didn't want the public to know about.","...But at the same time, it was probably also convenient for nobles who wanted to confine daughters they didn't want out in public. ",[=ST],……しかしそれは同時に、貴人にとって表沙汰にしたくない娘を幽閉するにも都合がよかっただろう。,[=JP],"......И в то же время она наверняка также была удобным местом, где знать могла изолировать дочерей, которых не хотела представлять широкой публике.","......Mas ao mesmo tempo, certamente é um lugar conveniente para nobres confinarem suas filhas que eles não querem que o público conheça.",[=UP],……不過與此同時，將此用來幽禁貴人們那不想放上台面的女兒也正合適。,……不过与此同时，将此用来幽禁贵人们那不想放上台面的女儿也正合适。,[=UP],[=UP],[=UP]
,"As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school.","As well as an academy isolated from the impurities of the common world, it also held excellent potential as a prison school. ",[=ST],世俗の穢れから隔離するこの学園は同時に、監獄学校としても優秀な機能を持っていたのだから。,[=JP],"Помимо академии, ограниченной от грязи простого и простолюдинского мира, она также обладала отличным потенциалом школы‐тюрьмы.","Assim como é uma academia isolada das impurezas do mundo comum, ela também detém de um excelente potencial para ser uma prisão escolar.",[=UP],畢竟，這間隔離了世俗污穢的學園，還同時起著優秀的監獄學校的作用。,毕竟，这间隔离了世俗污秽的学园，还同时起着优秀的监狱学校的作用。,[=UP],[=UP],[=UP]
,"I was truly among the latter, and spent my days confined in Saint Lucia Academy, .........as the weeks, months, and years dragged on at a mind‐numbing pace.","I was truly among the latter...and was confined in Saint Lucia Academy, ...forced to live my life in dreariness. ",[=ST],私はまさにその後者として、聖ルチーア学園に幽閉され、………気の遠くなるような月日を経ることになる。,[=JP],"Что же касается меня, то я принадлежала к числу последних и являлась узницей академии Святой Люции, вынужденной вести тоскливую жизнь.","Eu certamente estou na última opção, e passo meus dias confinadas na Academia Santa Lucia.........com as semanas, meses e anos, se arrastando em um ritmo entorpecente.",[=UP],我即正是作為後者，被關進聖露琪亞學園的，………要在這度過昏昏沉沉的漫長歲月。,我即正是作为后者，被关进圣露琪亚学园的，………要在这度过昏昏沉沉的漫长岁月。,[=UP],[=UP],[=UP]
,"Of course, there weren't that many students like me, and you couldn't tell us apart at a glance.","Of course, there weren't that many students like me, and you couldn't tell us apart at a glance. ",[=ST],もちろん、私のような生徒はそう多くないし、それは一見しただけでは区別できない。,[=JP],"Разумеется, таких учениц, как я, было немного, и вы не смогли бы отличить нас с первого взгляда.","É claro, não há muitas estudantes como eu, e você poderia dizer apenas de olhar.",[=UP],當然，像我這樣的學生並不多，也不可能一眼就區分開來。,当然，像我这样的学生并不多，也不可能一眼就区分开来。,[=UP],[=UP],[=UP]
,"However, even if they didn't come forward, you could usually guess from their appearance.","However, even if we never fessed up about it, you could usually figure out who we were by watching how we acted. ",[=ST],でも、そうだと名乗らなくても、大抵はその様子で想像がついた。,[=JP],"Однако даже если кто‐то из этих девочек не распространялся об этом, их выдавал их вид.","Porém, mesmo que nunca seja confessado, você geralmente pode dizer só pela aparência.",[=UP],不過，即便這些人不自行說明，其他人也能通過其表情舉止大致想像出來。,不过，即便这些人不自行说明，其他人也能通过其表情举止大致想象出来。,[=UP],[=UP],[=UP]
,"...Because they were always hanging their heads all the time, with an expression on their faces as though the whole world had abandoned them.","...After all, we were always hanging our heads, with an expression on our faces as though the whole world had abandoned us. ",[=ST],…彼女らは決まって、いつも俯き、この世の全てに見捨てられたような表情を浮かべていたから。,[=JP],"...Потому что они всё время ходили с опущенными головами и с таким выражением лиц, словно весь мир покинул их.","...Porque elas sempre estão balançando suas cabeças o tempo todo, com uma expressão em seus rostos como se o mundo todo tivesse abandonado elas.",[=UP],…畢竟，她們准是老垂著頭，擺著副猶如被整個世界拋棄了的表情的。,…毕竟，她们准是老垂着头，摆着副犹如被整个世界抛弃了的表情的。,[=UP],[=UP],[=UP]
,"And every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were.","Anyway, every class had one or two kids like that, so even if they didn't speak up about it, you could guess who they were. ",[=ST],そして、そういう子はどのクラスにも１人か２人はいて、彼女らが打ち明けなくても、そうであることが想像できた。,[=JP],"И в каждом классе были одна или две таких девочки, и даже если они не говорили об этом, их можно было отличить.","E toda a classe tem uma ou duas crianças assim, então mesmo que não falem sobre isso, você pode adivinhar quem são.",[=UP],並且，像這樣的孩子每個班都有一兩個，即便她們不自行坦白，也能被人猜個正著。,并且，像这样的孩子每个班都有一两个，即便她们不自行坦白，也能被人猜个正着。,[=UP],[=UP],[=UP]
,So.,Therefore. ,[=ST],だから。,[=JP],Поэтому.,Por isso.,[=UP],所以。,[=CHT],[=UP],[=UP],[=UP]
,"Even though I never confessed that I was one of those kids, at some point, everyone in the class knew......","Even though I never confessed that I was one of those kids, at some point, everyone in my class knew about it... ",[=ST],私がそうであることは、私が打ち明けずとも、いつの間にかクラスの誰もが知っていた……。,[=JP],"Даже несмотря на то, что я не призналась, что принадлежу к одной из таких, по прошествии какого‐то времени все в классе узнали об этом...","Mesmo eu nunca tendo confessado que eu sou uma dessas crianças, em determinado momento, toda a classe já sabia......",[=UP],“我也是其中之一”這件事，不用我自己說出來，就在不知不覺間被班上人所周知……。,“我也是其中之一”这件事，不用我自己说出来，就在不知不觉间被班上人所周知……。,[=UP],[=UP],[=UP]
