Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"The rose garden was truly splendid this year.{n}The roses were blooming like crazy, as though they were competing with each other.","The rose garden was truly splendid this year. The roses were blooming like crazy, as if competing with each other. ","The rose garden was truly splendid this year. The roses were blooming like crazy, as though they were competing with each other.",今年の薔薇庭園も実に見事だった。薔薇たちは競い合うかのように咲き乱れている。,今年の薔薇庭園も実に見事だった。{n}薔薇たちは競い合うかのように咲き乱れている。,"В этом году розарий был поистине великолепен.{n}Розы расцветали ненормально быстро, словно соревнуясь друг с другом.","O jardim de rosas está mesmo maravilhoso este ano.{n}As rosas estão florescendo como nunca, como se estivessem competindo entre si.",[=UP],今年的玫瑰庭園也實在是美不勝收。{n}玫瑰們如爭妍斗艷般滿園盛開。,今年的玫瑰庭园也实在是美不胜收。{n}玫瑰们如争妍斗艳般满园盛开。,[=UP],[=UP],[=UP]
,"In that rose garden, Kinzo, Kanon, and Natsuhi could be seen...","In that rose garden, Kinzo, Kanon, and Natsuhi could be seen... "," In that rose garden, Kinzo, Kanon, and Natsuhi could be seen...",その薔薇庭園に、金蔵と嘉音、そして夏妃の姿があった…。,[=JP],"Там же можно было заметить Кинзо, Канона и Нацухи...","No jardim de rosa, Kinzo, Kanon e Natsuhi podiam ser vistos...",[=UP],在這玫瑰庭園之中，有著金藏與嘉音，以及夏妃的身影…。,在这玫瑰庭园之中，有着金藏与嘉音，以及夏妃的身影…。,[=UP],[=UP],[=UP]
Ushiromiya Kinzo,"""Once again, the flowers have grown wonderfully this year. It must be the result of your care.""","""Once again, the flowers have grown wonderfully this year. It must be the result of your care."" ",[=UP],「今年も良い花をつけたな。お前の手入れの賜物か。」,「今年も良い花をつけたな。お前の手入れの賜物か」,"""Снова цветы выросли великолепными. Должно быть, твоя заслуга.""","""Mais uma vez, as flores estão crescendo de forma esplêndida este ano. Deve ser resultado de seus cuidados.""",[=UP],「今年也是開了一片好花呢。是拜你修剪所賜麼？」,「今年也是开了一片好花呢。是拜你修剪所赐么？」,[=UP],[=UP],[=UP]
Kanon,""".........Thank you very much. The weather just happened to be good this year.""","""......Thank you very much. The weather just happened to be good this year."" ",[=UP],「………ありがとうございます。今年は気候が良かったもので。」,「………ありがとうございます。今年は気候が良かったもので」,""".........Большое спасибо. Просто в этом году хорошая погода.""",""".........Muito obrigado. Mas só aconteceu de fazer um tempo bom este ano.""",[=UP],「………非常感謝。今年是由於氣候不錯。」,「………非常感谢。今年是由于气候不错。」,[=UP],[=UP],[=UP]
Ushiromiya Natsuhi,"""Thanks to your care, the garden is even more beautiful than usual. Good work.""","""Thanks to your care, the garden is even more beautiful than usual. Good work."" ",[=UP],「普段にも増して、庭園が美しく保たれていますね。見事です。」,「普段にも増して、庭園が美しく保たれていますね。見事です」,"""Благодаря твоим стараниям сад в этом году даже прекраснее обычного. Хорошая работа.""","""Graças ao seus cuidados, o jardim está ainda mais lindo do que de costume. Ótimo trabalho.""",[=UP],「把庭園保養得比平常更美呢。做得很好。」,「把庭园保养得比平常更美呢。做得很好。」,[=UP],[=UP],[=UP]
Kanon,"""Thank you very much...""","""Thank you very much..."" ",[=UP],「ありがとうございます…。」,「ありがとうございます…」,"""Благодарю вас...""","""Eu fico agradecido...""",[=UP],「非常感謝…」,「非常感谢…」,[=UP],[=UP],[=UP]
Ushiromiya Kinzo,"""If today weren't so special...we might have been able to admire the roses while enjoying some black tea.""","""If today weren't so special, ...we might have been able to admire the roses while enjoying some black tea."" ","""If today weren't so special... we might have been able to admire the roses while enjoying some black tea.""",「今日という日でさえなかったなら…。薔薇を愛でながら、紅茶を楽しむことも出来ただろうに。」,「今日という日でさえなかったなら…。薔薇を愛でながら、紅茶を楽しむことも出来ただろうに」,"""Если бы сегодняшний день не был таким особенным... мы могли бы за чёрным чаем полюбоваться розами.""","""Se hoje não fosse um dia tão especial...poderíamos passá‐lo admirando as rosas enquanto aproveitávamos de um bom chá preto.""",[=UP],「假如不是偏偏碰上了今天這一天…。那就可以邊賞玫瑰，邊品紅茶了。」,「假如不是偏偏碰上了今天这一天…。那就可以边赏玫瑰，边品红茶了。」,[=UP],[=UP],[=UP]
,Kinzo shrugged. Today was the family conference.,Kinzo shrugged. Today was the family conference. ,[=UP],金蔵は肩を竦める。今日は親族会議だからだ。,[=JP],Кинзо пожал плечами. Сегодня семейное собрание.,Kinzo deu de ombros. Hoje é a conferência familiar.,[=UP],金藏垂下了肩膀。今天是親族會議的日子。,金藏垂下了肩膀。今天是亲族会议的日子。,[=UP],[=UP],[=UP]
,"......When it came to the other siblings' businesses, they hadn't heard anything good.","...When it came to the other siblings' businesses, none of the news had been good. ",[=UP],……他の息子兄弟の事業がうまく行っているという話は聞こえてこない。,[=JP],"......Когда доходит до дел других родственников, они не слышат ничего хорошего.","......Quando o assunto são os negócios dos outros irmãos, eles nunca ouvem nada de bom.",[=UP],……聽不到其他兒女事業進展順利的消息。,……听不到其他儿女事业进展顺利的消息。,[=UP],[=UP],[=UP]
,"On the contrary, those siblings probably planned to turn the conversation to the topic of Kinzo's remaining life, and hold a quiet feud over the inheritance.","On the contrary, those siblings probably planned to turn the conversation to the topic of Kinzo's remaining life... and hold a quiet feud over the inheritance. "," On the contrary, those siblings probably planned to turn the conversation to the topic of Kinzo's remaining life, and hold a quiet feud over the inheritance.",それどころか、またしても金蔵の余命の話に及び、その遺産についての暗闘を繰り広げるつもりだろう。,[=JP],"Напротив, те, вероятно, планируют перевести разговор на оставшуюся жизнь Кинзо и продолжить междоусобицу по наследству.","Pelo contrário, os irmãos provavelmente estavam planejando mudar o rumo da conversa para a questão do tempo de vida restante de Kinzo, e dar início a uma contenda sobre a herança.",[=UP],豈止如此，他們甚至還在談及金藏的餘命，意圖為其遺產展開暗鬥吧。,岂止如此，他们甚至还在谈及金藏的余命，意图为其遗产展开暗斗吧。,[=UP],[=UP],[=UP]
