Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Rosa,"""Where are you, {f:5:Beatrice}!! Show yourself!! {f:5:Beatriceee}!!""","""Where are you, {f:5:Beatrice}?!! Show yourself!! {f:5:Beatriiiiiice}!!"" ","""Where are you, Beatrice!! Show yourself!! Beatriiiiiice!!""",「どこなの、ベアトリーチェッ！！　姿を見せなさいッ！！　ベアトリーチェぇえぇ！！」,[=JP],"""Где ты, {f:5:Беатриче}?! Покажись!!! {f:5:Беатриче}‐е‐е‐е‐е‐е‐е!!!""","""Onde você está, {f:5:Beatrice}?! Mostre sua forma!! {f:5:Beatriceee}!!""",[=UP],「在哪呢，貝阿朵莉切！！現身啊！！貝阿朵莉切！！」,「在哪呢，贝阿朵莉切！！现身啊！！贝阿朵莉切！！」,[=UP],"""Dove sei, {f:5:Beatrice}?!! Fatti vedere!! {f:5:Beatriceeee}!!""","""Nerdesin, {f:5:Beatrice}!! Göster kendini!! {f:5:Beatriceee}!!"""
,"Rosa finally arrived at the chapel. She pointed her gun around her, screaming the witch's name, but there was no way there would be an answer.","Rosa finally arrived at the chapel. She pointed her gun around her, screaming the witch's name, but there was no way she would receive an answer. ",[=UP],楼座はとうとう礼拝堂までやって来る。そして銃を辺りに向けながら魔女の名を叫ぶが、答えが返るはずもなかった。,[=JP],"Роза, наконец, достигла часовни. Она водила ружьём вокруг себя, выкрикивая имя ведьмы, но ей просто‐напросто некому было ответить.","Rosa finalmente chegou à capela. Ela apontou sua arma ao redor, gritando o nome da bruxa, mas não tinha como a mesma responder.",[=UP],樓座最終來到了禮拜堂。她邊將槍口對向四周邊喊著魔女的名字，可是根本就不可能會有回答。,楼座最终来到了礼拜堂。她边将枪口对向四周边喊着魔女的名字，可是根本就不可能会有回答。,[=UP],"Rosa giunse finalmente alla cappella. In seguito, puntò il fucile attorno a lei, urlando il nome della strega, ma non avrebbe mai ricevuto una risposta.",Rosa sonunda kiliseye varmıştı. Silahını etrafına doğrultup cadının adını haykırdı ama cevap almasının imkânı yoktu.
,"After grimacing slightly, she noisily approached the table where her siblings' corpses were still exposed, and stretched out her arm towards the gold ingots.","After grimacing slightly, she noisily approached the table where her siblings' corpses still lay exposed...and stretched out her arm towards a gold ingot. "," After grimacing slightly, she noisily approached the table where her siblings corpses were still exposed, and stretched out her arm towards the gold ingot.",表情を少しだけ歪めた後、兄弟たちが未だに遺骸を晒すテーブルに踵を鳴らしながら近付き、黄金のインゴットに手を伸ばす。,[=JP],"Слегка поморщившись, она подошла к столу, где всё ещё находились трупы её братьев и сестры, и протянула руку к золотому слитку.","Após exibir uma expressão levemente distorcida, ela se aproximou ruidosamente da mesa onde os cadáveres de seus irmãos estavam expostos, esticando seu braço em direção aos lingotes de ouro.",[=UP],她露出一瞬稍有扭曲的神情後，跺起響亮的腳步走近仍在展示哥哥姐姐們遺骸的餐桌，把手伸向了金塊。,她露出一瞬稍有扭曲的神情后，跺起响亮的脚步走近仍在展示哥哥姐姐们遗骸的餐桌，把手伸向了金块。,[=UP],"Dopo aver lievemente contorto il suo viso, con uno schiocco di tacchi si avvicinò al tavolo, vicino a cui erano ancora in mostra i cadaveri dei suoi fratelli, e tese il braccio verso uno dei lingotti d'oro.",Yüzünü hafifçe buruşturduktan sonra gürültülü bir şekilde kardeşlerinin cesetlerinin bulunduğu masaya yaklaştı ve kolunu altın külçelere doğru uzattı.
,"They were very heavy, but Rosa paid that no regard.{n}She wrapped one of them up in a blanket, and slung it over her shoulder.","It was very heavy, but Rosa didn't mind. She wrapped that one up in a blanket and threw it over her shoulder. "," It was very heavy, but Rosa didn't mind. She wrapped that one up in a blanket, and threw it over her shoulder.",それはあまりに重かったが、楼座は気にしない。ブランケットにそのひとつを包み、担ぎ上げる。,それはあまりに重かったが、楼座は気にしない。{n}ブランケットにそのひとつを包み、担ぎ上げる。,"Он был довольно увесист, но Роза не остановилась.{n}Она завернула его в плед, и взвалила на плечо.","Eles eram muito pesados, mas Rosa não se importou com isso.{n}Ela enrolou um deles com um cobertor e o colocou sobre seu ombro.",[=UP],這東西雖然實在是很重，但樓座可不管。{n}她用毯子包住了其中一塊，擔在了肩上。,这东西虽然实在是很重，但楼座可不管。{n}她用毯子包住了其中一块，担在了肩上。,[=UP],"Era notevolmente pesante, ma a Rosa non importava.{n}Lo avvolse in un panno e se lo mise in spalla.","Çok ağırlardı, ama Rosa buna aldırmadı.{n}İçlerinden birini bir örtüye sardı ve omzunun arkasına attı."
Ushiromiya Rosa,"""At least...just this one...... Just this should be worth more than ten million...""","""At least...just this one... This alone should be worth over 10 million..."" ","""At least..., with just this one...... Just this should be worth more than 10 million...""",「せめて…、この一つだけでも……。これだけでも、一千万以上の価値があるはず…。」,「せめて…、この一つだけでも……。これだけでも、一千万以上の価値があるはず…」,"""По крайней мере... даже один... Даже этот единственный слиток должен стоить больше 10 миллионов""","""Ao menos...apenas esse...... Só isso deve valer cerca de 10 milhões...""",[=UP],「哪怕…，就算只是這一塊……。只是這一塊，也理應有一千萬以上的價值…」,「哪怕…，就算只是这一块……。只是这一块，也理应有一千万以上的价值…」,[=UP],"""Quantomeno... questo... da solo dovrebbe valere più di dieci milioni...""","""En azından...sadece bu...... Sadece bu bile on milyondan fazla ediyor olmalı..."""
,"Rosa did not part with her gun either, carrying the gold in addition to it.{n}...Her shoulders were screaming, but Rosa didn't care.","Without letting go of her gun, Rosa picked up the gold as well. ...Her shoulders were screaming. but Rosa didn't mind. ","Without letting go of her gun, Rosa also carried the gold....Her shoulders were screaming. but Rosa didn't mind.",楼座は銃も手放さず、その上でさらに黄金も持つ。…彼女の肩が悲鳴を上げるが、楼座は構わなかった。,楼座は銃も手放さず、その上でさらに黄金も持つ。{n}…彼女の肩が悲鳴を上げるが、楼座は構わなかった。,"Не отпуская ружьё, Роза несла золото.{n}...Её плечи, казалось, вопили от напряжения, но она не подавала виду.","Rosa não se separou de sua arma, carregando o ouro junto dela.{n}...Seus ombros estavam gritando, mas Rosa não se importou.",[=UP],樓座不僅槍不離手，又背起了黃金。{n}…雖然她的肩膀在發出著悲鳴，但樓座可不在乎。,楼座不仅枪不离手，又背起了黄金。{n}…虽然她的肩膀在发出着悲鸣，但楼座可不在乎。,[=UP],"Rosa portò con sé anche l'oro, senza lasciare il suo fucile...{n}Le sue spalle stavano chiedendo pietà, ma Rosa non se ne curava.","Rosa silahını elinden bırakmadı, silahına ek olarak altını da taşıyordu.{n}...Omuzları çığlıklar atıyordu ama Rosa'nın umurunda değildi."
Ushiromiya Maria,"""......Kihihihihihihihihihihihihihihihihi. It will happen very soon. ......Very soon, the door to the Golden Land...will open.""","""...Kihihihihihihihihihihihihihihihihi. It will happen very soon. ...Very soon, the door to the Golden Land...will open."" ","""......Kihihihihihihihihihihihihihihihihi. It will happen very soon. ...Very soon, the door to the Golden Land, ...will open.""",「……きひひひひひひひひひひひひひひ。もうすぐだね。……もうすぐ黄金郷の扉が、開く。」,「……きひひひひひひひひひひひひひひ。もうすぐだね。……もうすぐ黄金郷の扉が、開く」,"""......Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи. Это произойдёт очень скоро. ...Очень скоро, дверь в Золотую Землю откроется.""","""......Kihihihihihihihihihihihihihihihihi. Vai acontecer muito em breve. ......Muito em breve, a porta para a Terra Dourada...vai se abrir.""",[=UP],「……唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻。快了。……黃金鄉的大門，就快要敞開了。」,「……唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻。快了。……黄金乡的大门，就快要敞开了。」,[=UP],"""...Kihihihihihihihihihihihihihih. Avverrà presto... A breve, le porte della Terra Dorata si apriranno.""","""......Kihihihihihihihihihihihihihihihihi. Çok yakında gerçekleşecek. ......Çok yakında Altın Diyar'ın kapısı...açılacak."""
Ushiromiya Rosa,"""Stop laughing with that creepy voice!! Where is {f:5:Beatrice}?! Yes, I know it, she's around here somewhere, isn't she?! You know, right?! Where?!""","""Stop laughing with that creepy voice!! Where is {f:5:Beatrice}?! Yeah, I know, she's around here somewhere, right?! You know where, right?! Where is she?!"" ","""Stop laughing with that creepy voice!! Where is Beatrice?! Yeah, you know, she's somewhere, right?! You know, right?! Where?!""",「その気持ち悪い声で笑うのを止めなさい！！　ベアトリーチェはどこにいるの？！　えぇ、わかっているわ、どこかにいるんでしょう？！　あなたは知っているんでしょう？！　どこッ？！」,「その気持ち悪い声で笑うのを止めなさい！！　ベアトリーチェはどこにいるの？！　えぇ、わかってるわ、どこかにいるんでしょう？！　あなたは知ってるんでしょう？！　どこッ？！」,"""Прекрати смеяться этим жутким голосом! Где {f:5:Беатриче}?! Да, ты же должна знать, она где‐то здесь, верно?!! Ты знаешь, ведь так?! Где же?!""","""Pare de rir com essa voz assustadora!! Onde está a {f:5:Beatrice}?! Sim, eu sei disso, ela está aqui, não está?! Você sabe, não é?! Onde?!""",[=UP],「不許再用這噁心的聲音笑了！！貝阿朵莉切是在哪？！沒錯，我知道，是待在了某處吧？！你是知道的吧？！在哪？！」,「不许再用这恶心的声音笑了！！贝阿朵莉切是在哪？！没错，我知道，是待在了某处吧？！你是知道的吧？！在哪？！」,[=UP],"""Smettila di ridere con quella voce raccapricciante!! Dov'è {f:5:Beatrice}?! Sì, lo so che è qui da qualche parte, dov'è?! Tu lo sai, vero?! Dove si trova?!""","""Şu ürpertici sesle gülmeyi kes!! {f:5:Beatrice} nerede?! Evet, biliyorum, buralarda bir yerde, değil mi?! Biliyorsun, değil mi?! Nerede?!"""
Ushiromiya Maria,"""Kihihihihihihihihihihihi. I dooon't knowww. Even if you don't search for her, you can meet her in the Golden Land. ...Kihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi, ouch.""","""Kihihihihihihihihihihihi. I don't know. Even if you don't search for her, you'll be able to see her in the Golden Land. ...Kihihihihihihihihihihihihihihihihi, ouch."" ","""Kihihihihihihihihihihihi. I don't kno-w. Even if you don't search for her, you can meet her in the Golden Land. ...Kihihihihihihihihihihihihihihihihi, ouch.""",「きひひひひひひひひひひひひひひひひ。知ぃらない。探さなくても、黄金郷で会えるよ。…きひひひひひひひひひひひひひひひひひひひひひひ、あ痛。」,「きひひひひひひひひひひひひひひひひ。知ぃらない。探さなくても、黄金郷で会えるよ。…きひひひひひひひひひひひひひひひひひひひひひひ、あ痛」,"""Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи. Я не знаю. Даже если ты не будешь её искать, ты сможешь встретиться с ней в Золотой Земле. ...Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи, ай.""","""Kihihihihihihihihihihihi. Eu nãooo seiiii. Mesmo se você não procurar por ela, vai poder encontrá‐la na Terra Dourada. ...Kihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi, ai.""",[=UP],「唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻。不知道。不用找，也是會在黃金鄉與她見面的。…唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻、好痛。」,「唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻。不知道。不用找，也是会在黄金乡与她见面的。…唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻、好痛。」,[=UP],"""Kihihihihihihihihihihihihihihihih. Non lo sooo. Puoi anche non cercarla, tanto la incontrerai nella Terra Dorata... Kihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihih, ahia.""","""Kihihihihihihihihihihihi. Biiilmeeem. Onu aramasan bile, Altın Diyar'da onunla görüşebileceksin. ...Kihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi, ahh."""
Ushiromiya Rosa,"""Stop that laugh!! ......Aaah, it almost makes {i:me} want to laugh!! That's right, that was definitely a witch, definitely a witch!! I didn't understand, I thought it was a human calling herself a witch, I was wrong!!!""","""Stop laughing like that!! ...Aaah, it almost makes me want to laugh!! That's right, that was definitely a witch, definitely a witch!! I didn't understand, I thought she was a human calling herself a witch, but I was wrong!!!"" ","""Stop that laugh!! ......Aaah, it almost makes me want to laugh!! That's right, that was definitely a witch, definitely a witch!! I didn't understand, I thought it was a human calling herself a witch, I was wrong!!!""",「その笑いを止めなさいッ！！　……あぁッ、私が笑いたいくらいよッ！！　そうね、アレは間違いなく魔女だったわ、間違いなく魔女だったッ！！　私はわかってなかった、魔女を名乗る人間だと信じてたッ、違うッ！！！」,[=JP],"""Прекрати этот смех!!! ......А‐а‐ах, я уже почти готова расхохотаться! Ну конечно же, это точно была ведьма, несомненно ведьма! Я не отдавала себе отчёта, я думала, что это был человек, называющий себя ведьмой, но я ошибалась!!!""","""Pare com essa risada!! ......Aaah, isso quase faz {i:eu} querer rir!! Isso mesmo, é definitivamente uma bruxa, definitivamente uma bruxa!! Eu não conseguia entender, pensei que fosse uma humana dizendo ser uma bruxa, mas eu estava errada!!!""",[=UP],「不許再這樣笑了！！……啊啊，我才想笑呢！！是啊，那毫無疑問是魔女，毫無疑問是魔女！！我沒能明白，還深信那是自稱魔女的人類，但這錯了！！！」,「不许再这样笑了！！……啊啊，我才想笑呢！！是啊，那毫无疑问是魔女，毫无疑问是魔女！！我没能明白，还深信那是自称魔女的人类，但这错了！！！」,[=UP],"""Smettila di ridere in quel modo...!! Aaah, fa quasi venire voglia di ridere anche a me!! Hai ragione, quella era senz'altro una strega, era sicuramente una strega!! Non lo avevo capito, credevo che fosse un'umana che affermava di essere una strega, ma mi sbagliavo...!!!""","""Kes şu gülmeyi!! ......Aaah, {i:benim} bile neredeyse gülesim geliyor!! Bu doğru, o kesinlikle bir cadıydı, kesinlikle bir cadıydı!! Ben anlamamıştım, kendine cadı diyen bir insan olduğunu sanmıştım, ama yanılmışım!!!"""
