Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Battler,"""So...on the tenth twilight, the journey shall end, and you shall reach the Golden Land. You really are diligent, Maria. You did a good job taking notes on all of this.""","""So...on the tenth twilight, the journey ends, and you reach the Golden Land. You really are diligent, Maria. You did a good job writing this all down."" ","""So...at the tenth twilight, the journey shall end, and you should reach the Golden Land. You really are diligent, Maria. You did a good job taking notes on all of this.""",「第十の晩に旅は終わり、黄金郷に至るだろう、か。しかし真里亞はマメだな、ちゃんとメモしてるとは偉いぜ。」,「第十の晩に旅は終わり、黄金郷に至るだろう、か。しかし真里亞はマメだな、ちゃんとメモしてるとは偉いぜ」,"""Итак... К десятым сумеркам конец пути настанет, к истоку золота дорога приведёт. А ты и вправду старательная, Мария. Ты всё тщательно записала.""","""Então...no décimo crepúsculo, a jornada chegará ao seu fim, e você alcançará a Vila do Ouro. Você é mesmo entusiasmada, Maria. Você fez um ótimo trabalho tomando nota sobre tudo isso.""",[=UP],「第十晚旅途結束，終會抵達黃金鄉…麼。不過話說回來，真里亞還挺勤快的嘛，完完整整地記下了筆記，真是了不起。」,「第十晚旅途结束，终会抵达黄金乡…么。不过话说回来，真里亚还挺勤快的嘛，完完整整地记下了笔记，真是了不起。」,"""Jadi... pada senja kesepuluh, perjalanan berakhir, dan kau mencapai Tanah Emas. Kamu benar-benar rajin, Maria. Kamu melakukan pekerjaan bagus menulis semuanya."" ","""‘Al decimo crepuscolo, il viaggio si concluderà, e giungerai alla terra ove l'oro risiede’, eh? Come sei diligente, Maria. Sei stata bravissima ad appuntarti tutto.""","""Yani...onuncu alacakaranlıkta, yolculuk sona erecek, ve Altın Vatan'a kavuşacaksın. Gerçekten çok çalışkansın, Maria. Tüm bunları not alarak iyi iş çıkardın."""
Ushiromiya Maria,"""Uu! I forget a lot so I write things down! Write things down like Mama said!""","""Uu-! I forget a lot, so I always write things down! Mama told me to!"" ","""Uu-! Maria forgets a lot so wrote it exactly! Mama told me so wrote it exactly!""",「うー！　真里亞は忘れっぽいからちゃんと書く！　ママに言われたからちゃんと書く！」,[=JP],"""У‐у! У меня плохая память, поэтому я всё записываю! Записываю всё, что происходит, как говорит мама!""","""Uu! A Maria esquece muito, por isso escreve as coisas! Escrevo as coisas assim como a mamãe disse!""",[=UP],「嗚——！真里亞記性不好所以記下來！因為媽媽這麼說過我，所以記下來！」,「呜——！真里亚记性不好所以记下来！因为妈妈这么说过我，所以记下来！」,"""Uu-! Aku sering lupa, jadi aku selalu menulis semuanya! Mama yang bilang begitu!"" ","""Uuh! Maria è smemorata, quindi scrive sempre tutto! Scrivo sempre tutto, perché me lo ha detto la mamma!""","""Uu! Çok unutuyorum, bu yüzden yazıyorum! Annemin dediği gibi her şeyi yazıyorum!"""
,"There was a notebook inside the handbag Maria was always carrying around, and {f:5:Beatrice}'s epitaph was copied onto it.","There was a notebook inside the handbag Maria was always carrying around, and {f:5:Beatrice}'s epitaph was copied onto it. ","There was a notebook inside the handbag Maria was always carrying around, and Beatrice's epitaph was copied onto it.",真里亞がいつも持ち歩いてる手提げの中には手帳が入っており、そこには例のベアトリーチェの碑文が書き写されていた。,[=JP],"В сумочке, которую Мария всегда носила с собой, лежал блокнот, в который была переписана эпитафия {f:5:Беатриче}.","Havia um caderno dentro da bolsa que a Maria sempre carregava pra lá e pra cá, e o epitáfio da {f:5:Beatrice} foi copiado nele.",[=UP],真里亞隨身攜帶的手提包中放著本筆記本，上面寫著之前看過的貝阿朵莉切的碑文。,真里亚随身携带的手提包中放着本笔记本，上面写着之前看过的贝阿朵莉切的碑文。,"Ada sebuah buku catatan di dalam tas tangan yang selalu dibawa Maria, dan epitaf {f:5:Beatrice} telah disalin ke dalamnya. ","Maria aveva un diario nella borsetta che portava sempre con sé, in cui aveva trascritto l'epigrafe di {f:5:Beatrice} precedentemente citata.","Maria'nın her zaman yanında taşıdığı el çantasının içinde bir defter vardı, ve {f:5:Beatrice}'in kitabesi içinde yazılıydı."
,"Thanks to that, we were all able to challenge the puzzle of the epitaph while here on this beach.","Thanks to that, we were all able to challenge the puzzle of the epitaph while walking down this beach. "," Thanks to that, we were all able to challenge the puzzle of the epitaph while walking down this beach.",その為、俺たちはこうして海岸に出ても碑文の謎解きに挑戦できるのだった。,[=JP],"Благодаря этому, мы могли ломать голову над загадкой эпитафии, прогуливаясь по пляжу.","Graças a isso, nós vamos poder tentar desvendar o epitáfio mesmo enquanto estivermos na praia.",[=UP],多虧了它，即使我們像這樣來到了海邊，也還是能夠挑戰解謎。,多亏了它，即使我们像这样来到了海边，也还是能够挑战解谜。,"Berkat itu, kami semua bisa menantang teka-teki epitaf sambil berjalan di pantai ini. ","Grazie a ciò, potevamo cercare di risolvere l'epigrafe anche mentre eravamo fuori in spiaggia.","Bu sayede, hepimiz sahildeyken kitabenin bilmecesine kafa yorabildik."
,"For Jessica and the others, this was a puzzle that they had already tried to solve several times, and had already gotten bored with.","Jessica and the rest had already tried to solve it several times... and had already gotten bored with it. However, "," Jessica and the rest had already tried to solve it several times, and had already gotten bored with it. However, ",朱志香たちにとっては、すでに何度も挑戦し、すでに飽きてしまっている謎解きだ。,[=JP],"Для Джессики и остальных, которые уже не раз пытались разгадать её, дело было давно наскучившим.","Para a Jessica e os demais, esse é um enigma que eles já tentaram resolver inúmeras vezes, e acabaram se cansando dele.",[=UP],對朱志香他們來說，這是個已經挑戰過好多次，早就看膩的謎題了。,对朱志香他们来说，这是个已经挑战过好多次，早就看腻的谜题了。,"Jessica dan yang lainnya sudah mencoba menyelesaikannya beberapa kali... dan sudah bosan dengannya. Namun, ","Per quanto riguarda Jessica e gli altri, loro avevano già provato varie volte a risolverlo, e se ne erano già stancati.","Jessica ve diğerleri için, bu zaten birkaç kez çözmeye çalıştıkları bir bilmeceydi, ve çoktan sıkılmışlardı."
,"But it was a first for me, and I was so excited that I couldn't stop.","since this was a first for me, I was so excited that I couldn't stop. ","since this was a first for me, I was so excited that I couldn't stop.",だが俺には初めてだからな、わくわくしちまってやめられたもんじゃない。,[=JP],"Но для меня всё это было в новинку, я был так взволнован, что не мог остановиться.","Mas essa é a minha primeira vez, e eu estou tão empolgado que não consigo parar de pensar.",[=UP],但因為這對於我而言是第一次，所以我興奮得愛不釋手。,但因为这对于我而言是第一次，所以我兴奋得爱不释手。,"karena ini pertama kalinya bagiku, aku sangat bersemangat sampai tak bisa berhenti. ","Ma visto che questa era la prima volta per me, ero così esaltato che non riuscivo a fermarmi.","Ama bu benim için bir ilkti, ve o kadar heyecanlıydım ki duramadım."
, It really tickled my male sense of romance!,It really tickled my sense of adventure! , It really tickled my man's sense of romance!,男のロマンをくすぐりまくりだぜ！,[=JP],Она возбуждала мои нервы!, Isso desperta o meu senso masculino de romance!,[=UP],簡直是在挑動著男人的浪漫啊！,简直是在挑动着男人的浪漫啊！,Benar-benar menggugah jiwa petualangku! , Stava stuzzicando il mio senso dell'avventura!, Erkek romantiklik anlayışımı derinden gıdıkladı!
Ushiromiya Battler,"""Let's start with the first line. Behold the sweetfish river, running through my beloved home of old. Where was Grandfather's old home again?""","""Let's start with the first line. Behold the sweetfish river running through my beloved hometown. Where was Grandfather's hometown again?"" ","""Let's start with the first line. My beloved hometown, the sweetfish river running through it. Where was Grandfather's hometown again?""",「まず１行目。懐かしき、故郷を貫く鮎の川、か。祖父さまの故郷ってどこだっけ？」,[=JP],"""Давайте начнём с первой строчки. Через край родной мой, отрада моя, изобильная айю река катит воды свои. Ещё раз, где находился родной край дедушки?""","""Vamos começar com a primeira linha. O rio dos ayus passa pela minha amada cidade passada. Onde foi mesmo que o vovô nasceu?""",[=UP],「首先第一行。“令人懷念的，貫穿故鄉的鮎之川”麼。爺爺的故鄉是哪兒來著？」,「首先第一行。“令人怀念的，贯穿故乡的鲇之川”么。爷爷的故乡是哪儿来着？」,"""Mari kita mulai dari baris pertama. Lihatlah sungai sweetfish yang mengalir melalui kampung halamanku tercinta. Di mana kampung halaman Kakek, ya?"" ","""Cominciamo dal primo rigo. ‘Il fiume degli ayu, che attraversa la mia cara terra natia’, eh? Qual era la terra natia del nonno?""","""İlk satırla başlayalım. Tatlı balık nehrine bakın, sevgili memleketimin üzerinden geçen. Büyükbabamın eski evi neredeydi?"""
Ushiromiya Jessica,"""I heard that, before the war, the Ushiromiya family had a mansion near Odawara. So, that said, you'd want to know about a sweetfish river that flows through Odawara, right?""","""I heard that before the war, the Ushiromiya family had a mansion near Odawara. Which makes you wanna know which sweetfish river flows through Odawara, right?"" ","""I heard that, before the war, the Ushiromiya family had a mansion near Odawara. So, that said, anyone would want to know about the sweetfish river that flows through Odawara, right?""",「戦前の右代宮家は小田原の辺りに屋敷を構えてたって聞いたぜ。んで、となりゃ、小田原に流れてる鮎の泳ぐ川に関心が行くわけだろ？」,[=JP],"""Я слышала, что до войны семья Уширомия владела поместьем рядом с Одавара. Получается, ты бы хотел узнать, не протекает ли сквозь Одавара река, в которой водится айю, не так ли?""","""Eu ouvi que, antes da guerra, a família Ushiromiya tinha uma mansão próxima de Odawara. Então, você quer saber sobre rios de ayus que passam por Odawara, certo?""",[=UP],「聽說戰前的右代宮家在小田原一帶弄了套房嘞。你看，這樣一來，關注點就變成小田原有沒有游著鮎魚的河了對吧？」,「听说战前的右代宫家在小田原一带弄了套房嘞。你看，这样一来，关注点就变成小田原有没有游着鲇鱼的河了对吧？」,"""Aku dengar sebelum perang, keluarga Ushiromiya punya rumah besar di dekat Odawara. Jadi kau pasti ingin tahu sungai sweetfish mana yang mengalir di Odawara, kan?"" ","""Ho sentito che prima della guerra, la famiglia Ushiromiya aveva una villa nei pressi di Odawara. E questo ti porta a chiedere se ad Odawara scorrano dei fiumi in cui nuotano ayu, vero?""","""Savaştan önce Ushiromiya ailesinin Odawara yakınlarında bir malikanesi olduğunu duymuştum. Bundan dolayı Odawara'dan geçen tatlı balık nehrinin hangisi olduğunu merak edersin, değil mi?"""
Ushiromiya Battler,"""Yeah, because that river's the starting point. And then it's got, you who seek the Golden Land, follow its path downstream in search of the key. What rivers are in Odawara? It's got to be one with sweetfish swimming in it.""","""Yeah, 'cause that river would be the starting place. Anyone searching for the Golden Land would head down that and search for the key. What's this river in Odawara? Does it have sweetfish swimming in it?"" ","""Because that river would be the starting place. Anyone searching for the golden land would head down that and search for the key. What's the name of the river in Odawara? Does it have sweetfish swimming in it?""",「まずはその川が起点になるからなぁ。んで、黄金郷を目指す者はそいつを下って鍵を探せとあるわけだ。小田原にある川って何だ？　鮎が泳ぐ川だぜ？」,[=JP],"""Именно, так как река — отправная точка. И тогда, в поисках Золотой Земли, следует спуститься по её течению на поиски ключа. В Одавара есть какие‐либо реки? Среди них должна быть хоть одна, в которой водится айю.""","""Sim, porque o rio é o ponto de partida. E então temos, aqueles que almejam pela Terra Dourada, sigam rio abaixo e procurem pela chave. Que rios existem em Odawara? Tem que ser um onde tenha ayus.""",[=UP],「畢竟首先就是以這條河為起點嘛。接下來就到這句“追尋黃金鄉之人啊，沿其而下尋找鑰匙吧”了。在小田原有什麼河啊？是有鮎魚在游的河哦？」,「毕竟首先就是以这条河为起点嘛。接下来就到这句“追寻黄金乡之人啊，沿其而下寻找钥匙吧”了。在小田原有什么河啊？是有鲇鱼在游的河哦？」,"""Iya, karena sungai itu akan menjadi titik awal. Siapa pun yang mencari Tanah Emas akan menyusurinya dan mencari kunci. Sungai apa yang ada di Odawara? Apakah ada sweetfish di dalamnya?"" ","""Quel fiume è quasi sicuramente un punto di partenza. Da qui è logico che chi anela la Terra Dorata, cercherà la chiave percorrendo il suo corso verso la foce. Quali sono i fiumi di Odawara? Ci sono fiumi in cui nuotano ayu?""","""Evet, çünkü o nehir başlangıç noktası olmalı. Ve sonra, anahtarın arayışında, akıntı yönündeki patikayı takip edeceksiniz, Altın Diyar'ın peşinde olan sizler. Odawara'da hangi nehirler var? İçinde tatlı balıkların yüzdüğü bir nehir olmalı."""
