Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,Erika had returned to the room that had been given to her on the second floor of the guesthouse.,"Erika had returned to the room that had been given to her, on the second floor of the guesthouse. ",Erika had returned to the room on the second floor of the guesthouse that had been given to her.,ヱリカは、与えられたゲストハウス２階の自室に戻っていた。,[=JP],Эрика вернулась в отведённую ей комнату на втором этаже домика для гостей.,Erika retornou ao quarto que havia sido preparado para ela no segundo andar da casa de hóspedes.,[=UP],繪梨花回到了分配給她的賓館 2 樓她自己的房間。,绘梨花回到了分配给她的宾馆 2 楼她自己的房间。,[=UP],[=UP],[=UP]
,The next room over was empty. It was very quiet there...,The next room over was empty. It was very quiet there... , The next room over was empty. It was very quiet there...,隣は空室。とても静かな部屋だった…。,[=JP],Соседняя комната пустовала. Там было очень тихо...,O quarto ao lado estava vazio. Estava realmente silencioso ali...,[=UP],鄰室是空房。此處是個非常安靜的房間…。,邻室是空房。此处是个非常安静的房间…。,[=UP],[=UP],[=UP]
,Even pressing her ear against the wall wouldn't enable her to listen in on the voices in the cousins' room.,Even pressing her ear against the wall wouldn't help her listen in on the voices in the cousin room. , Even pressing her ear against the wall wouldn't enable her to listen in on the voices in the cousins' room.,耳をつけても、いとこ部屋の声は何も聞くことが出来ない。,[=JP],"Даже прижав ухо к стене, Эрика не слышала голосов из комнаты кузенов.","Mesmo se pressionasse seu ouvido contra a parede, ela não seria capaz de ouvir as vozes que vinham do quarto dos primos.",[=UP],即便貼上耳朵，也聽不到堂兄妹房間中的任何聲響。,即便贴上耳朵，也听不到堂兄妹房间中的任何声响。,[=UP],[=UP],[=UP]
,"Even with hearing power boosted by the detective's authority, it would probably be impossible to make out anything.","Even with hearing power boosted by the detective's authority, it would probably be impossible to make out anything. "," Even with hearing power boosted by the detective's authority, it would probably be impossible to make out anything.",探偵権限に裏付けられた聴力を以ってしても、何かを気取ることは不可能だろう。,[=JP],"Даже со слухом, завышенным полномочием детектива, было бы невозможно что‐либо разобрать.","Mesmo com seu poder auditivo aprimorado pela autoridade do detetive, provavelmente seria impossível fazer qualquer coisa.",[=UP],縱然用上偵探權限所支持的聽力，也無法探聽到任何動靜吧。,纵然用上侦探权限所支持的听力，也无法探听到任何动静吧。,[=UP],[=UP],[=UP]
,"This room was the farthest down the hall, a long ways away from the cousins' room......","This room was the farthest down the hall, a long way away from the cousin room... "," This room was the farthest down the hall, a long ways away from the cousins' room......",この部屋は、いとこ部屋から遠く離された一番奥の部屋だった……。,[=JP],"Эта комната самая дальняя по коридору, и она далеко от комнаты кузенов......","Era o quarto mais longínquo do corredor, muito afastado do quarto dos primos......",[=UP],這間房間是遠離堂兄妹房間的，最靠裡的房間……。,这间房间是远离堂兄妹房间的，最靠里的房间……。,[=UP],[=UP],[=UP]
Furudo Erika,"""Last time, my room was right next to theirs. ......I see...so he's placed my room farther away this time.""","""And last time, my room was right next to theirs. ...I see, ...so he's placed my room farther away this time."" ","""And last time, my room was right next to theirs. ......I see...so he's placed my room farther away this time.""",「前回は私の部屋は、いとこ部屋の隣だったのに。……なるほど、今回は私の部屋を遠ざけてきましたか。」,「前回は私の部屋は、いとこ部屋の隣だったのに。……なるほど、今回は私の部屋を遠ざけてきましたか」,"""А в прошлый раз моя комната была рядом с их комнатой. ......Вот как, на этот раз он сделал её дальше.""","""Na vez passada, meu quarto ficava ao lado do deles. ......Entendo...então ele resolveu me dar um quarto mais afastado dessa vez.""",[=UP],「上次我的房間，明明就在堂兄妹房間旁邊。……原來如此，這次是把我的房間換到遠處了麼？」,「上次我的房间，明明就在堂兄妹房间旁边。……原来如此，这次是把我的房间换到远处了么？」,[=UP],[=UP],[=UP]
Dlanor,"""The powers of authority given to the Game Master permit this level of modification to the initial {f:5:arrangement}. It is, perhaps, a quite reasonable first {f:5:move}.""","""Such a modification to the initial arrangement is well-covered by the authority given to the Game {f:5:Master}. It would seem to be quite a reasonable first {f:5:move}."" ","""It is a modification of the initial arrangement well covered by the powers of authority given to the Game MASTER. It is, perhaps, a quite reasonable first MOVE.""",「ゲームマスター権限で許された範囲の、初期配置の変更デス。妥当な初手カト。」,「ゲームマスター権限で許された範囲の、初期配置の変更デス。妥当な初手カト」,"""Владелец игры имеет право изменять первоначальную {f:5:расстановку}. Вполне разумный первый {f:5:ход}, пожалуй.""","""Os poderes autoritários concedidos ao Game Master permitem uma modificação desse patamar às preparações {f:5:iniciais}. Um primeiro movimento bem {f:5:compreensível}.""",[=UP],「此乃 GM 權限允許範圍內的變更初期配置。妥當的第一著。」,「此乃 GM 权限允许范围内的变更初期配置。妥当的第一着。」,[=UP],[=UP],[=UP]
Furudo Erika,"""Well, that suits me too. I have no desire to listen to those brats' squeaky voices as they play cards.""","""Well, it's better for me that way too. Like I'd want to hear those brats' squeaky voices as they play cards."" ","""Well, it's better for me that way too. Like I'd want to hear those brats' squeaky voices as they play cards.""",「まぁ、その方が私もいいです。あのクソガキどもの、トランプで遊ぶ黄色い声なんて、聞きたくもありませんから。」,「まぁ、その方が私もいいです。あのクソガキどもの、トランプで遊ぶ黄色い声なんて、聞きたくもありませんから」,"""Впрочем, так даже лучше. Можно подумать, мне очень хочется слушать пискливые голоса тех надоед, играющих в карты.""","""Bem, isso também combina comigo. Eu não quero ter que ficar ouvindo as vozes daqueles pirralhos enquanto ficam jogando cartas.""",[=UP],「我倒也喜歡這樣。畢竟我也不想聽那幫小屁孩們玩牌的煩人吵鬧聲。」,「我倒也喜欢这样。毕竟我也不想听那帮小屁孩们玩牌的烦人吵闹声。」,[=UP],[=UP],[=UP]
Dlanor,"""..................""","""........."" ","""............""",「………………。」,「………………」,[=OG],[=UP],[=UP],[=JPC],[=JPC],[=UP],[=UP],[=UP]
,"This whole time, Erika had been sitting at the desk working at something.{n}......She was preparing some of those duct tape seals from before.","This whole time, Erika had been facing the desk and working on something. ...She was preparing some of those packing tape seals from before. ","This whole time, Erika had been facing the desk and toying with something.......She was preparing some of those duct tape seals from before.",ヱリカはずっと机に向かって、作業をしていた。それは、……例の、封印のガムテープの製作だった。,ヱリカはずっと机に向かって、作業をしていた。{n}それは、……例の、封印のガムテープの製作だった。,"Всё это время Эрика возилась с чем‐то, стоя перед столом.{n}......Как и прежде, готовила печати из клейкой ленты.","Todo esse tempo, Erika esteve ocupada, trabalhando em algo diante de uma mesa. ......Ela estava preparando seus selos de fita kraft que utilizou no jogo passado.",[=UP],繪梨花一直面對著桌子，忙她的活。{n}這是在，……製造那封印的膠帶。,绘梨花一直面对着桌子，忙她的活。{n}这是在，……制造那封印的胶带。,[=UP],[=UP],[=UP]
