Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,"{e:070:After being forced into an unwanted marriage, Natsuhi developed a grudge against the Ushiromiya family and was filled with a desire for revenge. {n}(*Trial Summary, p.3)} ","{e:070:After being forced into an unwanted marriage, Natsuhi developed a grudge against the Ushiromiya family and was filled with a desire for revenge.{n}(*Trial Summary, p.3)}","After being forced into a marriage she hadn't wanted, Natsuhi developed a grudge against the Ushiromiya family, and was filled with a desire for revenge.(*From the Trial Synopsis: Page 3)",{e:070:望まぬ結婚を強いられた夏妃は、右代宮家に対し恨みを抱き、復讐心を膨らませていきました。{n}（※裁判概要書：３ページより）},[=JP],"{e:070:Вступив в вынужденный брак, которого она не хотела, Нацухи затаила обиду на семью Уширомия и была охвачена желанием отомстить.{n}(*Из краткого обзора заседания: страница 3)}","{e:070:Após ser forçada à um casamento indesejado, Natsuhi desenvolveu um ódio contra a família Ushiromiya e estava tomada pelo desejo de vingança.{n}(*Ementa de Julgamento, p.3)}",{e:070:被逼結了非自願之婚的夏妃，對右代宮家抱有恨意，復仇心日益膨脹。{n}（※審判概要書：第 3 頁）},{e:070:被逼结了非自愿之婚的夏妃，对右代宫家抱有恨意，复仇心日益膨胀。{n}（※审判概要书：第 3 页）},"Dopo essere stata obbligata ad un matrimonio che non voleva, Natsuhi sviluppò del rancore verso la famiglia Ushiromiya, e fu colma di sentimento di vendetta. {n}(*Dal Registro Processuale: Pagina 3)"
,"{e:070:As revenge for financially ruining her birth family, Natsuhi also plotted to take over the Ushiromiya family's fortune. {n}(*Trial Summary, p.4)} ","{e:070:As revenge for financially ruining her birth family, Natsuhi also plotted to take over the Ushiromiya family's fortune.{n}(*Trial Summary, p.4)}","Natsuhi, also hoping to take revenge for the financial submission her parents' family had been forced into by the Ushiromiya family, schemed to capture the Ushiromiya family's wealth.(*From the Trial Synopsis: Page 4)",{e:070:夏妃は、右代宮家がかつて、実家を経済的に屈服させたことへも復讐するため、右代宮家の財産の乗っ取りを画策しました。{n}（※裁判概要書：４ページより）},[=JP],"{e:070:Нацухи, также надеясь отомстить за то, что из‐за семьи Уширомия её родители попали в финансовое подчинение, замыслила захватить состояние Уширомия.{n}(*Из краткого обзора заседания: страница 4)}","{e:070:Como vingança por arruinar financeiramente sua família de origem, Natsuhi também planejou tomar a fortuna da família Ushiromiya.{n}(*Ementa de Julgamento, p.4)}",{e:070:作為對右代宮家曾於往昔，從經濟上令其娘家屈服一事的報復，夏妃計劃了侵佔右代宮家的財產。{n}（※審判概要書：第 4 頁）},{e:070:作为对右代宫家曾于往昔，从经济上令其娘家屈服一事的报复，夏妃计划了侵占右代宫家的财产。{n}（※审判概要书：第 4 页）},"Natsuhi, sperando anche di vendicarsi per l'assoggettamento finanziario a cui la famiglia dei suoi genitori era stata costretta dalla famiglia Ushiromiya, progettò di impossessarsi del patrimonio della famiglia Ushiromiya. {n}(*Dal Registro Processuale: Pagina 4)"
,"{e:070:When Natsuhi learned that the wealth of the Ushiromiya family was for all intents and purposes controlled by Kinzo himself, she initiated sexual relations to curry favor with him and managed to ensnare him. {n}(*Trial Summary, p.7) {n}(*{f:5:Bernkastel} Documents, p.682)} ","{e:070:When Natsuhi learned that the wealth of the Ushiromiya family was for all intents and purposes controlled by Kinzo himself, she initiated sexual relations to curry favor with him and managed to ensnare him.{n}(*Trial Summary, p.7){n}(*{f:5:Bernkastel} Documents, p.682)}","Knowing that the wealth of the Ushiromiya family was, practically speaking, controlled by Kinzo personally, she initiated sexual relations to curry favor with him and managed to ensnare him.(*From the Trial Synopsis: Page 7)(*From the Bernkastel Documents: Page 682)",{e:070:右代宮家の財産が、金蔵個人によって事実上、掌握されていることを知った夏妃は、金蔵に取り入るため、肉体関係を結び、これを篭絡しました。{n}（※裁判概要書：７ページより）{n}（※ベルンカステル文書：６８２ページより）},{e:070:右代宮家の財産が、金蔵個人によって事実上、掌握されていることを知った夏妃は、金蔵に取り入るため、情交によってこれを篭絡しました。{n}（※裁判概要書：７ページより）{n}（※ベルンカステル文書：６８２ページより）},"{e:070:Зная, что всеми богатствами семьи Уширомия, практически говоря, управляет лично Кинзо, она инициировала сексуальные отношения, чтобы выслужиться перед ним, и сумела соблазнить его.{n}(*Из краткого обзора заседания: страница 7){n}(*Из документов {f:5:Бернкастель}: страница 682)}","{e:070:Quando Natsuhi soube que a riqueza da família Ushiromiya era efetivamente controlada pelo próprio Kinzo em pessoa, ela iniciou relações sexuais com o intuído de trocar favores com ele e enredá‐lo.{n}(*Ementa de Julgamento, p.7){n}(*Documentos de {f:5:Bernkastel}, p.682)}",{e:070:得知右代宮家的財產，在事實上掌管於金藏個人手中的夏妃，為取悅金藏，與他締結肉體關係，以此來陷害金藏。{n}（※審判概要書：第 7 頁）{n}（※貝倫卡斯泰露文書：第 682 頁）},{e:070:得知右代宫家的财产，在事实上掌管于金藏个人手中的夏妃，为取悦金藏，与他缔结肉体关系，以此来陷害金藏。{n}（※审判概要书：第 7 页）{n}（※贝伦卡斯泰露文书：第 682 页）},"{n}Sapendo che il patrimonio della famiglia Ushiromiya era, parlando praticamente, controllato da Kinzo personalmente, lei iniziò delle relazioni sessuali per cercare di ingraziarselo e riuscire ad irretirlo. {n}(*Dal Registro Processuale: Pagina 7) {n}(*Dai Documenti di Bernkastel: Pagina 682)"
,"{e:070:To curry favor with Kinzo, Natsuhi repeatedly disguised herself as {f:5:Beatrice}, a witch and figment of Kinzo's imagination, and engaged in sexual acts. {n}Kinzo saw Natsuhi dressed as the mistress from his past and was easily ensnared. {n}Additionally, a servant happened to witness her in this outfit, forming part of the basis for the legend of the witch. {n}(*Trial Summary, p.8) {n}(*Submitted Evidence #17) {n}(*{f:5:Bernkastel} Documents, p.802)} ","{e:070:To curry favor with Kinzo, Natsuhi repeatedly disguised herself as {f:5:Beatrice}, a witch and figment of Kinzo's imagination, and engaged in sexual acts.{n}Kinzo saw Natsuhi dressed as the mistress from his past and was easily ensnared.{n}Additionally, a servant happened to witness her in this outfit, forming part of the basis for the legend of the witch.{n}(*Trial Summary, p.8){n}(*Submitted Evidence #17){n}(*{f:5:Bernkastel} Documents, p.802)}","To curry favor with Kinzo, Natsuhi repeatedly disguised herself as Beatrice, the witch of Kinzo's delusions, and engaged in sexual acts. Kinzo saw Natsuhi dressed as the mistress from his past and was easily ensnared. Furthermore, by accident, she was sometimes witnessed in this outfit by the servants, and this became part of the foundation for the legend of the witch.(*From the Trial Synopsis: Page 8)(*From presented evidence #17)(*From the Bernkastel Documents: Page 802)",{e:070:夏妃は金蔵に取り入るために、金蔵の妄想の魔女である、ベアトリーチェの姿に扮して情交を重ねていました。{n}金蔵は、その夏妃に、在りし日の愛人の姿を見て、容易に篭絡されたのでした。{n}また、この姿が偶然、使用人に目撃され、一部の魔女伝説の根拠となりました。{n}（※裁判概要書：８ページより）{n}（※提出証拠品：第１７号より）{n}（※ベルンカステル文書：８０２ページより）},[=JP],"{e:070:Чтобы угодить Кинзо, Нацухи неоднократно одевалась как {f:5:Беатриче} — ведьма из его иллюзий — и вступала в половые акты.{n}Кинзо увидел Нацухи, одетую как любовница из его прошлого, и легко попался.{n}Кроме того, в этой одежде она иногда случайно попадалась на глаза слугам, что стало частью основы для легенды о ведьме.{n}(*Из краткого обзора заседания: страница 8){n}(*Из предоставленного доказательства #17){n}(*Из документов {f:5:Бернкастель}: страница 802)}","{e:070:Para a troca de favores com Kinzo, Natsuhi repetidamente se disfarçou de {f:5:Beatrice}, uma bruxa fruto da imaginação de Kinzo, e envolveu‐se em atos sexuais.{n}Kinzo viu Natsuhi vestida como a concubina de seu passado e foi facilmente iludido.{n}Em adição, porventura, um serviçal acabou por testemunhar tal roupa, dando forma à parte da base da lenda da bruxa.{n}(*Ementa de Julgamento, p.8){n}(*Apresentação de Evidência nº17){n}(*Documentos de {f:5:Bernkastel}, p.802)}",{e:070:夏妃為取悅金藏，裝扮成了金藏妄想中的魔女貝阿朵莉切的樣子，屢次與他發生性關系。{n}金藏看到夏妃裝扮的昔日情人的樣子，輕而易舉地就被夏妃誘騙了。{n}還有，這副裝扮曾偶然被傭人目擊，而成為了魔女傳說的部分根據。{n}（※審判概要書：第 8 頁）{n}（※提出證據：第 17 號）{n}（※貝倫卡斯泰露文書：第 802 頁）},{e:070:夏妃为取悦金藏，装扮成了金藏妄想中的魔女贝阿朵莉切的样子，屡次与他发生性关系。{n}金藏看到夏妃装扮的昔日情人的样子，轻而易举地就被夏妃诱骗了。{n}还有，这副装扮曾偶然被佣人目击，而成为了魔女传说的部分根据。{n}（※审判概要书：第 8 页）{n}（※提出证据：第 17 号）{n}（※贝伦卡斯泰露文书：第 802 页）},"{n}Per entrare nelle grazie di Kinzo, Natsuhi ripetutamente si travestì da Beatrice, la strega dei deliri di Kinzo e si impegnò in atti sessuali. Kinzo vide Natsuhi vestita come l'amante del suo passato e fu facilmente irretito. Inoltre, per caso, lei fu a volte vista in quel costume dai domestici e questo divenne parte della base per la leggenda della strega. {n}(*Dal Registro Processuale: Pagina 8) {n}(*Dalla prova presentata #17) {n}(*Dai Documenti di Bernkastel: Pagina 802)"
,"{e:070:However, late at night on 1986‐10‐04, Ushiromiya Battler discovered the hidden gold. {n}Natsuhi planned the crimes after the relatives raised a fuss and insisted that Battler should succeed the headship. {n}She murdered the children in the ""cousins' room"" and tried to frame Battler for the crime.} ","{e:070:However, late at night on 1986‐10‐04, Ushiromiya Battler discovered the hidden gold.{n}Natsuhi planned the crimes after the relatives raised a fuss and insisted that Battler should succeed the headship.{n}She murdered the children in the ""cousins' room"" and tried to frame Battler for the crime.}","However, late at night on October 4th, 1986, Ushiromiya Battler discovered the hidden gold. Because the relatives were in an uproar and decided that Battler should succeed the headship, Natsuhi planned the crime. She murdered the children in the so-called 'cousin room' and tried to frame Battler for the crime.",{e:070:しかし、１９８６年１０月４日深夜に、右代宮戦人が隠し黄金を発見。{n}親族たちが、彼が当主を継承するべきだと騒ぎ出したため、事件を画策。{n}通称、いとこ部屋の子どもたちを殺害し、戦人に罪を被せようとしました。},[=JP],"{e:070:Однако поздно вечером 4 октября 1986 года Уширомия Баттлер обнаружил скрытое золото.{n}Из‐за паники родственников и их решения передать Баттлеру руководство, Нацухи спланировала преступление.{n}Она убила детей в так называемой 'комнате кузенов' и попыталась переложить вину на Баттлера}.","{e:070:Contudo, na madrugada de 04.10.1986 Ushiromiya Battler encontrou o ouro escondido.{n}Natsuhi planejou os crimes após os familiares darem início a um alvoroço e insistirem que Battler deveria suceder a liderança da família.{n}Ela matou as crianças no ""quarto dos primos"" e tentou incriminar Battler pelo crime.}",{e:070:然而，在 1986 年 10 月 4 日的深夜，右代宮戰人發現了藏金。{n}由於親族們引發了騷動，主張該由他來繼承當主，夏妃起意犯案。{n}于“堂兄妹的房間”中殺害了孩子們，意圖嫁罪於戰人。},{e:070:然而，在 1986 年 10 月 4 日的深夜，右代宫战人发现了藏金。{n}由于亲族们引发了骚动，主张该由他来继承当主，夏妃起意犯案。{n}于“堂兄妹的房间”中杀害了孩子们，意图嫁罪于战人。},"{n}Tuttavia, nella notte tarda del 4 ottobre, 1986, Ushiromiya Battler scoprì l'oro nascosto. Dato che i parenti erano in tumulto e decisero che Battler avrebbe dovuto succedere come capofamiglia, Natsuhi pianificò il crimine. Uccise i ragazzi nella cosiddetta ‘stanza dei cugini’ e provò ad incastrare Battler nel crimine."
,"{e:070:Furthermore, Genji was murdered because he was opposed to this scheme. {n}Later on, Hideyoshi was also murdered. {n}After this point, Natsuhi displayed a strong intent to murder all those involved without discrimination. {n}(*Trial Summary, p.27) {n}(*Supplemental Materials B, p.61) {n}(*{f:5:Bernkastel} Documents, p.1103)} ","{e:070:Furthermore, Genji was murdered because he was opposed to this scheme.{n}Later on, Hideyoshi was also murdered.{n}After this point, Natsuhi displayed a strong intent to murder all those involved without discrimination.{n}(*Trial Summary, p.27){n}(*Supplemental Materials B, p.61){n}(*{f:5:Bernkastel} Documents, p.1103)}"," Furthermore, Genji was murdered because he was opposed to this scheme. Later on, Hideyoshi was also murdered. From this point on, she displayed the strong intent to indiscriminately murder all those involved.(*From the Trial Synopsis: Page 27)(*From Supplemental Materials B: Page 61)(*From the Bernkastel Documents: Page 1103)",{e:070:なお、源次は、この計画に反対したため、殺害されました。{n}その後、秀吉も殺害されました。{n}以後は無差別で、関係者全員を殺害する強い意志を示すものでした。{n}（※裁判概要書：２７ページより）{n}（※補足資料Ｂ：６１ページより）{n}（※ベルンカステル文書：１１０３ページより）},[=JP],"{e:070:Генджи был убит потому, что выступил против этой схемы.{n}Позже был убит и Хидэёши.{n}Отсюда она проявила твёрдое намерение без разбора убивать всех тех, кто замешан.{n}(*Из краткого обзора заседания: страница 27){n}(*Из сопутствующей документации Б: страница 61){n}(*Из документов {f:5:Бернкастель}: страница 1103)}","{e:070:Ademais, Genji foi morto porque se opôs a este plano.{n}Mais tarde, Hideyoshi também foi morto.{n}Subsequentemente, Natsuhi demonstrou uma forte intenção de matar todos os envolvidos, sem nenhuma discriminação.{n}(*Ementa de Julgamento, p.27){n}(*Materiais Complementares B, p.61){n}(*Documentos de {f:5:Bernkastel}, p.1103)}",{e:070:還有，由于源次反對了這個計劃，所以他也遭到了殺害。{n}在這之後，秀吉也遭到了殺害。{n}表現出了，以後將無差別地殺害全體相關人員的強烈決意。{n}（※審判概要書：第 27 頁）{n}（※補充資料 B：第 61 頁）{n}（※貝倫卡斯泰露文書：第 1103 頁）},{e:070:还有，由于源次反对了这个计划，所以他也遭到了杀害。{n}在这之后，秀吉也遭到了杀害。{n}表现出了，以后将无差别地杀害全体相关人员的强烈决意。{n}（※审判概要书：第 27 页）{n}（※补充资料 B：第 61 页）{n}（※贝伦卡斯泰露文书：第 1103 页）},"Inoltre, Genji fu assassinato perché si opponeva a questo piano. In seguito, anche Hideyoshi fu assassinato. Da questo punto in poi, lei mostrò il forte intento di uccidere indiscriminatamente tutti quelli coinvolti. {n}(*Dal Registro Processuale: Pagina 27) {n}(*Dai Materiali Supplementari B: Pagina 61) {n}(*Dai Documenti di Bernkastel: Pagina 1103)"
,{e:070:The concrete details of the crimes are as follows:} ,{e:070:The concrete details of the crimes are as follows:},The following outlines the details of the crime.,{e:070:なお、具体的な犯行は以下の通りです。},[=JP],{e:070:Ниже описаны детали преступления}.,{e:070:Seguem os detalhes concretos do crime:},{e:070:另外，具體的犯罪如下所述。},{e:070:另外，具体的犯罪如下所述。},{n}Ciò che segue delinea i dettagli del crimine.
,{e:070:1986‐10‐04 24:00. {n}Natsuhi decided to commit the crimes.} ,{e:070:1986‐10‐04 24:00.{n}Natsuhi decided to commit the crimes.}," 24:00, October 4th, 1986. Natsuhi decided to commit the crime.",{e:070:１９８６年１０月４日２４時。{n}夏妃は犯行を決意。},[=JP],"{e:070:Полночь, 4 октября 1986 года.{n}Нацухи решилась на преступление}.",{e:070:04.10.1986 — 24:00.{n}Natsuhi decidiu cometer os crimes.},{e:070:1986 年 10 月 4 日 24 點。{n}夏妃決心犯案。},{e:070:1986 年 10 月 4 日 24 点。{n}夏妃决心犯案。},"24:00, 4 ottobre, 1986. Natsuhi decise di commettere il crimine."
,"{e:070:Because Genji refused to assist her when asked, she murdered him.} ","{e:070:Because Genji refused to assist her when asked, she murdered him.}"," Because Genji refused to assist her when she asked, she murdered him.",{e:070:源次に協力を求めるも拒否されたため、これを殺害。},[=JP],"{e:070:Она убила Генджи, поскольку он в ответ на её просьбу отказался с ней сотрудничать}.","{e:070:Por ter recusado ajudá‐la quando requisitado, ela matou Genji.}",{e:070:她尋求源次幫助，由於遭到拒絕，而將其殺害。},{e:070:她寻求源次帮助，由于遭到拒绝，而将其杀害。},"Dato che Genji rifiutò di assisterla quando lei lo chiese, lo assassinò."
,"{e:070:She then murdered her husband Krauss in his own room. {n}(*Trial Summary, p.40) {n}(*Supplemental Materials S, p.8) {n}(*{f:5:Bernkastel} Documents, p.1105) {n}(*Great Court Internal Documents: Library of Law A09 #9974)} ","{e:070:She then murdered her husband Krauss in his own room.{n}(*Trial Summary, p.40){n}(*Supplemental Materials S, p.8){n}(*{f:5:Bernkastel} Documents, p.1105){n}(*Great Court Internal Documents: Library of Law A09 #9974)}", She then murdered her husband Krauss in his own room.(*From the Trial Synopsis: Page 40)(*From Supplemental Materials S: Page 8)(*From the Bernkastel Documents: Page 1105)(*From the Great Court's Internal Documents: General Affairs A09 #9974),{e:070:続いて、夫の蔵臼を彼の自室で殺害しました。{n}（※裁判概要書：４０ページより）{n}（※補足資料Ｓ：８ページより）{n}（※ベルンカステル文書：１１０５ページより）{n}（※大法院内務文書：法総書Ａ０９第９９７４号より）},[=JP],{e:070:Затем убила своего мужа Краусса в его комнате.{n}(*Из краткого обзора заседания: страница 40){n}(*Из сопутствующей документации С: страница 8){n}(*Из документов {f:5:Бернкастель}: страница 1105){n}(*Из внутренних документов Верховного суда: общие вопросы A09 #9974)},"{e:070:Ela então matou seu marido Krauss em seu próprio quarto.{n}(*Ementa de Julgamento, p.40){n}(*Materiais Suplementares S, p.8){n}(*Documentos de {f:5:Bernkastel}, p.1105){n}(*Documentos Internos da Grande Corte: Biblioteca da Lei A09 nº9974)}",{e:070:接著，她將丈夫藏臼于他自己的房間內殺害。{n}（※審判概要書：第 40 頁）{n}（※補充資料 S：第 8 頁）{n}（※貝倫卡斯泰露文書：第 1105 頁）{n}（※大法院內務文書：法總書 A09 第 9974 號）},{e:070:接着，她将丈夫藏臼于他自己的房间内杀害。{n}（※审判概要书：第 40 页）{n}（※补充资料 S：第 8 页）{n}（※贝伦卡斯泰露文书：第 1105 页）{n}（※大法院内务文书：法总书 A09 第 9974 号）},Poi uccise suo marito Krauss nella sua stanza. {n}(*Dal Registro Processuale: Pagina 40) {n}(*Dai Materiali Supplementari: Pagina 8) {n}(*Dai Documenti di Bernkastel: Pagina 1105) {n}(*Dai Documenti Interni della Grande Corte: Affari Generali A09 #9974)
