Speaker,PC Japanese (JP)
{f:5:Beatrice},「はっはっはっは、わっはっはっはっは！　まさか、最後の最後でベルンカステル卿の駒が乱入してくるとは…！」
{f:5:Bernkastel},「……あんたとのゲームに相応しい駒を、ずいぶんあちこち探し回ったの。……きっと気に入ってもらえると思うわ。」
{f:5:Lambdadelta},「何よあの駒！　誰よあいつ、何者よ！　名乗らないなんてズルイわよ！！　ねぇ、あんたもそう思うでしょ？！」
{f:5:Beatrice},「…妾は大体察しはついておるが。……というか、普通、わかるであろう。」
{f:5:Lambdadelta},「普通？！　わかんないわよぅ、初登場のキャラでしょ？！　名乗らなかったら私もプレイヤーもみんなわかんないわよ、ねぇ？！」
{f:5:Bernkastel},「…………ベアト、教えてあげなくていいわよ。ね？　面白い子でしょ？」
{f:5:Beatrice},「う、…うむ。……ラムダデルタ卿の天真爛漫にして天然なところは、実に貴重で面白いものである。……くっくっくっく！」
{f:5:Lambdadelta},「何よ何よ、何で私にだけ教えてくれないのよ、意地悪ぅー！！　じゃあ、私だけが気付いた、取って置きの秘密を特別に教えてあげるわ！　だから教えなさいよ！」
{f:5:Beatrice},「……ほぅ。取って置きの秘密とな！　聞きたいぞ聞きたいぞ…！」
{f:5:Lambdadelta},「べーだ！　教えて欲しかったら、先にあの女の正体を教えるのよ！　私の知った秘密はスゴイわよぅ？！　何しろ、サンタさんの正体が実はお父さんだったってくらいスゴイんだからぁ！
{f:5:Lambdadelta},　あら？くす！　言っちゃったぁ☆　ごめんなさいねぇ、天地が引っ繰り返るくらいびっくりしちゃったでしょう？！　をーっほっほっほっほ！」
{f:5:Bernkastel},「………ラムダのとこには、お父さんが来てたの？」
{f:5:Lambdadelta},「来てたの、ってどーゆう意味よぅ。」
{f:5:Bernkastel},「…サンタクロース卿は、心の綺麗な子どものところへしか訪れないのよ。あんたのとこには来なかったのね？」
{f:5:Beatrice},「まぁ、サンタクロース卿は寛大であるからな。よーっぽどの大悪党でもない限り、プレゼントを恵んでくださるぞ。何しろ、妾にもくれたくらいだからな！」
{f:5:Bernkastel},「………成長して心が荒んでくると来なくなるのよね。ベアトのとこにはいくつくらいまで来てたの？」
{f:5:Beatrice},「うむ。１２歳くらいまでは来ておったぞ。乙女心に目覚めると、急にサンタ卿が来るのが、何だか恥ずかしくなってな。
