Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,A monotonous electronic sound kept on repeating. ,A monotonous electronic sound kept on repeating.,A monotonous electronic sound kept on repeating.,　単調な電子音が、ずっと繰り返されている。,単調な電子音が、ずっと繰り返されている。,Монотонный электронный звук периодически повторялся.,Um monótono som eletrônico continuou a se repetir.,A monotonous electronic sound kept on repeating.,單調的電子音沒完沒了地響個不停。,单调的电子音没完没了地响个不停。,A monotonous electronic sound kept on repeating.,Un monotono suono elettronico continuava a ripetersi.,A monotonous electronic sound kept on repeating.,A monotonous electronic sound kept on repeating.
,"The room was colored with hygienic tones...in other words, an emotionless white. ...It was a room at a certain university hospital. ","The theme of that room was a so‐called ""hygienic"" emotionless white.{n}...It was a room of a certain university hospital.", A so-called hygienic...emotionless white was the theme of that room....It was a hospital room of a certain university hospital.,衛生的、という名の無感情な白が、その部屋の基調。…そこは、とある大学病院の病室だった。,衛生的、という名の無感情な白が、その部屋の基調。{n}…そこは、とある大学病院の病室だった。,Так называемый гигиенический... бесцветный белый был тематическим цветом этой комнаты.{n}...Это была больничная палата известной университетской клиники.,"O tema daquela sala era chamado ""higienicamente"" de branco‐apático.{n}...Era um quarto com uma aparência de hospital universitário.","The theme of that room was a so‐called ""hygienic"" emotionless white.{n}...It was a room of a certain university hospital.",名為衛生的沒有感情的白色，是這間房間的主基調。{n}…此處是，某大學醫院的病房。,名为卫生的没有感情的白色，是这间房间的主基调。{n}…此处是，某大学医院的病房。,"The theme of that room was a so‐called ""hygienic"" emotionless white.{n}...It was a room of a certain university hospital.","Un cosiddetto sterile color bianco, privo di emozioni, era il tema di quella stanza. ... Era una stanza di ospedale di una certa clinica universitaria.","The theme of that room was a so‐called ""hygienic"" emotionless white.{n}...It was a room of a certain university hospital.","The theme of that room was a so‐called ""hygienic"" emotionless white.{n}...It was a room of a certain university hospital."
,"Neither her doctors nor the person herself had any doubts that this room, which had a price so high that no commoner could afford to spend a single night there, would be the last room she ever saw... ","An ordinary person wouldn't be able to afford the cost of even a single night in this room, a room which neither her doctors, nor she herself, had any doubts would be the last she ever stayed in..."," Neither her doctors nor the person herself had any doubts that this room, which an ordinary person wouldn't be able to afford just to spend the night, would be the last room she stayed in...",庶民ではとても一夜のベッド代さえ払えないその個室が、彼女の最後の部屋となることは、医師も本人も疑いはなかった…。,庶民ではとても一夜のベッド代さえ払えないその個室が、彼女の最後の部屋となることは、医師も本人も疑いはなかった…。,"Ни её врачи, ни она сама не сомневались, что эта комната, которую обычный человек не смог бы себе позволить даже на ночь, будет последним помещением, в котором она остановилась...","Uma pessoa comum não seria capaz de bancar uma única noite naquele quarto, um quarto onde nem os médicos, nem ela mesma, tinham nenhuma dúvida de que ela permaneceria ali para sempre...","An ordinary person wouldn't be able to afford the cost of even a single night in this room, a room which neither her doctors, nor she herself, had any doubts would be the last she ever stayed in...",這間平民百姓連一晚的床位費都負擔不起的單人病房，會成為她最後身處的房間，這已是醫生與她本人都不抱懷疑的事了…。,这间平民百姓连一晚的床位费都负担不起的单人病房，会成为她最后身处的房间，这已是医生与她本人都不抱怀疑的事了…。,"An ordinary person wouldn't be able to afford the cost of even a single night in this room, a room which neither her doctors, nor she herself, had any doubts would be the last she ever stayed in...","Né i suoi dottori né la persona stessa avevano dubbi sul fatto che questa stanza, che una persona ordinaria non se la sarebbe potuta permettere solo per trascorrere una notte, sarebbe stata l'ultima in cui sarebbe rimasta...","An ordinary person wouldn't be able to afford the cost of even a single night in this room, a room which neither her doctors, nor she herself, had any doubts would be the last she ever stayed in...","An ordinary person wouldn't be able to afford the cost of even a single night in this room, a room which neither her doctors, nor she herself, had any doubts would be the last she ever stayed in..."
,Was the person on the bed... ...Eva? ,Was the person on the bed...............Eva?," Was the person on the bed, ............Eva? ",ベッドの上にいるのは、…………絵羽なのだろうか。,ベッドの上にいるのは、…………絵羽なのだろうか。,"Была ли человеком, лежащим на кровати... ............Ева?",Quem era a pessoa na cama...............Eva?,Was the person on the bed...............Eva?,床上躺著的是，…………繪羽嗎？,床上躺着的是，…………绘羽吗？,Was the person on the bed...............Eva?,La persona sul letto era... Eva?,Was the person on the bed...............Eva?,Was the person on the bed...............Eva?
,"Even if someone told you that was so, she was unbelievably aged and worn out. ","She looked haggard and aged, to the point that you would not believe it was her, unless you were told.","Even if someone told you that was so, she was unbelievably aged and worn out.",そうだと言われなければ、信じられないくらいに彼女は老け込み、やつれていた。,そうだと言われなければ、信じられないくらいに彼女は老け込み、やつれていた。,"Даже если бы кто‐нибудь сказал вам, что это так, она была невероятно старой и истощённой.","Ela parecia abatida e envelhecida, ao ponto de você não acreditar que era ela, a não ser que lhe fosse dito.","She looked haggard and aged, to the point that you would not believe it was her, unless you were told.",她衰老憔悴到了，如果沒聽到“是的”，就無法相信的地步。,她衰老憔悴到了，如果没听到“是的”，就无法相信的地步。,"She looked haggard and aged, to the point that you would not believe it was her, unless you were told.","Sebbene qualcuno avesse detto così, era incredibilmente invecchiata ed esausta.","She looked haggard and aged, to the point that you would not believe it was her, unless you were told.","She looked haggard and aged, to the point that you would not believe it was her, unless you were told."
,The well-built man in a suit waiting in the corner near the door was having a whispered conversation through an intercom with someone outside. ,"A well‐built man in a suit, waiting in the corner near the door, was having a conversation with the outside in a low voice, over the intercom.", The well-built man in a suit waiting in the corner near the door was having a conversation with the outside on the intercom in a small voice.,扉の脇に控えていた体格の良いスーツ姿の男が、インカムで外部と小声でやり取りをしている。,扉の脇に控えていた体格の良いスーツ姿の男が、インカムで外部と小声でやり取りをしている。,"Хорошо сложенный мужчина в костюме, ожидавший в углу возле двери, вполголоса говорил с внешним миром по двусторонней связи.","Um homem de bom porte físico, usando um terno, que esperava no corredor próximo à porta, estava tendo uma conversa com alguém de fora em um tom de voz baixo, por um comunicador.","A well‐built man in a suit, waiting in the corner near the door, was having a conversation with the outside in a low voice, over the intercom.",站在門邊的體格健壯，穿著西裝的男子，正在以對講耳機與外面的某人小聲說話。,站在门边的体格健壮，穿着西装的男子，正在以对讲耳机与外面的某人小声说话。,"A well‐built man in a suit, waiting in the corner near the door, was having a conversation with the outside in a low voice, over the intercom.","Il robusto uomo in divisa che aspettava nell'angolo vicino la porta stava avendo una conversazione con l'esterno, sull'interfono, a voce bassa.","A well‐built man in a suit, waiting in the corner near the door, was having a conversation with the outside in a low voice, over the intercom.","A well‐built man in a suit, waiting in the corner near the door, was having a conversation with the outside in a low voice, over the intercom."
,...He was a guard protecting Eva's person. ,...He was a guard protecting Eva's person.,...He was a guard protecting Eva's person.,…絵羽の身辺を固める護衛だった。,…絵羽の身辺を固める護衛だった。,"...Он был телохранителем, охраняющим Еву.",...Ele era um guarda que fazia a segurança pessoal de Eva.,...He was a guard protecting Eva's person.,…他是繪羽的貼身保鏢。,…他是绘羽的贴身保镖。,...He was a guard protecting Eva's person.,... Era una guardia che proteggeva Eva.,...He was a guard protecting Eva's person.,...He was a guard protecting Eva's person.
,"After telling the person on the other end of the intercom to wait, he approached Eva's bed. ","After telling the person on the other end of the intercom to wait, he approached Eva's bed."," After telling the person on the other end of the intercom to wait, he approached Eva's bed.",インカムの相手に待機するように伝えると、ベッドの絵羽に近付く。,インカムの相手に待機するように伝えると、ベッドの絵羽に近付く。,"Сказав человеку на другом конце внутренней связи подождать, он подошёл к её кровати.","Após dizer para a pessoa do outro lado do comunicador esperar, ele se aproximou da cama da Eva.","After telling the person on the other end of the intercom to wait, he approached Eva's bed.",在指示對方待命後，他來到了躺在床上的繪羽身邊。,在指示对方待命后，他来到了躺在床上的绘羽身边。,"After telling the person on the other end of the intercom to wait, he approached Eva's bed.","Dopo aver detto alla persona dall'altro capo dell'interfono di aspettare, si avvicinò al letto di Eva.","After telling the person on the other end of the intercom to wait, he approached Eva's bed.","After telling the person on the other end of the intercom to wait, he approached Eva's bed."
,...Eva had been awake for a short while. ,...Eva had been awake for a while.,...Eva had been awake for a short while.,…絵羽は、さっきから起きてはいる。,…絵羽は、さっきから起きてはいる。,...Ева уже какое‐то время не спала.,...Eva já estava acordada fazia um tempo.,...Eva had been awake for a while.,…繪羽從剛才起一直醒著。,…绘羽从刚才起一直醒着。,...Eva had been awake for a while.,... Eva era stata sveglia per un po' di tempo.,...Eva had been awake for a while.,...Eva had been awake for a while.
,"...However, she stared at a single point in empty space, as though her mind was not in the same place. ","......However, she stared at a single point in empty space, as though her mind was not in the same place.","......However, she stared at a single point in empty space, as though her mind was not in the same place.",……しかし、何もない空中の一点をじっと見ていて、意識がここにないかのようであった。,……しかし、何もない空中の一点をじっと見ていて、意識がここにないかのようであった。,"......Тем не менее, она смотрела в пространство в одну точку, словно мыслями была где‐то далеко‐далеко.","......Porém, ela observava um único ponto no espaço vazio, como se sua mente não estivesse no mesmo lugar.","......However, she stared at a single point in empty space, as though her mind was not in the same place.",……不過，她目不轉睛地盯著空無一物的空中的某一點，而她的意識似乎並不在此處。,……不过，她目不转睛地盯着空无一物的空中的某一点，而她的意识似乎并不在此处。,"......However, she stared at a single point in empty space, as though her mind was not in the same place.","... Tuttavia, lei fissava un solo punto in uno spazio vuoto, come se la sua mente non fosse nello stesso posto.","......However, she stared at a single point in empty space, as though her mind was not in the same place.","......However, she stared at a single point in empty space, as though her mind was not in the same place."
