Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"...Forget what the adults expected. At least for us kids, these were supposed to be a fun couple of days where the cousins deepened their friendship. ","......The adults' motivations aside...{n}At least for us kids, these were supposed to be a fun couple of days where we cousins deepened our friendship.","......Forget what the adults expected. At least for us kids, these were supposed to be a fun couple of days where the cousins deepened their friendship.",……親たちの思惑はともかく。少なくとも俺たち子どもにとっては、いとこたちと親睦を深め合うだけの、楽しい二日間のはずだった。,……親たちの思惑はともかく。{n}少なくとも俺たち子どもにとっては、いとこたちと親睦を深め合うだけの、楽しい二日間のはずだった。,"...Забыть о том, чего ожидали взрослые.{n}Хотя бы для нас, детей, это должны были оказаться несколько дней веселья и укрепления нашей дружбы.","......Deixando as motivações dos adultos de lado...{n}Ao menos para nós crianças, estes supostamente eram para ser dias de diversão, onde os primos aprofundam suas amizades.","......The adults' motivations aside...{n}At least for us kids, these were supposed to be a fun couple of days where we cousins deepened our friendship.",……長輩們的想法姑且不論。{n}至少對我們小孩子來說，這本應是與堂兄妹們和睦相處的，愉快的兩天。,……长辈们的想法姑且不论。{n}至少对我们小孩子来说，这本应是与堂兄妹们和睦相处的，愉快的两天。,"......The adults' motivations aside...{n}At least for us kids, these were supposed to be a fun couple of days where we cousins deepened our friendship.","... Dimenticare ciò che si aspettavano gli adulti. Almeno per noi ragazzi, questi sarebbero dovuti essere un paio di giorni divertenti dove i cugini avrebbero approfondito la loro amicizia.","......The adults' motivations aside...{n}At least for us kids, these were supposed to be a fun couple of days where we cousins deepened our friendship.","......The adults' motivations aside...{n}At least for us kids, these were supposed to be a fun couple of days where we cousins deepened our friendship."
,"However, when we woke up, there was an unbelievably cruel reality waiting for us... ","However, when we woke up, there was an unbelievably cruel reality waiting for us..."," However, when we woke up, there was an unbelievably cruel reality waiting for us...",しかし、目が覚めてみれば、待ち受けていたのは信じ難いほどに残酷な現実だった…。,しかし、目が覚めてみれば、待ち受けていたのは信じ難いほどに残酷な現実だった…。,"Однако когда мы проснулись, невероятно жестокая реальность поджидала нас...","Porém, quando acordamos, havia uma inacreditável e cruel realidade esperando por nós...","However, when we woke up, there was an unbelievably cruel reality waiting for us...",然而，睜開眼睛時，等著我們的卻是難以置信的殘酷現實…。,然而，睁开眼睛时，等着我们的却是难以置信的残酷现实…。,"However, when we woke up, there was an unbelievably cruel reality waiting for us...","Tuttavia, quando ci svegliammo, ci fu un'incredibile e crudele realtà ad aspettarci...","However, when we woke up, there was an unbelievably cruel reality waiting for us...","However, when we woke up, there was an unbelievably cruel reality waiting for us..."
Ushiromiya Jessica,"""......Hic, ...hic...!"" ","""............hic, ......hic......!""","""............hic, ......hic......!""",「…………ひっく、……えっく……！」,「…………ひっく、……えっく……！」,"""............Ик... ик!..""","""............hic, ......hic......!""","""............hic, ......hic......!""",「………嗚嗚，……嗚嗚……！」,「………呜呜，……呜呜……！」,"""............hic, ......hic......!""","""... hic... hic...!""","""............hic, ......hic......!""","""............hic, ......hic......!"""
Ushiromiya George,"""............"" ",""".................................""","""........................""",「………………………………。」,「………………………………」,"""........................""",""".................................""",""".................................""",「………………………………」,「………………………………」,""".................................""","""...""",""".................................""","""................................."""
,George-aniki and Jessica were crying over Shannon-chan and Kanon-kun's deaths. ,George‐aniki and Jessica were crying over Shannon‐chan and Kanon‐kun's deaths.,George-aniki and Jessica were crying over Shannon-chan and Kanon-kun's deaths.,譲治の兄貴と朱志香は、それぞれ紗音ちゃんと嘉音くんの死に涙を零していた。,譲治の兄貴と朱志香は、それぞれ紗音ちゃんと嘉音くんの死に涙を零していた。,Джордж‐аники и Джессика оплакивали смерти Шаннон‐чан и Канон‐куна.,O George‐aniki e a Jessica estavam chorando pelas mortes da Shannon‐chan e do Kanon‐kun.,George‐aniki and Jessica were crying over Shannon‐chan and Kanon‐kun's deaths.,讓治大哥與朱志香，各自為紗音與嘉音君的死流下了眼淚。,让治大哥与朱志香，各自为纱音与嘉音君的死流下了眼泪。,George‐aniki and Jessica were crying over Shannon‐chan and Kanon‐kun's deaths.,George-aniki e Jessica stavano piangendo le morti di Shannon-chan e Kanon-kun.,George‐aniki and Jessica were crying over Shannon‐chan and Kanon‐kun's deaths.,George‐aniki and Jessica were crying over Shannon‐chan and Kanon‐kun's deaths.
,"...Right now, everyone who was alive had gathered in the lobby on the first floor of the guesthouse. And there were 12 people there. ","......Right now, everyone who was alive was gathered in the lobby on the first floor of the guesthouse. And there were 12 of us.","......Right now, everyone who was alive was gathered in the lobby on the first floor of the guesthouse. And there were 12 of us.",……ゲストハウスの１階ロビーには、今、生きている全員が集まっていた。その人数は、１２人。,……ゲストハウスの１階ロビーには、今、生きている全員が集まっていた。その人数は、１２人。,...Прямо сейчас все выжившие собрались в фойе на первом этаже домика для гостей. Нас было двенадцать.,"......Agora mesmo, todos que estavam vivos se reuniram no lobby do primeiro andar da casa de hóspedes. E lá haviam 12 de nós.","......Right now, everyone who was alive was gathered in the lobby on the first floor of the guesthouse. And there were 12 of us.",……此刻，在賓館一樓的大廳裡，聚集著所有活著的人。其人數為，十二。,……此刻，在宾馆一楼的大厅里，聚集着所有活着的人。其人数为，十二。,"......Right now, everyone who was alive was gathered in the lobby on the first floor of the guesthouse. And there were 12 of us.","... Ora, tutti i sopravvissuti si erano riuniti nell'atrio del piano terra della casa degli ospiti. E c'erano 12 di noi.","......Right now, everyone who was alive was gathered in the lobby on the first floor of the guesthouse. And there were 12 of us.","......Right now, everyone who was alive was gathered in the lobby on the first floor of the guesthouse. And there were 12 of us."
,"...Unbelievable, right? There were 18 until yesterday. ...And in one night, a third of that number had lost their lives... ","...Unbelievable, right?{n}There were 18 up until yesterday.{n}...And in one night, a third of that number had lost their lives...","...Unbelievable, right? There were 18 until yesterday....And in one night, a third of that number had lost their lives...",…信じられるだろうか？昨日まで１８人いたんだ。…その三分の一が、一夜にして、命を失った…。,…信じられるだろうか？{n}昨日まで１８人いたんだ。{n}…その三分の一が、一夜にして、命を失った…。,"...Невероятно, правда?{n}Ещё вчера нас было 18.{n}...И за одну ночь треть от этого количества рассталась с жизнью...","...Inacreditável, não é?{n}Havia 18 pessoas até ontem.{n}...E, em uma noite, um terço desse número perdeu suas vidas...","...Unbelievable, right?{n}There were 18 up until yesterday.{n}...And in one night, a third of that number had lost their lives...",…能相信嗎？{n}直到昨天為止，還有十八人。{n}…其中的三分之一，在一夜之間，喪了命…。,…能相信吗？{n}直到昨天为止，还有十八人。{n}…其中的三分之一，在一夜之间，丧了命…。,"...Unbelievable, right?{n}There were 18 up until yesterday.{n}...And in one night, a third of that number had lost their lives...","... Incredibile, vero? Eravamo in 18 fino a ieri. ... E in una notte, un terzo di quel numero aveva perso le loro vite...","...Unbelievable, right?{n}There were 18 up until yesterday.{n}...And in one night, a third of that number had lost their lives...","...Unbelievable, right?{n}There were 18 up until yesterday.{n}...And in one night, a third of that number had lost their lives..."
,"I eventually sobered up from my agitation and, along with my lack of sleep from being woken up so early in the morning, I was beginning to feel a faint sense of unreality. ","My agitation had finally settled down, and, along with my lack of sleep from being woken up so early in the morning, I was beginning to feel like this was just a little unreal."," I eventually sobered up from my agitation, and, along with my lack of sleep because of what had happened so early in the morning, I was beginning to feel like this was a little unreal.",俺は、ようやく興奮が醒めて、早朝に起こされた寝不足感が入り混じってきて、ほんの少し現実感を失いかけているところだった。,俺は、ようやく興奮が醒めて、早朝に起こされた寝不足感が入り混じってきて、ほんの少し現実感を失いかけているところだった。,"Я вскоре протрезвел от своего возбуждения, и от недостатка сна из‐за событий, случившихся так рано утром, всё начало казаться мне слегка нереальным.","Minha agitação finalmente diminuiu, junto à minha falta de sono por ter sido acordado tão cedo essa manhã, eu estava sentindo como se tudo isso foi apenas um pouco irreal.","My agitation had finally settled down, and, along with my lack of sleep from being woken up so early in the morning, I was beginning to feel like this was just a little unreal.",我總算是從興奮中清醒了過來，由於一大早就被叫醒，有點睡眠不足，現實感正在一點一點地喪失。,我总算是从兴奋中清醒了过来，由于一大早就被叫醒，有点睡眠不足，现实感正在一点一点地丧失。,"My agitation had finally settled down, and, along with my lack of sleep from being woken up so early in the morning, I was beginning to feel like this was just a little unreal.","Io mi ero infine calmato un po' dalla mia agitazione, e, insieme alla mia mancanza di sonno per quello che era successo così presto di mattina, stavo iniziando a provare la sensazione che non fosse reale.","My agitation had finally settled down, and, along with my lack of sleep from being woken up so early in the morning, I was beginning to feel like this was just a little unreal.","My agitation had finally settled down, and, along with my lack of sleep from being woken up so early in the morning, I was beginning to feel like this was just a little unreal."
,...I want to think this is some kind of bad dream... My cheap escapism keeps telling me that over and over. ,"......I want to think this is some kind of bad dream... My cheap escapism kept telling me that was true, over and over.",......I want to think this is some kind of bad dream... My cheap escapism keeps telling me that over and over.,……何かの悪い夢だと思いたい…。俺のチープな現実逃避は、さっきからそうであると延々と主張し続けている。,……何かの悪い夢だと思いたい…。俺のチープな現実逃避は、さっきからそうであると延々と主張し続けている。,"...Мне хотелось думать, что всё это лишь дурной сон...Идя на поводу у своего дешёвого эскапизма, я повторял это снова и снова.",......Quero pensar que isso é algum tipo de pesadelo... Meu escapismo barato continua a me dizer repetidamente que era verdade.,"......I want to think this is some kind of bad dream... My cheap escapism kept telling me that was true, over and over.",……真希望這是什麼惡夢…。我那廉價的逃避現實，從剛才起就不停地如此吵吵著。,……真希望这是什么恶梦…。我那廉价的逃避现实，从刚才起就不停地如此吵吵着。,"......I want to think this is some kind of bad dream... My cheap escapism kept telling me that was true, over and over.",... Volevo pensare che era una specie di brutto sogno... la mia evasione dalla realtà continuava a ripetermelo in continuazione.,"......I want to think this is some kind of bad dream... My cheap escapism kept telling me that was true, over and over.","......I want to think this is some kind of bad dream... My cheap escapism kept telling me that was true, over and over."
,Maria had gone back to sleep on the sofa Rosa was sitting in. ,Maria had gone back to sleep in the sofa Auntie Rosa was sitting in., Maria had gone back to sleep in the sofa Rosa was sitting in.,真里亞は楼座叔母さんの座るソファーで、再び寝直してしまった。,真里亞は楼座叔母さんの座るソファーで、再び寝直してしまった。,"Мария вновь заснула на диване, где сидела Роза.",A Maria voltou para dormir no sofá onde a tia Rosa estava sentada.,Maria had gone back to sleep in the sofa Auntie Rosa was sitting in.,在樓座姑母坐著的沙發上，真里亞再度睡著了。,在楼座姑母坐着的沙发上，真里亚再度睡着了。,Maria had gone back to sleep in the sofa Auntie Rosa was sitting in.,Maria era tornata a dormire sul divano dove era seduta Rosa.,Maria had gone back to sleep in the sofa Auntie Rosa was sitting in.,Maria had gone back to sleep in the sofa Auntie Rosa was sitting in.
