Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,The months and years slid by.,The months and years slid by. ,The months and years slid by.,そして年月はゆっくりと降り積もる。,そして年月はゆっくりと降り積もる。,Шли месяцы и годы.,Meses e anos foram ficando para trás.,The months and years slid by.,然後，光陰緩緩沉澱，歲月慢慢堆積。,然后，光阴缓缓沉淀，岁月慢慢堆积。,The months and years slid by.,The months and years slid by.,The months and years slid by.
,"In my new, more colorful life, I smiled at the spring sunshine peeking through the trees, gazed up at the column of summer clouds, enjoyed the piles of fallen leaves in autumn, and played in the winter snow the few times it did fall.","In my new, more colorful life, I smiled at the spring sunshine peeking through the trees, gazed up at the column of summer clouds, enjoyed the piles of fallen leaves in autumn, and played in the winter snow the few times it did fall. "," In my new, more colorful life, I smiled at the spring sunshine peeking through the trees, gazed up at the column of summer clouds, enjoyed the piles of fallen leaves in autumn, and played in the winter snow the few times it did fall.",彩を得た我が日々は、春の木漏れ日に笑い、夏に入道雲を見上げ、秋には落ちる木の葉を愛で、冬は稀なる雪化粧を楽しむ。,彩を得た我が日々は、春の木漏れ日に笑い、夏に入道雲を見上げ、秋には落ちる木の葉を愛で、冬は稀なる雪化粧を楽しむ。,"В своей новой, более яркой жизни, я улыбалась весеннему солнцу, выглядывающему из‐за деревьев, смотрела на шествие летних облаков, радовалась кучкам опавших осенних листьев и изредка играла с зимним снегом, когда он выпадал.","Meu cotidiano foi se matizando; eu sorria para o sol de primavera que espreitava entre as árvores, observava as cúmulo‐nimbo de verão, apreciava as folhas de outono que se empilhavam e brincava na neve durante as ocasiões em que ela caía.","In my new, more colorful life, I smiled at the spring sunshine peeking through the trees, gazed up at the column of summer clouds, enjoyed the piles of fallen leaves in autumn, and played in the winter snow the few times it did fall.",於獲得了色彩的我的生活中，春天笑對從樹梢間射下的陽光，夏天仰望天空的積雨雲，秋天喜愛翩翩落葉，冬天欣賞罕見的素裹銀裝。,于获得了色彩的我的生活中，春天笑对从树梢间射下的阳光，夏天仰望天空的积雨云，秋天喜爱翩翩落叶，冬天欣赏罕见的素裹银装。,"In my new, more colorful life, I smiled at the spring sunshine peeking through the trees, gazed up at the column of summer clouds, enjoyed the piles of fallen leaves in autumn, and played in the winter snow the few times it did fall.","In my new, more colorful life, I smiled at the spring sunshine peeking through the trees, gazed up at the column of summer clouds, enjoyed the piles of fallen leaves in autumn, and played in the winter snow the few times it did fall.","In my new, more colorful life, I smiled at the spring sunshine peeking through the trees, gazed up at the column of summer clouds, enjoyed the piles of fallen leaves in autumn, and played in the winter snow the few times it did fall."
,"As these days passed one after another, there was a considerable change to my environment.","As these days passed one after another, there was a considerable change to my environment. "," As these days passed one after another, there was a considerable change to my environment.",そんな日々が繰り返されるうちに、決して小さくない環境の変化が重なっていった。,そんな日々が繰り返されるうちに、決して小さくない環境の変化が重なっていった。,"Пока дни летели один за другим, окружающая меня обстановка значительно изменилась.","Conforme esses dias passavam um após o outro, uma considerável mudança ocorreu em meu ambiente.","As these days passed one after another, there was a considerable change to my environment.",在日復一日地過著這樣的生活的同時，我所處的環境有了個不算小的變化。,在日复一日地过着这样的生活的同时，我所处的环境有了个不算小的变化。,"As these days passed one after another, there was a considerable change to my environment.","As these days passed one after another, there was a considerable change to my environment.","As these days passed one after another, there was a considerable change to my environment."
,That was a complete rotation in the servants from the Gospel House.,The servants coming from the Fukuin House had switched. , The servants coming from the Fukuin House had switched.,それは、福音の家より来た使用人たちの入れ替わりである。,それは、福音の家より来た使用人たちの入れ替わりである。,"Поменялись слуги, приходящие из Дома Фукуин.",Houve uma rotação completa dentre os serviçais da Casa Fukuin.,That was a complete rotation in the servants from the Gospel House.,而這變化，即是來自福音之家的傭人們的更替。,而这变化，即是来自福音之家的佣人们的更替。,That was a complete rotation in the servants from the Gospel House.,That was a complete rotation in the servants from the Gospel House.,That was a complete rotation in the servants from the Gospel House.
,"There weren't specific grades like in school, so there was no rule saying how long a servant could work before quitting.","There weren't specific grades like in school, so there was no rule saying how long a servant could work before quitting. "," There weren't specific grades like in school, so there was no rule saying how long a servant could work before quitting.",学校のように学年があるわけではないので、誰が何年で辞めると、厳密に決まっているわけではない。,学校のように学年があるわけではないので、誰が何年で辞めると、厳密に決まっているわけではない。,"Здесь не было конкретных классов, как в школе, поэтому не было и правила о том, сколько слуга может работать, прежде чем уволиться.","Não haviam séries específicas como na escola, por isso não havia regras sobre quanto tempo um serviçal poderia trabalhar antes de ir embora.","There weren't specific grades like in school, so there was no rule saying how long a servant could work before quitting.",因為不是像學校那樣有學年，所以並沒有嚴格細致地規定，誰誰誰幹多少年後就離開。,因为不是像学校那样有学年，所以并没有严格细致地规定，谁谁谁干多少年后就离开。,"There weren't specific grades like in school, so there was no rule saying how long a servant could work before quitting.","There weren't specific grades like in school, so there was no rule saying how long a servant could work before quitting.","There weren't specific grades like in school, so there was no rule saying how long a servant could work before quitting."
,"Each servant made their own decision about when they would ""graduate"" from Rokkenjima.","Each servant made their own decision about when they would ""graduate"" from Rokkenjima. ", Each servant made their own decision about when they would 'graduate' from Rokkenjima.,何年で六軒島を“卒業”するかは、使用人たち個々人と環境が判断することなのである。,何年で六軒島を“卒業”するかは、使用人たち個々人と環境が判断することなのである。,"Каждый служащий принимал собственное решение по поводу того, когда ему 'выпуститься' с Роккенджимы.","Cada serviçal tomava a sua própria decisão sobre quando iria se ""graduar"" de Rokkenjima.","Each servant made their own decision about when they would ""graduate"" from Rokkenjima.",要待幾年才從六軒島“畢業”，是根據傭人們每一個個人與環境判斷的。,要待几年才从六轩岛“毕业”，是根据佣人们每一个个人与环境判断的。,"Each servant made their own decision about when they would ""graduate"" from Rokkenjima.","Each servant made their own decision about when they would ""graduate"" from Rokkenjima.","Each servant made their own decision about when they would ""graduate"" from Rokkenjima."
,Some of those who couldn't stand the environment would quit in as little as three days.,Some of those who couldn't stand the environment would quit in as little as three days. , Some of those who couldn't stand the environment would quit in as little as three days.,よほど環境が合わない使用人なら、来て３日ともたない者もいる。,よほど環境が合わない使用人なら、来て３日ともたない者もいる。,"Некоторые из тех, кто не выдерживал окружающей обстановки, уходили дня через три.",Alguns dos serviçais que não conseguiam suportar o ambiente abandonavam após três dias.,Some of those who couldn't stand the environment would quit in as little as three days.,如果是相當不適合這個環境的傭人，也有來了 3 天不到就走了的。,如果是相当不适合这个环境的佣人，也有来了 3 天不到就走了的。,Some of those who couldn't stand the environment would quit in as little as three days.,Some of those who couldn't stand the environment would quit in as little as three days.,Some of those who couldn't stand the environment would quit in as little as three days.
,"After all, life on Rokkenjima was strict.","After all, life on Rokkenjima was strict. "," After all, life on Rokkenjima was strict.",何しろ、六軒島での生活は厳しい。,何しろ、六軒島での生活は厳しい。,Всё‐таки жизнь на Роккенджиме была строгой.,"Afinal, a vida em Rokkenjima era rigorosa.","After all, life on Rokkenjima was strict.",畢竟，六軒島的生活管得很嚴。,毕竟，六轩岛的生活管得很严。,"After all, life on Rokkenjima was strict.","After all, life on Rokkenjima was strict.","After all, life on Rokkenjima was strict."
,"It was also strict in the Gospel House, of course, but there were a lot of Rokkenjima‐only rules, and Natsuhi, the one who supervised the servants, was also very authoritarian. It was probably easy to feel constrained.","It was also strict in the Fukuin House, of course, but there were a lot of Rokkenjima-only rules, and Natsuhi, the one who supervised the servants, was also very authoritarian. It was probably easy to feel trapped. "," It was also strict in the Fukuin House, of course, but there were a lot of Rokkenjima-only rules, and Natsuhi, the one who supervised the servants, was also very authoritarian. It was probably easy to feel constrained.",福音の家ももちろん厳しいが、六軒島ならではの決まりごとも多く、使用人たちを統括する夏妃の指導も厳しい。窮屈に感じることも多いだろう。,福音の家ももちろん厳しいが、六軒島ならではの決まりごとも多く、使用人たちを統括する夏妃の指導も厳しい。窮屈に感じることも多いだろう。,"Разумеется, строгость присутствовала и в Доме Фукуин, но на Роккенджиме было много уникальных правил, и Нацухи, контролирующая слуг, тоже была очень авторитарной. Можно было запросто почувствовать себя ограниченными.","Também era rigorosa na Casa Fukuin, mas haviam muitas regras específicas em Rokkenjima, e a Natsuhi, aquela que supervisionava os serviçais, também era muito autoritária. Certamente era fácil se sentir desconfortável.","It was also strict in the Gospel House, of course, but there were a lot of Rokkenjima‐only rules, and Natsuhi, the one who supervised the servants, was also very authoritarian. It was probably easy to feel constrained.",雖然福音之家當然也很嚴，但此地有很多“在六軒島就得怎麼怎麼樣”的規矩，統領全體傭人的夏妃的教導也很嚴厲。他們是常常感到不自由吧。,虽然福音之家当然也很严，但此地有很多“在六轩岛就得怎么怎么样”的规矩，统领全体佣人的夏妃的教导也很严厉。他们是常常感到不自由吧。,"It was also strict in the Gospel House, of course, but there were a lot of Rokkenjima‐only rules, and Natsuhi, the one who supervised the servants, was also very authoritarian. It was probably easy to feel constrained.","It was also strict in the Gospel House, of course, but there were a lot of Rokkenjima‐only rules, and Natsuhi, the one who supervised the servants, was also very authoritarian. It was probably easy to feel constrained.","It was also strict in the Gospel House, of course, but there were a lot of Rokkenjima‐only rules, and Natsuhi, the one who supervised the servants, was also very authoritarian. It was probably easy to feel constrained."
,That constrained feeling and the money sat on opposite sides of the scale that they used to decide the time of their graduation.,That trapped feeling and the money sat on opposite sides of the scale that they used to decide the time of their graduation. , That constrained feeling and the money sat on opposite sides of the scale that they used to decide the time of their graduation.,その窮屈さと給金を秤に掛け、彼らは自ら、卒業の時期を判断するのである。,その窮屈さと給金を秤に掛け、彼らは自ら、卒業の時期を判断するのである。,"Чувство ограниченности и деньги лежат на противоположных сторонах весов, по которым определяют время выпуска.",Aquele sentimento desconfortável e o dinheiro sentavam em lados opostos de uma balança que eram usada para determinar o momento de suas graduações.,That constrained feeling and the money sat on opposite sides of the scale that they used to decide the time of their graduation.,通過權衡這份不自由與薪水孰輕孰重，他們自己判斷什麼時候畢業。,通过权衡这份不自由与薪水孰轻孰重，他们自己判断什么时候毕业。,That constrained feeling and the money sat on opposite sides of the scale that they used to decide the time of their graduation.,That constrained feeling and the money sat on opposite sides of the scale that they used to decide the time of their graduation.,That constrained feeling and the money sat on opposite sides of the scale that they used to decide the time of their graduation.
