Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Kinzo,"""............Well then, how will this game be resolved? ...You may submit, or you may resist. ...Either way, it will truly be an entertaining banquet worth betting my short remaining life on."" ","""...........................Now then. How will the game be resolved this time? ...You may submit, and you may resist. ......Either way, it will truly be an entertaining banquet worth betting my short remaining life on.""",""".....................Well then. How will this game be resolved? ...You may submit, and you may resist. ......Either way, it will truly be an entertaining banquet worth betting my short remaining life on.""",「………………………さて。この度のゲームはどう転ぶのか。…委ねるもよし、抗うもよし。……いずれにせよ、わしに残されたわずかの命を賭すに値する、実に楽しい宴よ。」,「………………………さて。この度のゲームはどう転ぶのか。…委ねるもよし、抗うもよし。……いずれにせよ、わしに残されたわずかの命を賭すに値する、実に楽しい宴よ」,""".....................Итак. Какой же исход будет у этой игры? ...Ты можешь сдаться, а можешь и сопротивляться. ......В любом случае, это будет воистину занимательный пир, достойный того, чтобы поставить на него отмеренный мне недолгий срок.""","""...........................Pois bem... Como o jogo será resolvido desta vez? ...Você deve se submeter ou deve resistir? ......De ambas as formas, será um divertido banquete digno de se apostar o que resta da minha curta vida.""","""...........................Now then. How will the game be resolved this time? ...You may submit, and you may resist. ......Either way, it will truly be an entertaining banquet worth betting my short remaining life on.""",「………………………哼哼。本次的遊戲會如何展開呢？…委身也好，抵抗也罷。……不管怎樣，這都會是值得賭上我所剩無幾的性命的，實在愉快的宴會。」,「………………………哼哼。本次的游戏会如何展开呢？…委身也好，抵抗也罢。……不管怎样，这都会是值得赌上我所剩无几的性命的，实在愉快的宴会。」,"""...........................Now then. How will the game be resolved this time? ...You may submit, and you may resist. ......Either way, it will truly be an entertaining banquet worth betting my short remaining life on.""","""... Allora. Come si risolverà questo gioco? ... Puoi sottometterti, e puoi opporre resistenza. ... In qualunque caso, sarà davvero un banchetto interessante su cui vale scommettere quel po' che mi resta da vivere.""","""...........................Now then. How will the game be resolved this time? ...You may submit, and you may resist. ......Either way, it will truly be an entertaining banquet worth betting my short remaining life on.""","""...........................Now then. How will the game be resolved this time? ...You may submit, and you may resist. ......Either way, it will truly be an entertaining banquet worth betting my short remaining life on."""
,"In his dimly lit study, occasionally brightened by lightning, Kinzo kept mumbling and laughing to himself. ","In his dimly lit study, which was occasionally brightened by lightning, Kinzo kept mumbling to himself, laughing to himself.","In his dimly lit study, which was occasionally brightened by lightning, Kinzo kept mumbling to himself, laughed by himself.",金蔵は薄暗い書斎で、時折、稲光に照らされながら、ぶつぶつと独り言を口走っては、それにひとり、笑う。,金蔵は薄暗い書斎で、時折、稲光に照らされながら、ぶつぶつと独り言を口走っては、それにひとり、笑う。,"Находясь в своем тускло освещённом кабинете, изредка озаряемом вспышкой молнии, Кинзо, посмеиваясь, что‐то бормотал про себя.","Em seu estúdio pouco iluminado, que ocasionalmente clareava devido aos raios, Kinzo continuava a murmurar para si mesmo, rindo sozinho.","In his dimly lit study, which was occasionally brightened by lightning, Kinzo kept mumbling to himself, laughing to himself.",在陰暗的書房中，隨著一陣陣閃電照亮臉龐，金藏嘰哩咕嚕地自言自語完後，獨自一笑。,在阴暗的书房中，随着一阵阵闪电照亮脸庞，金藏叽哩咕噜地自言自语完后，独自一笑。,"In his dimly lit study, which was occasionally brightened by lightning, Kinzo kept mumbling to himself, laughing to himself.","Nel suo studio scarsamente illuminato, rischiarato talvolta da un fulmine, Kinzo continuava a borbottare, ridendo tra sé.","In his dimly lit study, which was occasionally brightened by lightning, Kinzo kept mumbling to himself, laughing to himself.","In his dimly lit study, which was occasionally brightened by lightning, Kinzo kept mumbling to himself, laughing to himself."
,"On the antique clock with the intricate design that had been sitting on his desk, the two overlapping hands tilted to the right and began to slide. ","On the antique clock with an intricate design that was sitting on his desk, the two overlapping hands had begun to tilt to the right, and separate from one another."," On the antique clock with the intricate design that had been sitting on his desk, the two overlapping hands tilted to the right, and began to slide.",机の上に置かれた、凝った意匠の施されたアンティークの時計は、重なっていた２本の針を右に傾かせ、ずらし始めている。,机の上に置かれた、凝った意匠の施されたアンティークの時計は、重なっていた２本の針を右に傾かせ、ずらし始めている。,"На антикварных часах причудливого облика, стоявших у него на столе, две совпавшие стрелки сдвинулись вправо и принялись скользить вниз.","O clássico relógio com um intrigante design estava sobre sua mesma, os dois ponteiros sobrepostos começaram a se inclinar para a direita, separando‐se um do outro.","On the antique clock with an intricate design that was sitting on his desk, the two overlapping hands had begun to tilt to the right, and separate from one another.",擺在桌上的造工精細的古董時鐘中，兩根重合在一起的指針已開始往右傾斜，慢慢錯開。,摆在桌上的造工精细的古董时钟中，两根重合在一起的指针已开始往右倾斜，慢慢错开。,"On the antique clock with an intricate design that was sitting on his desk, the two overlapping hands had begun to tilt to the right, and separate from one another.","Sul vecchio orologio dalla complessa decorazione che poggiava sulla sua scrivania, le due lancette sovrapposte si allinearono, e iniziarono a scorrere.","On the antique clock with an intricate design that was sitting on his desk, the two overlapping hands had begun to tilt to the right, and separate from one another.","On the antique clock with an intricate design that was sitting on his desk, the two overlapping hands had begun to tilt to the right, and separate from one another."
,The measure of time that counted up to 24...had returned to 0...and had begun to count back again... ,"The passage of time that had counted to 24 had returned to 0, and begun to start counting again..."," The measure of time that counted to 24 had returned to 0, and had begun to count back again...",２４を数えた時の刻みが０に戻り、再びそれを数え直していた…。,２４を数えた時の刻みが０に戻り、再びそれを数え直していた…。,"Измеряемое время достигло 24 и вернулось к 0, а затем начался обратный отсчёт...","A passagem do tempo havia contado até 24 e retornado ao 0, começando mais uma vez sua contagem...","The passage of time that had counted to 24 had returned to 0, and begun to start counting again...",數到了二十四的時刻回到了零，再次重新數了起來…。,数到了二十四的时刻回到了零，再次重新数了起来…。,"The passage of time that had counted to 24 had returned to 0, and begun to start counting again...","L'orologio che segnava le 24 era ritornato a 0, partendo da capo...","The passage of time that had counted to 24 had returned to 0, and begun to start counting again...","The passage of time that had counted to 24 had returned to 0, and begun to start counting again..."
Ushiromiya Kinzo,"""...Measuring time is a brutal thing. It drags itself all the way to 24 over the course of a day, and then returns back to 0. ...It certainly did count to 23:59. However, is it ever able to reach 24:00? ...If you conclude that it returns to 0:00 again without reaching 24, how futile it must all be."" ","""......The passage of time is a brutal thing. It drags itself all the way to 24 over the course of a day, and then returns back to 0. ......It surely managed to count to 23:59. However, was it ever able to reach 24:00? ......If you believe that it returns to 0:00 again without reaching it, how futile it seems.""","""......Measuring time is a brutal thing. It drags itself all the way to 24 over the course of a day, and then returns back to 0. ......It surely counts to 23:59. However, is it ever able to reach 24:00? ......If you believe that it returns to 0:00 again without reaching it, how futile it seems.""",「……時の刻みとは残酷なものよ。２４を数えるために一日を掛けて辿り着き、そして再び０に戻る。……２３時５９分までは確かに数えただろう。しかし、２４時に辿り着くことはできたのだろうか？　……辿り着けず、再び０時に戻ったと考えれば、それは何とも虚しいことよ。」,「……時の刻みとは残酷なものよ。２４を数えるために一日を掛けて辿り着き、そして再び０に戻る。……２３時５９分までは確かに数えただろう。しかし、２４時に辿り着くことはできたのだろうか？　……辿り着けず、再び０時に戻ったと考えれば、それは何とも虚しいことよ」,"""......Измеряемое время жестоко. Оно тащится до 24 в течение дня, а затем возвращается обратно к нулю. ......Оно вне всякого сомнения достигает 23:59. Вот только сможет ли оно когда‐нибудь достичь 24:00? ......Если верить, что оно вновь возвращается к 0:00, то каким же напрасным кажется это течение.""","""......A passagem do tempo é algo brutal. Ela se arrasta por um longo caminho até bater 24 durante o curso do dia, e então, mais uma vez retorna ao 0. ......Certamente é possível contar até 23:59. Entretanto, nunca foi capaz de chegar 24:00? ......Se você acredita que ele retorna às 0:00 novamente sem alcançá‐lo, o quão fútil isso parece ser?""","""......The passage of time is a brutal thing. It drags itself all the way to 24 over the course of a day, and then returns back to 0. ......It surely managed to count to 23:59. However, was it ever able to reach 24:00? ......If you believe that it returns to 0:00 again without reaching it, how futile it seems.""",「……所謂時刻可真是殘酷。為了數到二十四，費盡一日抵達此處，然後再度回到了零。……直至二十三點五十九分，是確實能數到的。只不過，這到底有沒有抵達二十四點呢？……如果按未能抵達，再度回到了零來想，這是何等的徒勞呢。」,「……所谓时刻可真是残酷。为了数到二十四，费尽一日抵达此处，然后再度回到了零。……直至二十三点五十九分，是确实能数到的。只不过，这到底有没有抵达二十四点呢？……如果按未能抵达，再度回到了零来想，这是何等的徒劳呢。」,"""......The passage of time is a brutal thing. It drags itself all the way to 24 over the course of a day, and then returns back to 0. ......It surely managed to count to 23:59. However, was it ever able to reach 24:00? ......If you believe that it returns to 0:00 again without reaching it, how futile it seems.""","""... Misurare il tempo è una cosa selvaggia. Si trascina per tutto il giorno fino alle 24, per poi tornare indietro a 0. ... Arriva di certo alle 23:59. Tuttavia, è mai capace di raggiungere le 24:00? ... Se credi che torni alle 0. 00 senza raggiungere quell'ora, sembra davvero inutile.""","""......The passage of time is a brutal thing. It drags itself all the way to 24 over the course of a day, and then returns back to 0. ......It surely managed to count to 23:59. However, was it ever able to reach 24:00? ......If you believe that it returns to 0:00 again without reaching it, how futile it seems.""","""......The passage of time is a brutal thing. It drags itself all the way to 24 over the course of a day, and then returns back to 0. ......It surely managed to count to 23:59. However, was it ever able to reach 24:00? ......If you believe that it returns to 0:00 again without reaching it, how futile it seems."""
,"But perhaps a person's life is the same. You live, aiming for a perfect 24, and in the instant you reach it, you return to 0. ","No, is that not the same as a person's life? You live, aiming for a perfect 24, and in the instant you reach it, you return to 0.","No, is that the same as a person's life? You live, aiming for a perfect 24, and in the instant you reach it, you return to 0.",いや、それこそが人の生涯か。完全な２４を目指して生き、そこに辿り着いた刹那、０に戻る。,いや、それこそが人の生涯か。完全な２４を目指して生き、そこに辿り着いた刹那、０に戻る。,"Нет, не схоже ли это с человеческой жизнью? Ты живёшь, стремясь к идеальным 24, но стоит лишь их достигнуть, как возвращаешься к 0.","Não, não é o mesmo que a vida de uma pessoa? Você vive, almejando por um 24 perfeito e, no instante que o alcança, você retorna ao 0.","No, is that not the same as a person's life? You live, aiming for a perfect 24, and in the instant you reach it, you return to 0.",唉，這即是人的一生麼。以完整的二十四為目的活著，在抵達此處的那一剎那，回歸為零。,唉，这即是人的一生么。以完整的二十四为目的活着，在抵达此处的那一刹那，回归为零。,"No, is that not the same as a person's life? You live, aiming for a perfect 24, and in the instant you reach it, you return to 0.","No, non è la stessa cosa per la vita di una persona? Vivi, puntando a un 24 perfetto, e nell'istante in cui lo raggiungi, ritorni allo 0.","No, is that not the same as a person's life? You live, aiming for a perfect 24, and in the instant you reach it, you return to 0.","No, is that not the same as a person's life? You live, aiming for a perfect 24, and in the instant you reach it, you return to 0."
,"People will probably praise the departed, saying that he did reach 24, but he most certainly did not. ","People may praise the departed, saying that they did reach 24, but that is absolutely not 24."," People will probably praise the departed, saying that he did reach 24, but that surely is not 24.",故人は２４に辿り着けたと人々は讃えるだろうが、それは断じて２４ではない。,故人は２４に辿り着けたと人々は讃えるだろうが、それは断じて２４ではない。,"Люди наверняка похвалят почившего, говоря, что ему удалось достичь 24, но это определённо не 24.","As pessoas podem louvar os que já partiram, dizendo que eles alcançaram o 24, mas isto absolutamente não é 24.","People may praise the departed, saying that they did reach 24, but that is absolutely not 24.",雖然人們讚美故人，稱他們抵達了二十四，但這絕非二十四。,虽然人们赞美故人，称他们抵达了二十四，但这绝非二十四。,"People may praise the departed, saying that they did reach 24, but that is absolutely not 24.","Le persone probabilmente loderanno il defunto, dicendo che aveva raggiunto le 24, ma che di certo non sono le 24.","People may praise the departed, saying that they did reach 24, but that is absolutely not 24.","People may praise the departed, saying that they did reach 24, but that is absolutely not 24."
,"......In the end, he's a 0. ",.........It is nothing more than 0.,".........After all, that is 0.",………所詮は、０なのだ。,………所詮は、０なのだ。,.........А всё‐таки 0.,.........Não é meramente mais do que 0.,.........It is nothing more than 0.,………終歸只是，一個零。,………终归只是，一个零。,.........It is nothing more than 0.,"... Dopotutto, è 0.",.........It is nothing more than 0.,.........It is nothing more than 0.
Ushiromiya Kinzo,"""I am different. ...I will live and reach 24. That itself is the Golden Land. ...For that is where {f:5:Beatrice} dwells."" ","""I am different. ......I will reach 24 alive. Because that itself is the Golden Land. ...That is {f:5:Beatrice}'s dwelling.""","""I am different. ......I will live and reach 24. That itself is the Golden Land. ...Because that is Beatrice's dwelling.""",「わしは違うぞ。……わしは生きて２４に辿り着く。そここそが黄金郷。…ベアトリーチェの住処なのだから。」,「わしは違うぞ。……わしは生きて２４に辿り着く。そここそが黄金郷。…ベアトリーチェの住処なのだから」,"""Но я отличаюсь от других. ......Я выживу и достигну 24. Это, в сущности, и есть Золотая Земля. ...Потому что там обитает {f:5:Беатриче}.""","""Eu sou diferente. ......Eu chegarei ao 24 vivo. Porque isto em si é a Terra Dourada. ...É onde a {f:5:Beatrice} reside.""","""I am different. ......I will reach 24 alive. Because that itself is the Golden Land. ...That is {f:5:Beatrice}'s dwelling.""",「我可不同。……我會活著抵達二十四。因為，那即正是黃金鄉。…是貝阿朵莉切的住處。」,「我可不同。……我会活着抵达二十四。因为，那即正是黄金乡。…是贝阿朵莉切的住处。」,"""I am different. ......I will reach 24 alive. Because that itself is the Golden Land. ...That is {f:5:Beatrice}'s dwelling.""","""Io sono diverso. ... Vivrò e raggiungerò le 24. È proprio quella la Terra Dorata. ... Perché è la dimora di Beatrice.""","""I am different. ......I will reach 24 alive. Because that itself is the Golden Land. ...That is {f:5:Beatrice}'s dwelling.""","""I am different. ......I will reach 24 alive. Because that itself is the Golden Land. ...That is {f:5:Beatrice}'s dwelling."""
,Kinzo had been fumbling around with some tarot cards for some time. ,Kinzo had been fumbling around with some tarot cards for some time.,Kinzo had been fumbling around with some tarot cards for some time.,金蔵は先ほどからずっと、タロットカードを弄っていた。,金蔵は先ほどからずっと、タロットカードを弄っていた。,Какое‐то время Кинзо перебирал карты таро.,Kinzo estava se entretendo com cartas de tarot por um tempo.,Kinzo had been fumbling around with some tarot cards for some time.,從剛才起，金藏就一直在撥弄著塔羅牌。,从刚才起，金藏就一直在拨弄着塔罗牌。,Kinzo had been fumbling around with some tarot cards for some time.,Kinzo stava armeggiando da un po' di tempo con dei tarocchi.,Kinzo had been fumbling around with some tarot cards for some time.,Kinzo had been fumbling around with some tarot cards for some time.
