Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,......All that could be heard was the sound of the wind.,...All that could be heard was the sound of the wind. ,......All that could be heard was the sound of the wind.,……聞こえるのは、風の音。,……聞こえるのは、風の音。,"......Шум ветра — единственное, что было слышно.",......Tudo o que podia ser ouvido era o barulho do vento.,......All that could be heard was the sound of the wind.,……飄入耳的是，風聲。,……飘入耳的是，风声。,......All that could be heard was the sound of the wind.,......All that could be heard was the sound of the wind.,......All that could be heard was the sound of the wind.
,"A sound of misfortune, strong enough to bring sadness and unease to those who heard it.","A sound of misfortune, bringing sadness and unease to all who heard it. "," A sound of misfortune, strong enough to bring sadness and unease to those who heard it.",聞く者を悲しく、そして不安な気持ちに駆り立てる、あの不吉な音。,聞く者を悲しく、そして不安な気持ちに駆り立てる、あの不吉な音。,"Звук беды, достаточно сильный, чтобы приносить печаль и беспокойство тем, кто его слышит.","Um som ominoso, forte o bastante para trazer tristeza e aflição àqueles que o ouvissem.","A sound of misfortune, strong enough to bring sadness and unease to those who heard it.",令聞者感到悲傷，不安的、那不吉之音。,令闻者感到悲伤，不安的、那不吉之音。,"A sound of misfortune, strong enough to bring sadness and unease to those who heard it.","A sound of misfortune, strong enough to bring sadness and unease to those who heard it.","A sound of misfortune, strong enough to bring sadness and unease to those who heard it."
,"Slowly, ......I came back to my senses.","Slowly, ...I came back to my senses. "," Slowly, ......I came back to my senses.",ゆっくりと、……意識が戻ってくる。,ゆっくりと、……意識が戻ってくる。,Медленно...... я пришёл в себя.,"Lentamente, ......eu recuperei meus sentidos.","Slowly, ......I came back to my senses.",意識，……慢慢地回來了。,意识，……慢慢地回来了。,"Slowly, ......I came back to my senses.","Slowly, ......I came back to my senses.","Slowly, ......I came back to my senses."
,I finally regained consciousness on top of a bed with a firm mattress...,I finally regained consciousness on top of a bed with a firm mattress... , I finally regained consciousness on top of a bed with a firm mattress...,俺はスプリングの硬いベッドの上で、ようやく意識を取り戻す…。,俺はスプリングの硬いベッドの上で、ようやく意識を取り戻す…。,Я наконец очнулся на кровати с твёрдым матрасом...,Eu finalmente recuperei a consciência sobre o duro colchão de molas de uma cama...,I finally regained consciousness on top of a bed with a firm mattress...,我於硬梆梆的彈簧床上，總算是恢復了意識…。,我于硬梆梆的弹簧床上，总算是恢复了意识…。,I finally regained consciousness on top of a bed with a firm mattress...,I finally regained consciousness on top of a bed with a firm mattress...,I finally regained consciousness on top of a bed with a firm mattress...
,"Where......was this, again...?","Where...was this, again...? "," Where......was this, again...? ",ここは、……どこだっけ…。,ここは、……どこだっけ…。,Опять же...... где я?..,Onde......fica este lugar mesmo...?,"Where......was this, again...?",這裡是，……哪來著…。,这里是，……哪来着…。,"Where......was this, again...?","Where......was this, again...?","Where......was this, again...?"
,"I couldn't remember where this was, ......but I could vaguely recall......that it was very bad for me to be here.","I can't remember where this is, ...but I can vaguely recall...that I must not remain here. ","I can't remember where this is, ...but I can vaguely recall......that I must not remain here.",ここがどこか、思い出せないけれど、……ここにいてはいけないことだけは、薄っすらと思い出せる。,ここがどこか、思い出せないけれど、……ここにいてはいけないことだけは、薄っすらと思い出せる。,"Не могу вспомнить, но смутно припоминаю...... что не должен оставаться здесь.","Eu não consegui lembrar onde era, ......mas vagamente consegui lembrar......que desde o começo sempre foi ruim para mim.","I couldn't remember where this was, ......but I could vaguely recall......that it was very bad for me to be here.",這裡是哪呢？想不起來，……只模模糊糊地記得，不可待在這裡。,这里是哪呢？想不起来，……只模模糊糊地记得，不可待在这里。,"I couldn't remember where this was, ......but I could vaguely recall......that it was very bad for me to be here.","I couldn't remember where this was, ......but I could vaguely recall......that it was very bad for me to be here.","I couldn't remember where this was, ......but I could vaguely recall......that it was very bad for me to be here."
,The room was dimly lit.,The room was dimly lit. , The room was dimly lit.,部屋は薄暗い。,部屋は薄暗い。,Комнату освещал тусклый свет.,O quarto estava mal‐iluminado.,The room was dimly lit.,房內一片昏暗。,房内一片昏暗。,The room was dimly lit.,The room was dimly lit.,The room was dimly lit.
,"There was a light on, but that just made the darkness and eeriness of the room more apparent.","There was a light on, but that just made the darkness and eeriness of the room more apparent. "," There was a light on, but that just made the darkness and eeriness of the room more apparent.",灯りは付いているが、むしろ薄暗さと不気味さを感じさせるものだった。,灯りは点いているが、むしろ薄暗さと不気味さを感じさせるものだった。,"Свет был, но он только сильнее выделял мрак и ужас этой комнаты.","Havia uma luz acessa, mas ela só deixava a escuridão e a estranheza deste quarto ainda mais aparente.","There was a light on, but that just made the darkness and eeriness of the room more apparent.",雖然開著燈，但這陰沉沉的亮光反而是令人感到了陰森。,虽然开着灯，但这阴沉沉的亮光反而是令人感到了阴森。,"There was a light on, but that just made the darkness and eeriness of the room more apparent.","There was a light on, but that just made the darkness and eeriness of the room more apparent.","There was a light on, but that just made the darkness and eeriness of the room more apparent."
,"There were no curtains over the window, but it was too dark outside to see anything beyond it.","There were no curtains over the window, but it was too dark outside to see anything beyond it. "," There were no curtains over the window, but it was too dark outside to see anything beyond it.",窓にカーテンは掛かっていないが、窓の外は真っ暗で何も見えなかった。,窓にカーテンは掛かっていないが、窓の外は真っ暗で何も見えなかった。,"На окне не висели занавески, однако снаружи было слишком темно, чтобы всматриваться.","Não havia cortinas nas janelas, mas estava tão escuro do lado de fora que não dava para ver nada.","There were no curtains over the window, but it was too dark outside to see anything beyond it.",窗戶沒有拉上窗簾，不過窗外一片漆黑什麼都看不見。,窗户没有拉上窗帘，不过窗外一片漆黑什么都看不见。,"There were no curtains over the window, but it was too dark outside to see anything beyond it.","There were no curtains over the window, but it was too dark outside to see anything beyond it.","There were no curtains over the window, but it was too dark outside to see anything beyond it."
,"If I squinted into that pitch‐blackness, ......it felt as though I would see the witch of the forest peeking back at me through the darkness, ...and I averted my gaze from the window in fear.","If I squinted into that pitch-blackness, ...it felt as though I could see the witch of the forest peeking back at me from the darkness, ...and I averted my gaze from the window in fear. "," If I squinted into that pitch-blackness, ......it felt as though I could see the witch of the forest peeking back at me from the darkness, ...and I averted my gaze from the window in fear.",そんな真っ暗闇に目を凝らしたなら、……闇の中から密かにこちらをうかがう森の魔女と目が合ってしまいそうで、…それが怖くて、暗闇の窓から目を逸らした。,そんな真っ暗闇に目を凝らしたなら、……闇の中から密かにこちらをうかがう森の魔女と目が合ってしまいそうで、…それが怖くて、暗闇の窓から目を逸らした。,"Когда я искоса посмотрел на ту кромешную тьму...... мне показалось, будто оттуда на меня смотрит лесная ведьма... и я в страхе отвёл взгляд от окна.","Se eu fixasse meus olhos na direção da completa escuridão, ......eu senti que poderia ver a bruxa da floresta me olhando de volta através da escuridão, ...e o medo me fez desviar meu olhar.","If I squinted into that pitch‐blackness, ......it felt as though I would see the witch of the forest peeking back at me through the darkness, ...and I averted my gaze from the window in fear.",感覺若去凝視那漆黑的窗外，……那就搞不好會與在黑暗中偷偷窺視這邊的森林魔女來個四目相對，…因為怕這個，所以我把視線移開了黑漆漆的窗戶。,感觉若去凝视那漆黑的窗外，……那就搞不好会与在黑暗中偷偷窥视这边的森林魔女来个四目相对，…因为怕这个，所以我把视线移开了黑漆漆的窗户。,"If I squinted into that pitch‐blackness, ......it felt as though I would see the witch of the forest peeking back at me through the darkness, ...and I averted my gaze from the window in fear.","If I squinted into that pitch‐blackness, ......it felt as though I would see the witch of the forest peeking back at me through the darkness, ...and I averted my gaze from the window in fear.","If I squinted into that pitch‐blackness, ......it felt as though I would see the witch of the forest peeking back at me through the darkness, ...and I averted my gaze from the window in fear."
