Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Clair,"""............And that......is the end of my tale.""","""......That is the end of my tale."" ",""".........That is the end of my tale.""",「…………これで。……私の話は、おしまいです。」,「…………これで。……私の話は、おしまいです」,"""...........На этом...... моя история окончена.""","""............E assim......o meu conto chega ao fim.""","""............And that......is the end of my tale.""",「…………至此。……我的故事，結束了。」,「…………至此。……我的故事，结束了。」,"""............And that......is the end of my tale.""","""............And that......is the end of my tale.""","""............And that......is the end of my tale."""
{f:5:Bernkastel},"""Oh, ......you're ending it there? But aren't the next two years the fun part...?""","""Oh, ...is that all? But aren't the next two years pretty fun...?"" ","""Oh, ......is that all? But aren't the next two years pretty fun...?""",「あら。……それでおしまい？　そこからの２年間が楽しいんじゃないの…？」,「あら。……それでおしまい？　そこからの２年間が楽しいんじゃないの…？」,"""O, ......уже? Но разве следующие два года не забавны?..""","""Ora, ......vai acabar nessa parte? Mas a parte divertida não são os dois anos que vem depois...?""","""Oh, ......you're ending it there? But aren't the next two years the fun part...?""",「啊啦。……這就結束了？接下來的 2 年才好玩吧…？」,「啊啦。……这就结束了？接下来的 2 年才好玩吧…？」,"""Oh, ......you're ending it there? But aren't the next two years the fun part...?""","""Oh, ......you're ending it there? But aren't the next two years the fun part...?""","""Oh, ......you're ending it there? But aren't the next two years the fun part...?"""
Willard H. Wright,"""We don't need them. ......After all we've heard in the past games about your inner conflict and how you suffered, you don't need to say any more.""","""We don't need them. ...After all we've heard in the past games about your inner conflict and how you suffered, you don't need to say any more."" ","""We don't need them. ......After all we've heard in the past games about your inner conflict and how you suffered, you don't need to say any more.""",「必要ねェ。……どれだけ苦しみ、葛藤したか。過去のゲームであれだけ語らせて、これ以上、語らせる必要はねェ。」,「必要ねェ。……どれだけ苦しみ、葛藤したか。過去のゲームであれだけ語らせて、これ以上、語らせる必要はねェ」,"""Нам они ни к чему. ......В прошлых играх все мы слышали о твоём внутреннем конфликте и о том, как ты страдала, поэтому тебе не нужно говорить больше.""","""Não precisamos deles. ......No fim, todos nós já ouvimos, durante os jogos anteriores, sobre seus conflitos internos e como sofreu, você não precisa dizer mais nada.""","""We don't need them. ......After all we've heard in the past games about your inner conflict and how you suffered, you don't need to say any more.""",「沒必要再說了。……有過多少痛苦，多少糾葛。這已經在過去的棋局中讓她講了那麼多，已經沒必要再多講了。」,「没必要再说了。……有过多少痛苦，多少纠葛。这已经在过去的棋局中让她讲了那么多，已经没必要再多讲了。」,"""We don't need them. ......After all we've heard in the past games about your inner conflict and how you suffered, you don't need to say any more.""","""We don't need them. ......After all we've heard in the past games about your inner conflict and how you suffered, you don't need to say any more.""","""We don't need them. ......After all we've heard in the past games about your inner conflict and how you suffered, you don't need to say any more."""
Ushiromiya Lion,"""............You mean......the conflict of the furniture with incomplete souls?""","""......You mean...the conflict of the furniture with incomplete souls?"" ",""".........You mean......the conflict of the furniture with incomplete souls?""",「…………魂が満たない家具たちの葛藤、………ですか。」,「…………魂が満たない家具たちの葛藤、………ですか」,""".........Ты имеешь в виду...... конфликт вещей с неполными душами?""","""............Você se refere......ao conflito das mobílias com almas incompletas?""","""............You mean......the conflict of the furniture with incomplete souls?""",「…………是指那，靈魂不完整的家具們的，………內心糾葛嗎？」,「…………是指那，灵魂不完整的家具们的，………内心纠葛吗？」,"""............You mean......the conflict of the furniture with incomplete souls?""","""............You mean......the conflict of the furniture with incomplete souls?""","""............You mean......the conflict of the furniture with incomplete souls?"""
Clair,"""There was a duel. The result had almost been decided. .........However, the year 1986......was incredibly merciless.""","""There was a duel. The result had almost been decided. ......However, the year 1986...was incredibly merciless."" ","""There was a duel. The result had almost been decided. .........However, the year 1986......was incredibly merciless.""",「決闘はしたのです。決着も、つきかけていました。………しかし、１９８６年という年は、……余りに無慈悲が過ぎました。」,「決闘はしたのです。決着も、つきかけていました。………しかし、１９８６年という年は、……余りに無慈悲が過ぎました」,"""Проводилась дуэль. Исход был почти решён. .........Но 1986 год...... оказался невероятно безжалостным.""","""Teve um duelo. O resultado já foi praticamente decidido. .........Porém, o ano de 1986......foi incrivelmente impiedoso.""","""There was a duel. The result had almost been decided. .........However, the year 1986......was incredibly merciless.""",「我們進行過決鬥。差點就有結果了。………然而，1986 年這一年，……實在是過於無情。」,「我们进行过决斗。差点就有结果了。………然而，1986 年这一年，……实在是过于无情。」,"""There was a duel. The result had almost been decided. .........However, the year 1986......was incredibly merciless.""","""There was a duel. The result had almost been decided. .........However, the year 1986......was incredibly merciless.""","""There was a duel. The result had almost been decided. .........However, the year 1986......was incredibly merciless."""
Willard H. Wright,"""......I'll bet you cursed your fate.""","""...I'll bet you cursed your fate."" ","""......I'll bet you cursed your fate.""",「……運命を、呪ったろうな。」,「……運命を、呪ったろうな」,"""......Сдаётся мне, ты прокляла свою судьбу.""","""......Apostarei que você amaldiçoou seu destino.""","""......I'll bet you cursed your fate.""",「……你曾詛咒過命運吧。」,「……你曾诅咒过命运吧。」,"""......I'll bet you cursed your fate.""","""......I'll bet you cursed your fate.""","""......I'll bet you cursed your fate."""
Clair,"""Yes. .........If it had been one year sooner. ......Or else, one year later.""","""Yes. ...If it had been one year sooner... ...Or else, one year later..."" ","""Yes. .........If it had been one year sooner. ......Or else, one year later.""",「はい。………あと１年、早ければ。……あるいは、遅ければ。」,「はい。………あと１年、早ければ。……あるいは、遅ければ」,"""Да. .........Если бы это случилось на год раньше. ......Или же год спустя.""","""Sim. .........Se tivesse sido um ano antes. ......Ou talvez um ano depois.""","""Yes. .........If it had been one year sooner. ......Or else, one year later.""",「是的。………要是能再早 1 年。……或，再晚 1 年。」,「是的。………要是能再早 1 年。……或，再晚 1 年。」,"""Yes. .........If it had been one year sooner. ......Or else, one year later.""","""Yes. .........If it had been one year sooner. ......Or else, one year later.""","""Yes. .........If it had been one year sooner. ......Or else, one year later."""
Willard H. Wright,"""The duel would've been settled... Though in different forms.""","""The duel would've been settled, though the way it got settled would've been different."" ","""The duel would've been settled, though the way it got settled would've been different.""",「決闘の勝敗は、違う形ではあっても、ついただろうな。」,「決闘の勝敗は、違う形ではあっても、ついただろうな」,"""Дуэль бы разрешилась, хотя, может, по‐другому.""","""O duelo teria sido decidido... Embora de forma diferente.""","""The duel would've been settled... Though in different forms.""",「決鬥的勝敗，儘管會換個樣，但也算是有了結果了吧。」,「决斗的胜败，尽管会换个样，但也算是有了结果了吧。」,"""The duel would've been settled... Though in different forms.""","""The duel would've been settled... Though in different forms.""","""The duel would've been settled... Though in different forms."""
,"Silently, Clair hung her head.","Silently, Clair hung her head. ","Silently, Clair hung her head.",クレルは沈黙し、俯く。,クレルは沈黙し、俯く。,Клэр молча опустила голову.,"Silenciosamente, Clair baixou a cabeça.","Silently, Clair hung her head.",克蕾爾沉默不語，低下了頭。,克蕾尔沉默不语，低下了头。,"Silently, Clair hung her head.","Silently, Clair hung her head.","Silently, Clair hung her head."
,"......If only I had been given time... Or else, if I hadn't been given time to think and agonize.","...If only I had been given time... Or else, if I hadn't been given time to worry... ","......If only I had been given time... Or else, if I hadn't been given time to worry...",……時間さえ、与えられれば。あるいはむしろ逆で、悩む時間さえ与えられなかったなら。,……時間さえ、与えられれば。あるいはむしろ逆で、悩む時間さえ与えられなかったなら。,......Если бы только мне дали время... Или если бы у меня не было времени беспокоиться...,......Se ao menos eu tivesse tido tempo... Ou se eu não tivesse tido tempo para pensar e agonizar.,"......If only I had been given time... Or else, if I hadn't been given time to think and agonize.",……要是，有給我時間。或者，反過來，要是能連苦惱的時間都不給的話。,……要是，有给我时间。或者，反过来，要是能连苦恼的时间都不给的话。,"......If only I had been given time... Or else, if I hadn't been given time to think and agonize.","......If only I had been given time... Or else, if I hadn't been given time to think and agonize.","......If only I had been given time... Or else, if I hadn't been given time to think and agonize."
