Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya George,"""......I can't believe it. ...Are you...saying that's the truth?"" ","""............Unbelievable. ......Are you...saying that's the truth?""","""............I can't believe it. ......Are you, ...saying that's the truth?""",「…………信じられない。……それが、…真相だと言うのかい。」,「…………信じられない。……それが、…真相だと言うのかい」,"""............Я не могу в это поверить. ......Ты хочешь сказать... это правда?""","""............Inacreditável. ......Você está dizendo...que é verdade?""","""............Unbelievable. ......Are you...saying that's the truth?""",「…………難以置信。……你們是說，…這些就是真相嗎？」,「…………难以置信。……你们是说，…这些就是真相吗？」,"""............Unbelievable. ......Are you...saying that's the truth?""","""... Non riesco a crederci. ... Stai... dicendo che è la verità?""","""...Non riesco a crederci... State dicendo... che è la verità?""","""............İnanamıyorum. ......Bunun...gerçek olduğunu mu söylüyorsun?"""
Shannon,"""...Yes. ...We've told you everything as we saw it."" ","""......Yes. ......We described everything as we saw it.""","""......Yes. ......We described everything as we saw it.""",「……はい。……私たちは、見たままのことをお話しています。」,「……はい。……私たちは、見たままのことをお話ししています」,"""......Да. ......Мы описали всё, что видели.""","""......Sim. ......Nós descrevemos tudo da forma como vimos.""","""......Yes. ......We described everything as we saw it.""",「……是的。……我們說的，都是親眼所見之事。」,「……是的。……我们说的，都是亲眼所见之事。」,"""......Yes. ......We described everything as we saw it.""","""... Sì. ... Abbiamo descritto ogni cosa come l'abbiamo vista.""","""...Sì... Abbiamo descritto quello che noi abbiamo visto.""","""......Evet. ......Biz, her şeyi gördüğümüz şekliyle anlattık."""
,George folded his arms and started mumbling again. ...And the kitchen was once again wrapped in a long silence. ,George folded his arms and started humming again.{n}...And the kitchen was once again absorbed by a long silence.,George folded his arms and started humming again....And the kitchen was once again absorbed by a long silence.,譲治は腕を組み、再び唸りだす。…そして厨房は再び長い沈黙に包まれた。,譲治は腕を組み、再び唸りだす。{n}…そして厨房は再び長い沈黙に包まれた。,Джордж сложил руки и снова забубнил себе под нос.{n}...Кухня вновь погрузилась в долгую тишину.,George cruzou seus braços e começou a zunir novamente.{n}...E a cozinha foi mais uma vez absorvida por um longo silêncio.,George folded his arms and started humming again.{n}...And the kitchen was once again absorbed by a long silence.,讓治雙手抱臂，又一次低聲嘟囔了起來。{n}…然後，廚房也又一次地被漫長的沉默籠罩了。,让治双手抱臂，又一次低声嘟囔了起来。{n}…然后，厨房也又一次地被漫长的沉默笼罩了。,George folded his arms and started humming again.{n}...And the kitchen was once again absorbed by a long silence.,George incrociò le braccia e iniziò a mormorare di nuovo. ... E la cucina fu ancora una volta assorbita da un lungo silenzio.,"George incrociò le braccia, mugugnando nuovamente...{n}E così la cucina ripiombò in un lungo silenzio.",George kollarını kavuşturdu ve tekrar mırıldanmaya başladı.{n}...Ve mutfak bir kez daha uzun bir sessizliğe gömüldü.
Gohda Toshiro,"""George-sama, I'm fully aware how hard it must be for you to believe all that so suddenly. ...After all, ...even though I saw it with my own eyes, I grow less and less sure what it was I actually saw... ","""George‐sama, I understand well why you aren't able to believe it so suddenly. ...After all, ...even though I'm sure I saw it with my own eyes, I still don't know what it was I saw...""","""George-sama, I understand well that you aren't able to believe that so suddenly. ...Anyway, ...even though I should have seen it with my own eyes, I'm still not sure what it was I saw... ",「譲治さまがにわかには信じられない気持ちも、私はよくわかります。…何しろ、…この目で確かに見たはずの私ですら、あれが何だったのかわからなくなる…。,「譲治さまがにわかには信じられない気持ちも、私はよくわかります。…何しろ、…この目で確かに見たはずの私ですら、あれが何だったのかわからなくなる…」,"""Джордж‐сама, я прекрасно понимаю, что вы не можете вот так сразу же поверить. ...В любом случае... хоть я и видел это собственными глазами, я всё ещё не уверен в том, свидетелем чему я стал...""","""George‐sama, eu entendo bem o motivo de você não ser capaz de acreditar tão repentinamente. ...Afinal, ...mesmo eu tendo certeza que vi com meus próprios olhos, eu ainda não sei o que foi que eu vi...""","""George‐sama, I understand well why you aren't able to believe it so suddenly. ...After all, ...even though I'm sure I saw it with my own eyes, I still don't know what it was I saw...""",「鄙人也很是理解，讓治少爺您沒辦法一下子相信這些。…畢竟，…就連理應是親眼目睹了那一幕的鄙人，都不明白那是什麼…」,「鄙人也很是理解，让治少爷您没办法一下子相信这些。…毕竟，…就连理应是亲眼目睹了那一幕的鄙人，都不明白那是什么…」,"""George‐sama, I understand well why you aren't able to believe it so suddenly. ...After all, ...even though I'm sure I saw it with my own eyes, I still don't know what it was I saw...""","""George-sama, capisco bene che lei non è in grado di crederci così all'improvviso. ... Tuttavia... anche se l'ho visto coi miei stessi occhi, non sono ancora sicuro di cosa ho visto...","""Signorino George, capisco bene che lei non possa immediatamente crederci... Ad ogni modo... persino io, che ho visto tutto con i miei stessi occhi, non sono ancora sicuro su cosa fosse...""","""George-sama, neden birdenbire inanamadığınızı çok iyi anlayabiliyorum. ...Sonuçta, ...kendi gözlerimle gördüğüme emin olmama rağmen, ne gördüğümü hâlâ bilmiyorum..."""
Gohda Toshiro,"I'm sure I saw it. And I'm sure I got into a fight too! And yet, ...I almost feel like it was all an illusion..."" ","""I'm sure I saw it. And I'm sure I even got into a scuffle with it! And yet, ......I almost feel like it was all an illusion...""","I'm sure I saw it. And I'm sure I got into a scuffle! And yet, ......I almost feel like it was all an illusion...""",私は確かに見た。そして取っ組み合いまでしたはずなんです！　なのに、……あれが全部、幻だったような気すらする…。」,「私は確かに見た。そして取っ組み合いまでしたはずなんです！　なのに、……あれが全部、幻だったような気すらする…」,"""Я уверен, что видел это. И я уверен, что ввязался в борьбу! И всё же... я почти ощущаю, что это была иллюзия...""","""Eu estou certo que vi. E estou certo que até consegui lutar contra aquilo! Mesmo assim, ......eu quase sinto como se tudo fosse uma ilusão...""","""I'm sure I saw it. And I'm sure I even got into a scuffle with it! And yet, ......I almost feel like it was all an illusion...""",「鄙人的的確確是看到了的。而且還應該和那東西搏鬥過！可儘管如此，……鄙人卻甚至覺得，那些似乎全都是幻覺…」,「鄙人的的确确是看到了的。而且还应该和那东西搏斗过！可尽管如此，……鄙人却甚至觉得，那些似乎全都是幻觉…」,"""I'm sure I saw it. And I'm sure I even got into a scuffle with it! And yet, ......I almost feel like it was all an illusion...""","Sono certo di averlo visto. E sono sicuro di aver lottato! Eppure... mi sembra quasi che sia stata tutta un'illusione...""","""Sono certo di averlo visto. E sono sicuro di aver lottato contro di lui! Eppure... mi sembra che sia stata tutta una grande illusione...""","""Gördüğüme eminim. Ve hatta onunla itişip kakıştığıma bile eminim! Yine de, ......tüm bunlar bir illüzyonmuş gibi hissediyorum..."""
Ushiromiya George,"""...I see. ...So that's why you couldn't go into the details in front of Aunt Rosa. ","""...I see. ......So that's why you couldn't go into the details in front of Auntie Rosa.""","""...I see. ......So that's why you couldn't go into the details in front of Rosa oba-san. ",「…なるほどね。……あの楼座叔母さんに詳しく話せないわけだ。,「…なるほどね。……あの楼座叔母さんに詳しく話せないわけだ」,"""Ясно. ......Так вот почему вы не раскрыли всех деталей перед тётей Розой.""","""...Eu entendo. ......Por isso que você não conseguiu entrar em detalhes na frente da tia Rosa.""","""...I see. ......So that's why you couldn't go into the details in front of Auntie Rosa.""",「…原來如此。……這倒確實是沒法一五一十地告訴樓座姨母呢。」,「…原来如此。……这倒确实是没法一五一十地告诉楼座姨母呢。」,"""...I see. ......So that's why you couldn't go into the details in front of Auntie Rosa.""","""... Capisco. ... Così è per questo che non hai potuto spiegare i dettagli davanti a Rosa oba-san.","""...Capisco... È per questo che non siete potuti andare nei dettagli con zia Rosa...""","""...Anlıyorum. ......Demek Rosa Teyze'nin önünde bu yüzden ayrıntılara giremedin."""
Ushiromiya George,"...If you actually told her what you've just told me, you'd probably be in even more trouble. ...Yeah, Genji-san really did handle that one composedly, didn't he?"" ","""......If you had actually told her what you just told me, then it would have created even bigger problems. ...Yes, I now understand that Genji‐san handled it all in a remarkably composed fashion.""","......If what you said is true, then we're in even bigger trouble. ...I see, I understand that Genji-san handled the whole thing composedly.""",……今の話を本当にしてたら、もっと面倒なトラブルになっていただろうね。…なるほど、源次さんがずいぶん冷静な対応をしていたのがわかりました。」,「……今の話を本当にしてたら、もっと面倒なトラブルになっていただろうね。…なるほど、源次さんがずいぶん冷静な対応をしていたのがわかりました」,"""......Если сказанное вами правда, то мы оказались в ещё большей беде. ...Ясно, насколько я понял, Генджи‐сан проявил необходимую степень сдержанности при разговоре с тётей Розой.""","""......Se você tivesse dito a ela o que você acabou de me dizer, então isso iria criar problemas ainda maiores. ...Sim, agora eu entendo que o Genji‐san lidou com tudo isso de uma forma formidável.""","""......If you had actually told her what you just told me, then it would have created even bigger problems. ...Yes, I now understand that Genji‐san handled it all in a remarkably composed fashion.""",「……要是真把剛才的那些告訴了她，那估計已經鬧出更麻煩的亂子了吧。…原來如此，我現在懂了，源次先生您做了相當冷靜的對應。」,「……要是真把刚才的那些告诉了她，那估计已经闹出更麻烦的乱子了吧。…原来如此，我现在懂了，源次先生您做了相当冷静的对应。」,"""......If you had actually told her what you just told me, then it would have created even bigger problems. ...Yes, I now understand that Genji‐san handled it all in a remarkably composed fashion.""","... Se quel che hai detto è vero, allora siamo in guai ancora più grossi. ... Capisco, capisco che Genji-san ha gestito tutto con compostezza.""","""Se ciò che dite è vero, allora siamo in guai ancor più grossi... Sì, ora comprendo perché Genji-san abbia reagito in maniera così composta.""","""......Eğer bana bu anlattıklarını ona da anlatmış olsaydın, bu daha büyük sorunlar doğururdu. ...Evet, şimdi anlıyorum ki Genji-san tüm bunları son derece soğukkanlı bir şekilde halletmiş."""
Ronoue Genji,"""......If only I had the power to explain it myself."" ","""...............If only I had the power to explain it.""","""............If only I had the power to explain it.""",「……………私に、それを説明するだけの力があればよかったのですが。」,「……………私に、それを説明するだけの力があればよかったのですが」,"""............Если бы в моих силах было объяснить это.""","""...............Se eu tivesse o poder para explicar isso.""","""...............If only I had the power to explain it.""",「……………要是我有心力去把這些講清就好了。」,「……………要是我有心力去把这些讲清就好了。」,"""...............If only I had the power to explain it.""","""... Se solo fossi in grado di spiegare.""","""...Quanto avrei voluto essere stato in grado di spiegare.""","""...............Keşke bunu açıklayabilecek gücüm olsaydı."""
,"George had not actually seen it, and even when pressed to believe, he just couldn't imagine it. ","George had not actually seen it, so even when pressed to believe, he just couldn't imagine it.","George had not actually seen it, and even when pressed to believe, he just couldn't imagine it.",実際に見たわけではない譲治には、信じて欲しいと念を押されても、どうしても想像が及ばない。,実際に見たわけではない譲治には、信じて欲しいと念を押されても、どうしても想像が及ばない。,"Джордж не был прямым свидетелем случившегося, а потому, даже когда его просили поверить, не мог себе этого представить.","George não havia visto aquilo, então mesmo quando foi pressionado a acreditar, ele não conseguia nem imaginar.","George had not actually seen it, so even when pressed to believe, he just couldn't imagine it.",傭人們再怎麼反覆述說、試圖讓他相信，沒有實際看到那一幕的讓治，也怎麼都無法想像到當時的情形。,佣人们再怎么反复述说、试图让他相信，没有实际看到那一幕的让治，也怎么都无法想象到当时的情形。,"George had not actually seen it, so even when pressed to believe, he just couldn't imagine it.","George non aveva visto niente, e anche quando lo esortavano a credere, non riusciva proprio ad immaginarselo.","George, che non aveva visto assolutamente nulla, non riusciva minimamente a concepirlo, neanche quando veniva esortato a crederci...","George bunu gerçekten görmemişti, bu yüzden inanması için ısrar edildiğinde bile bunu hayal edemiyordu."
,...It was only natural. Because even the people who had actually seen it had given up asking themselves what it was... ,......It was only natural. Because even the people who had actually seen it had ended up questioning themselves as to what it was...,......It was only natural. Because even the people who had actually seen it had given up asking themselves what it was...,……無理もないのだ。実際に見た人間たちですら、あれは何だったのかと自問している始末なのだから…。,……無理もないのだ。実際に見た人間たちですら、あれは何だったのかと自問している始末なのだから…。,"......Это было естественно. Потому что даже сами прямые свидетели задавались вопросом, а что же произошло у них на глазах...",......Era natural. Porque mesmo as pessoas que realmente viram aquilo acabaram se questionando sobre o que era aquilo...,......It was only natural. Because even the people who had actually seen it had ended up questioning themselves as to what it was...,……這也怪不得他。因為就連實際見過的人，都在自問那是什麼…。,……这也怪不得他。因为就连实际见过的人，都在自问那是什么…。,......It was only natural. Because even the people who had actually seen it had ended up questioning themselves as to what it was...,... Era naturale. Perché anche le persone che l'avevano visto avevano rinunciato a chiedersi di cosa si fosse trattato...,"Era normale. Perché persino le persone che avevano effettivamente visto la scena, erano arrivate a chiedersi cosa fosse successo...",......Bu çok doğaldı. Çünkü bunu gerçekten gören insanlar bile bunun ne olduğu konusunda kendilerini sorgulamaya başlamışlardı...
