Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Shannon,"""...Back then I was, and I guess I still am, a bit of a klutz... I always forgot where I'd put things...or think I'd locked something up when I'd actually forgotten. ...I caused a lot of trouble."" ","""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget......I caused a lot of trouble.""","""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget. ......I caused a lot of trouble.""",「……私はその、今でもそうなんですが、うっかり屋さんで…。よく、ものをどこに置いたか忘れたり、鍵を掛けたつもりが忘れちゃったりとかして、……迷惑を掛けてたんです。」,「……私はその、今でもそうなんですが、うっかり屋さんで…。よく、ものをどこに置いたか忘れたり、鍵を掛けたつもりが忘れちゃったりとかして、……迷惑を掛けてたんです」,"""......Тогда я была немного неуклюжей, да и осталась такой же... Я всегда забывала, куда что положила, или же собиралась что‐то запереть, а потом забывала. ......От меня было много хлопот.""","""......Tanto naquela época, como até hoje, eu ainda sou um pouco desajeitada... Sempre me esquecendo de onde eu colocava as coisas...ou indo fechar alguma coisa e esquecendo......eu acabei causando muitos problemas assim.""","""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget......I caused a lot of trouble.""",「……我那個，到了現在都一樣，是個挺粗心的人…。常常，忘了東西放哪呀，以為鎖了其實沒鎖呀，……給大家添麻煩。」,「……我那个，到了现在都一样，是个挺粗心的人…。常常，忘了东西放哪呀，以为锁了其实没锁呀，……给大家添麻烦。」,"""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget......I caused a lot of trouble.""","""... A quell'epoca ero, e credo di esserlo ancora, un po' maldestra... {n}dimenticavo sempre dove mettevo le cose... o mi dimenticavo di qualcosa che avevo intenzione di chiudere. ... Ho causato un sacco di problemi.""","""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget......I caused a lot of trouble.""","""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget......I caused a lot of trouble."""
Ushiromiya George,"""Hahaha, I remember how Aunt Natsuhi used to get mad at you all the time."" ","""Hahaha, I remember how Aunt Natsuhi used to get mad at you all the time.""","""Hahaha, I remember how Natsuhi oba-san used to get mad at you all the time.""",「ははは、昔はよく夏妃伯母さんに怒られてたねぇ。」,「ははは、昔はよく夏妃伯母さんに怒られてたねぇ」,"""Ха‐ха‐ха, помню, как тётя Нацухи всё время злилась на тебя.""","""Hahaha, eu lembro como a tia Natsuhi ficava brava com você o tempo todo.""","""Hahaha, I remember how Aunt Natsuhi used to get mad at you all the time.""",「哈哈哈，以前常挨夏妃伯母的罵呢。」,「哈哈哈，以前常挨夏妃伯母的骂呢。」,"""Hahaha, I remember how Aunt Natsuhi used to get mad at you all the time.""","""Hahaha, ricordo come Natsuhi oba-san si arrabbiava con te tutto il tempo.""","""Hahaha, I remember how Aunt Natsuhi used to get mad at you all the time.""","""Hahaha, I remember how Aunt Natsuhi used to get mad at you all the time."""
Ushiromiya Jessica,"""But eventually, Shannon managed to overcome all that forgetfulness."" ","""But eventually, Shannon managed to overcome her forgetfulness.""","""But eventually, Shannon managed to overcome that forgetfulness.""",「でも紗音は途中から克服したんだぜ、その忘れっぽいの。」,「でも紗音は途中から克服したんだぜ、その忘れっぽいの」,"""Но в конце концов Шаннон удалось преодолеть забывчивость.""","""Mas eventualmente, a Shannon conseguiu superar seu esquecimento.""","""But eventually, Shannon managed to overcome her forgetfulness.""",「不過紗音後來把它克服了嘞，這個健忘的毛病。」,「不过纱音后来把它克服了嘞，这个健忘的毛病。」,"""But eventually, Shannon managed to overcome her forgetfulness.""","""Ma alla fine, Shannon trovò il modo di superare quelle dimenticanze.""","""But eventually, Shannon managed to overcome her forgetfulness.""","""But eventually, Shannon managed to overcome her forgetfulness."""
Ushiromiya Battler,"""Oh, and how'd you do that?"" ","""Oh, and how'd you do that?""","""Oh, and how'd you do that?""",「へぇ、克服って？」,「へぇ、克服って？」,"""О, и как?""","""Eh, superou mesmo?""","""Oh, and how'd you do that?""",「是嘛，克服了？」,「是嘛，克服了？」,"""Oh, and how'd you do that?""","""Oh, e come hai fatto?""","""Oh, and how'd you do that?""","""Oh, and how'd you do that?"""
Shannon,"""...Heheh. It wasn't anything big, ...but I got into the habit of writing things down. I'd write down wherever I put something important. ...For things that happened often, I made a checklist and always made sure to check it..."" ","""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that were part of the daily routine, I made a checklist and always made sure to check it......""","""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that happened often, I made a checklist and always made sure to check it......""",「……うふふ。大したことじゃないですけど、……その、小まめにメモを残すようにしたんです。大切なものはどこに置いたのか、ちゃんとメモして。……日々繰り返すことは、メモにチェックリストを書いてちゃんと点検して……。」,「……うふふ。大したことじゃないですけど、……その、小まめにメモを残すようにしたんです。大切なものはどこに置いたのか、ちゃんとメモして。……日々繰り返すことは、メモにチェックリストを書いてちゃんと点検して……」,"""......Хе‐хех. Ничего особенного...... просто у меня появилась привычка записывать обо всём. Я записываю, куда кладу нечто важное. ......Для часто происходящего составляю контрольный список и всегда сверяюсь с ним......""","""......Heheh. Não foi grande coisa, ......mas eu peguei o hábito de anotar tudo. Eu sempre escrevia onde havia colocado algo importante. ......Quando eram coisas da minha rotina, eu sempre fazia um checklist e sempre fazia questão de confirmar......""","""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that were part of the daily routine, I made a checklist and always made sure to check it......""",「……嗚哼哼。並沒什麼大不了的，……只是開始認真地記備忘錄罷了。把重要的東西放在哪裡，好好地記在備忘錄裡了。……而每天都要做的事呢，我把它列成了清單寫在備忘錄裡，仔細逐一檢查……」,「……呜哼哼。并没什么大不了的，……只是开始认真地记备忘录罢了。把重要的东西放在哪里，好好地记在备忘录里了。……而每天都要做的事呢，我把它列成了清单写在备忘录里，仔细逐一检查……」,"""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that were part of the daily routine, I made a checklist and always made sure to check it......""","""... Heheh. Non è stato niente di eccezionale... ma presi l'abitudine di scrivermi le cose. Scrivevo il luogo dove avevo messo qualcosa di importante. {n}Per cose che accadevano di frequente, facevo una lista e facevo sempre in modo di poterla controllare...""","""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that were part of the daily routine, I made a checklist and always made sure to check it......""","""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that were part of the daily routine, I made a checklist and always made sure to check it......"""
Furudo Erika,"""So? Did you see {f:5:Beatrice}, or didn't you?"" ","""So? Did you see {f:5:Beatrice} or didn't you?""","""So? Did you see Beatrice or didn't you?""",「それで？　あなたはベアトリーチェを見たんですか、見てないんですか。」,「それで？　あなたはベアトリーチェを見たんですか、見てないんですか」,"""Так что? Вы видели {f:5:Беатриче} или нет?""","""E? Você viu a {f:5:Beatrice} ou não?""","""So? Did you see {f:5:Beatrice} or didn't you?""",「然後呢？你是見過貝阿朵莉切，還是沒見過呢？」,「然后呢？你是见过贝阿朵莉切，还是没见过呢？」,"""So? Did you see {f:5:Beatrice} or didn't you?""","""Allora? Hai visto Beatrice o no?""","""So? Did you see {f:5:Beatrice} or didn't you?""","""So? Did you see {f:5:Beatrice} or didn't you?"""
Shannon,"""Oh, umm, ...I didn't see her directly, ...but, well, ...some very strange things did happen..."" ","""Oh, umm, ......I didn't see her directly, ......but, umm, ......some very strange things did happen...""","""Oh, umm, ......I didn't see her directly, ......but, umm, ......some very strange things did happen...""",「あ、えっと、……直接、見たわけじゃないんですけど、……その、……やっぱりおかしいことがあって…。」,「あ、えっと、……直接、見たわけじゃないんですけど、……その、……やっぱりおかしいことがあって…」,"""О, э‐э...... лицом к лицу я с ней не встречалась...... но, э‐э...... был один странный случай...""","""Ah, hmm, ......eu não a vi diretamente, ......mas, bem, ......aconteceram umas coisas bem estranhas...""","""Oh, umm, ......I didn't see her directly, ......but, umm, ......some very strange things did happen...""",「啊，那個，……雖然並不是有直接看到，……但這個，……果然是有發生不對勁的事…」,「啊，那个，……虽然并不是有直接看到，……但这个，……果然是有发生不对劲的事…」,"""Oh, umm, ......I didn't see her directly, ......but, umm, ......some very strange things did happen...""","""Oh, umm... non l'ho vista direttamente... ma, umm... succedevano alcune cose molto strane...""","""Oh, umm, ......I didn't see her directly, ......but, umm, ......some very strange things did happen...""","""Oh, umm, ......I didn't see her directly, ......but, umm, ......some very strange things did happen..."""
,She was talking about a certain summer night. ,She was talking about a certain summer night.,She was talking about a certain summer night.,それは、……ある夏の夜のお話。,それは、……ある夏の夜のお話。,Она говорила об одной летней ночи.,Ela estava falando sobre uma certa noite de verão.,She was talking about a certain summer night.,這是發生在，……某個夏夜裡的事。,这是发生在，……某个夏夜里的事。,She was talking about a certain summer night.,Si riferiva ad una certa notte d'estate.,She was talking about a certain summer night.,She was talking about a certain summer night.
,"Shannon had been doing the nightly rounds... From her perspective, it was a ghost story. ","It was when Shannon was doing the nightly rounds......{n}From her perspective, it was a ghost story."," It was when Shannon was doing the nightly rounds...... From her perspective, it was a ghost story.",紗音が夜の見回りをしていた時のお話……。紗音にとっては、怪談。,紗音が夜の見回りをしていた時のお話……。{n}紗音にとっては、怪談。,Дело было когда Шаннон совершала ночной обход...{n}С её точки зрения это была история о призраке.,"Sobre quando Shannon estava fazendo a ronda noturna......{n}Da perspectiva dela, era uma história de fantasma.","It was when Shannon was doing the nightly rounds......{n}From her perspective, it was a ghost story.",紗音晚上巡夜時的事……。{n}對紗音來說是，怪談。,纱音晚上巡夜时的事……。{n}对纱音来说是，怪谈。,"It was when Shannon was doing the nightly rounds......{n}From her perspective, it was a ghost story.","Fu quando Shannon stava facendo le ronde notturne... dal suo punto di vista, era una storia di fantasmi.","It was when Shannon was doing the nightly rounds......{n}From her perspective, it was a ghost story.","It was when Shannon was doing the nightly rounds......{n}From her perspective, it was a ghost story."
,"From the witch's perspective, ...it was just the story of a little summer's night prank... ","From the witch's perspective, ......it was just the story of a little summer's night prank..."," From the witch's perspective, ......it was just the story of a little summer's night prank...",魔女にとっては、……夏の夜の、ちょっとした悪戯のお話…。,魔女にとっては、……夏の夜の、ちょっとした悪戯のお話…。,А с точки зрения ведьмы...... всего лишь история об одной маленькой шутке летней ночью...,"Da perspectiva da bruxa, ......era apenas a história de uma pegadinha em uma noite de verão...","From the witch's perspective, ......it was just the story of a little summer's night prank...",對魔女來說是，……夏夜小小的惡作劇…。,对魔女来说是，……夏夜小小的恶作剧…。,"From the witch's perspective, ......it was just the story of a little summer's night prank...",Dal punto di vista della strega... era solo la storia di un piccolo scherzo in una notte estiva...,"From the witch's perspective, ......it was just the story of a little summer's night prank...","From the witch's perspective, ......it was just the story of a little summer's night prank..."
