Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"With Jessica's death, it became certain that that the culprit was hiding somewhere nearby, and that they'd come for our lives if they had a chance. ","With Jessica's death, it became certain that the culprit was hiding somewhere nearby, and that they would come after our lives if they had a chance.","With Jessica's death, it became certain that that the culprit was hiding somewhere nearby, and that they would come after our lives if they had a chance.",朱志香の死により、犯人は身近に潜んでいて、しかも隙あらば命を狙ってくることが確実となった。,朱志香の死により、犯人は身近に潜んでいて、しかも隙あらば命を狙ってくることが確実となった。,"Со смертью Джессики стало очевидно, что преступник скрывался где‐то рядом, и что он попытается забрать и наши жизни, возникни у него такой шанс.","Com a morte da Jessica, era certo de que o culpado estava escondido em algum lugar próximo, e ele iria vir atrás de nossas vidas assim que tivesse uma chance.","With Jessica's death, it became certain that the culprit was hiding somewhere nearby, and that they would come after our lives if they had a chance.",朱志香的死，將犯人還潛伏在附近，一旦找到機會就會再次殺人的這一推論，變成了確切的事實。,朱志香的死，将犯人还潜伏在附近，一旦找到机会就会再次杀人的这一推论，变成了确切的事实。,"With Jessica's death, it became certain that the culprit was hiding somewhere nearby, and that they would come after our lives if they had a chance.","Con la morte di Jessica, era diventato certo che il colpevole si stava nascondendo da qualche parte lì vicino, e che avrebbe cercato di ucciderci se ne avesse avuto la possibilità.","Con la morte di Jessica, era diventato certo che il colpevole si stesse nascondendo nei paraggi, e che se ne avesse avuto l'opportunità, avrebbe cercato di toglierci la vita.",Jessica'nın ölümüyle birlikte suçlunun yakınlarda bir yerde saklandığı ve ellerine fırsat geçerse canlarımızın peşine düşecekleri kesinleşti.
,"According to Genji-san, when tomorrow morning comes, the boat should arrive. ","According to Genji‐san, when tomorrow morning comes, the boat should arrive."," According to Genji-san, when tomorrow morning comes, the boat should arrive.",源次さんの話によれば、明日の朝になれば船が来てくれるはずだという。,源次さんの話によれば、明日の朝になれば船が来てくれるはずだという。,"По словам Генджи‐сана, катер прибудет завтра утром.","De acordo com o Genji‐san, quando o amanhã chegar, o barco deve vir.","According to Genji‐san, when tomorrow morning comes, the boat should arrive.",據源次所說，到了明天早上就應該會有船來。,据源次所说，到了明天早上就应该会有船来。,"According to Genji‐san, when tomorrow morning comes, the boat should arrive.","Secondo Genji-san, domani mattina dovrebbe arrivare una barca.","Stando alle parole di Genji-san, la mattina seguente sarebbe dovuta arrivare un battello.","Genji-san'a göre, yarın sabah olduğunda tekne gelmiş olacak."
,The boat had a radio. We'd probably be able to contact the police directly with that. ,"The boat has a radio, too.{n}We'll probably be able to contact the police immediately with that.", The boat had a radio. We could probably contact the police directly with that.,船には無線もある。それで直ちに警察へ連絡できるだろう。,船には無線もある。{n}それで直ちに警察へ連絡できるだろう。,"На катере есть радио.{n}Вероятно, так мы сможем немедленно связаться с полицией.",O barco também tem um rádio.{n}Nós provavelmente seremos capazes de entrar em contato com a polícia imediatamente.,"The boat has a radio, too.{n}We'll probably be able to contact the police immediately with that.",船上有無線電。{n}用它就可以直接和警察聯絡了吧。,船上有无线电。{n}用它就可以直接和警察联络了吧。,"The boat has a radio, too.{n}We'll probably be able to contact the police immediately with that.",La barca ha una radio. Potremmo contattare direttamente la polizia con essa.,Nei battelli ci sono anche le radio.{n}Con una di esse avremmo potuto subito contattare la polizia.,Teknenin telsizi de var.{n}Muhtemelen onun sayesinde hemen polisle irtibata geçebileceğiz.
,All of us gathered in the parlor and decided to wait quietly until tomorrow. ,"We all gathered in the parlor, and decided to wait quietly until tomorrow."," All of us gathered in the parlor, and decided to wait quietly until tomorrow.",俺たち全員は客間に集まり、大人しく明日を待とうということになった。,俺たち全員は客間に集まり、大人しく明日を待とうということになった。,Все мы собрались в гостиной и решили спокойно ждать завтрашнего дня.,"Nós nos reunimos na sala de visitas, e então decidimos esperar silenciosamente até amanhã.","We all gathered in the parlor, and decided to wait quietly until tomorrow.",我們決定了所有人一同聚集在客廳，乖乖等到明天。,我们决定了所有人一同聚集在客厅，乖乖等到明天。,"We all gathered in the parlor, and decided to wait quietly until tomorrow.","Tutti noi ci riunimmo nel salotto, decisi ad aspettare tranquilli fino a domani.","Ci radunammo tutti nel salotto, decisi ad aspettare docilmente la venuta del giorno dopo.",Hepimiz salonda toplandık ve yarına kadar sessizce beklemeye karar verdik.
,"I proposed that we should search throughout the mansion for clues about the culprit, but Aunt Rosa rejected that, saying that if we managed to corner the culprit, or maybe provoke them, it might lead to a third murder. ","I proposed that we should search throughout the mansion for clues about the culprit, but Auntie Rosa rejected that, saying that if we put pressure on the culprit, or provoked them, it might lead to a third murder."," I proposed that we should search throughout the mansion for clues about the culprit, but Rosa oba-san rejected that, saying that if we managed to corner the culprit, or maybe provoke them, it might lead to a third murder.",屋敷内を捜索して犯人の手掛かりを捜すべきだと俺は提案したが、それによって犯人を追い詰めたり、あるいは挑発することになれば、第三の殺人を誘発することになるかもしれないとして楼座叔母さんはそれを却下した。,屋敷内を捜索して犯人の手掛かりを捜すべきだと俺は提案したが、それによって犯人を追い詰めたり、あるいは挑発することになれば、第三の殺人を誘発することになるかもしれないとして楼座叔母さんはそれを却下した。,"Я предложил, что нам следует обыскать особняк в поисках информации о преступнике, но тётя Роза отказала, объясняя, что если нам удастся припереть преступника к стенке или, возможно, спровоцировать его, это может привести к третьему убийству.","Eu propus que nós deveríamos procurar pistas sobre o culpado pela mansão, mas a tia Rosa rejeitou a ideia, dizendo que se formos atrás do culpado, ou provocarmos ele, isso poderia levar a um terceiro assassinato.","I proposed that we should search throughout the mansion for clues about the culprit, but Auntie Rosa rejected that, saying that if we put pressure on the culprit, or provoked them, it might lead to a third murder.",雖然我提議應該去搜索下大屋，找找犯人的線索，但是樓座姑母說，這麼做若是把犯人逼急，又或者是挑釁到犯人的話，就可能會誘發第三起殺人事件，因而將此否決了。,虽然我提议应该去搜索下大屋，找找犯人的线索，但是楼座姑母说，这么做若是把犯人逼急，又或者是挑衅到犯人的话，就可能会诱发第三起杀人事件，因而将此否决了。,"I proposed that we should search throughout the mansion for clues about the culprit, but Auntie Rosa rejected that, saying that if we put pressure on the culprit, or provoked them, it might lead to a third murder.","Dissi che avremmo dovuto cercare indizi sul colpevole nella villa, ma Rosa oba-san rifiutò, dicendo che se fossimo riusciti a mettere con le spalle al muro il colpevole, o provocarlo, ciò avrebbe potuto portare ad un terzo omicidio.","Io avanzai la proposta di perlustrare la villa e di cercare indizi sul colpevole, ma zia Rosa la rigettò, dicendo che se avessimo messo il colpevole con le spalle al muro, oppure si fosse sentito sfidato, ciò avrebbe potuto scatenare un terzo omicidio...","Suçlu hakkında ipucu bulmak için malikanenin her tarafını araştırmamızı önerdim, ancak Rosa Teyze bunu reddetti ve suçluya baskı yaparsak ya da onu kışkırtırsak, üçüncü bir cinayete yol açabileceğimizi söyledi."
,"...That was probably the right thing to do. If a bunch of amateurs like us investigated, there's no way we'd find anything. ","...That was probably the right thing to do.{n}Even if a bunch of amateurs like us investigated, there's no way we'd find anything.","...That was probably the right thing to do. If a bunch of amateurs like us investigated, there's no way we'd find anything.",…恐らく、それは正しいだろう。自分たち素人が何を捜査したって、何も掴めるわけがない。,…恐らく、それは正しいだろう。{n}自分たち素人が何を捜査したって、何も掴めるわけがない。,"...Вероятно, это было верно.{n}Если кучка дилетантов вроде нас будет вести расследование, то это ни к чему не приведет.","...Aquela provavelmente era a coisa certa a se fazer.{n}Mesmo se um bando de amadores como nós investigarmos, não tem como acharmos nada.","...That was probably the right thing to do.{n}Even if a bunch of amateurs like us investigated, there's no way we'd find anything.",…或許，正是應該這麼做吧。{n}我們外行人不論怎麼搜查，都不可能找得到有用的證據。,…或许，正是应该这么做吧。{n}我们外行人不论怎么搜查，都不可能找得到有用的证据。,"...That was probably the right thing to do.{n}Even if a bunch of amateurs like us investigated, there's no way we'd find anything.","... Probabilmente era la cosa giusta da fare. Se un gruppetto di inesperti come noi avesse investigato, non avrebbe di sicuro trovato niente.",Probabilmente era la cosa giusta da fare.{n}Era impossibile che dei dilettanti come noi avrebbero ottenuto qualcosa indagando.,"...Yapılacak en doğru şey muhtemelen buydu.{n}Bizim gibi bir grup amatör araştırsa bile, bir şey bulmamızın imkanı yok."
,It would be wisest to focus on protecting ourselves without doing anything unnecessary and leave it to the police starting tomorrow. ,"It would be wisest to focus on protecting ourselves without doing anything unnecessary, and leave it to the police after tomorrow."," It would be wisest to focus on protecting ourselves without doing anything unnecessary, and leave it to the police after tomorrow.",余計なことをせず、身の安全を守ることに専念し、明日以降、警察に委ねるのがもっとも賢いことだった。,余計なことをせず、身の安全を守ることに専念し、明日以降、警察に委ねるのがもっとも賢いことだった。,"Наиболее разумно сосредоточиться на самозащите, не делая ничего ненужного, и оставить это полиции на послезавтра.","Seria mais sábio focar em nos protegermos do que fazer qualquer coisa desnecessária, e deixar isso com a polícia depois de amanhã.","It would be wisest to focus on protecting ourselves without doing anything unnecessary, and leave it to the police after tomorrow.",不去做多餘的事，而是專心保護自身的安全，等到明天後將一切托付給警察，乃是最為明智之舉。,不去做多余的事，而是专心保护自身的安全，等到明天后将一切托付给警察，乃是最为明智之举。,"It would be wisest to focus on protecting ourselves without doing anything unnecessary, and leave it to the police after tomorrow.","Sarebbe più saggio concentrarsi sulla nostra protezione, senza fare niente di inutile, e lasciare il compito alla polizia domani.","Sarebbe stato più saggio concentrarsi sulla nostra incolumità senza compiere gesti inutili, e lasciare tutto alla polizia il giorno seguente.",Gereksiz bir şey yapmadan kendimizi korumaya odaklanmak ve yarından sonra işi polise bırakmak akıllıca olacaktır.
,"We'd been tense at the beginning, but other than Aunt Rosa, most of us had spent all morning watching TV and getting bored, so our sense of danger had faded considerably. ","We had been tense in the beginning, but other than Auntie Rosa, most of us had spent all morning watching TV and were getting bored, so our sense of danger had grown much less intense."," We had been tense in the beginning, but other than Rosa oba-san, most of the people had spent all afternoon watching TV and were getting bored, so our sense of danger had grown much less intense.",最初の内はぴりぴりしていたが、楼座叔母さんを除き、ほとんどの者は午前中いっぱいをテレビを見て過ごしている内にだんだん退屈になり、危機感がだいぶ薄れてしまうのだった。,最初の内はぴりぴりしていたが、楼座叔母さんを除き、ほとんどの者は午前中いっぱいをテレビを見て過ごしている内にだんだん退屈になり、危機感がだいぶ薄れてしまうのだった。,"Сначала мы были напряжены, но, кроме тёти Розы, большинство провело весь день смотря телевизор и соскучились, поэтому наше чувство опасности заметно утихло.","Nós estamos nessa tensão desde o começo. Mas, à exceção da tia Rosa, a maioria de nós passou o dia assistindo TV e ficando entediado, então nosso senso de perigo não se desenvolveu tanto.","We had been tense in the beginning, but other than Auntie Rosa, most of us had spent all morning watching TV and were getting bored, so our sense of danger had grown much less intense.",雖說最開始時大家都戰戰兢兢的，但到了現在，除去樓座姑母，基本所有人都看了一上午電視，漸漸覺得無聊，大大減輕了危機感。,虽说最开始时大家都战战兢兢的，但到了现在，除去楼座姑母，基本所有人都看了一上午电视，渐渐觉得无聊，大大减轻了危机感。,"We had been tense in the beginning, but other than Auntie Rosa, most of us had spent all morning watching TV and were getting bored, so our sense of danger had grown much less intense.","All'inizio eravamo tutti tesi, ma oltre a Rosa oba-san, la maggior parte di noi aveva trascorso tutto il pomeriggio a guardare la tv e si stava cominciando ad annoiare, quindi il nostro senso del pericolo era diventato sempre meno intenso.","Inizialmente eravamo tutti tesi, ma ad esclusione di zia Rosa, la maggior parte di noi si era gradualmente annoiata a forza di trascorrere l'intera mattinata a guardare la TV, e la nostra percezione del pericolo si attenuò considerevolmente.","Başlangıçta gergindik ama Rosa Teyze dışında çoğumuz bütün sabahı televizyon izleyerek geçirmiş ve sıkılmıştık, bu yüzden tehlike algımız giderek azalmıştı."
,"When we thought about it...yes, six adults certainly had been killed together in the first murder, but that made it seem like some back-handed method like poison had been used. ","When we thought about it, even though there certainly had been six adults killed at once in the first murder, that made us imagine that some back‐handed method like poison had been used."," When we thought about it, even though there certainly had been six adults killed at once in the first murder, that made us imagine that some back-handed method like poison had been used.",考えてみれば、第一の殺人は確かに６人もの大人が一度に殺されているが、それゆえに毒殺などの搦め手による殺人を想像させた。,考えてみれば、第一の殺人は確かに６人もの大人が一度に殺されているが、それゆえに毒殺などの搦め手による殺人を想像させた。,"Когда мы поразмыслили над сложившейся ситуацией и о том, что шестеро взрослых определённо были убиты вместе в первом убийстве, у нас сложилось впечатление, что использовался некий обманный метод, вроде яда.","Quando pensamos sobre isso, mesmo sendo certo que seis adultos haviam sido mortos no primeiro assassinato, aquilo nos fez imaginar que algum método como veneno tinha sido utilizado.","When we thought about it, even though there certainly had been six adults killed at once in the first murder, that made us imagine that some back‐handed method like poison had been used.",仔細一想，雖說在第一起殺人事件中，確實是一次性殺死了六位大人，但由此也讓我們聯想到了，這可能一起是用下毒之類的陰招完成的殺人案。,仔细一想，虽说在第一起杀人事件中，确实是一次性杀死了六位大人，但由此也让我们联想到了，这可能一起是用下毒之类的阴招完成的杀人案。,"When we thought about it, even though there certainly had been six adults killed at once in the first murder, that made us imagine that some back‐handed method like poison had been used.","Quando ci pensammo, nonostante fosse certo che sei adulti erano stati uccisi nel primo omicidio, ciò ci fece immaginare che era stato usato qualche metodo subdolo come del veleno.","Quando ci riflettemmo... era vero che nel primo omicidio erano stati uccisi in una volta sola sei adulti, ma ciò ci fece suppore che fosse stato usato qualche sotterfugio, come del veleno.","İlk cinayette aynı anda altı yetişkinin öldürülmüş olması, zehir gibi sinsi bir yöntemin kullanılmış olabileceğini düşünmemize neden oldu."
,"And for the second murder, we figured those two became sacrifices because they'd been unfortunately isolated from the rest of us. ","And in the second murder, it was thought that those two had become sacrifices because they were unfortunately isolated from the rest of us."," And in the second murder, it was thought that those two had become sacrifices because they were unfortunately isolated from the rest of us.",そして、第二の殺人は、不幸にも皆から孤立してしまったことによって犠牲となったと思われる。,そして、第二の殺人は、不幸にも皆から孤立してしまったことによって犠牲となったと思われる。,"А во втором убийстве считалось, что те двое стали жертвами, так как оказались, к несчастью, отделены от нас.","E no segundo assassinato, foi pensado que eles se tornaram sacrifícios porque, infelizmente, estavam isolados do resto de nós.","And in the second murder, it was thought that those two had become sacrifices because they were unfortunately isolated from the rest of us.",而在第二起殺人事件裡，犧牲者看來也是由於與大家孤立，而不幸遭到的殺害。,而在第二起杀人事件里，牺牲者看来也是由于与大家孤立，而不幸遭到的杀害。,"And in the second murder, it was thought that those two had become sacrifices because they were unfortunately isolated from the rest of us.","E nel secondo omicidio, quei due erano diventati sacrifici perché sfortunatamente erano rimasti isolati dal resto di noi.","E nel secondo omicidio, le due vittime erano diventate tali perché si erano sfortunatamente isolate dal resto del gruppo.","Ve ikinci cinayet için, bu ikisinin de kurban olduğunu düşündük çünkü ne yazık ki geri kalanımızdan izole olmuşlardı."
