Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,A beautiful glow shone in from the skylight over the grand cathedral.,A beautiful glow shone in from the skylight over the grand cathedral. ,A beautiful glow shone in from the skylight over the grand cathedral.,荘厳な大聖堂は、天窓より美しい光が差している。,荘厳な大聖堂は、天窓より美しい光が差している。,Из просвета над величественным собором сиял божественный свет.,Um lindo brilho reluzia do óculo da grande catedral.,A beautiful glow shone in from the skylight over the grand cathedral.,莊嚴的大聖堂，被從天窗射下的美麗光芒所照亮。,庄严的大圣堂，被从天窗射下的美丽光芒所照亮。,A beautiful glow shone in from the skylight over the grand cathedral.,A beautiful glow shone in from the skylight over the grand cathedral.,A beautiful glow shone in from the skylight over the grand cathedral.
,The place was somehow different from the way it had been during the witches' trial.{n}The decorations had changed.,The place was somehow different from the way it had been during the witches' trial. The decorations had changed. , The place was somehow different from the way it had been during the witches' trial. The decorations had changed.,かつて魔女法廷が開かれた時とは、何かが違う。装飾が違う。,かつて魔女法廷が開かれた時とは、何かが違う。{n}装飾が違う。,"Место несколько отличалось от того, каким оно было во время судебного заседания ведьм.{n}Декорации изменились.",Algo no local estava diferente de quando ocorreu o julgamento das bruxas.{n}A decoração havia mudado.,The place was somehow different from the way it had been during the witches' trial.{n}The decorations had changed.,跟以前召開魔女法庭時相比，哪裡有些不同。{n}裝飾不同。,跟以前召开魔女法庭时相比，哪里有些不同。{n}装饰不同。,The place was somehow different from the way it had been during the witches' trial.{n}The decorations had changed.,The place was somehow different from the way it had been during the witches' trial.{n}The decorations had changed.,The place was somehow different from the way it had been during the witches' trial.{n}The decorations had changed.
,"The several pleasantly sparkling white ribbons were paper‐thin, but they hung beautifully in the air.","The several pleasantly sparkling white ribbons that adorned it were thin like razors, but they trailed beautifully in the air. "," The several pleasantly sparkling white ribbons were paper-thin, but they hung beautifully in the air.",温かに輝く白いリボンは、剃刀のように鋭いけれど、美しく棚引いて飾り付けられ。,温かに輝く白いリボンは、剃刀のように鋭いけれど、美しく棚引いて飾り付けられ。,"Приятно сверкающие белые ленты были тонкими, как бумага, но красиво висели в воздухе.","Graciosos laços brancos e reluzentes, afiados como lâminas, estavam dependurados lindamente no ar.","The several pleasantly sparkling white ribbons were paper‐thin, but they hung beautifully in the air.",連綿不斷地美麗裝點著，利如剃刀閃爍暖光的潔白緞帶。,连绵不断地美丽装点着，利如剃刀闪烁暖光的洁白缎带。,"The several pleasantly sparkling white ribbons were paper‐thin, but they hung beautifully in the air.","The several pleasantly sparkling white ribbons were paper‐thin, but they hung beautifully in the air.","The several pleasantly sparkling white ribbons were paper‐thin, but they hung beautifully in the air."
,Flowers were arranged all over in a way that would make any place look cheerful.,Flowers were arranged all over in a way that would make any place look cheerful. , Flowers were arranged all over in a way that would make any place look cheerful.,花々は美しく飾り立てられ、どのような場所でさえも祝福して見せる。,花々は美しく飾り立てられ、どのような場所でさえも祝福して見せる。,"Цветы были расставлены повсюду так, что оживили бы любое место.","Flores por todos os lados decoravam o local, deixando o espaço muito mais alegre.",Flowers were arranged all over in a way that would make any place look cheerful.,鮮花被美麗漂亮地裝飾著，每一處都盡顯著祝福。,鲜花被美丽漂亮地装饰着，每一处都尽显着祝福。,Flowers were arranged all over in a way that would make any place look cheerful.,Flowers were arranged all over in a way that would make any place look cheerful.,Flowers were arranged all over in a way that would make any place look cheerful.
,It was like how a single drop of impure water could spoil an entire cask of wine.,It was like how a single drop of impure water can spoil an entire cask of wine. , It was like how a single drop of impure water could spoil an entire cask of wine.,さながら、ワイン樽に一滴の汚水を混ぜれば、その全てを汚染できるかのように。,さながら、ワイン樽に一滴の汚水を混ぜれば、その全てを汚染できるかのように。,Как когда всего одна капля грязной воды могла бы испортить всё вино в бочке.,"Igual a uma única gota de água impura, capaz de contaminar um barril de vinho.",It was like how a single drop of impure water could spoil an entire cask of wine.,簡直潔淨到，只要從葡萄酒桶落下一滴污水，就能污染這一切。,简直洁净到，只要从葡萄酒桶落下一滴污水，就能污染这一切。,It was like how a single drop of impure water could spoil an entire cask of wine.,It was like how a single drop of impure water could spoil an entire cask of wine.,It was like how a single drop of impure water could spoil an entire cask of wine.
,"Just the presence of the flowers, the ribbons, and the red carpet that ran down the center of the room...made it hard to believe that this was the same place Ushiromiya Natsuhi had been falsely accused of a crime...","Just the presence of those flowers, those ribbons, and the red carpet that ran down the center of the room... made it hard to believe that this was the same place Ushiromiya Natsuhi had been falsely accused of a crime... "," Just the presence of the flowers, the ribbons, and the red carpet that ran down the center of the room... made it hard to believe that this was the same place Ushiromiya Natsuhi had been falsely accused of a crime...",花とリボンと、そして赤い絨毯のヴァージンロードは、ただ存在するだけで、かつてここが、右代宮夏妃に罪を強いたのと同じ場所であることを疑わせる…。,花とリボンと、そして赤い絨毯のヴァージンロードは、ただ存在するだけで、かつてここが、右代宮夏妃に罪を強いたのと同じ場所であることを疑わせる…。,"Одни лишь цветы, ленты и красная ковровая дорожка по центру помещения, и было трудно поверить, что в этом же месте Уширомию Нацухи ложно обвинили в совершении преступления...","Apenas a presença das flores, dos laços e o tapete vermelho que estendia‐se pelo centro do lugar...deixava dúbio se aquele era o mesmo local onde Ushiromiya Natsuhi havia sido falsamente acusada de um crime...","Just the presence of the flowers, the ribbons, and the red carpet that ran down the center of the room...made it hard to believe that this was the same place Ushiromiya Natsuhi had been falsely accused of a crime...",花與緞帶，還有紅地毯鋪下的處子之路，僅僅是存在於那裡，就令人不禁懷疑起，這是否是曾硬要把罪名強加到右代宮夏妃頭上的同一個場所…。,花与缎带，还有红地毯铺下的处子之路，仅仅是存在于那里，就令人不禁怀疑起，这是否是曾硬要把罪名强加到右代宫夏妃头上的同一个场所…。,"Just the presence of the flowers, the ribbons, and the red carpet that ran down the center of the room...made it hard to believe that this was the same place Ushiromiya Natsuhi had been falsely accused of a crime...","Just the presence of the flowers, the ribbons, and the red carpet that ran down the center of the room...made it hard to believe that this was the same place Ushiromiya Natsuhi had been falsely accused of a crime...","Just the presence of the flowers, the ribbons, and the red carpet that ran down the center of the room...made it hard to believe that this was the same place Ushiromiya Natsuhi had been falsely accused of a crime..."
,It had truly become......a wedding chapel.,It had truly become...a wedding chapel. , It had truly become......a wedding chapel.,そこはまさしく、……婚礼の大聖堂だった。,そこはまさしく、……婚礼の大聖堂だった。,Оно стало самой что ни на есть...... свадебной часовней.,Havia realmente se tornado......uma capela de casamento.,It had truly become......a wedding chapel.,此處分明就是那，……婚禮的大聖堂。,此处分明就是那，……婚礼的大圣堂。,It had truly become......a wedding chapel.,It had truly become......a wedding chapel.,It had truly become......a wedding chapel.
,"""Love is generous, love is merciful!""","""Love is generous, love is merciful!"" ","""Love is generous, love is merciful!""",「愛は寛容にして慈悲あり！」,「愛は寛容にして慈悲あり！」,"""Любовь щедра, любовь милостива!""","""O amor é generoso, o amor é misericordioso!""","""Love is generous, love is merciful!""",「愛既寬容又慈悲！」,「爱既宽容又慈悲！」,"""Love is generous, love is merciful!""","""Love is generous, love is merciful!""","""Love is generous, love is merciful!"""
,"""Love does not envy, it does not boast!""","""Love does not envy, it does not boast!"" ","""Love does not envy, it does not boast!""",「愛は妬まず、愛は誇らず！」,「愛は妬まず、愛は誇らず！」,"""Любви не завидуют, ею не хвастаются!""","""O amor não inveja, o amor não se ostenta!""","""Love does not envy, it does not boast!""",「愛是不妒，愛是不驕！」,「爱是不妒，爱是不骄！」,"""Love does not envy, it does not boast!""","""Love does not envy, it does not boast!""","""Love does not envy, it does not boast!"""
,"These words, spoken by two demons who seemed to be in charge of this gathering, were part of a ceremony for making an oath of love before the eyes of God.","These words, spoken by two demons who seemed to be in charge of this gathering, were part of a ceremony for making an oath of love before the eyes of God. ","These words, spoken by two demons who seemed to be in charge of this gathering, were part of a ceremony for making an oath of love before the eyes of God.",司会の如き二人の悪魔が口にするそれは、神の前で愛を誓う儀式の祝詞の一つ。,司会の如き二人の悪魔が口にするそれは、神の前で愛を誓う儀式の祝詞の一つ。,"Эти слова, сказанные двумя демонами, отвечающими за собор, были частью церемонии дачи клятвы в любви перед глазами Бога.","Estas palavras, pronunciadas por dois demônios que aparentavam estar responsáveis por esta reunião, eram parte de uma cerimônia para realizar um juramento de amor diante dos olhos de Deus.","These words, spoken by two demons who seemed to be in charge of this gathering, were part of a ceremony for making an oath of love before the eyes of God.",從恰似司儀的兩位惡魔口中講出的，乃是在神前誓愛儀式中的祝詞之一。,从恰似司仪的两位恶魔口中讲出的，乃是在神前誓爱仪式中的祝词之一。,"These words, spoken by two demons who seemed to be in charge of this gathering, were part of a ceremony for making an oath of love before the eyes of God.","These words, spoken by two demons who seemed to be in charge of this gathering, were part of a ceremony for making an oath of love before the eyes of God.","These words, spoken by two demons who seemed to be in charge of this gathering, were part of a ceremony for making an oath of love before the eyes of God."
