Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,*knock*knock*knock*knock*!!! ,Knock‐knock‐knock‐knock!!!,*knock*knock*knock*knock*!!! ,ドンドンドンドン！！！,ドンドンドンドン！！！,Тук‐тук‐тук‐тук!!!,Bam‐bam‐bam‐bam!!!,Knock‐knock‐knock‐knock!!!,咚咚咚咚！！！,咚咚咚咚！！！,Knock‐knock‐knock‐knock!!!,*knock*knock*knock*knock*!!!,Knock‐knock‐knock‐knock!!!,Knock‐knock‐knock‐knock!!!
,The sudden sound of someone banging fiercely on the door brought Natsuhi to her senses. ,The sudden sound of someone banging fiercely on the door brought Natsuhi to her senses.,The sudden sound of someone banging fiercely on the door brought Natsuhi to her senses.,突然の激しく扉を打ち鳴らす音に、夏妃は意識を取り戻す。,突然の激しく扉を打ち鳴らす音に、夏妃は意識を取り戻す。,Нацухи привели в чувства неожиданные яростные стуки в дверь.,O repentino som de alguém batendo vigorosamente contra a porta fez com que Natsuhi recuperasse seus sentidos.,The sudden sound of someone banging fiercely on the door brought Natsuhi to her senses.,突然響起的激烈敲門聲令夏妃取回了意識。,突然响起的激烈敲门声令夏妃取回了意识。,The sudden sound of someone banging fiercely on the door brought Natsuhi to her senses.,Il suono improvviso di qualcuno che colpiva ferocemente la porta fece riprendere i sensi a Natsuhi.,The sudden sound of someone banging fiercely on the door brought Natsuhi to her senses.,The sudden sound of someone banging fiercely on the door brought Natsuhi to her senses.
,She had probably nodded off in the study while planning how they would overcome the next day. ,She had probably nodded off in the study while planning how they would overcome the next day., She had probably nodded off in the study while planning how they would overcome the next day.,書斎で、明日をどう乗り越えるか思案している間に、つい、うつらうつらしてしまったのだろう。,書斎で、明日をどう乗り越えるか思案している間に、つい、うつらうつらしてしまったのだろう。,"Вероятно, она задремала в кабинете, ища способ преодолеть завтрашний день.",Ela provavelmente acabou cochilando no estúdio enquanto pensava em como iria superar o dia seguinte.,She had probably nodded off in the study while planning how they would overcome the next day.,在書房中思索著如何撐過明日的她，恐怕是想著想著就不由自主地昏昏欲睡、神智模糊了吧。,在书房中思索着如何撑过明日的她，恐怕是想着想着就不由自主地昏昏欲睡、神智模糊了吧。,She had probably nodded off in the study while planning how they would overcome the next day.,Probabilmente si era appisolata nello studio mentre pianificava come avrebbero superato il giorno successivo.,She had probably nodded off in the study while planning how they would overcome the next day.,She had probably nodded off in the study while planning how they would overcome the next day.
,But...what could it be...? At a time like this... ,But...what could it be...? At a time like this..., But...what could it be...? At a time like this...,しかし、何事…？このような時間に。,しかし、何事…？　このような時間に。,Но... кто бы это мог быть?.. Да ещё и в такое время...,Mas...quem poderia ser...? Em um momento como esse...,But...what could it be...? At a time like this...,不過，是何事呢…？都這時間了。,不过，是何事呢…？都这时间了。,But...what could it be...? At a time like this...,Ma... che potrebbe essere...? In un momento come questo...,But...what could it be...? At a time like this...,But...what could it be...? At a time like this...
,"More importantly, the knock itself was strange. ","More importantly, the knock itself was strange."," More importantly, the knock itself was strange.",それよりも、ノックというのがおかしかった。,それよりも、ノックというのがおかしかった。,"Что более важно, странно уже то, что стучат.","Mais importante que isso, a batida em si foi estranha.","More importantly, the knock itself was strange.",比這更令人感到奇怪的，是敲門一事。,比这更令人感到奇怪的，是敲门一事。,"More importantly, the knock itself was strange.","Ma soprattutto, la bussata in sé era strana.","More importantly, the knock itself was strange.","More importantly, the knock itself was strange."
,"If someone wanted to contact her, they could've just used the internal phone line. ","If someone had wanted to contact her, they could have just used the internal phone line."," If someone had tried to contact her, they could have just used the internal phone line.",仮に何か連絡があるなら、内線電話を使えばいいだけの話だ。,仮に何か連絡があるなら、内線電話を使えばいいだけの話だ。,"Если кто‐то хотел связаться с ней, можно было просто позвонить по внутренней линии.","Se alguém quisesse entrar em contato com ela, poderia simplesmente ter usado a linha interna.","If someone had wanted to contact her, they could have just used the internal phone line.",假如是有什麼事要聯絡，那就只需打個內線電話就行了。,假如是有什么事要联络，那就只需打个内线电话就行了。,"If someone had wanted to contact her, they could have just used the internal phone line.","Se qualcuno avesse provato a contattarla, avrebbe potuto usare la linea telefonica interna.","If someone had wanted to contact her, they could have just used the internal phone line.","If someone had wanted to contact her, they could have just used the internal phone line."
,She'd told them that she'd be here. ,She had told them that she would be here., She had told them that she would be here.,自分はここにいると伝えてあるのに。,自分はここにいると伝えてあるのに。,"Она сказала, что будет здесь.",Ela já havia dito a todos que estaria ali.,She had told them that she would be here.,明明說過，我會待在這裡。,明明说过，我会待在这里。,She had told them that she would be here.,Aveva detto che sarebbe stata lì.,She had told them that she would be here.,She had told them that she would be here.
,"Realizing that something strange was going on, Natsuhi shook her head one more time, completely throwing off her drowsiness. ","Realizing that something strange was going on, Natsuhi shook her head one more time, completely throwing off her drowsiness."," Realizing that something strange was going on, Natsuhi shook her head one more time, completely throwing off her drowsiness.",何かおかしな事態が起こりつつあることを気取り、夏妃はもう一度頭を振って、眠気を完全に振り払った。,何かおかしな事態が起こりつつあることを気取り、夏妃はもう一度頭を振って、眠気を完全に振り払った。,"Понимая, что происходит нечто странное, Нацухи ещё раз тряхнула головой, окончательно отбросив сонливость.","Percebendo que algo estranho estava acontecendo, Natsuhi sacudiu sua cabeça novamente, dispersando toda sua sonolência.","Realizing that something strange was going on, Natsuhi shook her head one more time, completely throwing off her drowsiness.",意識到了什麼異常事態正在發生，夏妃又一次搖了搖頭，徹底地趕跑了睡意。,意识到了什么异常事态正在发生，夏妃又一次摇了摇头，彻底地赶跑了睡意。,"Realizing that something strange was going on, Natsuhi shook her head one more time, completely throwing off her drowsiness.","Realizzando che stava succedendo qualcosa di strano, Natsuhi scosse la sua testa un'altra volta, sbarazzandosi completamente della sua sonnolenza.","Realizing that something strange was going on, Natsuhi shook her head one more time, completely throwing off her drowsiness.","Realizing that something strange was going on, Natsuhi shook her head one more time, completely throwing off her drowsiness."
Ushiromiya Eva,"""Father, Father...!! It's Eva. I have an urgent, vital matter to discuss with you!"" ","""Father, Father...!! It's Eva. I have something urgent and vital to talk to you about!""","""Father, Father...!! It's Eva. I have something urgent and vital to talk to you about!""",「お父様、お父様…！！　絵羽です。至急、重要なお話があります！」,「お父様、お父様…！！　絵羽です。至急、重要なお話があります！」,"""Отец, отец!.. Это Ева. Мне срочно нужно обсудить с тобой очень важные новости!""","""Pai, pai...!! É a Eva. Tenho algo urgente e vital para falar com você!""","""Father, Father...!! It's Eva. I have something urgent and vital to talk to you about!""",「爸、爸…！！我是繪羽。十萬火急，我有要事要向您匯報！」,「爸、爸…！！我是绘羽。十万火急，我有要事要向您汇报！」,"""Father, Father...!! It's Eva. I have something urgent and vital to talk to you about!""","""Padre, Padre...!! Sono Eva. Ho qualcosa di urgente e vitale di cui parlarti!""","""Father, Father...!! It's Eva. I have something urgent and vital to talk to you about!""","""Father, Father...!! It's Eva. I have something urgent and vital to talk to you about!"""
,It was Eva's voice. ,It was Eva's voice.,It was Eva's voice.,それは絵羽の声だった。,それは絵羽の声だった。,Это был голос Евы.,Era a voz de Eva.,It was Eva's voice.,這是繪羽的聲音。,这是绘羽的声音。,It was Eva's voice.,Era la voce di Eva.,It was Eva's voice.,It was Eva's voice.
