Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"As usual, this year's family conference was getting bogged down.","As usual, this year's family conference was getting bogged down. ","As usual, this year's family conference was getting bogged down.",今年の親族会議も、相も変わらず泥沼。,今年の親族会議も、相も変わらず泥沼。,Семейное собрание этого года как обычно застряло.,"Como já era de costume, a conferência familiar anual estava se tornando um imbróglio​.","As usual, this year's family conference was getting bogged down.",今年的親族會議，也是一如既往地如履泥潭。,今年的亲族会议，也是一如既往地如履泥潭。,"As usual, this year's family conference was getting bogged down.","As usual, this year's family conference was getting bogged down.","As usual, this year's family conference was getting bogged down."
,"Everyone had decided to cool their heads for a moment, and a short break had been agreed upon...","Everyone had decided to cool their heads for a moment, and a short break had been agreed upon... "," Everyone had decided to cool their heads for a moment, and a short break had been agreed upon...",一度頭を冷やそうということになり、小休止となっていた…。,一度頭を冷やそうということになり、小休止となっていた…。,Все решили пока что остудить головы и согласились на короткий перерыв...,"Todos decidiram que era melhor esfriarem a cabeça, e um breve intervalo foi acordado...","Everyone had decided to cool their heads for a moment, and a short break had been agreed upon...",眾人決定冷靜一下頭腦，開始了稍事休息…。,众人决定冷静一下头脑，开始了稍事休息…。,"Everyone had decided to cool their heads for a moment, and a short break had been agreed upon...","Everyone had decided to cool their heads for a moment, and a short break had been agreed upon...","Everyone had decided to cool their heads for a moment, and a short break had been agreed upon..."
,"The four siblings could say whatever they wanted, but Natsuhi and Kyrie, for example, were outsiders and found it difficult to speak freely in this sort of atmosphere.","The four siblings could say whatever they wanted, but Natsuhi and Kyrie, for example, were outsiders and found it difficult to speak freely in this sort of atmosphere. "," The four siblings could say whatever they wanted, but Natsuhi and Kyrie, for example, were outsiders and found it difficult to speak freely in this sort of atmosphere.",当事者である四兄弟たちは、それぞれ言いたいことも言えるが、夏妃や霧江などは外様なので、自由に意見しにくい空気があった。,当事者である四兄弟たちは、それぞれ言いたいことも言えるが、夏妃や霧江などは外様なので、自由に意見しにくい空気があった。,"Четверо родственников могли говорить что хотят, но, например, Нацухи и Кирие были посторонними, и им было сложно свободно высказываться в такой обстановке.","Os quatro irmãos podiam dizer o que bem entendessem, mas Natsuhi e Kyrie, por exemplo, eram consideradas ""de fora"" e encontravam dificuldades para falar livremente em meio a tal atmosfera.","The four siblings could say whatever they wanted, but Natsuhi and Kyrie, for example, were outsiders and found it difficult to speak freely in this sort of atmosphere.",雖然四兄妹身為當事人，倒也是能夠講出各自的意見，但夏妃霧江等人由於是旁系，礙於會議氣氛不便自由發表意見。,虽然四兄妹身为当事人，倒也是能够讲出各自的意见，但夏妃雾江等人由于是旁系，碍于会议气氛不便自由发表意见。,"The four siblings could say whatever they wanted, but Natsuhi and Kyrie, for example, were outsiders and found it difficult to speak freely in this sort of atmosphere.","The four siblings could say whatever they wanted, but Natsuhi and Kyrie, for example, were outsiders and found it difficult to speak freely in this sort of atmosphere.","The four siblings could say whatever they wanted, but Natsuhi and Kyrie, for example, were outsiders and found it difficult to speak freely in this sort of atmosphere."
,A conference where you aren't allowed to say what you want can be tiring even as you just sit there quietly.,A conference where you aren't allowed to say what you want...can be tiring even as you just sit there quietly. , A conference where you aren't allowed to say what you want can be tiring even as you just sit there quietly.,言いたいことが言えない会議というのは、ただ黙っているだけでも疲れる。,言いたいことが言えない会議というのは、ただ黙っているだけでも疲れる。,"Собрание, на котором нельзя говорить что хочешь, может стать утомительным даже если просто тихо сидеть.","Uma conferência onde você não possui permissão para falar aquilo que quer, pode ser tão cansativa quanto ficar apenas sentado em silêncio.",A conference where you aren't allowed to say what you want can be tiring even as you just sit there quietly.,不能講出想講之言的會議，僅是保持著沉默都會感到身心俱疲。,不能讲出想讲之言的会议，仅是保持着沉默都会感到身心俱疲。,A conference where you aren't allowed to say what you want can be tiring even as you just sit there quietly.,A conference where you aren't allowed to say what you want can be tiring even as you just sit there quietly.,A conference where you aren't allowed to say what you want can be tiring even as you just sit there quietly.
,Even Kyrie couldn't help letting out a deep sigh...,Even Kyrie couldn't help letting out a deep sigh... , Even Kyrie couldn't help letting out a deep sigh...,霧江も、大きな溜息を漏らさずにはいられなかった…。,霧江も、大きな溜息を漏らさずにはいられなかった…。,Даже Кирие не смогла не испустить глубокий вздох...,Nem mesmo Kyrie podia evitar de exalar um profundo suspiro...,Even Kyrie couldn't help letting out a deep sigh...,霧江不由得，長嘆了一口氣…。,雾江不由得，长叹了一口气…。,Even Kyrie couldn't help letting out a deep sigh...,Even Kyrie couldn't help letting out a deep sigh...,Even Kyrie couldn't help letting out a deep sigh...
Ushiromiya Kyrie,"""..............................""","""........."" ","""..................""",「…………………………。」,「…………………………」,"""..................""","""..............................""","""..............................""",「…………………………」,「…………………………」,"""..............................""","""..............................""",""".............................."""
,This was the second floor hallway of the mansion.,This was the second floor hallway of the mansion. ,This was the second floor hallway of the mansion.,ここは、屋敷の２階の廊下だった。,ここは、屋敷の２階の廊下だった。,Коридор на втором этаже особняка.,Este é o corredor do segundo andar da mansão.,This was the second floor hallway of the mansion.,此處是大屋 2 樓的走廊。,此处是大屋 2 楼的走廊。,This was the second floor hallway of the mansion.,This was the second floor hallway of the mansion.,This was the second floor hallway of the mansion.
,"Rudolf had wanted to be alone during the break, so she had felt like doing the same......and had drifted up the stairs to reach this place.","Rudolf had wanted to be alone during the break, so she had felt like doing the same... and had drifted up the stairs to reach this place. "," Rudolf had wanted to be alone during the break, so she had felt like doing the same......and had drifted up the stairs to reach this place.",留弗夫が一服の間、ひとりになりたいというので、彼女もひとりになりたくなって、……ふらりと階段を上り、ここに来ていた。,留弗夫が一服の間、ひとりになりたいというので、彼女もひとりになりたくなって、……ふらりと階段を上り、ここに来ていた。,"Рудольф захотел во время перерыва побыть один, она решила поступить так же...... и поплелась сюда вверх по лестнице.","Rudolf queria ficar sozinho durante o intervalo, por isso ela sentiu vontade de fazer o mesmo......e seguiu sem rumo escada acima até chegar aqui.","Rudolf had wanted to be alone during the break, so she had felt like doing the same......and had drifted up the stairs to reach this place.",由於留弗夫想獨自一人抽會煙，所以她也心生了一個人待會的念頭，……心不在焉地走上樓梯，來到了此處。,由于留弗夫想独自一人抽会烟，所以她也心生了一个人待会的念头，……心不在焉地走上楼梯，来到了此处。,"Rudolf had wanted to be alone during the break, so she had felt like doing the same......and had drifted up the stairs to reach this place.","Rudolf had wanted to be alone during the break, so she had felt like doing the same......and had drifted up the stairs to reach this place.","Rudolf had wanted to be alone during the break, so she had felt like doing the same......and had drifted up the stairs to reach this place."
,Her expression was less tightly controlled than it was when her husband was around.{n}......Kyrie wore a tired look that she didn't often show.,Kyrie's expression was less tightly controlled than when her husband was around. ...She wore a tired look that she didn't often show. , Her expression was less tightly controlled than it was when her husband was around.......Kyrie wore a tired look that she didn't often show.,夫がいなければ、崩せる表情というものもある。……霧江は、滅多に見せない疲労の表情を晒すのだった。,夫がいなければ、崩せる表情というものもある。{n}……霧江は、滅多に見せない疲労の表情を晒すのだった。,"Когда мужа не было рядом, её выражение было под менее строгим контролем.{n}......Кирие выглядела утомлённо, что не часто можно было увидеть.",Sua expressão não estava tão contida quanto nas horas em que seu marido está por perto.{n}......Kyrie demonstrava uma expressão de cansaço que não costumava exibir diante de outras pessoas.,Her expression was less tightly controlled than it was when her husband was around.{n}......Kyrie wore a tired look that she didn't often show.,有些表情，是只有丈夫不在時方可泰然流露。{n}……霧江臉上擺出了副，鮮有顯露過的疲憊神情。,有些表情，是只有丈夫不在时方可泰然流露。{n}……雾江脸上摆出了副，鲜有显露过的疲惫神情。,Her expression was less tightly controlled than it was when her husband was around.{n}......Kyrie wore a tired look that she didn't often show.,Her expression was less tightly controlled than it was when her husband was around.{n}......Kyrie wore a tired look that she didn't often show.,Her expression was less tightly controlled than it was when her husband was around.{n}......Kyrie wore a tired look that she didn't often show.
,She pressed her forehead against the cool window glass.,She pressed her cheek against the cool window glass. , She pressed her cheek against the cool window glass.,ひんやりと冷えた窓ガラスに額を押し当てる。,ひんやりと冷えた窓ガラスに額を押し当てる。,Она прижалась щекой к холодному стеклу.,Ela pressionou sua testa contra o gelado vidro da janela.,She pressed her forehead against the cool window glass.,額頭靠到了冷冰冰的窗玻璃上。,额头靠到了冷冰冰的窗玻璃上。,She pressed her forehead against the cool window glass.,She pressed her forehead against the cool window glass.,She pressed her forehead against the cool window glass.
