Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"After Genji finished his late meal, he went out to do the nighttime rounds inside the mansion. ","After Genji finished taking his late meal, he went out to do the nighttime rounds inside the mansion.","After Genji finished taking his late meal, he went out to do the nighttime rounds inside the mansion.",源次は遅めの食事を取り終えた後、屋敷内の夜の見回りに出ていた。,源次は遅めの食事を取り終えた後、屋敷内の夜の見回りに出ていた。,"После того как Генджи закончил свою позднюю трапезу, он вышел, чтобы сделать ночной обход по особняку.","Após Genji terminar de fazer sua refeição noturna, ele saiu para fazer a ronda dentro da mansão.","After Genji finished taking his late meal, he went out to do the nighttime rounds inside the mansion.",源次用完略遲於平時的晚餐後，開始了大屋內的夜間巡視。,源次用完略迟于平时的晚餐后，开始了大屋内的夜间巡视。,"After Genji finished taking his late meal, he went out to do the nighttime rounds inside the mansion.","Dopo aver consumato la sua cena posticipata, Genji uscì per effettuare i controlli notturni nella villa.","Dopo aver tardivamente consumato la sua cena, Genji uscì per effettuare la ronda notturna della villa.",Genji geç saatte hazırladığı yemeğini bitirdikten sonra malikânede gece devriyesi yapmaya çıktı.
,"He'd eaten some reheated soup that Gohda had made, along with some random leftovers from the refrigerator. ","He reheated the soup that Gohda had started making, and ate some random leftovers from the refrigerator."," He ate some reheated soup that Gohda had made, along with some random leftovers from the refrigerator.",食事は、郷田が作りかけていたスープを温めなおし、冷蔵庫の中にあった残り物を適当に食べた。,食事は、郷田が作りかけていたスープを温めなおし、冷蔵庫の中にあった残り物を適当に食べた。,"Он съел немного тёплого супа, приготовленного Годой, а также кое‐какие оставшиеся в холодильнике продукты.",Ele reaqueceu a sopa que Gohda havia começado a preparar e comeu algumas sobras que estavam na geladeira.,"He reheated the soup that Gohda had started making, and ate some random leftovers from the refrigerator.",晚餐時，他重新熱了下鄉田快做好的西餐湯，再隨便吃了點冰箱中的剩菜。,晚餐时，他重新热了下乡田快做好的西餐汤，再随便吃了点冰箱中的剩菜。,"He reheated the soup that Gohda had started making, and ate some random leftovers from the refrigerator.","Aveva mangiato della zuppa riscaldata preparata da Gohda, assieme a degli avanzi assortiti presi dal frigo.","Come pasto, riscaldò della zuppa preparata da Gouda, assieme a qualche avanzo presente nel frigo.",Gohda'nın yapmaya giriştiği çorbayı yeniden ısıttı ve buzdolabından rastgele kalan yemekleri yedi.
,"Those were all things Gohda had made himself, and were, of course, delicious. ","They were all things Gohda had made himself, and were, of course, delicious."," They were all things Gohda had made himself, and were, of course, delicious.",それらはいずれも郷田の手によるものだったので、やはり美味しかった。,それらはいずれも郷田の手によるものだったので、やはり美味しかった。,"Всё это Года приготовил сам, и получилось у него, разумеется, очень вкусно.","Eram todas coisas que Gohda havia preparado para si mesmo e, é claro, estavam deliciosas.","They were all things Gohda had made himself, and were, of course, delicious.",由於這些全是出自鄉田之手，果然甚是美味。,由于这些全是出自乡田之手，果然甚是美味。,"They were all things Gohda had made himself, and were, of course, delicious.","Tutto era stato preparato da Gohda, ed era, ovviamente, delizioso.","Era stato tutto cucinato da Gouda, pertanto erano dei piatti prevedibilmente deliziosi.",Hepsi Gohda'nın bizzat yaptığı şeylerdi ve elbette çok lezzetliydiler.
,"He had half-heartedly gone to ask Rosa and the others what they would do for dinner, but he'd been yelled at by a voice telling him that the canned food they had would be enough, and the door wasn't even opened for him. ","He had half‐heartedly gone to ask Rosa and the others what they would do for dinner, but he had been yelled at by a voice telling him that they had canned food so they were fine, and the door wasn't even opened for him."," He had half-heartedly gone to ask Rosa and the others what they would do for dinner, but he had been yelled at by a voice telling him that they had canned food so they were fine, and the door wasn't even opened for him.",楼座たちに、夕食をどうするか一応聞きには行ったが、缶詰を食べるからいいと怒鳴られ、扉も開けてもらえなかった。,楼座たちに、夕食をどうするか一応聞きには行ったが、缶詰を食べるからいいと怒鳴られ、扉も開けてもらえなかった。,"Он нехотя пошел спросить Розу и остальных, что они будут есть на обед, но дверь ему не открыли и крикнули, что у них есть консервы, поэтому они в порядке.","Ele, sem ânimo, foi perguntar à Rosa e aos outros o que eles iriam querer para o jantar, mas gritaram dizendo que eles ficariam bem comendo comida enlatada, e a porta não foi aberta para ele.","He had half‐heartedly gone to ask Rosa and the others what they would do for dinner, but he had been yelled at by a voice telling him that they had canned food so they were fine, and the door wasn't even opened for him.",雖然源次也去過樓座他們那裡，問了下晚飯要怎麼辦，但是樓座只是怒吼道“我們吃罐頭，不用了”，連門都沒開。,虽然源次也去过楼座他们那里，问了下晚饭要怎么办，但是楼座只是怒吼道“我们吃罐头，不用了”，连门都没开。,"He had half‐heartedly gone to ask Rosa and the others what they would do for dinner, but he had been yelled at by a voice telling him that they had canned food so they were fine, and the door wasn't even opened for him.","Con riluttanza era andato a chiedere a Rosa cosa avevano intenzione di fare riguardo alla cena, ma gli era stato gridato contro che avevano del cibo in scatola e quindi erano a posto, e non avevano nemmeno aperto la porta per lui.","Era andato dal gruppo di Rosa per provare a chiedere cosa avevano intenzione di fare per la cena, ma gli era stato urlato contro che erano a posto perché avevano del cibo in scatola, e non gli aprirono neanche la porta...","Rosa ve diğerlerine akşam yemeği için ne yiyeceklerini sormak için isteksizce yanlarına gitmişti ama konserve yiyecekleri olduğunu, yani sorun olmadığını söyleyen bir ses tarafından terslenmişti, ve kapı onun için açılmamıştı bile."
,"...So, ironically, the servant Genji was able to eat a more delicious meal... ","......So, ironically, it was the servant Genji who was able to eat the more delicious meal...","......So ironically, the servant Genji was able to eat a more delicious meal...",……なので皮肉にも、使用人である源次の方が美味しい食事を口に出来たのだった…。,……なので皮肉にも、使用人である源次の方が美味しい食事を口に出来たのだった…。,"......Таким образом, по иронии судьбы, слуга Генджи получил возможность поесть более вкусную еду...","......Então, ironicamente, foi o serviçal, Genji, quem pôde saborear uma refeição deliciosa...","......So, ironically, it was the servant Genji who was able to eat the more delicious meal...",……所以享用到了美味食物的，反而是身為傭人的源次…，真是諷刺。,……所以享用到了美味食物的，反而是身为佣人的源次…，真是讽刺。,"......So, ironically, it was the servant Genji who was able to eat the more delicious meal...","... Così, ironicamente, Genji, un domestico, aveva potuto assaporare un pasto più gustoso dei suoi padroni...","E così, per ironia della sorte, il domestico Genji potè gustarsi un pasto più saporito di quello dei suoi padroni...","......Böylece, ironik olarak, en lezzetli yemeği yiyebilen kişi, hizmetkâr Genji oldu..."
,"...But why was it that Genji wasn't afraid to do the rounds all by himself, even though all of those crimes had been committed and many people had already met a brutal end? ","But even though all of those crimes had been committed, and many people had already met a brutal end, ......why was it that Genji wasn't afraid to do the rounds all by himself?","......But why was it that Genji wasn't afraid to do the rounds all by himself, even though all of those crimes had been committed, and many people had already met a brutal end?",しかし、あれほどの事件が起こり、すでに何人もの人間が無惨な最期を迎えているというのに、……源次はなぜたったひとりで見回りに出ることが恐ろしくないのか。,しかし、あれほどの事件が起こり、すでに何人もの人間が無惨な最期を迎えているというのに、……源次はなぜたったひとりで見回りに出ることが恐ろしくないのか。,"......Но почему Генджи не боялся делать обход в одиночку, несмотря на совершенные преступления и людей, уже встретивших жестокий конец?","Mas, mesmo tendo acontecido todos esses crimes, e muitas pessoas terem tido uma morte brutal, ......por que Genji não tinha medo de fazer a ronda sozinho?","But even though all of those crimes had been committed, and many people had already met a brutal end, ......why was it that Genji wasn't afraid to do the rounds all by himself?",不過，明明已經發生了這麼多事件，慘死了好幾個人，……可源次為什麼還一點都不怕孤身一人去巡視呢？,不过，明明已经发生了这么多事件，惨死了好几个人，……可源次为什么还一点都不怕孤身一人去巡视呢？,"But even though all of those crimes had been committed, and many people had already met a brutal end, ......why was it that Genji wasn't afraid to do the rounds all by himself?","... Ma come mai Genji non aveva paura di fare il giro di ronda completamente solo, nonostante fossero stati commessi tutti quei crimini, e tanti avevano già incontrato una fine brutale?","Ma come mai, dopo tutti quei crimini commessi e tutte quelle persone che erano andate incontro ad una macabra fine... Genji non aveva timore di fare il giro di ronda completamente da solo...?","Ama, onca suç işlenmiş ve pek çok insan acımasız bir ölümle karşılaşmış olmasına rağmen, ......neden Genji tek başına dolaşmaktan korkmuyordu?"
,"...Judging by his appearance as he carried out his usual tasks without a trace of fear, as though everything was normal, you might think all of the horrible events that day had been no more than a dream or an illusion. ","...Judging by his appearance as he carried out his normal tasks without a trace of fear, as though everything was normal, you might think that all of the horrible events that had happened today were just a dream or an illusion.","...Judging by his appearance as he carried out his normal tasks without a trace of fear, as though everything was normal, you might think that all of the horrible events that had happened today were just a dream or an illusion.",…何の怯えもなく、普段通りの仕事を当り前にこなす彼のその様子を見ていると、今日の凄惨な出来事全てが、まるで夢か幻だったのではないかと思わされてしまうに違いない。,…何の怯えもなく、普段通りの仕事を当り前にこなす彼のその様子を見ていると、今日の凄惨な出来事全てが、まるで夢か幻だったのではないかと思わされてしまうに違いない。,"...Судя по его виду, он выполнял свои обычные обязанности без тени страха, как будто всё было в норме. Можно было подумать, что все ужасные события, произошедшие сегодня, были всего лишь сном или иллюзией.","...Julgando pela sua aparência e como ele executa suas tarefas normalmente e sem medo, como se tudo fosse normal, você poderia pensar que todos os eventos horríveis que aconteceram hoje foram apenas um sonho ou uma ilusão.","...Judging by his appearance as he carried out his normal tasks without a trace of fear, as though everything was normal, you might think that all of the horrible events that had happened today were just a dream or an illusion.",…看了他這副泰然自若，如平常一樣十分自然地巡視著的樣子，一定會讓人覺得，今天發生的所有慘事，會不會根本是一場夢幻。,…看了他这副泰然自若，如平常一样十分自然地巡视着的样子，一定会让人觉得，今天发生的所有惨事，会不会根本是一场梦幻。,"...Judging by his appearance as he carried out his normal tasks without a trace of fear, as though everything was normal, you might think that all of the horrible events that had happened today were just a dream or an illusion.","... A giudicare dal suo aspetto mentre eseguiva i compiti di sempre senza un briciolo di paura, come se fosse tutto nella norma, si sarebbe potuto credere che tutti gli orribili eventi accaduti quel giorno fossero stati solo un sogno o un'illusione.","A giudicare dall'aria con cui eseguiva con naturalezza le sue mansioni ordinarie, senza avere alcuna paura, si sarebbe potuto pensare che ogni orrida vicenda di quel giorno fosse stata un sogno o un'allucinazione.","...Görünüşüne bakıldığında, her şey normalmiş gibi normal görevlerini hiçbir korku izi olmadan yerine getirdiğinden, bugün meydana gelen tüm korkunç olayların sadece bir rüya veya illüzyon olduğu düşünülebilirdi."
,"Was he taking a philosophic view, or had he just accepted his fate? ","Was he taking a philosophic view, or was it simply resignation?"," Was he taking a philosophic view, or was it simply resignation? ",それは、ある種の達観なのか、それとも諦観なのか。,それは、ある種の達観なのか、それとも諦観なのか。,Смотрел ли он на всё случившееся философски или же просто смирился?,"Isso era fruto de uma visão filosófica, ou seria simples resignação?","Was he taking a philosophic view, or was it simply resignation?",這是某種大徹大悟嗎，還是看破了紅塵呢？,这是某种大彻大悟吗，还是看破了红尘呢？,"Was he taking a philosophic view, or was it simply resignation?","Stava prendendo la situazione con filosofia, oppure era semplice rassegnazione?","Stava prendendo la situazione con filosofia, oppure era semplice rassegnazione?","Felsefi bir bakış açısına mı sahipti, yoksa sadece teslimiyet miydi?"
,"Genji must have considered it a virtue that, when the fate that awaited him was unavoidable, he carry out his duty systematically until the last moment. ","Genji must have considered it a virtue to systematically carry out his duty until the last moment, since the fate that awaited him was unavoidable.","Genji must have considered it a virtue to systematically carry out his duty until the last moment, since the fate that awaited him was unavoidable.",源次にとって、自分を待ち受ける運命が不可避であるならば、その瞬間まで勤めを整然と果たすことがきっと美徳であったに違いない。,源次にとって、自分を待ち受ける運命が不可避であるならば、その瞬間まで勤めを整然と果たすことがきっと美徳であったに違いない。,"Генджи, должно быть, счел достойным систематически выполнять свой долг до последнего момента, поскольку ожидавшая его судьба была неизбежна.","Genji deve ter considerado que era uma virtude continuar sistematicamente seu trabalho até o último momento, já que o destino que o aguardava era inevitável.","Genji must have considered it a virtue to systematically carry out his duty until the last moment, since the fate that awaited him was unavoidable.",毫無疑問對源次來說，如果等候著自己的命運無法避免，那麼有條不紊地工作到那一瞬間，就是他的美德。,毫无疑问对源次来说，如果等候着自己的命运无法避免，那么有条不紊地工作到那一瞬间，就是他的美德。,"Genji must have considered it a virtue to systematically carry out his duty until the last moment, since the fate that awaited him was unavoidable.","Genji doveva considerare fare sistematicamente il suo dovere una virtù, dato che il destino che lo attendeva era inevitabile.","Se il destino che attendeva Genji era inevitabile, per uno come lui era senz'altro una virtù compiere regolarmente il proprio dovere fino all'ultimo.","Genji, kendisini bekleyen kader kaçınılmaz olduğundan, görevini son ana kadar sistematik bir şekilde yerine getirmeyi bir erdem olarak görmüş olmalıydı."
,"The depths of his heart would probably remain hidden for all eternity, unless he spoke of them himself... ","It would probably be eternally impossible to perceive the depths of his heart, unless he told of it himself......"," It would probably be impossible to perceive the depths of his heart for all eternity, unless he told of it himself......",彼の心の奥底をうかがい知ることは、彼が自ら語らぬ限り、永遠に不可能だろう……。,彼の心の奥底をうかがい知ることは、彼が自ら語らぬ限り、永遠に不可能だろう……。,"Вероятно, и вечности не хватило бы для постижения глубин его души, если бы он только сам не рассказал о себе...","As profundezas de seu coração permaneceriam escondidas por toda a eternidade, a não ser que ele mesmo dissesse...","It would probably be eternally impossible to perceive the depths of his heart, unless he told of it himself......",要窺視他的心靈深處，除非他自己講述，不然永遠都是不可能的吧……。,要窥视他的心灵深处，除非他自己讲述，不然永远都是不可能的吧……。,"It would probably be eternally impossible to perceive the depths of his heart, unless he told of it himself......","Comprendere fino in fondo i suoi pensieri sarebbe stato probabilmente impossibile, a meno che non ne avesse parlato lui stesso...","Desumere i meandri dei suoi pensieri sarebbe stata un'impresa perennemente impossibile, a meno che non ne avesse parlato lui stesso...","Kendisi anlatmadığı sürece, kalbinin derinliklerini algılamak muhtemelen sonsuza dek imkansız olacaktı......"
