Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Battler,"""Hey, everyone, good job finishing ""Umineko no Naku Koro ni""! Man, I still didn't have a clue what was going on when the story ended!""","""Hey, everyone, good job finishing ""Umineko no Naku Koro ni""! Man, I still didn't have a clue what was going on when the story ended!"" ","""Hey, everyone, good job finishing 'Umineko no Naku Koro ni'! Man, I still didn't have a clue what was going on when the story ended!""",「おー、みんな『うみねこのなく頃に』、お疲れさん！　やれやれ、わけがわかんない内に物語が終わっちまったなぁ！」,「おー、みんな『うみねこのなく頃に』、お疲れさん！　やれやれ、わけがわかんない内に物語が終わっちまったなぁ！」,"""Всем привет, поздравляем с завершением 'Когда плачут чайки'! Ну и ну, я до сих пор ни капельки не понимаю, что происходило под конец истории!""","""Ei, pessoal, bom trabalho terminando ""Umineko no Naku Koro ni""! Puxa, eu ainda não faço ideia do que estava acontecendo quando a história terminou!""","""Hey, everyone, good job finishing ""Umineko no Naku Koro ni""! Man, I still didn't have a clue what was going on when the story ended!""",「哇哦，在『海貓鳴泣之時』裡，大家都辛苦了！哎呀哎呀，什麼都還沒搞清楚故事就結束了啊！」,「哇哦，在『海猫鸣泣之时』里，大家都辛苦了！哎呀哎呀，什么都还没搞清楚故事就结束了啊！」,"""Hey, everyone, good job finishing ""Umineko no Naku Koro ni""! Man, I still didn't have a clue what was going on when the story ended!"" ","""Ehilà, bella gente, complimenti per aver terminato ‘Umineko no Naku Koro ni - Quando i Gabbiani Piangeranno’! Cavolo, la storia è finita prima che iniziassi a capirci qualcosa!""","""Hey millet, ""Umineko no Naku Koro ni""yi bitirmekle iyi iş çıkardınız! Dostum, hikaye bittiğinde neler olduğuna dair hala bir fikrim yoktu!"""
Ushiromiya Jessica,"""So just what happened? Was that basically the ""bad ending"", where time runs out before the culprit can be exposed?""","""So just what happened? Was that basically the ""bad ending"", where time runs out before the culprit gets exposed?"" ","""So just what happened? Was that basically the 'bad ending', where time runs out before the culprit can be exposed?""",「つまり何だ？　あれは結局、犯人は暴けず時間切れのバッドエンドでしたーってことなのか？」,「つまり何だ？　あれは結局、犯人は暴けず時間切れのバッドエンドでしたーってことなのか？」,"""Так что стряслось? Получается, это была 'плохая концовка', когда время вышло до того, как удалось разоблачить преступника?""","""Então, o que aconteceu? Foi basicamente um ""{i:bad ending}"", onde o tempo acaba antes do culpado ser exposto?""","""So just what happened? Was that basically the ""bad ending"", where time runs out before the culprit can be exposed?""",「所以這算什麼啊？這就是，到最後也沒能找出犯人，時間用光 BAD END 的意思嗎？」,「所以这算什么啊？这就是，到最后也没能找出犯人，时间用光 BAD END 的意思吗？」,"""So just what happened? Was that basically the ""bad ending"", where time runs out before the culprit gets exposed?"" ","""Quindi che è successo? Alla fine ci è capitato un bad ending dove il tempo è scaduto prima che venisse svelato il colpevole?""","""Peki tam olarak ne oldu? Bu basitçe suçlu ifşalanamadan önce zamanın tükendiği ""kötü son"" muydu?"""
Ushiromiya Maria,"""Uu. Definitely a bad ending. Uu.""","""Uu-. Definitely a bad ending. Uu-."" ","""Uu-. Definitely a bad ending. Uu-.""",「うー。きっとバッドエンド。うー。」,「うー。きっとバッドエンド。うー」,"""У‐у. Плохая концовка, без сомнений. У‐у.""","""Uu. Definitivamente um {i:bad ending}. Uu.""","""Uu. Definitely a bad ending. Uu.""",「嗚——。肯定是 BAD END。嗚——」,「呜——。肯定是 BAD END。呜——」,"""Uu-. Definitely a bad ending. Uu-."" ","""Uuh. Decisamente un bad ending. Uuh.""","""Uu. Kesinlikle kötü bir son. Uu."""
Ushiromiya George,"""I think so too. {f:5:Beatrice}'s letter, which Maria‐chan read on the first day, did tell us in advance to solve the riddle of the epitaph. We were all so busy trying to protect ourselves and look for the culprit that we didn't even take a shot at it.""","""That's right. {f:5:Beatrice}'s letter, which Maria-chan read on the first day, did tell us in advance to solve the riddle of the epitaph. We were all so busy trying to protect ourselves and look for the culprit that we didn't even take a shot at it."" ","""That's right. Beatrice's letter, which Maria-chan read on the first day, did tell us in advance to solve the riddle of the epitaph. We were all so busy trying to protect ourselves and look for the culprit that we didn't even take a shot at it.""",「そうだね。一日目の夜に真里亞ちゃんが読んだ、ベアトリーチェの手紙に、碑文の謎を解いてみろとちゃんと予告してたもんね。僕たちは自衛や犯人を探るのに忙しくて、全然その謎に挑まなかったし。」,「そうだね。一日目の夜に真里亞ちゃんが読んだ、ベアトリーチェの手紙に、碑文の謎を解いてみろとちゃんと予告してたもんね。僕たちは自衛や犯人を探るのに忙しくて、全然その謎に挑まなかったし」,"""Так и есть. Письмо от {f:5:Беатриче}, которое Мария‐чан прочитала в первый день, заранее уведомило нас о том, что мы должны разгадать загадку эпитафии. Но так как мы все пытались защитить себя и искали преступника, то совсем забыли о ней.""","""Eu também acho. A carta da {f:5:Beatrice}, a qual a Maria‐chan leu no primeiro dia, nos dizia como resolver o enigma do epitáfio. Nós estávamos tão ocupados tentando nos proteger e encontrar o culpado que nem prestamos atenção nisso.""","""I think so too. {f:5:Beatrice}'s letter, which Maria‐chan read on the first day, did tell us in advance to solve the riddle of the epitaph. We were all so busy trying to protect ourselves and look for the culprit that we didn't even take a shot at it.""",「是啊。第一天晚上，真里亞讀過的那封貝阿朵莉切的信上，就已經事先通知過，叫我們快去解開碑文之謎了呢。結果我們忙著自衛和找犯人，完全沒去挑戰過那個謎題。」,「是啊。第一天晚上，真里亚读过的那封贝阿朵莉切的信上，就已经事先通知过，叫我们快去解开碑文之谜了呢。结果我们忙着自卫和找犯人，完全没去挑战过那个谜题。」,"""That's right. {f:5:Beatrice}'s letter, which Maria-chan read on the first day, did tell us in advance to solve the riddle of the epitaph. We were all so busy trying to protect ourselves and look for the culprit that we didn't even take a shot at it."" ","""Eh, già. La lettera di {f:5:Beatrice}, che Maria-chan ci ha letto il primo giorno, ci aveva avvisato di risolvere l'enigma dell'epigrafe. Eravamo tutti così occupati a difenderci e a cercare il colpevole, che non abbiamo nemmeno provato a risolverlo.""","""Bence de. Maria-chan'ın ilk gün okuduğu {f:5:Beatrice}'in mektubu, kitabenin bilmecesini çözmemizi önceden söylemişti. Hepimiz kendimizi korumaya ve suçluyu aramaya çalışmakla o kadar meşguldük ki bir şans bile vermedik."""
Shannon,""".........Yes, that's true. If we had actually tried to solve the riddle, I'm sure things would have ended differently.""","""...That's right. If we had actually tried to solve the riddle, maybe things would have ended differently."" ",""".........That's right. If we had actually tried to solve the riddle, I'm sure things would have ended differently.""",「………そうですね。ちゃんと碑文の謎に挑んでいたら、違う結末もあったのでしょうか。」,「………そうですね。ちゃんと碑文の謎に挑んでいたら、違う結末もあったのでしょうか」,""".........Действительно. Думаю, попробуй мы действительно разгадать загадку, то всё бы закончилось совсем по‐другому.""",""".........Sim, é verdade. Se nós tivéssemos tentado resolver o epitáfio, tenho certeza que as coisas acabariam diferentes.""",""".........Yes, that's true. If we had actually tried to solve the riddle, I'm sure things would have ended differently.""",「………是呀。如果好好挑戰碑文之謎的話，是不是會有不同的結局呢？」,「………是呀。如果好好挑战碑文之谜的话，是不是会有不同的结局呢？」,"""...That's right. If we had actually tried to solve the riddle, maybe things would have ended differently."" ","""...Esatto. Forse, se avessimo seriamente cercato di risolverlo, le cose sarebbero andate diversamente.""",""".........Evet, bu doğru. Eğer bilmeceyi gerçekten çözmeye çalışsaydık, eminim her şey daha farklı sonuçlanırdı."""
Ushiromiya Battler,"""I wonder about that. Shannon‐chan, you did a good job too!""","""I wonder about that. Shannon-chan, you did a good job too! ","""I wonder about that. Shannon-chan, you did a good job too! ",「それはどうかな。紗音ちゃんもお疲れ！,「それはどうかな。紗音ちゃんもお疲れ！」,"""Кто знает! Шаннон‐чан, тебе тоже пришлось несладко!""","""Eu me pergunto o mesmo. Shannon‐chan, você fez um bom trabalho também!""","""I wonder about that. Shannon‐chan, you did a good job too!""",「這可不好說啊。紗音也辛苦了！」,「这可不好说啊。纱音也辛苦了！」,"""I wonder about that. Shannon-chan, you did a good job too! ","""Chi può dirlo. Anche tu hai fatto un ottimo lavoro, Shannon-chan!""","""Bundan emin değilim. Shannon-chan, sen de iyi iş çıkardın!"""
Ushiromiya Battler,"""You don't have to be our waitress and serve tea. After all, this is a wrap party. As a group of people who met a horrible fate, let's all get along and lick each other's wou~~nds! Licklickli~ck!!""","You don't have to be our waitress and serve tea. After all, this is a wrap party. As a group of people who met a horrible fate, let's all get along and lick each other's wounds! Licklicklick!!"" ","You don't have to be our waitress and serve tea. After all, this is a wrap party. As a group of people who met a horrible fate, let's all get along and lick each other's wou~~nds! Licklickli~ck!!""",お茶の給仕なんてしなくていいぜ。何しろここはお疲れさま会なんだからよ。酷ぇ目に遭った者同士、仲良く傷の舐めあいをしよぅぜ〜〜！　べろべろべろ〜！！」,「お茶の給仕なんてしなくていいぜ。何しろここはお疲れさま会なんだからよ。酷ぇ目に遭った者同士、仲良く傷の舐めあいをしよぅぜ〜〜！　べろべろべろ〜！！」,"""Тебе не обязательно быть официанткой и разливать нам чай. Мы, как‐никак, на вечеринке после съёмок! Так как все мы встретили несчастную судьбу, давайте будем веселиться вместе и залижем друг другу раны! Лизь‐лизь‐лизь!!!""","""Você não precisa ser a nossa garçonete e servir chá. Afinal, essa é uma festa de encerramento. Como parte do grupo que se deparou com uma morte horrível, vamos nos dar bem e lamber as feridas um dos outros~! Lambelambelam~be!!""","""You don't have to be our waitress and serve tea. After all, this is a wrap party. As a group of people who met a horrible fate, let's all get along and lick each other's wou~~nds! Licklickli~ck!!""",「不用服侍上茶也沒事的。這畢竟是慰勞會嘛。咱們同是倒了血霉的難兄難弟，一起來相親相愛地互舔傷口嘛～～！舔舔舔～！！」,「不用服侍上茶也没事的。这毕竟是慰劳会嘛。咱们同是倒了血霉的难兄难弟，一起来相亲相爱地互舔伤口嘛～～！舔舔舔～！！」,"You don't have to be our waitress and serve tea. After all, this is a wrap party. As a group of people who met a horrible fate, let's all get along and lick each other's wounds! Licklicklick!!"" ","""Non devi farci da cameriera e servirci del tè. Dopotutto, stiamo celebrando i nostri sforzi. In quanto compagni di sventure, dovremmo essere buoni amici e leccarci le ferite a vicenda! Lecca lecca lecca!!""","""Garsonumuz olup çay servisi yapmak zorunda değilsin. Ne de olsa bu bir kapanış partisi. Korkunç bir kaderle karşılaşan bir grup insan olarak, hepimiz iyi geçinelim ve birbirimizin yaralarını yalaya~~lım! Yalayalaya~lalım!!"""
Ushiromiya Jessica,"""Speaking of a horrible fate, Shannon beats the rest of us hands down, doesn't she? She was such a beautiful character, so I thought she'd definitely survive until the very end, but she was killed right in the beginning, and on top of that...what was it? Half of her face was smashed, right? That's the worst!""","""Speaking of a horrible fate, Shannon beats the rest of us hands down, doesn't she? She was such a beautiful character, so I thought she'd definitely survive until the very end, but she was killed right in the beginning, and on top of that...what was it? Half of her face was smashed, right? That's the worst!"" ","""Speaking of a horrible fate, Shannon beats the rest of us hands down, doesn't she? She was such a beautiful character, so I thought she'd definitely survive until the very end, but she was killed right in the beginning, and on top of that...what was it? Half of her face was smashed, right? That's the worst!""",「酷ぇ目って言ったら、紗音がぶっちぎりだったぜ？　綺麗どころのキャラだから、てっきり最後まで生き残るかと思ったら、一番最初に殺されるし、しかも、何だっけ？　顔面を半分砕かれてたんだっけ？　最悪だよなぁ！」,「酷ぇ目って言ったら、紗音がぶっちぎりだったぜ？　綺麗どころのキャラだから、てっきり最後まで生き残るかと思ったら、一番最初に殺されるし、しかも、何だっけ？　顔面を半分砕かれてたんだっけ？　最悪だよなぁ！」,"""Кстати, если говорить о несчастной судьбе, то Шаннон тут вне конкуренции, не находите? Она такой прекрасный персонаж, так что я думала, что она обязательно доживёт до самого конца, но её убили в самом начале, и, кроме того... что там ещё? У неё половина лица была размозжена до неузнаваемости, так? Просто отвратительно!""","""Falando em um destino horrível, a Shannon nos deixou bem surpresos, não deixou? Ela era uma personagem tão linda, então eu pensei que ela fosse sobreviver até o final, mas ela foi morta logo no início, e além disso...o que foi aquilo? Metade do seu rosto foi esmagado, não? Aquilo foi horrível!""","""Speaking of a horrible fate, Shannon beats the rest of us hands down, doesn't she? She was such a beautiful character, so I thought she'd definitely survive until the very end, but she was killed right in the beginning, and on top of that...what was it? Half of her face was smashed, right? That's the worst!""",「說到倒霉，紗音可是獨佔鰲頭嘞？因為是顏值擔當的花瓶角色，我還以為一定能活到最後嘞，結果最開始就被殺了，而且，還那什麼來著？半張臉被搗碎了吧？真是慘斃了嘞！」,「说到倒霉，纱音可是独占鳌头嘞？因为是颜值担当的花瓶角色，我还以为一定能活到最后嘞，结果最开始就被杀了，而且，还那什么来着？半张脸被捣碎了吧？真是惨毙了嘞！」,"""Speaking of a horrible fate, Shannon beats the rest of us hands down, doesn't she? She was such a beautiful character, so I thought she'd definitely survive until the very end, but she was killed right in the beginning, and on top of that...what was it? Half of her face was smashed, right? That's the worst!"" ","""Shannon ci batte ad occhi chiusi in quanto a sventure, vero? Ero certa che un personaggio dall'aria così posata sarebbe sopravvissuto fino alla fine, ma è stata uccisa fin da subito, e poi in che modo? Sbaglio o è stato distrutto metà del suo volto? Che fine orrenda!""","""Korkunç bir kaderden bahsetmişken, Shannon hepimizi geride bırakmadı mı? Çok güzel bir karakterdi, bu yüzden kesinlikle en sonuna kadar hayatta kalacağını düşünmüştüm, ama daha başlangıçta öldürüldü, ve üstüne üstlük...o da neydi? Yüzünün yarısı parçalanmıştı, değil mi? En kötüsü de bu!"""
Shannon,"""............That was my role, so, umm......there was no way around it...""","""...That was my role, so, umm, ...there was no way around it..."" ","""............That was my role, so, umm......there was no way around it...""",「…………そういうお役目でしたら、……その、仕方ありませんし…。」,「…………そういうお役目でしたら、……その、仕方ありませんし…」,"""............Такова была моя роль, так что, ум‐м...... тут уж ничего не поделаешь...""","""............Era o meu papel, por isso, bem,......não havia como ser de outro jeito...""","""............That was my role, so, umm......there was no way around it...""",「…………如果這就是我的作用的話，……這個，我也沒辦法…」,「…………如果这就是我的作用的话，……这个，我也没办法…」,"""...That was my role, so, umm, ...there was no way around it..."" ","""...Era il mio dovere, perciò... ecco, non c'era nulla da fare...""","""............Bu benim rolümdü, bu yüzden, umm......bundan kaçmanın bir yolu yoktu..."""
Kanon,"""...Nee‐san, it's nothing for you to worry about. Judging by the final epilogue, even Milady and the others met with a considerably tragic end.""","""...Nee-san, it's nothing for you to worry about. Judging by the last epilogue, even Milady and the rest of them met an extremely tragic end."" ","""...Nee-san, it's nothing for you to worry about. Judging by the last epilogue, even Milady and the rest of them met an extremely tragic end.""",「…姉さんが気にすることはないよ。お嬢様方も、ラストのエピローグを見る限り、相当悲惨な最期を遂げられたようだしね。」,「…姉さんが気にすることはないよ。お嬢様方も、ラストのエピローグを見る限り、相当悲惨な最期を遂げられたようだしね」,"""...Нээ‐сан, не волнуйся об этом. Судя по эпилогу, даже миледи и другие не избежали трагического конца.""","""...Nee‐san, você não precisa se preocupar com isso. Jugando pelo epílogo final, até mesmo a madame e os outros tiveram uma morte consideravelmente trágica.""","""...Nee‐san, it's nothing for you to worry about. Judging by the final epilogue, even Milady and the others met with a considerably tragic end.""",「…姐姐不必為此在意。以最後的一幕來看，小姐他們的臨終也是相當悲慘的。」,「…姐姐不必为此在意。以最后的一幕来看，小姐他们的临终也是相当悲惨的。」,"""...Nee-san, it's nothing for you to worry about. Judging by the last epilogue, even Milady and the rest of them met an extremely tragic end."" ","""...Sorella, non c'è niente di cui preoccuparsi. A giudicare dall'epilogo, anche la signorina e gli altri hanno incontrato una fine altrettanto tragica.""","""...Nee-san, endişelenecek bir şey yok. Leydim ve diğerlerinin bile oldukça trajik bir sonla karşılaştığı final epilogundan anlaşılabiliyor."""
