Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"Every year, the relatives visiting Rokkenjima would let out a sigh of admiration at the rose garden that first greeted them... ","Every year, the relatives who visit Rokkenjima let out a sigh of admiration at the rose garden which first greets them...","Every year, the relatives who visit Rokkenjima let out a sigh of admiration at the rose garden which first greets them...",六軒島を訪れる親族たちは、毎年、最初に出迎えられる薔薇庭園で感嘆のため息を漏らすことになる…。,六軒島を訪れる親族たちは、毎年、最初に出迎えられる薔薇庭園で感嘆のため息を漏らすことになる…。,"Каждый год родственники, посещающие Роккенджиму, восхищённо вздыхали, когда видели прекрасный розарий, который первым встречал их...","Todo ano, os parentes que visitam Rokkenjima deixam escapar um suspiro de admiração ao se depararem com o jardim de rosas, o qual é o primeiro a dar as boas‐vindas a eles...","Every year, the relatives who visit Rokkenjima let out a sigh of admiration at the rose garden which first greets them...",到訪六軒島的親族們，每年都會在最先迎接他們的玫瑰庭園裡感嘆不已…。,到访六轩岛的亲族们，每年都会在最先迎接他们的玫瑰庭园里感叹不已…。,"Every year, the relatives who visit Rokkenjima let out a sigh of admiration at the rose garden which first greets them...","Ogni anno, i parenti che visitano Rokkenjima si lasciano andare ad un sospiro di ammirazione per il roseto che per primo li accoglie...","Ogni anno, i parenti che facevano visita a Rokkenjima sospiravano in ammirazione dinanzi al roseto, il quale era la prima cosa ad accoglierli...","Rokkenjima'yı ziyaret eden akrabalar, her yıl kendilerini ilk olarak karşılayan gül bahçesine hayranlıkla bakıp iç geçirirlerdi..."
,They would stop there to chat about the roses' beauty and how well they were blooming that year. ,They stood there talking with each other about the roses' beauty and the state of their blooming this year.," They stand still, talking with each other about the roses' beauty and the state of their blooming.",彼らは足を止め、今年の薔薇の美しさや咲き具合について語り合うのだった。,彼らは足を止め、今年の薔薇の美しさや咲き具合について語り合うのだった。,"Они стояли вместе, обсуждая друг с другом красоту роз и их цветение.","Eles sempre param ali, e conversam sobre a beleza das rosas e o estado de seu florescimento.",They stood there talking with each other about the roses' beauty and the state of their blooming this year.,今年他們也停下腳步，熱烈談論著美麗的玫瑰與盛開的美景。,今年他们也停下脚步，热烈谈论着美丽的玫瑰与盛开的美景。,They stood there talking with each other about the roses' beauty and the state of their blooming this year.,"Si fermano, parlando gli uni con gli altri della bellezza delle rose e di come stiano sbocciando.","Essi si fermarono sui loro passi, parlando gli uni con gli altri della bellezza e della fioritura delle rose di quell'anno.","Öylece durmuş, birbirleriyle güllerin güzelliği ve bu yılki çiçek açma durumları hakkında konuşuyorlardı."
,"In the midst of all this, there was a single unhealthy rose, and Maria became overwhelmed with dejection at its condition. ","There was a single unhealthy rose among them, and Maria became overwhelmed with dejection at its state."," In the midst of all this, there was a single unhealthy rose, and Maria became overwhelmed with dejection at its state.",その中に一輪、枯れ掛けた薔薇があり、真里亞が感傷に囚われ消沈してしまう。,その中に一輪、枯れ掛けた薔薇があり、真里亞が感傷に囚われ消沈してしまう。,"На фоне всего этого великолепия одна роза была нездорова, и Мария приуныла, заметив это.","Havia uma única rosa doente entre elas, que chamou a atenção de Maria, deixando‐a deprimida por causa de sua condição.","There was a single unhealthy rose among them, and Maria became overwhelmed with dejection at its state.",在這之中，有一朵快要枯萎的玫瑰，真里亞為此陷入了感傷，意志消沉了起來。,在这之中，有一朵快要枯萎的玫瑰，真里亚为此陷入了感伤，意志消沉了起来。,"There was a single unhealthy rose among them, and Maria became overwhelmed with dejection at its state.","In mezzo a tutto ciò, c'era una singola rosa malaticcia, e per questo Maria si abbatté.","Tra queste era presente una rosa appassita, e Maria fu sopraffatta dallo sconforto per lo stato in cui era.",Aralarında sağlıksız bir gül vardı ve Maria onun durumu karşısında üzüntüye boğuldu.
,"But George used his quick wits, and, saying that everything would be fine if they took care of this poor thing, marked it with a candy wrapper and immediately restored Maria's good mood. ","But George used his quick wits, and saying she should look after it if she felt that sorry for it, he marked it with a candy wrapper, and immediately restored Maria's good mood."," But George used his quick wits, and, saying everything would be fine if they looked over this poor thing, marked it with a candy wrapper, and immediately restored Maria's good mood.",でも、譲治が機転を利かし、そんなに可哀想なら面倒を見てあげればいいと飴玉の包み紙で目印を付けてあげると、すぐに機嫌を直した。,でも、譲治が機転を利かし、そんなに可哀想なら面倒を見てあげればいいと飴玉の包み紙で目印を付けてあげると、すぐに機嫌を直した。,"Но Джордж, используя свою смекалку, сказал, что всё будет в порядке, если мы будем следить за этой розой, отметив её бантиком из обертки конфеты, и к Марии быстро вернулось хорошее настроение.","Mas George usou sua perspicácia rápida, e dizendo à Maria para cuidar da rosa se estava com pena, ele então marcou a rosa com um embrulho de bala e, imediatamente, restaurou o bom humor de Maria.","But George used his quick wits, and saying she should look after it if she felt that sorry for it, he marked it with a candy wrapper, and immediately restored Maria's good mood.",不過，讓治靈機一動，對她講道“既然你這麼可怜它，那就來好好照顧它吧”，並用糖果的包裝紙給它做了個記號，馬上就使真里亞的心情有了好轉。,不过，让治灵机一动，对她讲道“既然你这么可怜它，那就来好好照顾它吧”，并用糖果的包装纸给它做了个记号，马上就使真里亚的心情有了好转。,"But George used his quick wits, and saying she should look after it if she felt that sorry for it, he marked it with a candy wrapper, and immediately restored Maria's good mood.","Ma George usando la sua astuzia, e, dicendo che sarebbe andato tutto bene se l'avessero controllata, la segnò con un incarto di caramella, e immediatamente restituì il buonumore a Maria.","Ma George, usando la sua astuzia, le disse che, se quel fiore la intristiva così tanto, avrebbe dovuto prendersene cura, e lo marcò con un incarto di caramella, restituendole subito il buonumore.","Fakat George kıvrak zekasını kullandı, ve eğer bu kadar üzülüyorsa ona göz kulak olması gerektiğini söyleyerek üzerine bir şeker ambalajı geçirdi ve Maria'nın neşesini hemen yerine getirdi."
,"Then Battler, with whom she'd been getting along well since that morning, started talking about Halloween. ","And once Battler, with whom she had been getting along well all morning, raised the subject of Halloween that Maria loved so much, she began playing around energetically again."," And once Battler, with whom she had been getting along well since that morning,",そして、今朝からずっと仲のいい戦人が、真里亞の大好きなハロウィンの話を振ると、もう元気を取り戻しはしゃぎ始めるのだった。,そして、今朝からずっと仲のいい戦人が、真里亞の大好きなハロウィンの話を振ると、もう元気を取り戻しはしゃぎ始めるのだった。,"А когда Баттлер, с которым она хорошо поладила этим утром, вновь заговорил на любимую тему Марии, Хэллоуин, к ней вернулись энергия и задор.","E uma vez que Battler, com quem ela esteve se dando bem toda a manhã, trouxe à tona o assunto de Halloween que Maria tanto amava, e ela começou a brincar energeticamente mais uma vez.","And once Battler, with whom she had been getting along well all morning, raised the subject of Halloween that Maria loved so much, she began playing around energetically again.",從今早開始就一直與她很要好的戰人，也跟著拋去了她最喜歡的萬聖夜的話題，使真里亞又開始活潑地吵鬧了起來。,从今早开始就一直与她很要好的战人，也跟着抛去了她最喜欢的万圣夜的话题，使真里亚又开始活泼地吵闹了起来。,"And once Battler, with whom she had been getting along well all morning, raised the subject of Halloween that Maria loved so much, she began playing around energetically again.","E una volta che Battler, con cui lei andava d'accordo sin dalla mattina, sollevò la questione di ciò che Maria tanto amava, Halloween, lei iniziò di nuovo a giocare lì intorno energeticamente.","E una volta che Battler, con cui era andata d'accordo sin da quel mattino, menzionò la festa di Halloween tanto amata da Maria, lei riacquistò subito le energie, e iniziò a sprizzare di gioia.","Ve sabahtan beri iyi anlaştığı Battler, konuyu Maria'nın çok sevdiği Cadılar Bayramı'na getirdiğinde, Maria yine enerjik bir şekilde etrafta dolanmaya başladı."
,"This was such a favorite topic of Maria's that she began playing around energetically again. To Maria, that marshmallow jack-o-lantern candy bought by her mother was probably the greatest sort of treasure. ","To Maria, those marshmallow jack‐o'‐lantern candies that her mother had bought for her were probably a treasure greater than any other."," raised the subject that Maria loved so much, Halloween, she began playing around energetically again. Maria probably treasured that marshmallow jack-o-lantern candy that her mother had bought for her more than anything.",真里亞にとっては、今朝、楼座に買ってもらったジャックオーランタンのマシュマロ菓子が何よりの宝物なのだろう。,真里亞にとっては、今朝、楼座に買ってもらったジャックオーランタンのマシュマロ菓子が何よりの宝物なのだろう。,"Мария, должно быть, дорожила той зефирной конфетой‐тыквой, купленной её матерью, больше чем всем остальным.","Para Maria, esses doces de marshmallow do {i:jack‐o'‐lantern} que sua mãe havia comprado para ela, eram certamente um tesouro mais valioso do que qualquer outro.","To Maria, those marshmallow jack‐o'‐lantern candies that her mother had bought for her were probably a treasure greater than any other.",對真里亞來說，今天早上樓座給她買的南瓜燈軟糖，應該是勝過了一切的無價之寶吧。,对真里亚来说，今天早上楼座给她买的南瓜灯软糖，应该是胜过了一切的无价之宝吧。,"To Maria, those marshmallow jack‐o'‐lantern candies that her mother had bought for her were probably a treasure greater than any other.",Maria probabilmente fece tesoro più di qualsiasi altra cosa di quel marshmallow a forma di jack-o-lantern che sua Madre le aveva comprato.,"Per Maria, quei marshmallow a forma di zucca di Halloween che Rosa le aveva comprato in mattinata erano probabilmente il suo più grande tesoro...","Maria için, annesinin ona aldığı o jack-o'-lantern şekerleri muhtemelen en kıymetli hazineydi."
,"...They seemed to have bought several, and she demanded a trick-or-treat from every person she met, giving them candy instead of the other way around. ","...It seemed that several of them had been bought for her, and she demanded trick‐or‐treat from every person she met, giving them candy instead of the other way around.","...It seemed that several of them had been bought for her, and she demanded trick-or-treat from every person she met, giving them candy instead of the other way around.",…何本も買ってもらったらしく、会う人会う人にトリックオアトリートを求めては、逆にお菓子を与えているのだった。,…何本も買ってもらったらしく、会う人会う人にトリックオアトリートを求めては、逆にお菓子を与えているのだった。,"...Похоже, что ей купили несколько штук, и она требовала сладость или гадость у каждого, кто ей встречался, даря им конфеты, а не наоборот.","...Parecia que elas haviam comprados vários, e para todos que ela encontrava, Maria sempre os cumprimentava dizendo {i:trick or treat}, mas no lugar das travessuras, sempre entregava um doce.","...It seemed that several of them had been bought for her, and she demanded trick‐or‐treat from every person she met, giving them candy instead of the other way around.",…好像媽媽給她買了好幾根，每遇上個人，她都會去要求一番“不給糖就搗蛋”，然後自己反把糖送人。,…好像妈妈给她买了好几根，每遇上个人，她都会去要求一番“不给糖就捣蛋”，然后自己反把糖送人。,"...It seemed that several of them had been bought for her, and she demanded trick‐or‐treat from every person she met, giving them candy instead of the other way around.","... Sembrava che ne avesse comprato molti per lei, e chiedeva dolcetto o scherzetto ad ogni persona che incontrava, dando loro caramelle invece di fare il contrario.","Apparentemente ne erano stati acquistati in gran quantità, e con essi chiedeva dolcetto o scherzetto a chiunque incontrasse, donando dolciumi invece di chiederli.",...Görünüşe göre bunlardan birkaç tane almışlardı ve karşılaştığı her insana şaka mı şeker mi diye sorarak onlara şeker veriyordu.
Ushiromiya Battler,"""I wonder why Maria likes Halloween so much. I always figured it was a pretty unfamiliar event for the Japanese."" ","""I wonder why Maria likes Halloween so much. I thought that event was pretty difficult for Japanese people to get used to.""","""I wonder why Maria likes Halloween so much. I thought that event was pretty difficult for Japanese people to get used to.""",「真里亞はどうしてこんなにハロウィンが好きなんだろうな。日本人には、ひとつ馴染みにくいイベントだと思ってたんだが。」,「真里亞はどうしてこんなにハロウィンが好きなんだろうな。日本人には、ひとつ馴染みにくいイベントだと思ってたんだが」,"""Меня вот удивляет, почему Марии так сильно нравится Хэллоуин. Я думал, что к подобному событию японцам довольно трудно привыкнуть.""","""Me pergunto o porquê da Maria gostar tanto assim do Halloween. Sempre pensei que esse evento fosse bem difícil para pessoas japonesas se acostumarem.""","""I wonder why Maria likes Halloween so much. I thought that event was pretty difficult for Japanese people to get used to.""",「真里亞為什麼會這麼喜歡萬聖夜啊？我還覺得這是個日本人難以融入的節日呢。」,「真里亚为什么会这么喜欢万圣夜啊？我还觉得这是个日本人难以融入的节日呢。」,"""I wonder why Maria likes Halloween so much. I thought that event was pretty difficult for Japanese people to get used to.""","""Mi chiedo perché a Maria piaccia Halloween così tanto. Pensavo fosse un evento a cui è difficile abituarsi per i giapponesi.""","""Mi chiedo perché a Maria piaccia così tanto Halloween. Io credevo che fosse un evento difficile da comprendere per noi giapponesi.""","""Maria'nın Cadılar Bayramını neden bu kadar çok sevdiğini merak ediyorum. Japonlar için bunun hep oldukça alışılmadık bir olay olduğunu düşünmüşümdür."""
Ushiromiya Jessica,"""Well, it's a kid's festival where they get to parade around in costumes, right? It can be fun to play around in an outfit that's different than usual."" ","""Isn't that because it's a kid's festival where they get to parade around in costumes? It's fun to play around in an outfit that's different than usual.""","""Isn't that because it's a kid's festival where they get to parade around in costumes? It's fun to play around in an outfit that's different than usual.""",「仮装行列で練り歩く子どものお祭りだからじゃねぇのか？　普段と違う格好をしてはしゃぎあうってのは楽しいぜ。」,「仮装行列で練り歩く子どものお祭りだからじゃねぇのか？　普段と違う格好をしてはしゃぎあうってのは楽しいぜ」,"""Разве это не потому, что это маскарад для детей, где они могут наряжаться в костюмы? Ведь в костюмах играть гораздо веселее, чем обычно.""","""Não seria porque é um festival infantil onde podem desfilar por aí usando fantasias? Pode ser divertido sair brincando vestindo uma roupa diferente daquilo que você costuma vestir.""","""Isn't that because it's a kid's festival where they get to parade around in costumes? It's fun to play around in an outfit that's different than usual.""",「是不是因為，這是個小孩子們可以成群結隊地參加化裝游行的慶典啊？打扮成和平時不一樣的樣子玩鬧，可有意思嘞。」,「是不是因为，这是个小孩子们可以成群结队地参加化装游行的庆典啊？打扮成和平时不一样的样子玩闹，可有意思嘞。」,"""Isn't that because it's a kid's festival where they get to parade around in costumes? It's fun to play around in an outfit that's different than usual.""","""Sarà perché è una festa per bambini dove tutti sfilano in costume? È divertente giocare con un aspetto diverso dal solito.""","""Forse è perché è una ricorrenza dove i bambini vanno in giro per strada in costume? È divertente darsi alla pazza gioia con un aspetto diverso dal solito.""","""Bunun nedeni etrafta kostümlerle dolaşabildikleri bir festival olması değil mi? Her zamankinden farklı bir kıyafetle gezinmek eğlenceli olabilir."""
Ushiromiya George,"""Hmm, ...I think there's a slightly deeper cause behind it. After all, she is the ""witch"" Maria-chan."" ","""No, ...I think there's probably a slightly deeper reason. After all, she is Maria‐chan ""the witch"".""","""No, ...I think there's probably a slightly deeper reason. After all, she is the 'witch' Maria-chan.""",「うーん、…多分、僕はもう少しディープな理由によるものだと思うなぁ。何しろ、“魔女”の真里亞ちゃんだからね。」,「うーん、…多分、僕はもう少しディープな理由によるものだと思うなぁ。何しろ、“魔女”の真里亞ちゃんだからね」,"""Нет... Я думаю, здесь кроется более глубокая причина. В конце концов, она 'ведьма' Мария‐чан.""","""Não, ...acho que provavelmente há uma razão ligeiramente mais profunda. Afinal, ela é a ""bruxa"" Maria‐chan.""","""No, ...I think there's probably a slightly deeper reason. After all, she is Maria‐chan ""the witch"".""",「嗯——，…我倒是覺得，這沒准是更深層一點的原因造成的。畢竟，她可是“魔女”小真里亞啊。」,「嗯——，…我倒是觉得，这没准是更深层一点的原因造成的。毕竟，她可是“魔女”小真里亚啊。」,"""No, ...I think there's probably a slightly deeper reason. After all, she is Maria‐chan ""the witch"".""","""No... credo che ci sia probabilmente una ragione leggermente più profonda. Dopotutto, lei è la ‘strega’ Maria-chan.""","""Mmh... credo che sia per una ragione leggermente più complessa.{n}Dopotutto, lei è la ‘strega’ Maria-chan.""","""Hmm, ...bunun arkasında biraz daha derin bir sebep olduğunu düşünüyorum. Sonuçta, o ""cadı"" olan Maria-chan."""
