Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"I saw a shadow, which was apparently the driver, open an umbrella and come towards me... ","I saw a figure, apparently the driver, open an umbrella and come towards me...","I saw a shadow, which was apparently the driver, open an umbrella and come towards me...",傘を広げ、運転手らしき人影が、私に近付いてくるのが見える…。,傘を広げ、運転手らしき人影が、私に近付いてくるのが見える…。,"Я увидел, как тень — очевидно, принадлежащая водителю — открыла зонтик и подошла ко мне...","Eu vi uma figura, que parecia ser um chofer, abrindo um guarda‐chuva e vindo na minha direção...","I saw a figure, apparently the driver, open an umbrella and come towards me...",能看到撐開傘的，像是司機的人影，向我靠近過來…。,能看到撑开伞的，像是司机的人影，向我靠近过来…。,"I saw a figure, apparently the driver, open an umbrella and come towards me...","Vidi un'ombra, che apparentemente era l'autista, aprire un ombrello e avvicinarsi a me...","I saw a figure, apparently the driver, open an umbrella and come towards me...","I saw a figure, apparently the driver, open an umbrella and come towards me..."
,"""...Is this your backyard?"" ",""".........Is this your garden?""","""......Is this your garden?""",「………ここはそなたの庭か？」,「………ここはそなたの庭か？」,"""......Это твой сад?""",""".........Este é o seu jardim?""",""".........Is this your garden?""",「………這裡是汝的庭園嗎？」,「………这里是汝的庭园吗？」,""".........Is this your garden?""","""... Questo è il tuo giardino?""",""".........Is this your garden?""",""".........Is this your garden?"""
,"The shadow questioned me. Of course, I couldn't answer it... ","The figure questioned me.{n}Of course, I couldn't answer it...","The shadow questioned me. Of course, I couldn't answer it...",人影は問い掛ける。無論、私には返事をすることも出来ない…。,人影は問い掛ける。{n}無論、私には返事をすることも出来ない…。,"Спросила меня тень.{n}Конечно же, я не смог ответить...","A figura me questionou.{n}É claro, eu não respondi...","The figure questioned me.{n}Of course, I couldn't answer it...",人影這樣問我。{n}當然，我連回答都做不到…。,人影这样问我。{n}当然，我连回答都做不到…。,"The figure questioned me.{n}Of course, I couldn't answer it...","L'ombra mi fece una domanda. Ovviamente, non potevo risponderle...","The figure questioned me.{n}Of course, I couldn't answer it...","The figure questioned me.{n}Of course, I couldn't answer it..."
,"""...If it is, then I must apologize. Yes, on a day with such fine weather, anyone would want to take a nap in such a lovely backyard as this. ...And yet, unless my memory fails me..."" ","""......If it is, then I must apologize. Yes, on a day with such fine weather, anyone would want to take a nap in such a lovely garden as this. ......And yet, unless my memory fails me...""","""......If it is, then I must apologize. Yes, on a day with such fine weather, anyone would want to take a nap in such a lovely garden as this. ......And yet, unless my memory fails me...""",「……そなたの庭ならば、私は謝らなければならないな。なるほど、このような良き天気の日には、昼寝と洒落込みたくなるような素晴らしき庭だ。……しかし、私の記憶が確かなら。」,「……そなたの庭ならば、私は謝らなければならないな。なるほど、このような良き天気の日には、昼寝と洒落込みたくなるような素晴らしき庭だ。……しかし、私の記憶が確かなら」,"""......Если да, то я прошу прощения. В день с такой хорошей погодой любой бы захотел вздремнуть в таком прекрасном саду. ......И всё же, если память меня не подводит...""","""......Se é, então devo pedir desculpas. Sim, em um dia com um tempo tão bom desses, qualquer um iria querer tirar um cochilo em um jardim tão adorável. ......Ainda assim, se não me falha a memória...""","""......If it is, then I must apologize. Yes, on a day with such fine weather, anyone would want to take a nap in such a lovely garden as this. ......And yet, unless my memory fails me...""",「……如果是汝的庭園，我就不得不道歉了。原來如此，像這樣好的天氣的日子，真是會讓人想隨意睡午覺一般的好庭園呢。……但是，如果我的記憶是正確的話。」,「……如果是汝的庭园，我就不得不道歉了。原来如此，像这样好的天气的日子，真是会让人想随意睡午觉一般的好庭园呢。……但是，如果我的记忆是正确的话。」,"""......If it is, then I must apologize. Yes, on a day with such fine weather, anyone would want to take a nap in such a lovely garden as this. ......And yet, unless my memory fails me...""","""... Se lo è, debbo porre le mie scuse. Già, in un giorno con un tempo tanto sereno, chiunque vorrebbe riposare in un giardino splendido come questo. Eppure, a meno che la memoria non mi inganni...""","""......If it is, then I must apologize. Yes, on a day with such fine weather, anyone would want to take a nap in such a lovely garden as this. ......And yet, unless my memory fails me...""","""......If it is, then I must apologize. Yes, on a day with such fine weather, anyone would want to take a nap in such a lovely garden as this. ......And yet, unless my memory fails me..."""
,The shadow crouched down and looked into my face. ...It was a woman. ,The figure crouched down and looked into my face. .........It was a woman.,The shadow crouched down and looked into my face.......It was a woman.,人影がしゃがみ込み、私の顔を覗く。………女だった。,人影がしゃがみ込み、私の顔を覗く。………女だった。,Тень присела на корточки и посмотрела мне в лицо. ......Это была женщина.,A figura se agachou e olhou no meu rosto. .........Era uma mulher.,The figure crouched down and looked into my face. .........It was a woman.,人影蹲下，看著我的臉。………是個女人。,人影蹲下，看着我的脸。………是个女人。,The figure crouched down and looked into my face. .........It was a woman.,L'ombra si rannicchiò e guardò il mio volto. ... Era una donna.,The figure crouched down and looked into my face. .........It was a woman.,The figure crouched down and looked into my face. .........It was a woman.
,"""This is a public highway you're sleeping on. Do you want to become roadkill? ...Or maybe you already are roadkill. Well now, which one is it?"" ","""This is a public highway you're sleeping on. Do you want to become roadkill? ......Or maybe you already are roadkill. Well now, which one is it?""","""This is a public highway you're sleeping on. Do you want to become roadkill? ......Or maybe you already are roadkill. Well now, which one is it?""",「ここは天下の公道だ。そなたは挽き肉になりたいのか？　……あるいはすでに挽き肉なのか。どちらなのか教えて欲しい。」,「ここは天下の公道だ。そなたは挽き肉になりたいのか？　……あるいはすでに挽き肉なのか。どちらなのか教えて欲しい」,"""Ты спишь на общественной дороге. Хочешь, чтобы тебя задавили?......Или тебя уже задавили? Так задавили или нет?""","""Você está dormindo em uma rodovia pública, sabia? Quer morrer e virar guisado? ......Ou será que já está morto? Então, poderia me dizer qual dos dois?""","""This is a public highway you're sleeping on. Do you want to become roadkill? ......Or maybe you already are roadkill. Well now, which one is it?""",「這裡是天下的公共道路。汝想成為肉餡嗎？……還是已經是肉餡了呢？請告訴我是哪個。」,「这里是天下的公共道路。汝想成为肉馅吗？……还是已经是肉馅了呢？请告诉我是哪个。」,"""This is a public highway you're sleeping on. Do you want to become roadkill? ......Or maybe you already are roadkill. Well now, which one is it?""","""Quella su cui stai riposando è un'autostrada pubblica. Vuoi diventare carne tritata? ... O forse lo sei già. Ebbene, di quale delle due si tratta?""","""This is a public highway you're sleeping on. Do you want to become roadkill? ......Or maybe you already are roadkill. Well now, which one is it?""","""This is a public highway you're sleeping on. Do you want to become roadkill? ......Or maybe you already are roadkill. Well now, which one is it?"""
,I...clenched my chest. ,I......clenched my chest.,I......clenched my chest.,私は、……下腹に力を込める。,私は、……下腹に力を込める。,Я...... сжал грудь.,Eu......apertei meu peito.,I......clenched my chest.,我，……把力氣聚集到下腹部。,我，……把力气聚集到下腹部。,I......clenched my chest.,Io... mi afferrai il petto.,I......clenched my chest.,I......clenched my chest.
,I felt I needed to answer somehow and communicate my intentions. ,I felt I needed to answer somehow and establish communication., I felt I needed to answer somehow and communicate my intentions.,何かの返事を返し、意思を疎通させなければならないと思った。,何かの返事を返し、意思を疎通させなければならないと思った。,"Мне показалось, что нужно как‐то ответить и передать свои намерения.",Senti que precisava estabelecer algum tipo de comunicação.,I felt I needed to answer somehow and establish communication.,覺得想要做出回應，就必須要將意思傳達出去。,觉得想要做出回应，就必须要将意思传达出去。,I felt I needed to answer somehow and establish communication.,Sentii il bisogno di rispondere in qualche modo e di comunicare le mie intenzioni.,I felt I needed to answer somehow and establish communication.,I felt I needed to answer somehow and establish communication.
,"So, finally, ...I managed to let a short groan escape my lips. ","So, after a lot of effort, ......I managed to let a short groan escape my lips."," So, finally, ......I managed to let a short groan escape my lips.",だからようやく、……うぅ、という短い唸り声を発することが出来た。,だからようやく、……うぅ、という短い唸り声を発することが出来た。,"Поэтому, наконец...... я сумел издать короткий стон.","Por isso, depois de muito esforço, ......consegui deixar que um breve grito escapasse pelos meus lábios.","So, after a lot of effort, ......I managed to let a short groan escape my lips.",於是終於，……能發出“唔”的簡短呻吟聲了。,于是终于，……能发出“唔”的简短呻吟声了。,"So, after a lot of effort, ......I managed to let a short groan escape my lips.","Perciò, alla fine... riuscii a far scappare un piccolo gemito dalle mie labbra.","So, after a lot of effort, ......I managed to let a short groan escape my lips.","So, after a lot of effort, ......I managed to let a short groan escape my lips."
,"""...I see. So you aren't roadkill yet."" ","""......I see. So you aren't roadkill yet.""","""......I see. So you aren't roadkill yet.""",「……なるほど。まだ挽き肉ではなかったようだな。」,「……なるほど。まだ挽き肉ではなかったようだな」,"""......Ясно. Значит, ещё не задавили.""","""......Entendi. Pelo visto, parece que ainda não morreu na estrada.""","""......I see. So you aren't roadkill yet.""",「……原來如此。還不是肉餡啊。」,「……原来如此。还不是肉馅啊。」,"""......I see. So you aren't roadkill yet.""","""... Capisco. Allora non sei ancora carne tritata.""","""......I see. So you aren't roadkill yet.""","""......I see. So you aren't roadkill yet."""
