Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"""""Then let the pair exchange their rings!!"""" ","""""Then let the pair exchange their rings!!""""","""""Then let the pair exchange their rings!!""""",「「それでは両名は指輪の交換を！！」」,「「それでは両名は指輪の交換を！！」」,"""""Теперь пусть пара обменяется кольцами!""""","""""Pois bem, é hora do casal trocar suas alianças!!""""","""""Then let the pair exchange their rings!!""""",「「那麼請兩位交換戒指！！」」,「「那么请两位交换戒指！！」」,"""""Then let the pair exchange their rings!!""""","""""Che la coppia si scambi gli anelli!!""""","""""Then let the pair exchange their rings!!""""","""""Then let the pair exchange their rings!!"""""
,...Beato took Battler's hand...and put a ring with the seal of the One-Winged Eagle on his finger. ,......Beato took Battler's hand.........and put a ring with the seal of the One‐winged Eagle on his finger.,......Beato took Battler's hand......and put a ring with the seal of the One-winged Eagle on his finger.,……ベアトは戦人の手を取り、………片翼の鷲の紋章の指輪を差し出す。,……ベアトは戦人の手を取り、………片翼の鷲の紋章の指輪を差し出す。,......Беато взяла руку Баттлера...... и надела на его палец кольцо с печатью однокрылого орла.,......Beato pegou na mão de Battler.........e colocou em seu dedo o anel com o emblema da Águia de Uma Asa.,......Beato took Battler's hand.........and put a ring with the seal of the One‐winged Eagle on his finger.,……貝阿朵牽起戰人的手，………將片翼之鷲的印章戒指遞過。,……贝阿朵牵起战人的手，………将片翼之鹫的印章戒指递过。,......Beato took Battler's hand.........and put a ring with the seal of the One‐winged Eagle on his finger.,... Beato prese la mano di Battler... e mise sul suo dito un anello con il sigillo dell'Aquila Mono-alata.,......Beato took Battler's hand.........and put a ring with the seal of the One‐winged Eagle on his finger.,......Beato took Battler's hand.........and put a ring with the seal of the One‐winged Eagle on his finger.
Ushiromiya Battler,"""......Are you sure...?"" ",""".........Are you sure...?""",""".........Are you sure...?""",「………いいのか…。」,「………いいのか…」,""".........Ты уверена?..""",""".........Você tem certeza...?""",""".........Are you sure...?""",「………這樣好嗎…？」,「………这样好吗…？」,""".........Are you sure...?""","""... Sei sicura...?""",""".........Are you sure...?""",""".........Are you sure...?"""
{f:5:Beatrice},"""You already are the territory lord. ...So, this ring belongs to you, Battler-san."" ","""You are already the territory lord. ......So, this ring belongs to you, Battler‐san.""","""You are already the territory lord. ......So, this ring belongs to you, Battler-san.""",「領主は、すでにあなたです。……ですからこの指輪は、戦人さんのものです。」,「領主は、すでにあなたです。……ですからこの指輪は、戦人さんのものです」,"""Вы уже территориальный лорд. ......Это кольцо принадлежит вам, Баттлер.""","""Você já é o Lorde territorial. ......Logo este anel pertence a você, Battler‐san.""","""You are already the territory lord. ......So, this ring belongs to you, Battler‐san.""",「你已經是領主了。……所以這枚戒指，就是戰人先生你的東西。」,「你已经是领主了。……所以这枚戒指，就是战人先生你的东西。」,"""You are already the territory lord. ......So, this ring belongs to you, Battler‐san.""","""Tu sei già il padrone del territorio. ... Perciò, questo anello appartiene a te, Battler-san.""","""You are already the territory lord. ......So, this ring belongs to you, Battler‐san.""","""You are already the territory lord. ......So, this ring belongs to you, Battler‐san."""
Ushiromiya Battler,"""...You're really sure? ...At this rate, the world you created, ...and the tale..."" ","""......You're certain? ......This is the world you created...... Your tale.""","""......You really are sure? ......At this rate, the world you created......the tale...""",「……本当にいいのか。……これは、お前が生み出した世界、……そして物語。」,「……本当にいいのか。……これは、お前が生み出した世界、……そして物語」,"""......Точно?......Это же твой мир...... твоя история...""","""......Tem mesmo certeza? ......Este é o mundo que você criou...... O seu conto.""","""......You're certain? ......This is the world you created...... Your tale.""",「……這樣真的好嗎？……這是你創造出來的世界，……和故事。」,「……这样真的好吗？……这是你创造出来的世界，……和故事。」,"""......You're certain? ......This is the world you created...... Your tale.""","""... Ne sei davvero sicura? ... Di questo passo, il mondo che tu hai creato... la storia...""","""......You're certain? ......This is the world you created...... Your tale.""","""......You're certain? ......This is the world you created...... Your tale."""
{f:5:Beatrice},"""Yes. ......I created this tale because I wished to be with you. ...That means the purpose of this world has been fulfilled. ...So, from now on, ...I want you to write it. ...The continuing tale...of you and me."" ","""Yes. .........I created this tale because I wanted to be with you. ......That means the purpose of this world has been fulfilled. ......So, from now on, ......I want you to write it. ......The rest of the tale...about you and me.""","""Yes. .........I created this tale because I wished to be with you. ......That means the purpose of this world has been fulfilled. ......So, from now on, ......I want you to write it. ......The rest of the tale...about you and me.""",「はい。………あなたと一緒になりたくて、生み出した物語。……だから、もうこの世界の目的は果たされました。……だからこれからは、……あなたが紡いで下さい。……私とあなたの、これからの物語を。」,「はい。………あなたと一緒になりたくて、生み出した物語。……だから、もうこの世界の目的は果たされました。……だからこれからは、……あなたが紡いで下さい。……私とあなたの、これからの物語を」,"""Да. .........Я создала эту историю потому, что пожелала быть с вами. ......А значит, цель этого мира выполнена. ......Поэтому теперь...... я хочу, чтобы вы дописали...... историю о нас.""","""Sim. .........Eu criei este conto porque queria ficar com você. ......Isso significa que o propósito deste muito foi cumprido. ......Por isso, a partir de agora, ......eu quero que você o escreva. ......O resto do conto...sobre você e eu.""","""Yes. .........I created this tale because I wanted to be with you. ......That means the purpose of this world has been fulfilled. ......So, from now on, ......I want you to write it. ......The rest of the tale...about you and me.""",「是的。………是因為想和你在一起，才會創造出這個故事的。……所以，這個世界存在的目的，已經實現了。……所以這之後，……請你來編織。……編織我和你，這之後的故事。」,「是的。………是因为想和你在一起，才会创造出这个故事的。……所以，这个世界存在的目的，已经实现了。……所以这之后，……请你来编织。……编织我和你，这之后的故事。」,"""Yes. .........I created this tale because I wanted to be with you. ......That means the purpose of this world has been fulfilled. ......So, from now on, ......I want you to write it. ......The rest of the tale...about you and me.""","""Sì. ... Io ho creato questa storia perché desideravo stare con te. ... Questo significa che lo scopo di questo mondo è stato soddisfatto. ... Quindi, d'ora in poi... voglio che lo scriva tu. ... Il resto della storia... tra te e me.""","""Yes. .........I created this tale because I wanted to be with you. ......That means the purpose of this world has been fulfilled. ......So, from now on, ......I want you to write it. ......The rest of the tale...about you and me.""","""Yes. .........I created this tale because I wanted to be with you. ......That means the purpose of this world has been fulfilled. ......So, from now on, ......I want you to write it. ......The rest of the tale...about you and me."""
Ushiromiya Battler,"""............"" ",""".................................""","""............""",「……………………………。」,「……………………………」,"""............""",""".................................""",""".................................""",「……………………………」,「……………………………」,""".................................""","""...""",""".................................""","""................................."""
{f:5:Beatrice},"""...Or is doing it like that too awkward for yooou? *cackle*cackle* I'm just pushing the tiresome task of territory lord onto you anyway. It's much easier being the wife, where you only have to brag...!"" ","""......Heh, or am I dragging you out of your comfort zone?! *cackle*cackle*, I am merely pushing the tiresome task of territory lord onto you. It's much easier being the wife, where you only have to brag...!""","""......Heheh, are you kidding me? *cackle*cackle*, I'm just pushing the tiresome task of territory lord onto you. It's much easier being the wife, where you only have to brag...!""",「……ってンじゃ勝手が狂うかァ？　くっくくくく、領主の面倒臭い仕事を押し付けるだけよ。夫人は威張るだけでいいから実に気楽なことだ…！」,「……ってンじゃ勝手が狂うかァ？　くっくくくく、領主の面倒臭い仕事を押し付けるだけよ。夫人は威張るだけでいいから実に気楽なことだ…！」,"""......Хе‐хех, издеваешься?*хи‐хи*хи‐хи*, я лишь перекладываю на тебя утомительную работу территориального лорда. Быть женой гораздо легче, когда нужно только хвастаться!..""","""......Heh, ou será que estou tirando você da sua zona de conforto?! *gargalhada*gargalhada*, eu estou meramente empurrando a exaustiva da tarefa do Lorde territorial a você. É muito mais fácil ser a esposa, onde você só precisa ficar se gabando...!""","""......Heh, or am I dragging you out of your comfort zone?! *cackle*cackle*, I am merely pushing the tiresome task of territory lord onto you. It's much easier being the wife, where you only have to brag...!""",「……這樣不合妾身的秉性？咯咯咯咯咯，只是把領主那些麻煩的任務都推給汝罷了。領主夫人只需擺擺架子就行了，何等輕鬆…！」,「……这样不合妾身的秉性？咯咯咯咯咯，只是把领主那些麻烦的任务都推给汝罢了。领主夫人只需摆摆架子就行了，何等轻松…！」,"""......Heh, or am I dragging you out of your comfort zone?! *cackle*cackle*, I am merely pushing the tiresome task of territory lord onto you. It's much easier being the wife, where you only have to brag...!""","""... Heheh, stai scherzando? *cackle*cackle* sto solo lasciando il duro compito di padrone del territorio a te. È molto più facile fare la moglie, dove ti devi solo vantare...!""","""......Heh, or am I dragging you out of your comfort zone?! *cackle*cackle*, I am merely pushing the tiresome task of territory lord onto you. It's much easier being the wife, where you only have to brag...!""","""......Heh, or am I dragging you out of your comfort zone?! *cackle*cackle*, I am merely pushing the tiresome task of territory lord onto you. It's much easier being the wife, where you only have to brag...!"""
{f:5:Beatrice},"""I just need to play around and wait for you to write a new tale. And, for each new tale you write, I'll play any part you need. ......Be it an evil witch, or a rival. ...A lover, ...or a wife."" ","""I just need to play around and wait for you to write a new tale. And, for each new tale you write, I will play any role you devise for me. .........A wicked witch, or an adversary. ......A lover, ......or a wife.""","""I just need to play around and wait for you to write a new tale. And, for each new tale you write, I'll play any part you want. .........Be it an evil witch, or a rival. ......A lover, ......or a wife.""",「妾は日々を遊んで、そなたが新しい物語を書くのを待てばいい。そして、新しい物語の度に、そなたのために、どんな役でもこなそうぞ。………凶悪な魔女でも、好敵手でも。……恋人でも、……妻でも。」,「妾は日々を遊んで、そなたが新しい物語を書くのを待てばいい。そして、新しい物語の度に、そなたのために、どんな役でもこなそうぞ。………凶悪な魔女でも、好敵手でも。……恋人でも、……妻でも」,"""Мне просто нужно подождать, пока ты напишешь новую историю. И в каждой твоей новой истории я буду играть кого пожелаешь. .........Хоть злую ведьму, хоть противника. ......Любимую...... или жену.""","""Eu só preciso ficar me divertindo enquanto espero você escrever um novo conto. E, para cada novo conto que você escrever, eu irei atuar qualquer papel que repassem para mim. .........Uma bruxa malévola ou sua adversária.{n}......A amante ......ou a esposa.""","""I just need to play around and wait for you to write a new tale. And, for each new tale you write, I will play any role you devise for me. .........A wicked witch, or an adversary. ......A lover, ......or a wife.""",「妾身只需每日遊玩，等待汝書寫新的故事。而且，在每個新的故事中，為汝扮演各種各樣的角色。………凶惡的魔女也可以，勢均力敵的對手也可以。……戀人也可以，……妻子也可以。」,「妾身只需每日游玩，等待汝书写新的故事。而且，在每个新的故事中，为汝扮演各种各样的角色。………凶恶的魔女也可以，势均力敌的对手也可以。……恋人也可以，……妻子也可以。」,"""I just need to play around and wait for you to write a new tale. And, for each new tale you write, I will play any role you devise for me. .........A wicked witch, or an adversary. ......A lover, ......or a wife.""","""Ho solo bisogno di divertirmi e aspettare che tu scriva una nuova storia. {n}E, per ogni storia che scriverai, io interpreterò il ruolo che vuoi. ... Essere una strega malvagia, o una rivale. ... Un'amante... o una moglie.""","""I just need to play around and wait for you to write a new tale. And, for each new tale you write, I will play any role you devise for me. .........A wicked witch, or an adversary. ......A lover, ......or a wife.""","""I just need to play around and wait for you to write a new tale. And, for each new tale you write, I will play any role you devise for me. .........A wicked witch, or an adversary. ......A lover, ......or a wife."""
Ushiromiya Battler,"""My tales are pretty intense. You'll be busy from dawn until dusk."" ","""My tales are pretty intense. You'll be busy from dawn until dusk.""","""My tales are pretty intense. You'll be busy from dawn until dusk.""",「俺の物語は激しいぞ。朝から晩まで大忙しだ。」,「俺の物語は激しいぞ。朝から晩まで大忙しだ」,"""Мои истории очень насыщенны. Ты будешь занята от рассвета до заката.""","""Os meus contos são bem intenso. Você vai ficar ocupada da manhã até o entardecer.""","""My tales are pretty intense. You'll be busy from dawn until dusk.""",「我的故事可是很激烈的。從早到晚要忙得團團轉啊。」,「我的故事可是很激烈的。从早到晚要忙得团团转啊。」,"""My tales are pretty intense. You'll be busy from dawn until dusk.""","""Le mie storie sono piuttosto intense. Sarai impegnata dall'alba al tramonto.""","""My tales are pretty intense. You'll be busy from dawn until dusk.""","""My tales are pretty intense. You'll be busy from dawn until dusk."""
