Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"The entrance to the mansion was locked, but Erika had a master key, so she opened it without any trouble.","The entrance to the mansion was locked, but Erika had a master key, so she opened it without any trouble. ","The entrance to the mansion was locked, but Erika had a master key, so she opened it without any trouble.",屋敷の玄関は施錠されていたが、ヱリカはマスターキーを持っていたので、何の問題もなく、それを開いた。,屋敷の玄関は施錠されていたが、ヱリカはマスターキーを持っていたので、何の問題もなく、それを開いた。,"Вход в особняк заперли, но у Эрики был универсальный ключ, и она открыла его без всяких проблем.","A porta de entrada da mansão estava trancada, mas Erika tinha uma chave mestra, por isso pôde abri‐la sem maiores dificuldades.","The entrance to the mansion was locked, but Erika had a master key, so she opened it without any trouble.",雖然大屋的大門鎖著，但繪梨花有總鑰匙，所以她毫無問題地打開了門鎖。,虽然大屋的大门锁着，但绘梨花有总钥匙，所以她毫无问题地打开了门锁。,"The entrance to the mansion was locked, but Erika had a master key, so she opened it without any trouble.","The entrance to the mansion was locked, but Erika had a master key, so she opened it without any trouble.","The entrance to the mansion was locked, but Erika had a master key, so she opened it without any trouble."
,"She had gotten Krauss and the others to take the master keys from the servants, and at that time, she had used a little sleight of hand to pilfer one of them...","She had gotten Krauss and the others to take the master keys from the servants, and at that time, she had used a little sleight of hand to pilfer one of them... "," She had gotten Krauss and the others to take the master keys from the servants, and at that time, she had used a little sleight of hand to pilfer one of them...",使用人たちからマスターキーを取り上げるように、蔵臼たちを唆し、その際、ちょっとした手品紛いを使い、その内の１本をちょろまかしたのだ…。,使用人たちからマスターキーを取り上げるように、蔵臼たちを唆し、その際、ちょっとした手品紛いを使い、その内の１本をちょろまかしたのだ…。,Она убедила Краусса и других забрать у слуг универсальные ключи и благодаря небольшой ловкости рук стащила один из них...,"Ela conseguiu fazer com que Krauss e os demais apreendessem as chaves mestras dos serviçais e, na ocasião, usou um pequeno truque de prestidigitação para furtar uma delas...","She had gotten Krauss and the others to take the master keys from the servants, and at that time, she had used a little sleight of hand to pilfer one of them...",唆使藏臼等人沒收傭人們的總鑰匙，她在那時，耍了個小小的，恰似變戲法的伎倆，從中順走了一串…。,唆使藏臼等人没收佣人们的总钥匙，她在那时，耍了个小小的，恰似变戏法的伎俩，从中顺走了一串…。,"She had gotten Krauss and the others to take the master keys from the servants, and at that time, she had used a little sleight of hand to pilfer one of them...","She had gotten Krauss and the others to take the master keys from the servants, and at that time, she had used a little sleight of hand to pilfer one of them...","She had gotten Krauss and the others to take the master keys from the servants, and at that time, she had used a little sleight of hand to pilfer one of them..."
Dlanor,"""Well {f:5:then}. Where shall we go {f:5:first}?""","""Well {f:5:then}. Where shall we go {f:5:first}?"" ","""Well THEN. Where shall we go FIRST?""",「サテ。最初はどちらカラ？」,「サテ。最初はどちらカラ？」,"""Что ж. Куда пойдём {f:5:сначала}?""","""Pois {f:5:bem}. Aonde devemos ir {f:5:primeiro}?""","""Well {f:5:then}. Where shall we go {f:5:first}?""",「那麼。首先，該從哪件事開始？」,「那么。首先，该从哪件事开始？」,"""Well {f:5:then}. Where shall we go {f:5:first}?""","""Well {f:5:then}. Where shall we go {f:5:first}?""","""Well {f:5:then}. Where shall we go {f:5:first}?"""
Furudo Erika,"""Why ask? ......Let's go and hear Battler‐san's answer.""","""Why ask? ...Let's go and hear Battler-san's answer."" ","""Why ask? ......Let's go and hear Battler-san's answer.""",「言うに及びません。……戦人さんの答えを、まずは聞かせてもらおうではありませんか。」,「言うに及びません。……戦人さんの答えを、まずは聞かせてもらおうではありませんか」,"""Зачем спрашивать? ......Давай услышим ответ Баттлера.""","""Por que a pergunta? ......Vamos primeiro ouvir a resposta do Battler‐san.""","""Why ask? ......Let's go and hear Battler‐san's answer.""",「都用不著講。……首先當然是得去聽聽，戰人的回答不是嗎？」,「都用不着讲。……首先当然是得去听听，战人的回答不是吗？」,"""Why ask? ......Let's go and hear Battler‐san's answer.""","""Why ask? ......Let's go and hear Battler‐san's answer.""","""Why ask? ......Let's go and hear Battler‐san's answer."""
,"Grinning, Erika cut across the entrance hall, passed by the dining hall, and headed deeper and deeper into the mansion.","Grinning, Erika cut across the entrance hall and passed in front of the dining hall, ...deeper, ...deeper. ","Grinning, Erika cut across the entrance hall and passed in front of the dining hall......deeper...deeper.",ヱリカは、にやぁと笑うと、玄関ホールを足早に突っ切り、食堂の前を通り過ぎ、……奥へ、…奥へ。,ヱリカは、にやぁと笑うと、玄関ホールを足早に突っ切り、食堂の前を通り過ぎ、……奥へ、…奥へ。,"Ухмыляясь, Эрика пересекла зал и прошла перед столовой...... глубже... и глубже.","Com um sorriso no rosto, Erika atravessou o hall de entrada, passando pela sala de jantar, e indo cada vez mais fundo na mansão.","Grinning, Erika cut across the entrance hall, passed by the dining hall, and headed deeper and deeper into the mansion.",繪梨花咧嘴一笑，快步橫穿門廳，走過餐廳前，……向大屋的深處、…深處。,绘梨花咧嘴一笑，快步横穿门厅，走过餐厅前，……向大屋的深处、…深处。,"Grinning, Erika cut across the entrance hall, passed by the dining hall, and headed deeper and deeper into the mansion.","Grinning, Erika cut across the entrance hall, passed by the dining hall, and headed deeper and deeper into the mansion.","Grinning, Erika cut across the entrance hall, passed by the dining hall, and headed deeper and deeper into the mansion."
,......She headed for the guest room Battler had lain dead in.,...She headed for the guest room Battler had lain dead in. ,......She headed for the guest room Battler had lain dead in.,……戦人の死んでいた客室を目指す。,……戦人の死んでいた客室を目指す。,"......Она направлялась к гостевой комнате, где лежал мёртвый Баттлер.",......Ela foi em direção ao quarto de hóspedes onde Battler jazia.,......She headed for the guest room Battler had lain dead in.,……直搗，戰人身亡的客房。,……直捣，战人身亡的客房。,......She headed for the guest room Battler had lain dead in.,......She headed for the guest room Battler had lain dead in.,......She headed for the guest room Battler had lain dead in.
,Battler could put off deciding whether the seals would remain intact or not until the moment right before Erika witnessed them.,Battler could put off deciding whether the seals would remain whole or not until the moment right before Erika witnessed them. , Battler could put off deciding whether the seals would remain whole or not until the moment right before Erika witnessed them.,ヱリカが観測する直前まで、戦人は、客室の封印が健在か否かを保留できる。,ヱリカが観測する直前まで、戦人は、客室の封印が健在か否かを保留できる。,"До того момента, пока Эрика не засвидетельствует печати, Баттлер мог решать, оставлять ли их целыми.",Battler poderia deixar para decidir se deixaria os selos intactos ou não até o exato momento antes de Erika os testemunhar.,Battler could put off deciding whether the seals would remain intact or not until the moment right before Erika witnessed them.,在繪梨花觀測前，戰人能對客房的封印是否還在一事稍作保留。,在绘梨花观测前，战人能对客房的封印是否还在一事稍作保留。,Battler could put off deciding whether the seals would remain intact or not until the moment right before Erika witnessed them.,Battler could put off deciding whether the seals would remain intact or not until the moment right before Erika witnessed them.,Battler could put off deciding whether the seals would remain intact or not until the moment right before Erika witnessed them.
,"However, once she did witness them, ......the Game Master would have to show what had happened to them.","However, once she did witness them, ...the Game Master would have to show what had happened to them. "," However, once she did witness them, ......the Game Master would have to show what had happened to them.",しかし、それを観測したなら、……ゲームマスターは、封印がどうなっているかを示さなければならない。,しかし、それを観測したなら、……ゲームマスターは、封印がどうなっているかを示さなければならない。,"Как только она их увидит...... Владелец игры должен будет показать, что с ними случилось.","Entretanto, uma vez que ela os veja, ......o Game Master precisa mostrar o que aconteceu com eles.","However, once she did witness them, ......the Game Master would have to show what had happened to them.",不過，她一旦對此進行了觀測，……GM 就必須示出，封印變成怎麼樣了。,不过，她一旦对此进行了观测，……GM 就必须示出，封印变成怎么样了。,"However, once she did witness them, ......the Game Master would have to show what had happened to them.","However, once she did witness them, ......the Game Master would have to show what had happened to them.","However, once she did witness them, ......the Game Master would have to show what had happened to them."
,"In the witch's game they were in now, ......the simple act of going to check the seals around the guest room was an attack.","In the witch's game they were in now, ...the simple act of going to check the seals around the guest room was an attack. "," In the witch's game they were in now, ...the simple act of going to check the seals around the guest room was an attack.",今の彼女たちの魔女のゲームにおいては、……ただ、客室の封印を確認する行為さえも、攻めの一手なのだ。,今の彼女たちの魔女のゲームにおいては、……ただ、客室の封印を確認する行為さえも、攻めの一手なのだ。,"В игре ведьмы, где они сейчас были...... простая проверка печатей гостевой комнаты была атакой.","No jogo de bruxas em que eles se encontram agora, ......o simples ato de ir verificar os selos do quarto de hóspedes já era um ataque.","In the witch's game they were in now, ......the simple act of going to check the seals around the guest room was an attack.",這次的她們在魔女的遊戲中，……就連檢查客房封印的行為，都是進攻的一步棋。,这次的她们在魔女的游戏中，……就连检查客房封印的行为，都是进攻的一步棋。,"In the witch's game they were in now, ......the simple act of going to check the seals around the guest room was an attack.","In the witch's game they were in now, ......the simple act of going to check the seals around the guest room was an attack.","In the witch's game they were in now, ......the simple act of going to check the seals around the guest room was an attack."
Dlanor,""".........Are you ready, Lord {f:5:Battler}?""","""......Are you ready, Lord {f:5:Battler}?"" ",""".........Are you READY, Lord BATTLER?""",「………よろしいデスカ、バトラ卿。」,「………よろしいデスカ、バトラ卿」,""".........Вы готовы, лорд {f:5:Баттлер}?""",""".........Você está pronto, Lorde {f:5:Battler}?""",""".........Are you ready, Lord {f:5:Battler}?""",「………可以嗎，巴托拉卿？」,「………可以吗，巴托拉卿？」,""".........Are you ready, Lord {f:5:Battler}?""",""".........Are you ready, Lord {f:5:Battler}?""",""".........Are you ready, Lord {f:5:Battler}?"""
Ushiromiya Battler,"""Yeah. ......Or as you would say it, ............come, step forward.""","""Yeah. ...Or as you'd say it, ......come, step forward."" ","""Yeah. ......Or as you would say it, .........come, step forward.""",「あぁ。……お前風に言うと、こうだ。…………いざ、来たれ。」,「あぁ。……お前風に言うと、こうだ。…………いざ、来たれ」,"""Да. ......Или, как бы сказала ты......... шаг вперёд.""","""Sim. ......Ou como você diria, ............venha, um passo à frente.""","""Yeah. ......Or as you would say it, ............come, step forward.""",「嗯。……用你的話講，就是這樣。…………放馬，過來。」,「嗯。……用你的话讲，就是这样。…………放马，过来。」,"""Yeah. ......Or as you would say it, ............come, step forward.""","""Yeah. ......Or as you would say it, ............come, step forward.""","""Yeah. ......Or as you would say it, ............come, step forward."""
Furudo Erika,"""<Good>! Then allow me to examine your response. So, let's see, ......are the seals broken or are they not? Has the locked room been preserved, ......or has it not...?!""","""<Good>! Then show us your response. Well now, ...are the seals broken or are they not? Has the closed room been preserved, ...or hasn't it...?!"" ","""<Good>! Then show us your response. Well now, ......are the seals broken or are they not? Has the closed room been preserved, ......or hasn't it...?!""",「グッド！　では、あなたの応手を拝見しましょう。さぁて、……封印は破られているか、否か。密室は維持されているか、……否か…！」,「グッド！　では、あなたの応手を拝見しましょう。さぁて、……封印は破られているか、否か。密室は維持されているか、……否か…！」,"""<Good>! Тогда покажите нам свой ответ. Ну что...... печати разорваны или нет? Закрытая комната сохранилась...... или нет?!""","""{i:Good}! Então, permita‐me examinar a sua resposta. Certo, deixe me ver, ......os selos estão quebrados ou não? O quarto fechado foi preservado ......ou não...?!""","""<Good>! Then allow me to examine your response. So, let's see, ......are the seals broken or are they not? Has the locked room been preserved, ......or has it not...?!""",「GOOD！那麼，就讓我瞧瞧您的應著吧。來——，……封印是被破了，還是沒被破。密室是被維持著，……還是未被維持…！」,「GOOD！那么，就让我瞧瞧您的应着吧。来——，……封印是被破了，还是没被破。密室是被维持着，……还是未被维持…！」,"""<Good>! Then allow me to examine your response. So, let's see, ......are the seals broken or are they not? Has the locked room been preserved, ......or has it not...?!""","""<Good>! Then allow me to examine your response. So, let's see, ......are the seals broken or are they not? Has the locked room been preserved, ......or has it not...?!""","""<Good>! Then allow me to examine your response. So, let's see, ......are the seals broken or are they not? Has the locked room been preserved, ......or has it not...?!"""
,"The piece Erika held high in the air......was the white queen, which represented herself.","The piece Erika held high in the air...was the white queen, which represented herself. ","The piece Erika held high in the air......was the white queen, which represented herself.",ヱリカが高々と掲げるは、……白いクイーン、自分を示す駒。,ヱリカが高々と掲げるは、……白いクイーン、自分を示す駒。,"Фигура, которую Эрика подняла высоко в воздух...... белая королева, представляющая её саму.","A peça que Erika ergueu no ar......era uma rainha branca, que representava a si mesma.","The piece Erika held high in the air......was the white queen, which represented herself.",繪梨花高高舉起的是，……白色皇后，代表自己的棋子。,绘梨花高高举起的是，……白色皇后，代表自己的棋子。,"The piece Erika held high in the air......was the white queen, which represented herself.","The piece Erika held high in the air......was the white queen, which represented herself.","The piece Erika held high in the air......was the white queen, which represented herself."
,Her target......was Battler's territory. She cut straight in...!,Her target...was Battler's camp. She attacked! , Her target......was Battler's position. She cut in...,狙うは、……戦人の陣地。切り込むッ。,狙うは、……戦人の陣地。切り込むッ。,Её цель...... позиция Баттлера. Она прорвалась...,Seu alvo......era o território de Battler. Ela fez um corte reto...!,Her target......was Battler's territory. She cut straight in...!,瞄準，……戰人的陣地。長驅直入。,瞄准，……战人的阵地。长驱直入。,Her target......was Battler's territory. She cut straight in...!,Her target......was Battler's territory. She cut straight in...!,Her target......was Battler's territory. She cut straight in...!
