Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Lion,"""So, did you figure out......who killed Beatrice?""","""So, did you figure out who killed Beatrice?"" ","""So, did you figure out who killed Beatrice?""",「わかったんですか。ベアトリーチェを、誰が殺したのか。」,「わかったんですか。ベアトリーチェを、誰が殺したのか」,"""Так ты выяснил... кто убил {f:5:Беатриче}?""","""Então, você descobriu......quem matou Beatrice?""","""So, did you figure out......who killed Beatrice?""",「您明白了，是誰殺死了，貝阿朵莉切？」,「您明白了，是谁杀死了，贝阿朵莉切？」,"""So, did you figure out......who killed Beatrice?""","""So, did you figure out......who killed Beatrice?""","""So, did you figure out......who killed Beatrice?"""
Willard H. Wright,"""Yeah. More or less.""","""Yeah. More or less."" ","""Yeah. More or less.""",「あぁ。大体な。」,「あぁ。大体な」,"""Да. Вроде бы.""","""Sim. Mais ou menos.""","""Yeah. More or less.""",「嗯。大致明白了。」,「嗯。大致明白了。」,"""Yeah. More or less.""","""Yeah. More or less.""","""Yeah. More or less."""
Ushiromiya Lion,"""I hope you're not going to suggest......that the head killed her...""","""You don't mean the Head, do you?"" ","""You don't mean the Head, do you?""",「まさか、当主様が殺した、……などと仰るつもりはないでしょうね？」,「まさか、当主様が殺した、……などと仰るつもりはないでしょうね？」,"""Ты же... не про главу?""","""Espero que não vá sugerir......que o chefe a matou, vai...?""","""I hope you're not going to suggest......that the head killed her...""",「您，總不會是要說，……是當主大人殺的吧？」,「您，总不会是要说，……是当主大人杀的吧？」,"""I hope you're not going to suggest......that the head killed her...""","""I hope you're not going to suggest......that the head killed her...""","""I hope you're not going to suggest......that the head killed her..."""
Willard H. Wright,"""{f:5:Bernkastel} isn't asking about the two Beatrices involved with Kinzo. She's talking about who killed the 1986 {f:5:Beatrice}.""","""{f:5:Bernkastel} isn't asking about the two Beatrices involved with Kinzo. She's talking about who killed the {f:5:Beatrice} of 1986."" ","""Bernkastel isn't asking about the two Beatrices involved with Kinzo. She's talking about who killed the Beatrice of 1986.""",「ベルンカステルが求めてるのは、金蔵と係わった二人のベアトリーチェじゃない。１９８６年のベアトリーチェを誰が殺したかだ。」,「ベルンカステルが求めてるのは、金蔵と係わった二人のベアトリーチェじゃない。１９８６年のベアトリーチェを誰が殺したかだ」,"""{f:5:Бернкастель} спрашивала нас не о двух Беатриче, связанных с Кинзо, а о том, кто убил {f:5:Беатриче} 1986.""","""{f:5:Bernkastel} não estava perguntando sobre as Beatrices que tinham envolvimento com Kinzo. Ela estava falando da {f:5:Beatrice} de 1986.""","""{f:5:Bernkastel} isn't asking about the two Beatrices involved with Kinzo. She's talking about who killed the 1986 {f:5:Beatrice}.""",「貝倫卡斯泰露所求的，並不是與金藏有關的兩位貝阿朵莉切。她是在問，是誰殺死了 1986 年的貝阿朵莉切。」,「贝伦卡斯泰露所求的，并不是与金藏有关的两位贝阿朵莉切。她是在问，是谁杀死了 1986 年的贝阿朵莉切。」,"""{f:5:Bernkastel} isn't asking about the two Beatrices involved with Kinzo. She's talking about who killed the 1986 {f:5:Beatrice}.""","""{f:5:Bernkastel} isn't asking about the two Beatrices involved with Kinzo. She's talking about who killed the 1986 {f:5:Beatrice}.""","""{f:5:Bernkastel} isn't asking about the two Beatrices involved with Kinzo. She's talking about who killed the 1986 {f:5:Beatrice}."""
Ushiromiya Lion,"""......I'm not really sure what you mean by ""this year's {f:5:Beatrice}"". What's all this about a witch called {f:5:Beatrice}? You've mentioned a ghost story, you've mentioned an epitaph... Isn't it about time you explained all this to me?""","""...I'm not really sure what you mean by ""the {f:5:Beatrice} of this year"". What's all this about a witch called {f:5:Beatrice}? And then there's what we were just talking about, and that epitaph too. Isn't it about time you explained all this to me?"" ","""......I'm not really sure what you mean by 'the Beatrice of this year'. What's all this about a witch called Beatrice? There's what we were just talking about, and that epitaph too. Isn't it about time you explained all this to me?""",「……その、今年のベアトリーチェという意味がわかりません。魔女のベアトリーチェとは何の話なんです？　さっきの話といい、碑文とやらの話といい。そろそろ教えてくれませんか。」,「……その、今年のベアトリーチェという意味がわかりません。魔女のベアトリーチェとは何の話なんです？　さっきの話といい、碑文とやらの話といい。そろそろ教えてくれませんか」,"""......Я не совсем понимаю, что значит {f:5:Беатриче} 1986. Что ещё за ведьма {f:5:Беатриче}? Мы говорили об этом только что, да ещё и эпитафия. Не пора ли тебе всё мне объяснить?""","""......Não tenho certeza do que quer dizer com a ""{f:5:Beatrice} deste ano"". Qual é a dessa bruxa chamada {f:5:Beatrice}? Você já mencionou uma história de fantasma, já mencionou um epitáfio... Não acha que está na hora de começar a me explicar?""","""......I'm not really sure what you mean by ""this year's {f:5:Beatrice}"". What's all this about a witch called {f:5:Beatrice}? You've mentioned a ghost story, you've mentioned an epitaph... Isn't it about time you explained all this to me?""",「……我不明白，這個所謂“今年的貝阿朵莉切”是什麼意思。魔女貝阿朵莉切又為何意？剛才那些話也好，碑文的事也罷。你差不多，該跟我說說清楚了吧？」,「……我不明白，这个所谓“今年的贝阿朵莉切”是什么意思。魔女贝阿朵莉切又为何意？刚才那些话也好，碑文的事也罢。你差不多，该跟我说说清楚了吧？」,"""......I'm not really sure what you mean by ""this year's {f:5:Beatrice}"". What's all this about a witch called {f:5:Beatrice}? You've mentioned a ghost story, you've mentioned an epitaph... Isn't it about time you explained all this to me?""","""......I'm not really sure what you mean by ""this year's {f:5:Beatrice}"". What's all this about a witch called {f:5:Beatrice}? You've mentioned a ghost story, you've mentioned an epitaph... Isn't it about time you explained all this to me?""","""......I'm not really sure what you mean by ""this year's {f:5:Beatrice}"". What's all this about a witch called {f:5:Beatrice}? You've mentioned a ghost story, you've mentioned an epitaph... Isn't it about time you explained all this to me?"""
Willard H. Wright,"""Alright. No point stringing you along.""","""All right. No point stringing you along."" ","""Alright. No point stringing you along.""",「いいだろう。もったいぶる気もねェ。」,「いいだろう。もったいぶる気もねェ」,"""Ладно. Водить тебя за нос всё равно бессмысленно.""","""Claro. Não pretendo te deixar de fora.""","""Alright. No point stringing you along.""",「行。我並沒有吊你胃口的意思。」,「行。我并没有吊你胃口的意思。」,"""Alright. No point stringing you along.""","""Alright. No point stringing you along.""","""Alright. No point stringing you along."""
Ushiromiya Lion,"""Let's start from the beginning. ......Who is this witch {f:5:Beatrice}?""","""Let's start from the beginning. ...Who is this witch {f:5:Beatrice}?"" ","""Let's start from the beginning. ......Who is this witch Beatrice?""",「まず始めに。……魔女のベアトリーチェとは何のことです？」,「まず始めに。……魔女のベアトリーチェとは何のことです？」,"""Давай с самого начала. ......Кто такая эта ведьма {f:5:Беатриче}?""","""Vamos começar do início. ......Quem é a bruxa {f:5:Beatrice}?""","""Let's start from the beginning. ......Who is this witch {f:5:Beatrice}?""",「首先第一個問題。……魔女貝阿朵莉切，是指什麼？」,「首先第一个问题。……魔女贝阿朵莉切，是指什么？」,"""Let's start from the beginning. ......Who is this witch {f:5:Beatrice}?""","""Let's start from the beginning. ......Who is this witch {f:5:Beatrice}?""","""Let's start from the beginning. ......Who is this witch {f:5:Beatrice}?"""
Willard H. Wright,"""Strictly speaking, it isn't a person. ""{f:5:Beatrice}, the Golden Witch"" is the name of a concept.""","""Strictly speaking, it isn't a person. It's the concept known as ""{f:5:Beatrice}, the Golden Witch""."" ","""Strictly speaking, it isn't a person. It's the concept known as 'Beatrice, the Golden Witch'.""",「厳密には人ではない。黄金の魔女ベアトリーチェという名の、概念だ。」,「厳密には人ではない。黄金の魔女ベアトリーチェという名の、概念だ」,"""Строго говоря, это не человек, а концепция, известная как 'Золотая ведьма Беатриче'.""","""Estritamente falando, não é uma pessoa. ""{f:5:Beatrice}, a Bruxa Dourada"" é o nome de um conceito.""","""Strictly speaking, it isn't a person. ""{f:5:Beatrice}, the Golden Witch"" is the name of a concept.""",「嚴謹地講，不是人。它是指，名為“黃金的魔女貝阿朵莉切”的，概念。」,「严谨地讲，不是人。它是指，名为“黄金的魔女贝阿朵莉切”的，概念。」,"""Strictly speaking, it isn't a person. ""{f:5:Beatrice}, the Golden Witch"" is the name of a concept.""","""Strictly speaking, it isn't a person. ""{f:5:Beatrice}, the Golden Witch"" is the name of a concept.""","""Strictly speaking, it isn't a person. ""{f:5:Beatrice}, the Golden Witch"" is the name of a concept."""
Ushiromiya Lion,"""You mean the ghost stories themselves?""","""You mean the ghost stories themselves?"" ","""You mean the ghost stories themselves?""",「怪談そのものだと？」,「怪談そのものだと？」,"""Ты имеешь в виду сами истории о призраке?""","""Está se referindo a história de fantasma em si?""","""You mean the ghost stories themselves?""",「你是說，她就是怪談？」,「你是说，她就是怪谈？」,"""You mean the ghost stories themselves?""","""You mean the ghost stories themselves?""","""You mean the ghost stories themselves?"""
Willard H. Wright,"""To be more specific, even the ghost stories are only one of the elements that create the concept.""","""To be more specific, even the ghost stories are only one of the elements that create the concept."" ","""To be more specific, even the ghost stories are only one of the elements that create the concept.""",「さらに厳密には、怪談さえも概念を生み出す一要素に過ぎない。」,「さらに厳密には、怪談さえも概念を生み出す一要素に過ぎない」,"""Если конкретнее, даже истории о призраке лишь один из элементов, составляющих концепцию.""","""Sendo mais específico, mesmo as histórias de fantasmas são apenas um dos elementos que dão origem a esse conceito.""","""To be more specific, even the ghost stories are only one of the elements that create the concept.""",「更嚴謹地講，就連怪談都只不過是創造出概念的一個要素。」,「更严谨地讲，就连怪谈都只不过是创造出概念的一个要素。」,"""To be more specific, even the ghost stories are only one of the elements that create the concept.""","""To be more specific, even the ghost stories are only one of the elements that create the concept.""","""To be more specific, even the ghost stories are only one of the elements that create the concept."""
