Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,Shannon entered the entrance hall to the mansion with a tottering gait.,Shannon entered the entrance hall to the mansion with a tottering gait. ,Shannon entered the entrance hall to the mansion with a tottering gait.,紗音は、ふらついた足取りで屋敷の玄関を入る。,紗音は、ふらついた足取りで屋敷の玄関を入る。,Шаннон нетвёрдой походкой вошла в вестибюль особняка.,Shannon entrou na mansão cambaleando.,Shannon entered the entrance hall to the mansion with a tottering gait.,紗音晃晃悠悠地走進了大屋的大門。,纱音晃晃悠悠地走进了大屋的大门。,Shannon entered the entrance hall to the mansion with a tottering gait. ,Shannon arrancò con passo incerto nell'ingresso della villa.,Shannon malikanenin girişine yalpalayan bir yürümeyle girdi.
,Her chest was filled almost to bursting point with a mixture of exaltation and uncertainty that she couldn't easily describe.,A mixture of exaltation and uncertainty gave her a feeling that she couldn't easily describe. It swelled up in her chest until it felt like she was about to burst. , A mixture of exaltation and uncertainty gave her a feeling that she couldn't easily describe. It swelled up in her chest until it felt like she was about to burst.,高揚感と不安感の入り混じった一言では言い表せない気持ちで胸が膨らみ、はち切れそうだった。,高揚感と不安感の入り混じった一言では言い表せない気持ちで胸が膨らみ、はち切れそうだった。,"Смесь восторга и неопределённости вызвали у неё чувство, которое она была не способна легко описать. Оно разрасталось в её груди, грозясь вырваться на свободу.","Seu peito estava a ponto de explodir, com uma mistura de exaltação e incertezas que ela não conseguiria descrever.",Her chest was filled almost to bursting point with a mixture of exaltation and uncertainty that she couldn't easily describe.,胸中澎湃著難以言表的感情，夾雜著興奮和不安，這種感情簡直要漲破胸膛。,胸中澎湃着难以言表的感情，夹杂着兴奋和不安，这种感情简直要涨破胸膛。,A mixture of exaltation and uncertainty gave her a feeling that she couldn't easily describe. It swelled up in her chest until it felt like she was about to burst. ,"Nel suo petto stava crescendo una sensazione difficile da descrivere a parole, un misto tra l'esaltazione e l'inquietudine, che la faceva sentire come se stesse per scoppiare.","Göğsü, kolay kolay tarif edemediği bir coşku ve kararsızlık karışımıyla neredeyse patlama noktasına kadar dolmuştu."
,"After stopping for a second in front of the servant room to take a deep breath and calm her heart, she opened the door.","After stopping for a second in front of the servant room to take a deep breath and calm her heart, she opened the door. "," After stopping for a second in front of the servant room to take a deep breath and calm her heart, she opened the door.",使用人室の前で一度だけ深呼吸をし、心を落ち着かせてから扉を開いた。,使用人室の前で一度だけ深呼吸をし、心を落ち着かせてから扉を開いた。,"На мгновение остановившись перед дверью в комнату прислуги, чтобы сделать глубокий вдох и успокоиться, она открыла её.","Após parar por um segundo em frente à sala dos serviçais, para respirar e acalmar seu coração, ela abriu a porta.","After stopping for a second in front of the servant room to take a deep breath and calm her heart, she opened the door.",她在傭人室前做了一下深呼吸，靜下心後打開了門。,她在佣人室前做了一下深呼吸，静下心后打开了门。,"After stopping for a second in front of the servant room to take a deep breath and calm her heart, she opened the door. ","Si fermò per un attimo davanti alla stanza per i domestici, e dopo aver esalato un respiro profondo per calmarsi, aprì la porta.",Hizmetkâr odasının önünde derin bir nefes almak ve kalbini sakinleştirmek için bir an durduktan sonra kapıyı açtı.
,"Inside, Gohda, who had been ordered to take the midnight shift at the mansion tonight, was absorbed in an old worn‐out crossword puzzle magazine.","Inside, Gohda, who had been ordered to take the midnight shift at the mansion tonight, was absorbed in a worn-out crossword puzzle magazine. "," Inside, Gohda, who had been ordered to take the midnight shift at the mansion tonight, was absorbed in a crossword puzzle magazine, completely worn out.",中には、今夜のお屋敷の深夜勤を言い付けられた郷田がいて、くたびれたクロスワードパズルの雑誌に没頭していた。,中には、今夜のお屋敷の深夜勤を言い付けられた郷田がいて、くたびれたクロスワードパズルの雑誌に没頭していた。,"Находящийся внутри Года, которому было назначено сегодня вести ночную смену, был поглощён потрёпанным журналом с кроссвордами.","Lá dentro, Gohda, que havia sido ordenado a assumir o turno da meia‐noite, estava absorto em uma velha revista de palavras‐cruzadas.","Inside, Gohda, who had been ordered to take the midnight shift at the mansion tonight, was absorbed in an old worn‐out crossword puzzle magazine.",房間內，被吩咐今晚在大屋值深夜班的鄉田，正埋頭於舊雜誌上的縱橫字謎。,房间内，被吩咐今晚在大屋值深夜班的乡田，正埋头于旧杂志上的纵横字谜。,"Inside, Gohda, who had been ordered to take the midnight shift at the mansion tonight, was absorbed in a worn-out crossword puzzle magazine. ","Al suo interno vi era Gouda, a cui quella sera era stato assegnato il turno di notte alla villa, assorto in una rivista di cruciverba stropicciata.","İçeride, bu gece malikanede gece yarısı vardiyasına kalması emredilen Gohda eski, yıpranmış bir bulmaca dergisine dalmıştı."
,"He looked up for an instant to see whether one of the family had come, but when he realized that it was a fellow servant, he returned to his puzzle as if nothing had happened.","He looked up for an instant to see if one of the family had come, but when he realized it was a fellow servant, he returned to his puzzle as if nothing had happened. "," He looked up for an instant to see whether one of the family had come, but when he realized that it was a fellow servant, he returned to his puzzle as if nothing had happened.",親族の誰かが来たのかと、一瞬だけ顔を向けるが、使用人仲間だとわかり何事もなかったかのように顔を戻す。,親族の誰かが来たのかと、一瞬だけ顔を向けるが、使用人仲間だとわかり何事もなかったかのように顔を戻す。,"Он на мгновение отвлёкся, чтобы посмотреть, не пришёл ли это кто‐то из семьи, но после того как понял, что это всего лишь его коллега, он вернулся к своим кроссвордам, как ни в чём не бывало.","Ele olhou por um instante para ver se alguém da família estava vindo, mas ao perceber que era apenas um conservo, ele então retornou para suas palavras cruzadas como se nada tivesse acontecido.","He looked up for an instant to see whether one of the family had come, but when he realized that it was a fellow servant, he returned to his puzzle as if nothing had happened.",鄉田還以為是親族中的誰來了，抬起了頭，一看同是傭人後又當什麼事都沒發生一樣，馬上扎進了縱橫字謎雜誌之中。,乡田还以为是亲族中的谁来了，抬起了头，一看同是佣人后又当什么事都没发生一样，马上扎进了纵横字谜杂志之中。,"He looked up for an instant to see if one of the family had come, but when he realized it was a fellow servant, he returned to his puzzle as if nothing had happened. ","Per un istante si girò per accertarsi se fosse arrivato qualcuno della famiglia, ma quando si accorse che era uno dei domestici, tornò a quello che stava facendo, come se nulla fosse.","Gohda, aileden birinin gelip gelmediğini anlamak için bir an başını kaldırdı ama gelenin hizmetkâr arkadaşlarından biri olduğunu fark edince hiçbir şey olmamış gibi bulmacasına geri döndü."
Shannon,"""......Umm, ...I was told by Genji‐sama to help you.""","""......Umm, ...Genji-sama told me to come and help you."" ","""......Umm, ...I was told by Genji-sama to help Gohda-san and came over.""",「……あの、…源次さまより、郷田さんのお手伝いに就くように言われてまいりました。」,「……あの、…源次さまより、郷田さんのお手伝いに就くように言われてまいりました」,"""......М‐м... Генджи‐сама сказал, что вы нуждаетесь в помощи, поэтому я пришла.""","""......Bem, ...o Genji‐sama disse para eu vir ajudá‐lo.""","""......Umm, ...I was told by Genji‐sama to help you.""",「……那個，…源次先生告訴我，說是鄉田先生需要幫忙，我就過來了。」,「……那个，…源次先生告诉我，说是乡田先生需要帮忙，我就过来了。」,"""......Umm, ...Genji-sama told me to come and help you."" ","""...Ehm... Genji-sama mi ha chiesto di venire a dare una mano.""","""......Umm, ...Genji-sama tarafından sana yardım etmem söylendi."""
Gohda Toshiro,"""Ah, really... That will be useful. I was just about to go make the rounds to close up the mansion, but I was in two minds whether I should leave this place empty. After all, the meeting Krauss‐sama and the others are conducting appears as though it will continue for quite some time. They might order some tea at any time.""","""Ah, is that so...? That's a relief. I was just about to go check that the mansion was fully locked up, but I felt uneasy about leaving this room unmanned. After all, Krauss-sama and the others' meeting looks as though it will continue for quite some time. They might request some tea at any moment."" ","""Ah, really... Thanks a lot. I was just about to go make the rounds and close up the mansion, but there's no way I could leave this place empty. Anyway, Krauss-sama and the others' meeting looks as though it will continue for quite some time. They might order some tea at any time.""",「あぁ、そうですか…。それは助かります。そろそろ戸締りの見回りに行きたかったのですが、ここを空けてもいいものか困っていたのです。何しろ、旦那様方の会合はまだだいぶ続きそうですからね。いつ何時、お茶のご用命があるかもわかりませんし。」,「あぁ、そうですか…。それは助かります。そろそろ戸締りの見回りに行きたかったのですが、ここを空けてもいいものか困っていたのです。何しろ、旦那様方の会合はまだだいぶ続きそうですからね。いつ何時、お茶のご用命があるかもわかりませんし」,"""Ах, вот как... Большое спасибо. Я уже собирался совершить обход и запереть особняк, но никак не мог решиться оставить пустой эту комнату. В любом случае, встреча Краусса‐сама и остальных гостей, судя по всему, будет продолжаться ещё довольно долго. Они могут попросить чаю в любую минуту.""","""Ah, mesmo... Isso vai ser útil. Eu estava a ponto de fazer a ronda para fechar a mansão, mas eu estava dividido, se deveria deixar este lugar ou não. Afinal, a reunião do Krauss‐sama e dos outros parece que ainda vai durar um bom tempo. Eles podem pedir uma xícara de chá a qualquer momento.""","""Ah, really... That will be useful. I was just about to go make the rounds to close up the mansion, but I was in two minds whether I should leave this place empty. After all, the meeting Krauss‐sama and the others are conducting appears as though it will continue for quite some time. They might order some tea at any time.""",「啊，這樣啊…。那可真是得救了。雖說差不多是時候去檢查門窗有沒有鎖好了，但是這裡也不能沒人啊，我正為這傷腦筋呢。畢竟主人們的聚會好像還會繼續很久。而且也不知道什麼時候會來吩咐上茶呢。」,「啊，这样啊…。那可真是得救了。虽说差不多是时候去检查门窗有没有锁好了，但是这里也不能没人啊，我正为这伤脑筋呢。毕竟主人们的聚会好像还会继续很久。而且也不知道什么时候会来吩咐上茶呢。」,"""Ah, is that so...? That's a relief. I was just about to go check that the mansion was fully locked up, but I felt uneasy about leaving this room unmanned. After all, Krauss-sama and the others' meeting looks as though it will continue for quite some time. They might request some tea at any moment."" ","""Ah, ma davvero... Arrivi al momento giusto. Avevo giusto in mente di fare una ronda per controllare se tutte le serrature fossero chiuse a chiave, ma ero in pensiero all'idea di lasciare vuota questa stanza. Dopotutto, sembra che la riunione del monsieur andrà avanti ancora per molto. Potrebbero chiedere del tè in qualsiasi momento.""","""Ah, öyle mi..? Bu faydalı olur. Malikaneyi kapatmak için etrafı kolaçan etmek üzereydim ama burayı boş bırakıp bırakmama konusunda ikilemde kaldım. Ne de olsa Krauss-sama ve diğerlerinin yürüttüğü toplantı bir süre daha devam edecek gibi görünüyor. Her an çay isteyebilirler."""
Shannon,"""That's true... Then, what shall we do...? Should I remain here while—""","""That's true... Then, what shall we do...? Should I watch over-"" ","""That's true... Then, what shall we do...? Should I watch over-""",「そうですよね…。では、どうしましょうか…、私が留守番を、」,「そうですよね…。では、どうしましょうか…、私が留守番を、」,"""Верно... Что нам тогда делать?.. Значит, мне следует остаться здесь пока...""","""Isso é verdade... Então, o que faremos...? Eu deveria ficar aqui enquanto—""","""That's true... Then, what shall we do...? Should I remain here while—""",「說得也是啊…。那該怎麼辦好呢…，是我留在這…」,「说得也是啊…。那该怎么办好呢…，是我留在这…」,"""That's true... Then, what shall we do...? Should I watch over-"" ","""È vero... Allora, cosa dovremmo fare...?  Dovrò restare qui a-""","""Bu doğru... O zaman ne yapmalıyız...? Buraya bakmalı mıyım—"""
Gohda Toshiro,"""In that case, Shannon‐san, sorry, but would you please make the rounds around the mansion? I will stay here, awaiting the family's orders.""","""In that case, forgive me, Shannon-san, but I'll ask that you patrol the mansion. I will stay here, awaiting the family's orders."" ","""In that case, Shannon-san, sorry, but would you please patrol the inside of the mansion? I will stay here, awaiting the family's orders.""",「では紗音さん、申し訳ありませんがお屋敷内の見回りをお願いします。私はここで、親族の皆さんのご用命の待機をしておりますので。」,「では紗音さん、申し訳ありませんがお屋敷内の見回りをお願いします。私はここで、親族の皆さんのご用命の待機をしておりますので」,"""В таком случае Шаннон‐сан, извини, не могла бы ты начать обход внутри особняка? Я останусь здесь в ожидании приказов семьи.""","""Nesse caso, Shannon‐san, me desculpe, mas você poderia fazer a ronda pela mansão? Eu vou permanecer aqui, esperando pelas ordens da família.""","""In that case, Shannon‐san, sorry, but would you please make the rounds around the mansion? I will stay here, awaiting the family's orders.""",「那麼紗音，雖然有點不好意思但大屋內的巡視就拜託你了。我會在這兒等著各位親族的吩咐的。」,「那么纱音，虽然有点不好意思但大屋内的巡视就拜托你了。我会在这儿等着各位亲族的吩咐的。」,"""In that case, forgive me, Shannon-san, but I'll ask that you patrol the mansion. I will stay here, awaiting the family's orders."" ","""In tal caso perdonami, Shannon-san, ma potresti per piacere fare la ronda nella villa? Io aspetterò qui eventuali ordini della famiglia.""","""Bu durumda, Shannon-san, üzgünüm ama lütfen malikanede devriye gezebilir misin? Ben burada kalıp ailenin emirlerini bekleyeceğim."""
Shannon,"""Ye‐......yes...""","""...Y-Yes..."" ","""Ye, ......yes...""",「は、……はい…。」,「は、……はい…」,"""Х...... хорошо...""","""S‐Sim...""","""Ye‐......yes...""",「是，……好的…」,「是，……好的…」,"""...Y-Yes..."" ","""V-Va bene...""","""Ev-......Evet..."""
