Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"...............When I came to, all was silent.{n}The lights were dim. And yet......the room felt large.","......When I came to, all was silent. The room was dimly lit. And yet...it was massive. ",".........When I came to, all was silent. The lights were dim. And yet......the room felt large.",……………気付けば、静寂だった。薄暗い。でも、……広大だった。,……………気付けば、静寂だった。{n}薄暗い。でも、……広大だった。,.........Вокруг было тихо.{n}Горел тусклый свет. И всё равно...... помещение казалось большим.,"...............Quando dei por mim, o silêncio reinava.{n}As luzes eram fracas. Mas......o local era grande.","...............When I came to, all was silent.{n}The lights were dim. And yet......the room felt large.",……………回過神來時，一片寂靜。{n}雖陰暗。但又，……很寬廣。,……………回过神来时，一片寂静。{n}虽阴暗。但又，……很宽广。,"...............When I came to, all was silent.{n}The lights were dim. And yet......the room felt large.","...............When I came to, all was silent.{n}The lights were dim. And yet......the room felt large.","...............When I came to, all was silent.{n}The lights were dim. And yet......the room felt large."
,......Where on Earth............is this............?,...Where on earth...is this...? ,......Where on Earth......is this......? ,……ここは、…………一体…………？,……ここは、…………一体…………？,......Где...... я?..,......Que lugar............é esse............?,......Where on Earth............is this............?,……這裡，…………究竟是…………？,……这里，…………究竟是…………？,......Where on Earth............is this............?,......Where on Earth............is this............?,......Where on Earth............is this............?
,"I was sitting in what seemed to be a very small single sofa.{n}It was very constricting, and there seemed to be several more of them off to each side of me...","I was sitting in what seemed to be a very short sofa. It was very constricting, and looked like there were several more of them off to each side of me... ","I was sitting in what seemed to be a very short sofa. It was very constricting, and there seemed to be several more of them off to each side of me...",気付けば自分は、狭いソファーのようなものに座っていた。とても窮屈で、同じものが横にずらりと並び、……その列がいくつもいくつも。,気付けば自分は、狭いソファーのようなものに座っていた。{n}とても窮屈で、同じものが横にずらりと並び、……その列がいくつもいくつも。,"Казалось бы, я сижу на очень коротком диване.{n}Он тесный, и, похоже, по обе стороны от меня ещё много таких...",Eu estava no que parecia ser uma pequena poltrona.{n}Ela era bem apertada e parecia ter várias delas de ambos os lados...,"I was sitting in what seemed to be a very small single sofa.{n}It was very constricting, and there seemed to be several more of them off to each side of me...",回過神來時，我發現自己坐在窄小的，好像是沙發的坐席之上。{n}位子很窄，並且還橫向排列著一大排同樣的座位，……像這種座位有著好多排好多排。,回过神来时，我发现自己坐在窄小的，好像是沙发的坐席之上。{n}位子很窄，并且还横向排列着一大排同样的座位，……像这种座位有着好多排好多排。,"I was sitting in what seemed to be a very small single sofa.{n}It was very constricting, and there seemed to be several more of them off to each side of me...","I was sitting in what seemed to be a very small single sofa.{n}It was very constricting, and there seemed to be several more of them off to each side of me...","I was sitting in what seemed to be a very small single sofa.{n}It was very constricting, and there seemed to be several more of them off to each side of me..."
,"Once I noticed that, I realized that I was in a theater.","Once I noticed that, I realized that I was in a theater. "," Once I noticed that, I realized that I was in a theater.",それに気付いた時、そこが劇場であることに気が付いた。,それに気付いた時、そこが劇場であることに気が付いた。,"Мне сразу же стало ясно, что я в театре.","Assim que percebi isso, notei que eu estava em um teatro.","Once I noticed that, I realized that I was in a theater.",在發現這一點時，我意識到了，這裡是劇場。,在发现这一点时，我意识到了，这里是剧场。,"Once I noticed that, I realized that I was in a theater.","Once I noticed that, I realized that I was in a theater.","Once I noticed that, I realized that I was in a theater."
Ushiromiya Lion,"""............Where on Earth.........am I.........?""","""...Where on earth...am I...?"" ","""......Where on Earth......am I......?""",「…………ここは、………一体………。」,「…………ここは、………一体………」,"""......Где...... я?..""","""............Onde.........eu estou.........?""","""............Where on Earth.........am I.........?""",「…………這裡，………究竟是………？」,「…………这里，………究竟是………？」,"""............Where on Earth.........am I.........?""","""............Where on Earth.........am I.........?""","""............Where on Earth.........am I.........?"""
,"I don't know how long I've been here.{n}And, more importantly, I don't know where this is.","I don't know how long I've been here. And, more importantly, I don't know where this is. ","I don't know how long I've been here. And, more importantly, I don't know where this is.",いつから自分がここにいるのか、わからない。そしてそれ以上に、ここがどこなのか、わからない。,いつから自分がここにいるのか、わからない。{n}そしてそれ以上に、ここがどこなのか、わからない。,"Не знаю, с каких пор я здесь.{n}И что более важно, мне не знакомо это место.","Eu não sei há quanto tempo estou aqui.{n}E, mais importante do que isso, eu não sei que lugar é esse.","I don't know how long I've been here.{n}And, more importantly, I don't know where this is.",不知道，自己是從什麼時候開始待在這的。{n}也不知道，這裡到底是哪。,不知道，自己是从什么时候开始待在这的。{n}也不知道，这里到底是哪。,"I don't know how long I've been here.{n}And, more importantly, I don't know where this is.","I don't know how long I've been here.{n}And, more importantly, I don't know where this is.","I don't know how long I've been here.{n}And, more importantly, I don't know where this is."
,"......Beatrice's funeral ended, everyone went back to the mansion, and......","...Beatrice's funeral ended, everyone went back to the mansion, and... ","......Beatrice's funeral ended, everyone went back to the mansion, and......",……ベアトリーチェの葬儀を終えて、みんなで屋敷に戻り……。,……ベアトリーチェの葬儀を終えて、みんなで屋敷に戻り……。,"......Похороны Беатриче закончились, все вернулись в особняк, и......","......O funeral da Beatrice terminou, todos voltaram para a mansão e......","......Beatrice's funeral ended, everyone went back to the mansion, and......",……結束了貝阿朵莉切的葬禮，大家一起回了大屋……。,……结束了贝阿朵莉切的葬礼，大家一起回了大屋……。,"......Beatrice's funeral ended, everyone went back to the mansion, and......","......Beatrice's funeral ended, everyone went back to the mansion, and......","......Beatrice's funeral ended, everyone went back to the mansion, and......"
,"........And after that, my memory gets fuzzy, and I can't recall anything else.","...And after that, my memory gets fuzzy, and I can't recall anything else. ",".....And after that, my memory gets fuzzy, and I can't recall anything else.",………そこから、記憶が霞んで、何も思い出せない。,………そこから、記憶が霞んで、何も思い出せない。,"......Мои дальнейшие воспоминания размыты, и я больше ничего не помню.","........Depois disso, minha memória está embaçada e eu não consigo me lembrar de nada.","........And after that, my memory gets fuzzy, and I can't recall anything else.",………從這開始，記憶朦朦朧朧的，什麼都想不起來。,………从这开始，记忆朦朦胧胧的，什么都想不起来。,"........And after that, my memory gets fuzzy, and I can't recall anything else.","........And after that, my memory gets fuzzy, and I can't recall anything else.","........And after that, my memory gets fuzzy, and I can't recall anything else."
,"Then, I was surprised to notice the presence of another person.","Then, I was surprised to notice the presence of another person. "," Then, I was surprised to notice the presence of another person.",その時、人の気配がして驚く。,その時、人の気配がして驚く。,"К моему удивлению, послышался шорох.","Então, a presença de outra pessoa acabou me surpreendendo.","Then, I was surprised to notice the presence of another person.",正在此時，有人的動靜傳來，嚇了我一跳。,正在此时，有人的动静传来，吓了我一跳。,"Then, I was surprised to notice the presence of another person.","Then, I was surprised to notice the presence of another person.","Then, I was surprised to notice the presence of another person."
,"Apparently, I wasn't the only one sitting in the audience seating of this vast theater.","Apparently, I wasn't the only one sitting in the audience seating of this vast theater. "," Apparently, I wasn't the only one sitting in the audience seating of this vast theater.",この広大な劇場の客席には、どうやら自分ひとりではなかったらしい。,この広大な劇場の客席には、どうやら自分ひとりではなかったらしい。,"Видимо, в аудитории этого огромного театра сижу не только я.","Aparentemente, eu não era a única pessoa sentada na plateia deste imenso teatro.","Apparently, I wasn't the only one sitting in the audience seating of this vast theater.",看來，在這廣大劇場的觀眾席中，並不是只有我一人。,看来，在这广大剧场的观众席中，并不是只有我一人。,"Apparently, I wasn't the only one sitting in the audience seating of this vast theater.","Apparently, I wasn't the only one sitting in the audience seating of this vast theater.","Apparently, I wasn't the only one sitting in the audience seating of this vast theater."
