Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Kinzo,"""......I see. So it has begun."" ","""............I see. So it has begun.""","""............I see. So it has begun.""",「…………そうか。始まったか。」,「…………そうか。始まったか」,"""............Ясно. Значит, началось.""","""............Entendo. Então começou?""","""............I see. So it has begun.""",「…………是嘛。開始了啊。」,「…………是嘛。开始了啊。」,"""............I see. So it has begun.""","""... Capisco. Quindi è iniziata.""","""...Capisco. Pare che abbia avuto inizio.""","""............Anlıyorum. Demek başladı."""
Ronoue Genji,"""...Yes."" ","""...Yes.""","""...Yes.""",「…はい。」,「…はい」,"""...Да.""","""...Sim.""","""...Yes.""",「…是的。」,「…是的。」,"""...Yes.""","""... Sì.""","""...Sì.""","""...Evet."""
Shannon,"""............"" ",""".................................""","""........................""",「……………………………。」,「……………………………」,"""........................""",""".................................""",""".................................""",「……………………………」,「……………………………」,""".................................""","""...""","""...""","""................................."""
,"Even though Kinzo had received news of six deaths, his emotions did not waver. ","Even though Kinzo had heard of the six deaths, his emotions did not waver.","Even though Kinzo had heard of the six deaths, his emotions did not waver.",金蔵は６人の死を聞いても、感情に何の揺らめきも起こさなかった。,金蔵は６人の死を聞いても、感情に何の揺らめきも起こさなかった。,"Хоть Кинзо и узнал о шести смертях, но не выказал никаких эмоций.","Mesmo tendo ouvido sobre as seis mortes, Kinzo não vacilou em suas emoções.","Even though Kinzo had heard of the six deaths, his emotions did not waver.",金藏儘管聽聞了六人的死訊，情緒上卻還是沒有產生任何起伏。,金藏尽管听闻了六人的死讯，情绪上却还是没有产生任何起伏。,"Even though Kinzo had heard of the six deaths, his emotions did not waver.","Nonostante Kinzo avesse saputo delle sei morti, le sue emozioni non vacillavano.","Nonostante Kinzo avesse saputo delle sei morti, le sue emozioni non vacillarono minimamente.",Kinzo altı kişinin öldüğünü duymuş olsa da hiç bir şey hissetmedi.
,"The expression on his face as he gazed out the window...was a smile, as though his opponent in a chess game had just made a spectacular move. ","The expression on his face as he gazed out the window......was a smile, as though his opponent in a chess game had just made a spectacular move."," The expression on his face as he gazed out the window, ......was a smile, as though his opponent in a chess game had just made a spectacular move.",窓の外を眺めるその表情に浮かぶのは、……まるでチェスで、相手に絶妙な一手を指されてにやりと笑うかのようなもの。,窓の外を眺めるその表情に浮かぶのは、……まるでチェスで、相手に絶妙な一手を指されてにやりと笑うかのようなもの。,"Глядя в окно он... ухмылялся так, словно его соперник по шахматам только что сделал эффектный ход.","A expressão em seu rosto enquanto olhava para fora pela janela... era um sorriso, como se seu oponente no xadrez tivesse acabado de fazer um movimento espetacular.","The expression on his face as he gazed out the window......was a smile, as though his opponent in a chess game had just made a spectacular move.",浮現在他眺望著窗外的表情之中的，……是宛如在下國際象棋時，被對手殺來了絕妙的一步而露出的微笑。,浮现在他眺望着窗外的表情之中的，……是宛如在下国际象棋时，被对手杀来了绝妙的一步而露出的微笑。,"The expression on his face as he gazed out the window......was a smile, as though his opponent in a chess game had just made a spectacular move.","L'espressione sul suo volto mentre guardava fuori dalla finestra... era un sorriso, come se il suo avversario in una partita a scacchi avesse fatto una mossa spettacolare.","La faccia che aveva mentre guardava fuori dalla finestra... era simile a quella ghignante di un giocatore di scacchi, in risposta ad una mossa superlativa del suo avversario...",Pencereden dışarı bakarken yüzündeki ifade......sanki bir satranç oyunundaki rakibi az önce muhteşem bir hamle yapmış gibi bir gülümsemeydi.
,...It was hard to imagine that such an expression could ever appear on a father who had lost so many children at once. ,...It was unimaginable that this expression could appear on a father who had lost many children at once.,...It was unimaginable that this expression could appear on a father who had lost many children at once.,…それはとても、息子たちを一度に大勢失った父親の表情とは思えない。,…それはとても、息子たちを一度に大勢失った父親の表情とは思えない。,"...Сложно было представить отца, который вёл бы себя так, потеряв почти всех своих детей.",...Era inimaginável que uma expressão como essa pudesse aparecer no rosto de um pai que perdeu tantos de seus filhos de uma única vez.,...It was unimaginable that this expression could appear on a father who had lost many children at once.,…怎麼也無法想像，這是一下子失去了好幾個兒女的父親，會露出的表情。,…怎么也无法想象，这是一下子失去了好几个儿女的父亲，会露出的表情。,...It was unimaginable that this expression could appear on a father who had lost many children at once.,... Era impensabile che una simile espressione potesse apparire sul volto di un Padre che aveva perso così tanti figli in una volta sola.,Era alquanto impensabile che un padre che aveva perso così tanti figli in una volta sola potesse sfoggiare una simile espressione.,"...Bu ifadenin, birçok evladını aynı anda kaybetmiş bir babanın yüzünde belirebileceği düşünülemezdi."
Ronoue Genji,"""...Gohda and Kanon followed Rosa-sama's orders and went to call the police. After that, she ordered us to follow your orders, Master... ...What shall we do?"" ","""......Under Rosa‐sama's orders, Gohda and Kanon are calling the police. Also, she has ordered us to follow your orders, my lord... ......What shall we do?""","""......Under Rosa-sama's orders, Gohda and Kanon are calling the police. After that, she ordered us to follow your orders, Master.........What shall we do?""",「……楼座さまの指示で、郷田と嘉音が警察へ電話しております。それから、お館様に以後のご指示を仰ぐようにとも仰せつかっておりますが…。……いかがいたしますか。」,「……楼座さまのご指示で、郷田と嘉音が警察へ電話しております。それから、お館様に以後のご指示を仰ぐようにとも仰せつかっておりますが…。……いかがいたしますか」,"""......Роза‐сама приказала Канону и Годе вызвать полицию. Потом она приказала нам следовать вашим указаниям, господин... ......Что нам делать?""","""......Sob as ordens da Rosa‐sama, Gohda e Kanon foram chamar a polícia. Ela também nos ordenou a seguir suas ordens, Mestre... ......O que devemos fazer?""","""......Under Rosa‐sama's orders, Gohda and Kanon are calling the police. Also, she has ordered us to follow your orders, my lord... ......What shall we do?""",「……依樓座夫人的吩咐，鄉田與嘉音去打電話報警了。她還吩咐了，要請老爺來定奪今後之事…。……請問該怎麼辦呢？」,「……依楼座夫人的吩咐，乡田与嘉音去打电话报警了。她还吩咐了，要请老爷来定夺今后之事…。……请问该怎么办呢？」,"""......Under Rosa‐sama's orders, Gohda and Kanon are calling the police. Also, she has ordered us to follow your orders, my lord... ......What shall we do?""","""... Sotto gli ordini di Rosa-sama, Gohda e Kanon stavano chiamando la polizia. Dopo di che, lei ci ha ordinato di seguire i suoi ordini, Padrone... cosa dobbiamo fare?""","""...Gouda e Kanon sono andati a telefonare alla polizia, seguendo gli ordini della signora Rosa. E in seguito, ci è stato ordinato di chiedere ulteriori istruzioni a lei, padrone... Cosa dovremmo fare?""","""......Rosa-sama'nın emirleri doğrultusunda Gohda ve Kanon polisi arıyor. Ayrıca lordum, sonrasında sizin emirlerinize uymamız için bize emir verdi... ......Ne yapmamızı istersiniz?"""
Ushiromiya Kinzo,"""......This island has already been cut off from the real world. Mere phones will serve no purpose."" ","""...............This island has already been cut off from the real world. Phones and the like will be useless.""","""............This island has already been cut off from the real world. Phones and the like will be useless.""",「……………すでにこの島は現世から切り離されているのだ。電話など何の役にも立たぬわ。」,「……………すでにこの島は現世から切り離されているのだ。電話など何の役にも立たぬわ」,"""............Этот остров уже отрезан от реального мира. Телефон им не поможет.""","""...............Esta ilha já foi cortada do mundo real. Coisas como telefones são inúteis.""","""...............This island has already been cut off from the real world. Phones and the like will be useless.""",「……………這座島已從現世中切離開來了。電話什麼的根本起不了任何作用。」,「……………这座岛已从现世中切离开来了。电话什么的根本起不了任何作用。」,"""...............This island has already been cut off from the real world. Phones and the like will be useless.""","""... Quest'isola è già stata tagliata fuori dal mondo reale. Telefoni e cose simili sono inutili.""","""...Quest'isola è già stata tranciata fuori dal mondo reale. Telefoni e apparecchi simili non si riveleranno di alcun aiuto.""","""...............Bu adanın gerçek dünyayla bağlantısı çoktan kesildi. Telefonlar ve benzeri şeyler hiçbir işe yaramaz."""
Ronoue Genji,"""Should I have them stop?"" ","""Should I have them stop?""","""Should I have them stop?""",「やめさせますか。」,「やめさせますか」,"""Мне остановить их?""","""Eu devo pará‐los?""","""Should I have them stop?""",「要阻止他們嗎？」,「要阻止他们吗？」,"""Should I have them stop?""","""Devo fermarli?""","""Devo fermarli?""","""Onları durdurayım mı?"""
Ushiromiya Kinzo,"""...Until the roulette is finished, what they do to pass the time is up to them. Let them do as they please."" ","""......Until the roulette is finished, what they do to pass the time is up to them. Let them do as they like.""","""......Until the roulette is finished, what they do to pass the time is up to them. Let them do as they like.""",「……ルーレットが終わるまで、何をして過ごすも自由だ。好きにさせてやれ。」,「……ルーレットが終わるまで、何をして過ごすも自由だ。好きにさせてやれ」,"""......Пока вращается рулетка, они могут тратить время как угодно. Пусть делают, что хотят.""","""......Até a roleta parar, como eles vão passar o tempo é algo que eles mesmos devem decidir. Deixe‐os agir como quiserem.""","""......Until the roulette is finished, what they do to pass the time is up to them. Let them do as they like.""",「……在輪盤賭結束前，要怎麼過都是自由的。隨他們去就是。」,「……在轮盘赌结束前，要怎么过都是自由的。随他们去就是。」,"""......Until the roulette is finished, what they do to pass the time is up to them. Let them do as they like.""","""... Fino a quando la roulette non finisce, quello che fanno per passare il tempo è affar loro. Lasciali fare ciò che più li aggrada.""","""...Finché la roulette non terminerà il suo corso, quello che faranno per passare il tempo sarà affar loro. Lasciali fare ciò che più li aggrada.""","""......Rulet bitinceye kadar zamanı nasıl geçirecekleri onlara kalmış. Bırakın istediklerini yapsınlar."""
