Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,{f:5:Eva} had indeed broken the magic circle around the key beforehand.,{f:5:Eva} had broken the magic circle around the key beforehand after all. ,EVA had broken the magic circle around the key beforehand after all.,やはり、エヴァは鍵を封じる魔法陣を、予め壊してくれていたのだ。,やはり、エヴァは鍵を封じる魔法陣を、予め壊してくれていたのだ。,{f:5:Ева} всё‐таки сломала заранее магический круг вокруг ключа.,{f:5:Eva} realmente já havia quebrado o círculo mágico ao redor da chave.,{f:5:Eva} had indeed broken the magic circle around the key beforehand.,果然，夏娃提前將封印著鑰匙的魔法陣給破壞了。,果然，夏娃提前将封印着钥匙的魔法阵给破坏了。,{f:5:Eva} had indeed broken the magic circle around the key beforehand.,{f:5:Eva} had indeed broken the magic circle around the key beforehand.,{f:5:Eva} had indeed broken the magic circle around the key beforehand.
,"By the time Battler and Ange reached it, it was crumbling like the sand in an hourglass.","By the time Battler and Ange reached it, it was falling apart like the sand in an hourglass. "," By the time Battler and Ange reached it, it was falling apart like the sand in an hourglass.",戦人たちが辿り着いた時には、魔法陣は砂時計のようにサラサラと崩れていた。,戦人たちが辿り着いた時には、魔法陣は砂時計のようにサラサラと崩れていた。,"Когда Баттлер и Энджи добрались до него, он уже осыпался как песок в песочных часах.","No momento em que Battler e Ange chegaram, ele estava desmoronando como areia numa ampulheta.","By the time Battler and Ange reached it, it was crumbling like the sand in an hourglass.",戰人他們到達的時候，魔法陣已經像沙漏一樣開始沙沙地崩壞。,战人他们到达的时候，魔法阵已经像沙漏一样开始沙沙地崩坏。,"By the time Battler and Ange reached it, it was crumbling like the sand in an hourglass.","By the time Battler and Ange reached it, it was crumbling like the sand in an hourglass.","By the time Battler and Ange reached it, it was crumbling like the sand in an hourglass."
,"They tried punching and kicking it to make it break faster, but nothing they did hastened the process.","They tried punching and kicking it to make it break faster, but nothing they did hastened the process. "," They tried punching and kicking it to make it break faster, but nothing they did hastened the process.",もっと早く崩れるようにと、戦人たちは魔法陣を蹴ったり叩いたりするのだが、その速度を上げることは出来なかった。,もっと早く崩れるようにと、戦人たちは魔法陣を蹴ったり叩いたりするのだが、その速度を上げることは出来なかった。,"Они били по нему кулаками и ногами, чтобы он сломался быстрее, но ничем не ускорили процесс.","Eles tentaram chutar e socar para fazer com que quebrasse mais rápido, mas nada do que eles fizeram foi capaz de acelerar o processo.","They tried punching and kicking it to make it break faster, but nothing they did hastened the process.",為了讓它更早毀壞，戰人他們對魔法陣一通拳打腳踢，卻沒能讓毀壞的速度增快。,为了让它更早毁坏，战人他们对魔法阵一通拳打脚踢，却没能让毁坏的速度增快。,"They tried punching and kicking it to make it break faster, but nothing they did hastened the process.","They tried punching and kicking it to make it break faster, but nothing they did hastened the process.","They tried punching and kicking it to make it break faster, but nothing they did hastened the process."
Ushiromiya Ange,"""......It looks like she broke it a while ago, ...but it'll still probably take some time before it's gone...""","""...It looks like she broke it a while ago, ...but it'll probably take some time before it's gone..."" ","""......It looks like she broke it a while ago, ...but it'll probably take some time before it's gone...""",「……だいぶ前に壊してくれたみたいだけど…。それでもまだ時間を掛けそうだわ…。」,「……だいぶ前に壊してくれたみたいだけど…。それでもまだ時間を掛けそうだわ…」,"""......Похоже, она сломала его, ...но потребуется время, прежде чем он исчезнет...""","""......Parece que ela quebrou pouco tempo atrás, ...mas ainda vai levar algum tempo antes de se partir...""","""......It looks like she broke it a while ago, ...but it'll still probably take some time before it's gone...""",「……看起來像是早先就給破壞了的…。但即便如此，還像是要花些時間啊……」,「……看起来像是早先就给破坏了的…。但即便如此，还像是要花些时间啊……」,"""......It looks like she broke it a while ago, ...but it'll still probably take some time before it's gone...""","""......It looks like she broke it a while ago, ...but it'll still probably take some time before it's gone...""","""......It looks like she broke it a while ago, ...but it'll still probably take some time before it's gone..."""
Ushiromiya Battler,"""Just a bit longer, I think. ......If we can just buy time for five more minutes......""","""Just a bit longer, I think. ...If we could just buy time for five minutes..."" ","""Just a bit longer, I think. ......If we could just buy time for five minutes......""",「多分、あと少しなんだ。……恐らく、あと５分も稼げれば……。」,「多分、あと少しなんだ。……恐らく、あと５分も稼げれば……」,"""Совсем чуть‐чуть, я думаю. ......Если бы мы выиграли всего пять минут......""","""Só mais um pouco, eu acho. ......Se conseguirmos ganhar mais uns cinco minutos......""","""Just a bit longer, I think. ......If we can just buy time for five more minutes......""",「大概，就差一點了。……只要能，再拖延 5 分鐘的話……」,「大概，就差一点了。……只要能，再拖延 5 分钟的话……」,"""Just a bit longer, I think. ......If we can just buy time for five more minutes......""","""Just a bit longer, I think. ......If we can just buy time for five more minutes......""","""Just a bit longer, I think. ......If we can just buy time for five more minutes......"""
,"Judging by the speed the magic circles were crumbling and the general appearance of the whole scene, it looked like it would be over soon.","Judging by the speed the magic circles were crumbling and the general appearance of the whole scene, it looked like it would be over soon. ","Judging by the speed the magic circles were crumbling and the general appearance of the whole scene, it looked like it would be over soon.",魔法陣の崩れる速度や全体の雰囲気などから、もうじきのようにも見える。,魔法陣の崩れる速度や全体の雰囲気などから、もうじきのようにも見える。,"Судя по скорости разрушения магических кругов и общему виду всей картины, осталось недолго.","Julgando pela velocidade que os círculos mágicos estavam desmoronando e a aparência geral do mesmo, aparentava que iria acabar logo mais.","Judging by the speed the magic circles were crumbling and the general appearance of the whole scene, it looked like it would be over soon.",根據魔法陣崩壞的速度和總體的氛圍來看，應該是馬上就能達成的事。,根据魔法阵崩坏的速度和总体的氛围来看，应该是马上就能达成的事。,"Judging by the speed the magic circles were crumbling and the general appearance of the whole scene, it looked like it would be over soon.","Judging by the speed the magic circles were crumbling and the general appearance of the whole scene, it looked like it would be over soon.","Judging by the speed the magic circles were crumbling and the general appearance of the whole scene, it looked like it would be over soon."
,"However, as things stood, even if it was just five more minutes, would that be soon {i:enough}?","However, right now, could even five minutes be considered ""soon""? "," However, even if it was just five minutes, would that be soon enough now? ",しかし、今の状況では、仮にあと５分であったとしても、それを“もうじき”と呼んでいいのか、わからない。,しかし、今の状況では、仮にあと５分であったとしても、それを“もうじき”と呼んでいいのか、わからない。,"Но даже если осталось всего пять минут, можно ли сказать {i:скоро}?","Entretanto, da forma como as coisas estavam, mesmo que fosse apenas mais cinco minutos, isso seria {i:suficiente}?","However, as things stood, even if it was just five more minutes, would that be soon {i:enough}?",但是，從現在的狀況來看，哪怕只有 5 分鐘，都未必能夠稱作是“馬上”。,但是，从现在的状况来看，哪怕只有 5 分钟，都未必能够称作是“马上”。,"However, as things stood, even if it was just five more minutes, would that be soon {i:enough}?","However, as things stood, even if it was just five more minutes, would that be soon {i:enough}?","However, as things stood, even if it was just five more minutes, would that be soon {i:enough}?"
,They turned around.,They turned around. ,They turned around.,後ろを振り返る。,後ろを振り返る。,Они обернулись.,Eles se viraram.,They turned around.,回頭看去。,回头看去。,They turned around.,They turned around.,They turned around.
,......Beyond the bookshelf ravine.........was a universe.,...Beyond the bookshelf ravine...was a universe. ,......Beyond the bookshelf ravine......was a universe.,……本棚の渓谷の向こうには、………宇宙が広がっていた。,……本棚の渓谷の向こうには、………宇宙が広がっていた。,......За оврагом книжных полок...... была вселенная.,......Além da ravina da estante.........estava um universo.,......Beyond the bookshelf ravine.........was a universe.,……在書架的山谷對面，………是廣闊的宇宙。,……在书架的山谷对面，………是广阔的宇宙。,......Beyond the bookshelf ravine.........was a universe.,......Beyond the bookshelf ravine.........was a universe.,......Beyond the bookshelf ravine.........was a universe.
,"Even for Battler, who had seen Beato's fights many times over, the battle between {f:5:Lambdadelta} and {f:5:Bernkastel} was so mind‐defying that he couldn't think of a single word to describe it.","Even for Battler, who had seen Beato's fights many times over, the battle between {f:5:Lambdadelta} and {f:5:Bernkastel} was so mind-defying that he couldn't think of a single word to describe it. "," Even for Battler, who had seen Beato's fights many times over, the battle between Lambdadelta and Bernkastel was so mind-defying that he couldn't think of a single word to describe it.",ラムダデルタとベルンカステルの戦いは、……ベアトの戦いを幾度となく見てきた戦人でさえ、容易に例える言葉が思いつかない想像を絶するものだった。,ラムダデルタとベルンカステルの戦いは、……ベアトの戦いを幾度となく見てきた戦人でさえ、容易に例える言葉が思いつかない想像を絶するものだった。,"Даже для Баттлера, столько раз видевшего битвы Беато, битва между {f:5:Лямбдадельтой} и {f:5:Бернкастель} была настолько умопомрачительной, что он не нашёл слов, чтобы описать её.","Mesmo para Battler, que já havia visto as lutas de Beato diversas vezes, a batalha entre {f:5:Lambdadelta} e {f:5:Bernkastel} desafiava a compreensão de tal maneira que ele sequer conseguia descrever com uma única palavra.","Even for Battler, who had seen Beato's fights many times over, the battle between {f:5:Lambdadelta} and {f:5:Bernkastel} was so mind‐defying that he couldn't think of a single word to describe it.",拉姆達戴露塔和貝倫卡斯泰露的戰鬥，……就連數次見過貝阿朵的戰鬥的戰人，都難以想像出足以形容的語言來。,拉姆达戴露塔和贝伦卡斯泰露的战斗，……就连数次见过贝阿朵的战斗的战人，都难以想象出足以形容的语言来。,"Even for Battler, who had seen Beato's fights many times over, the battle between {f:5:Lambdadelta} and {f:5:Bernkastel} was so mind‐defying that he couldn't think of a single word to describe it.","Even for Battler, who had seen Beato's fights many times over, the battle between {f:5:Lambdadelta} and {f:5:Bernkastel} was so mind‐defying that he couldn't think of a single word to describe it.","Even for Battler, who had seen Beato's fights many times over, the battle between {f:5:Lambdadelta} and {f:5:Bernkastel} was so mind‐defying that he couldn't think of a single word to describe it."
