Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,The clinic that Nanjo had opened and later passed on to his son still existed on Niijima. ,The clinic that Nanjo had opened and later passed on to his son still existed on Niijima.,The clinic that Nanjo had opened and later passed on to his son still existed on Niijima. ,かつて、南條が開業し、その息子に引き継いだ診療所は、今も新島に存在している。,かつて、南條が開業し、その息子に引き継いだ診療所は、今も新島に存在している。,"Клиника, открытая Нанджо и позже перешедшая его сыну, всё ещё находилась на Нииджиме.",A clínica que Nanjo abriu e depois passou para seu filho ainda existe em Niijima.,The clinic that Nanjo had opened and later passed on to his son still existed on Niijima.,以前南條開業，然後傳予其子的診所，現今依然存在於新島。,以前南条开业，然后传予其子的诊所，现今依然存在于新岛。,The clinic that Nanjo had opened and later passed on to his son still existed on Niijima.,La clinica che Nanjo aveva aperto e che aveva passato a suo figlio esisteva ancora a Niijima.,The clinic that Nanjo had opened and later passed on to his son still existed on Niijima.,The clinic that Nanjo had opened and later passed on to his son still existed on Niijima.
,"This aged doctor was Nanjo's son, but the atmosphere about him was very different. ","The aged doctor was Nanjo's son, but the atmosphere about him was very different.","This aged doctor was Nanjo's son, but the atmosphere about him was very different. ",高齢の医師は、南條の息子ではあったが、その雰囲気はあまり似つかなかった。,高齢の医師は、南條の息子ではあったが、その雰囲気はあまり似つかなかった。,"Немолодой доктор был сыном Нанджо, но его окружала совсем другая атмосфера.","O médico de idade avançada era filho de Nanjo, mas a atmosfera ao seu redor era bem diferente.","The aged doctor was Nanjo's son, but the atmosphere about him was very different.",雖然這位高齡醫師是南條的兒子，但其整個人的氣氛並不怎麼像他的父親。,虽然这位高龄医师是南条的儿子，但其整个人的气氛并不怎么像他的父亲。,"The aged doctor was Nanjo's son, but the atmosphere about him was very different.","L'anziano dottore era il figlio di Nanjo, ma l'atmosfera intorno a lui era molto diversa.","The aged doctor was Nanjo's son, but the atmosphere about him was very different.","The aged doctor was Nanjo's son, but the atmosphere about him was very different."
Nanjo Masayuki,"""I am truly sorry to say this after you have come all this way, but I have nothing in particular to tell you."" ","""I am truly sorry to say this after you have come all this way, but I have nothing in particular to tell you.""","""I am truly sorry to say this after you have come all this way, but I have nothing in particular to tell you."" ",「わざわざお越し下さり、誠に申し訳ないのですが、特にお話することはありません。」,「わざわざお越し下さり、誠に申し訳ないのですが、特にお話することはありません」,"""Мне крайне жаль это говорить после того, как вы проделали такой путь, но мне нечего вам рассказать.""","""Eu realmente sinto muito em ter que dizer isso a você após ter percorrido todo caminho até aqui, mas não tenho nada de especial para contar.""","""I am truly sorry to say this after you have come all this way, but I have nothing in particular to tell you.""",「雖蒙您專程拜訪，但實在是對不起，我沒什麼好說的。」,「虽蒙您专程拜访，但实在是对不起，我没什么好说的。」,"""I am truly sorry to say this after you have come all this way, but I have nothing in particular to tell you.""","""Mi dispiace molto dirti questo dopo aver fatto tutta questa strada, ma non ho niente in particolare da dirti.""","""I am truly sorry to say this after you have come all this way, but I have nothing in particular to tell you.""","""I am truly sorry to say this after you have come all this way, but I have nothing in particular to tell you."""
,Nanjo's son said that very indifferently. ,Nanjo's son spoke very indifferently.,Nanjo's son said that very indifferently. ,南條の息子は、とても淡白にそう言い放った。,南條の息子は、とても淡白にそう言い放った。,Сын Нанджо произнёс это очень сухо.,O filho de Nanjo falou de forma indiferente.,Nanjo's son spoke very indifferently.,南條的兒子非常淡漠地如此說道。,南条的儿子非常淡漠地如此说道。,Nanjo's son spoke very indifferently.,Il figlio di Nanjo lo disse con molta indifferenza.,Nanjo's son spoke very indifferently.,Nanjo's son spoke very indifferently.
Nanjo Masayuki,"""...After the accident on that island was taken up by the broadcasts in a most indiscreet manner, even my father, who was Mr. Ushiromiya's doctor and friend, was focused upon by many with a wholly regrettable interest. ","""......After the accident on that island was taken up by the talk shows in a most indiscreet manner, there was a great deal of deeply offensive probing into my father, who was {nobr:Mr. Ushiromiya's} doctor and friend.""","""...After the accident on that island was taken up by the broadcasts in a most indiscreet manner, even my father, who was Mr. Ushiromiya's doctor and friend, was focused upon by many with a wholly regrettable interest. ",「……あの島の事故が、民放で非常に不謹慎に取り上げられて以来、右代宮氏の主治医であり、友人でもあった父にも、大変心外な関心が多数寄せられました。,「……あの島の事故が、ワイドショー等で非常に不謹慎に取り上げられて以来、右代宮氏の主治医であり、友人でもあった父にも、大変心外な関心が多数寄せられました」,""".....После того, как инцидент на том острове принялись без всякого такта мусолить СМИ, то даже мой отец, являвшийся врачом и другом господина Уширомии, удостоился от большинства освещения в отрицательном свете.""","""......Após o acidente que levou a ilha a aparecer em todos os programas de televisão de forma nada discreta, houve muitas sondagens intensivas sobre meu pai, que era médico e amigo do {nobr:Sr. Ushiromiya}.""","""......After the accident on that island was taken up by the talk shows in a most indiscreet manner, there was a great deal of deeply offensive probing into my father, who was {nobr:Mr. Ushiromiya's} doctor and friend.""",「……自那個島的事故被私營媒體非常不道德地報道以來，身為右代宮氏的主治醫生與朋友的家父，也是引來了許許多多令人遺憾的“關心”。」,「……自那个岛的事故被私营媒体非常不道德地报道以来，身为右代宫氏的主治医生与朋友的家父，也是引来了许许多多令人遗憾的“关心”。」,"""......After the accident on that island was taken up by the talk shows in a most indiscreet manner, there was a great deal of deeply offensive probing into my father, who was {nobr:Mr. Ushiromiya's} doctor and friend.""","""... Dopo che l'incidente su quell'isola fu occupato dalle trasmissioni in una maniera così indiscreta, anche mio Padre, che era il dottore e amico del Sig. Ushiromiya, era stato avvicinato da molti con un interesse del tutto deplorevole.","""......After the accident on that island was taken up by the talk shows in a most indiscreet manner, there was a great deal of deeply offensive probing into my father, who was {nobr:Mr. Ushiromiya's} doctor and friend.""","""......After the accident on that island was taken up by the talk shows in a most indiscreet manner, there was a great deal of deeply offensive probing into my father, who was {nobr:Mr. Ushiromiya's} doctor and friend."""
Nanjo Masayuki,"All of it was without proof, and they even managed to defile all of my father's previous achievements. I still feel a great deal of resentment because of that."" ","""All of it was without proof, and also, defiled all of my father's previous achievements. I still feel a great deal of resentment towards all of that.""","All of it was without proof, and they even managed to defile all of my father's previous achievements. I still feel a great deal of resentment because of that."" ",そのいずれもが何の根拠もなく、また、父のそれまでの業績を汚すものでした。私はそれら全てについて、未だに強く憤慨しています。」,「そのいずれもが何の根拠もなく、また、父のそれまでの業績を汚すものでした。私はそれら全てについて、未だに強く憤慨しています」,"""Мало того, что этому не было доказательств, так ещё и тень оказалась брошена на предыдущие достижения моего отца. Я всё ещё негодую по этому поводу.""","""Todas elas sem nenhuma prova, e também maculando todas as conquistas anteriores do meu pai. Eu ainda sinto um grande ressentimento em relação a tudo isso.""","""All of it was without proof, and also, defiled all of my father's previous achievements. I still feel a great deal of resentment towards all of that.""",「這些“關心”無一不是毫無根據，兼給家父的生平業績抹黑之物。我對這些一切的一切，至今仍抱有強烈的憤慨。」,「这些“关心”无一不是毫无根据，兼给家父的生平业绩抹黑之物。我对这些一切的一切，至今仍抱有强烈的愤慨。」,"""All of it was without proof, and also, defiled all of my father's previous achievements. I still feel a great deal of resentment towards all of that.""","Tutto questo è stato senza prove, e inoltre, influenzarono tutti i precedenti successi di mio Padre. Provo ancora un grande risentimento contro tutto questo.""","""All of it was without proof, and also, defiled all of my father's previous achievements. I still feel a great deal of resentment towards all of that.""","""All of it was without proof, and also, defiled all of my father's previous achievements. I still feel a great deal of resentment towards all of that."""
Ushiromiya Ange,"""......I think that's understandable. The same thing happened to me. I had to put up with it constantly since I was six."" ","""............I think that's understandable. It's been pretty much the same for me. Constantly since I was six.""","""......I think that's understandable. The same thing happened to me. I had to put up with it constantly since I was six."" ",「…………無理もないことと思います。私も同じようなものですので。私など、６つの時から延々です。」,「…………無理もないことと思います。私も同じようなものですので。私など、６つの時から延々です」,""".........Думаю, это можно понять. То же самое случалось и со мной. Постоянно с шести лет.""","""............Eu acho isso muito compreensível. Tem sido bem semelhante para mim também. De forma constante, desde que eu tinha seis anos.""","""............I think that's understandable. It's been pretty much the same for me. Constantly since I was six.""",「…………這麼想也是難免的。畢竟，我也是半斤八兩。我是從六歲時起就一直沒個完。」,「…………这么想也是难免的。毕竟，我也是半斤八两。我是从六岁时起就一直没个完。」,"""............I think that's understandable. It's been pretty much the same for me. Constantly since I was six.""","""... Penso che sia comprensibile. La stessa cosa è successa a me. Costantemente da quando avevo sei anni.""","""............I think that's understandable. It's been pretty much the same for me. Constantly since I was six.""","""............I think that's understandable. It's been pretty much the same for me. Constantly since I was six."""
Nanjo Masayuki,"""True. My apologies."" ","""True. My apologies.""","""True. My apologies."" ",「そうでしたね。これは失礼。」,「そうでしたね。これは失礼」,"""Верно. Прошу прощения.""","""Realmente. Eu sinto muito.""","""True. My apologies.""",「呃，是呢。我失禮了。」,「呃，是呢。我失礼了。」,"""True. My apologies.""","""Vero. Le mie scuse.""","""True. My apologies.""","""True. My apologies."""
,The doctor finally remembered that Ange was also a victim who had been exposed to the same curious eyes as he had been. ,"The doctor finally remembered that Ange was also a victim, exposed to the same curious eyes as he had been.",The doctor finally remembered that Ange was also a victim who had been exposed to the same curious eyes as he had been. ,医師はようやく、縁寿もまたそういった好奇の目に晒されてきた犠牲者であることを思い出す。,医師はようやく、縁寿もまたそういった好奇の目に晒されてきた犠牲者であることを思い出す。,"Доктор, наконец, вспомнил, что Энджи была жертвой преследования тех же любопытных глаз, что и он.","O médico finalmente lembrou que Ange também era uma vítima, que foi exposta aos mesmos olhares curiosos que ele.","The doctor finally remembered that Ange was also a victim, exposed to the same curious eyes as he had been.",醫師總算是想起了，緣壽也是一個一直暴露在好奇目光之中的受害者。,医师总算是想起了，缘寿也是一个一直暴露在好奇目光之中的受害者。,"The doctor finally remembered that Ange was also a victim, exposed to the same curious eyes as he had been.",Il dottore finalmente ricordò che anche Ange era una vittima esposta agli sguardi curiosi come lui lo è stato.,"The doctor finally remembered that Ange was also a victim, exposed to the same curious eyes as he had been.","The doctor finally remembered that Ange was also a victim, exposed to the same curious eyes as he had been."
Nanjo Masayuki,"""In that case, you can probably understand why I don't want to have anything to do with that incident. ...That was an unfortunate accident. The only ones who want to make a fuss about it being a crime are those irresponsible TV shows and magazines. I am more than fed up with their attitude."" ","""In that case, you can probably understand why I want nothing more to do with that incident. ......That was an unfortunate accident. The only ones who want to make a fuss about it being a crime are the irresponsible TV shows and magazines. I am more than fed up with their attitude.""","""In that case, you can probably understand why I don't want to have anything to do with that incident. ...That was an unfortunate accident. The only ones who want to make a fuss about it being a crime are those irresponsible TV shows and magazines. I am more than fed up with their attitude."" ",「そんなあなたなら、当時の件にもうかかわりたくないという私どもの気持ちもおわかりでしょう。……あれは不幸な事故でした。それを事件だと騒ぎ立てたがるのは、無責任なテレビと雑誌だけです。彼らの態度には心底、うんざりさせられますよ。」,「そんなあなたなら、当時の件にもうかかわりたくないという私どもの気持ちもおわかりでしょう。……あれは不幸な事故でした。それを事件だと騒ぎ立てたがるのは、無責任なテレビと雑誌だけです。彼らの態度には心底、うんざりさせられますよ」,"""В таком случае вы наверняка понимаете, почему я не желаю иметь ничего общего с этим инцидентом. ......Да, это был несчастный случай. Единственные, кто поднимают шумиху, что, дескать, там произошло преступление — это безответственные ТВ‐шоу и журналы. Я более чем сыт по горло подобным отношением.""","""Neste caso, você provavelmente entende o motivo pelo qual não quero mais me envolver com aquele incidente. ......Foi um acidente infortuno. Os únicos que querem fazer um alarde sobre ter sido um crime são os programas de televisão irresponsáveis e as revistas. Eu já estou de saco cheio das atitudes deles.""","""In that case, you can probably understand why I want nothing more to do with that incident. ......That was an unfortunate accident. The only ones who want to make a fuss about it being a crime are the irresponsible TV shows and magazines. I am more than fed up with their attitude.""",「既然經歷過這些，那您一定是清楚不想再與當時那件事有瓜葛的我們的心情的吧。……那是件不幸的事故。僅僅是不負責任的電視與雜誌在把它炒作成事件罷了。對於他們的態度，我打心底裏感到厭煩。」,「既然经历过这些，那您一定是清楚不想再与当时那件事有瓜葛的我们的心情的吧。……那是件不幸的事故。仅仅是不负责任的电视与杂志在把它炒作成事件罢了。对于他们的态度，我打心底里感到厌烦。」,"""In that case, you can probably understand why I want nothing more to do with that incident. ......That was an unfortunate accident. The only ones who want to make a fuss about it being a crime are the irresponsible TV shows and magazines. I am more than fed up with their attitude.""","""In quel caso, puoi capire probabilmente perché non voglio avere niente a che fare con quell'incidente. ... Quello è stato uno sfortunato incidente. Gli unici che vogliono fare confusione facendolo essere un crimine sono gli irresponsabili programmi TV e le riviste. Sono più che stufo del loro atteggiamento.""","""In that case, you can probably understand why I want nothing more to do with that incident. ......That was an unfortunate accident. The only ones who want to make a fuss about it being a crime are the irresponsible TV shows and magazines. I am more than fed up with their attitude.""","""In that case, you can probably understand why I want nothing more to do with that incident. ......That was an unfortunate accident. The only ones who want to make a fuss about it being a crime are the irresponsible TV shows and magazines. I am more than fed up with their attitude."""
