Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,......It was......a pitch‐black room.,...It was...a pitch-black room. ,...It was...a pitch-black room. ,……そこは……、真っ暗な部屋だった。,……そこは……、真っ暗な部屋だった。,"......В комнате было очень темно, прямо хоть глаз выколи.",......Era......um quarto completamente escuro.,......It was......a pitch‐black room.,……此處是……，一個黑乎乎的房間。,……此处是……，一个黑乎乎的房间。,......It was......a pitch‐black room.,......It was......a pitch‐black room.,......It was......a pitch‐black room.
,"There were no windows, and by the light from the weak bulb, one could only just barely make out the state of things around them.","There were no windows, and with the weak light bulb, one could just barely make out the state of things around them. ","There were no windows, and with the weak light bulb, one could just barely make out the state of things around them. ",窓はなく、弱々しい電球によって、辛うじて様子がわかるだけ。,窓はなく、弱々しい電球によって、辛うじて様子がわかるだけ。,"В ней не было окон, а света от лампочки на потолке едва хватало, чтобы разглядеть окружающую обстановку.","Não haviam janelas, e a fraca luz incandescente permitia que fosse visto apenas aquilo que estava muito próximo dos arredores deles.","There were no windows, and by the light from the weak bulb, one could only just barely make out the state of things around them.",沒有窗戶，只能靠燈泡微弱的燈光，吃力地辨認周圍的狀況。,没有窗户，只能靠灯泡微弱的灯光，吃力地辨认周围的状况。,"There were no windows, and by the light from the weak bulb, one could only just barely make out the state of things around them.","There were no windows, and by the light from the weak bulb, one could only just barely make out the state of things around them.","There were no windows, and by the light from the weak bulb, one could only just barely make out the state of things around them."
,"It appeared to be an old, forgotten, dusty underground storehouse, with some kind of furniture haphazardly thrown into it......","It appeared to be an old forgotten underground storage room, with some kind of dusty furniture haphazardly thrown into it... ","It appeared to be an old forgotten underground storage room, with some kind of dusty furniture haphazardly thrown into it... ",埃臭く、ごたごたと何かの家具が粗雑に押し込まれた、忘れられた地下倉庫のように見えた……。,埃臭く、ごたごたと何かの家具が粗雑に押し込まれた、忘れられた地下倉庫のように見えた……。,"По виду комната напоминала помещение заброшенного подземного склада, куда в спешке накидали какую‐то пыльную мебель...","Aparentava ser um antigo e esquecido depósito subterrâneo empoeirado, com alguns móveis jogados a esmo em seu interior......","It appeared to be an old, forgotten, dusty underground storehouse, with some kind of furniture haphazardly thrown into it......",一股灰塵味兒，亂七八糟地放著些大概是家具的東西，看起來有點像是被遺忘了的地下倉庫……。,一股灰尘味儿，乱七八糟地放着些大概是家具的东西，看起来有点像是被遗忘了的地下仓库……。,"It appeared to be an old, forgotten, dusty underground storehouse, with some kind of furniture haphazardly thrown into it......","It appeared to be an old, forgotten, dusty underground storehouse, with some kind of furniture haphazardly thrown into it......","It appeared to be an old, forgotten, dusty underground storehouse, with some kind of furniture haphazardly thrown into it......"
,"However, even with just a little light, one could at least tell that it probably wasn't a storehouse.","However, even with just a little light, one could at least make out that it probably wasn't a storage room. ","However, even with just a little light, one could at least make out that it probably wasn't a storage room. ",しかし、わずかな灯りでも、そこが多分倉庫ではないことだけは理解できる。,しかし、わずかな灯りでも、そこが多分倉庫ではないことだけは理解できる。,"Однако и при столь скромном освещении можно было хотя бы сделать вывод, что это всё‐таки не склад.","Entretanto, mesmo com aquela única e tênue luz, dava para saber que aquele lugar não era um depósito.","However, even with just a little light, one could at least tell that it probably wasn't a storehouse.",不過，雖說是微弱的燈光，但它也起碼令人明白了，這裡多半不是倉庫。,不过，虽说是微弱的灯光，但它也起码令人明白了，这里多半不是仓库。,"However, even with just a little light, one could at least tell that it probably wasn't a storehouse.","However, even with just a little light, one could at least tell that it probably wasn't a storehouse.","However, even with just a little light, one could at least tell that it probably wasn't a storehouse."
,......Because that room was sealed off with iron bars.,"...After all, that room was sealed off with iron bars. ","...After all, that room was sealed off with iron bars. ",……なぜなら、その部屋は鉄格子によって閉じられていたからだ。,……なぜなら、その部屋は鉄格子によって閉じられていたからだ。,......Поскольку выход из комнаты преграждала стальная решётка.,......Porque aquele cômodo estava trancado por barras de ferro.,......Because that room was sealed off with iron bars.,……這麼說是因為，這間房間被鐵窗封著。,……这么说是因为，这间房间被铁窗封着。,......Because that room was sealed off with iron bars.,......Because that room was sealed off with iron bars.,......Because that room was sealed off with iron bars.
Ushiromiya Kyrie,"""......Where...is this.........?""","""...Where...is this......?"" ","""...Where...is this......?"" ",「……ここは、どこなの………？」,「……ここは、どこなの………？」,"""......Где мы?""","""......Que lugar...é esse.........?""","""......Where...is this.........?""",「……這兒，是哪呢………？」,「……这儿，是哪呢………？」,"""......Where...is this.........?""","""......Where...is this.........?""","""......Where...is this.........?"""
Ushiromiya Krauss,"""Not a clue... ......Is this place underneath the mansion......? Was there this kind of room......directly underneath the dining hall......?""","""I don't know... ...Could this be underneath the mansion...? Has there always been a room like this...directly underneath the dining hall...?"" ","""I don't know... ...Could this be underneath the mansion...? Has there always been a room like this...directly underneath the dining hall...?"" ",「わからん…。……ここは、屋敷の地下なのか……？　食堂の真下に、……こんな部屋があったのか……？」,「わからん…。……ここは、屋敷の地下なのか……？　食堂の真下に、……こんな部屋があったのか……？」,"""Не знаю... ......Может, место где‐то под особняком? Неужели такая комната... находилась прямо под обеденным залом?""","""Não faço ideia... ......Este lugar está debaixo da mansão......? Este cômodo está......diretamente embaixo da sala de jantar......?""","""Not a clue... ......Is this place underneath the mansion......? Was there this kind of room......directly underneath the dining hall......?""",「不知道…。……這裡會不會是大屋地下……？在餐廳的正下方，……有著這樣的房間麼……？」,「不知道…。……这里会不会是大屋地下……？在餐厅的正下方，……有着这样的房间么……？」,"""Not a clue... ......Is this place underneath the mansion......? Was there this kind of room......directly underneath the dining hall......?""","""Not a clue... ......Is this place underneath the mansion......? Was there this kind of room......directly underneath the dining hall......?""","""Not a clue... ......Is this place underneath the mansion......? Was there this kind of room......directly underneath the dining hall......?"""
,"They had been dropped into what had appeared to be a pit, and {i:fallen} into this room.","They had dropped into what had appeared to be a pit, {i:falling} into this room. ","They had dropped into what had appeared to be a pit, {i:falling} into this room. ",彼らは落とし穴のようなものに落とされ、この部屋に{i:落ちてきた}。,彼らは落とし穴のようなものに落とされ、この部屋に{i:落ちてきた}。,"Их сбросили в нечто, напоминающее яму, и они {i:свалились}... в эту комнату.","Eles foram jogados no que parecia ser um alçapão, e {i:caíram} neste cômodo.","They had been dropped into what had appeared to be a pit, and {i:fallen} into this room.",他們之前是通過像是落穴的機關，{i:掉到了}這個房間。,他们之前是通过像是落穴的机关，{i:掉到了}这个房间。,"They had been dropped into what had appeared to be a pit, and {i:fallen} into this room.","They had been dropped into what had appeared to be a pit, and {i:fallen} into this room.","They had been dropped into what had appeared to be a pit, and {i:fallen} into this room."
,"Therefore, it would be appropriate to think that this room was directly below the dining hall.","Therefore, it was natural to assume that this room was directly under the dining hall. ","Therefore, it was natural to assume that this room was directly under the dining hall. ",ならばこの部屋は、食堂の真下にあると考えるのが妥当だろう。,ならばこの部屋は、食堂の真下にあると考えるのが妥当だろう。,"Поэтому было разумно предположить, что данная комната находилась прямо под обеденным залом.","Consequentemente, era apropriado pensar que este lugar se localizava exatamente abaixo da sala de jantar.","Therefore, it would be appropriate to think that this room was directly below the dining hall.",那麼，按這個房間是位於餐廳的正下方來想，會比較妥當吧。,那么，按这个房间是位于餐厅的正下方来想，会比较妥当吧。,"Therefore, it would be appropriate to think that this room was directly below the dining hall.","Therefore, it would be appropriate to think that this room was directly below the dining hall.","Therefore, it would be appropriate to think that this room was directly below the dining hall."
,"......However, not even Krauss could bring himself to believe that there were pitfalls rigged in the beloved dining hall, where he had enjoyed his meals for years, ...and that directly below it was this dungeon‐like room.","...However, not even Krauss could bring himself to believe that there were pitfalls rigged in his beloved dining hall, where he had enjoyed his meals for years, ...and that this dungeon-like room lay directly beneath it. ","...However, not even Krauss could bring himself to believe that there were pitfalls rigged in his beloved dining hall, where he had enjoyed his meals for years, ...and that this dungeon-like room lay directly beneath it. ",……しかし、長年、食事を楽しみ、親しんできた食堂に落とし穴の仕掛けがあり、その真下に、こんな地下牢のような部屋があるなんて、………蔵臼にも信じられないことだった。,……しかし、長年、食事を楽しみ、親しんできた食堂に落とし穴の仕掛けがあり、その真下に、こんな地下牢のような部屋があるなんて、………蔵臼にも信じられないことだった。,"......Однако даже Краусс не мог заставить себя поверить, что под любимым обеденным залом, в котором он годами наслаждался пищей, были установлены ямы, ведущие прямо в эту напоминающую тюремную камеру подземную комнату.","......Porém, nem mesmo Krauss conseguia acreditar que tal mecanismo de armadilha estava debaixo da adorada sala de jantar, onde, por anos, eles saborearam suas refeições, ...e estava exatamente sobre este cômodo que aparentava ser um calabouço.","......However, not even Krauss could bring himself to believe that there were pitfalls rigged in the beloved dining hall, where he had enjoyed his meals for years, ...and that directly below it was this dungeon‐like room.",……不過，長年於那享受三餐的，熟悉得不得了的餐廳裡，有著從腳下冒出洞來的機關，在它的正下方，還有著這種地牢一樣的房間，………這對藏臼來說是無法置信之事。,……不过，长年于那享受三餐的，熟悉得不得了的餐厅里，有着从脚下冒出洞来的机关，在它的正下方，还有着这种地牢一样的房间，………这对藏臼来说是无法置信之事。,"......However, not even Krauss could bring himself to believe that there were pitfalls rigged in the beloved dining hall, where he had enjoyed his meals for years, ...and that directly below it was this dungeon‐like room.","......However, not even Krauss could bring himself to believe that there were pitfalls rigged in the beloved dining hall, where he had enjoyed his meals for years, ...and that directly below it was this dungeon‐like room.","......However, not even Krauss could bring himself to believe that there were pitfalls rigged in the beloved dining hall, where he had enjoyed his meals for years, ...and that directly below it was this dungeon‐like room."
