Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Battler,"""This rose garden really is a masterpiece. It's gotten even more awesome than it was six years ago. You're so lucky to have this as your yard!"" ","""This rose garden really is a masterpiece. It's gotten even more awesome than it was six years ago. You're so lucky to have this as your yard!""","""This rose garden really is a masterpiece. It's gotten even more awesome than it was six years ago. You're so lucky to have this as your yard!""",「やっぱりこの薔薇庭園は圧巻だぜ。６年前より、さらにすごくなってやがる。こんなのが庭なんて、うらやましいぜ！」,「やっぱりこの薔薇庭園は圧巻だぜ。６年前より、さらにすごくなってやがる。こんなのが庭なんて、うらやましいぜ！」,"""Этот розарий настоящий шедевр. Он стал даже лучше, чем был шесть лет назад. Тебе так повезло, что у тебя такой двор!""","""Esse jardim de rosas é mesmo deslumbrante. Está ainda mais incrível do que há seis anos atrás. Você tem sorte de ter isso como seu jardim!""","""This rose garden really is a masterpiece. It's gotten even more awesome than it was six years ago. You're so lucky to have this as your yard!""",「果然，這個玫瑰庭園是最最經典的啊。比 6 年前都要強好多。有這麼美的地方當院子，真令人羨慕啊！」,「果然，这个玫瑰庭园是最最经典的啊。比 6 年前都要强好多。有这么美的地方当院子，真令人羡慕啊！」,"""This rose garden really is a masterpiece. It's gotten even more awesome than it was six years ago. You're so lucky to have this as your yard!""","""Questo giardino di rose è davvero un capolavoro. È diventato ancora più bello di quant'era sei anni fa. Sei così fortunata ad averlo come cortile!""","""This rose garden really is a masterpiece. It's gotten even more awesome than it was six years ago. You're so lucky to have this as your yard!""","""This rose garden really is a masterpiece. It's gotten even more awesome than it was six years ago. You're so lucky to have this as your yard!"""
Ushiromiya Jessica,"""Are you kidding? For me, it just makes it a longer walk to the harbor, and that's a real pain."" ","""Are you kidding? For me, it just makes it a longer walk to the harbor, which is a real pain.""","""Are you kidding? For me, it just makes it a longer walk to the harbor, which is a real pain.""",「んなことはねーぜ。私にとっちゃ、船着場まで遠くて邪魔なだけなんだけどな。」,「んなことはねーぜ。私にとっちゃ、船着場まで遠くて邪魔なだけなんだけどな」,"""Ты что, шутишь? Мне он только удлиняет дорогу до гавани.""","""Tá brincando? Pra mim, ele só serve pra deixar o caminho até o píer mais longo, o que é um saco.""","""Are you kidding? For me, it just makes it a longer walk to the harbor, which is a real pain.""",「才不是嘞。要我說的話，去碼頭要多走不少路，只是在礙事罷了。」,「才不是嘞。要我说的话，去码头要多走不少路，只是在碍事罢了。」,"""Are you kidding? For me, it just makes it a longer walk to the harbor, which is a real pain.""","""Stai scherzando? Mi rende soltanto più lungo l'arrivare al porto, il che è una bella seccatura.""","""Are you kidding? For me, it just makes it a longer walk to the harbor, which is a real pain.""","""Are you kidding? For me, it just makes it a longer walk to the harbor, which is a real pain."""
Ushiromiya George,"""Hahaha. That's a pretty luxurious worry."" ","""Hahaha. That's a pretty luxurious worry.""","""Hahaha. That's a pretty luxurious worry.""",「はっはっは。それは贅沢な悩みだねぇ。」,「はっはっは。それは贅沢な悩みだねぇ」,"""Ха‐ха‐ха. Какое роскошное беспокойство.""","""Hahaha. Essa é uma preocupação bem luxuosa.""","""Hahaha. That's a pretty luxurious worry.""",「哈哈哈。這倒是個奢侈的煩惱呢。」,「哈哈哈。这倒是个奢侈的烦恼呢。」,"""Hahaha. That's a pretty luxurious worry.""","""Hahaha. È una preoccupazione piuttosto lussuosa.""","""Hahaha. That's a pretty luxurious worry.""","""Hahaha. That's a pretty luxurious worry."""
Ushiromiya Maria,"""Uu-! Getting to say hi to the roses every morning must be awesome! You must get late after saying hi to so many roses...!"" ","""Uu! Getting to say hi to the roses every morning before school, so awesome! You must get late after saying hi to so many roses...!""","""Uu-! Getting to say hi to the roses every morning, so awesome! You must get late after saying hi to so many roses...!""",「うー！　毎朝、薔薇と挨拶してから登校、素敵素敵！　こんなにいっぱいの薔薇、みんなと挨拶してたら、遅刻しちゃうね…！」,「うー！　毎朝、薔薇と挨拶してから登校、素敵素敵！　こんなにいっぱいの薔薇、みんなと挨拶してたら、遅刻しちゃうね…！」,"""У‐у! Так здорово каждый день говорить розам 'привет'! Если здороваться со столькими розами, можно и опоздать!..""","""Uu! Poder dar ""oi"" para as rosas todas as manhãs antes da aula, incrível! Deve chegar sempre atrasada com tanta rosa pra cumprimentar...!""","""Uu! Getting to say hi to the roses every morning before school, so awesome! You must get late after saying hi to so many roses...!""",「嗚——！每天早上，先向玫瑰問好，然後再去學校，好棒好棒！有著這麼多的玫瑰，向每位都問好的話，就會遲到呢…！」,「呜——！每天早上，先向玫瑰问好，然后再去学校，好棒好棒！有着这么多的玫瑰，向每位都问好的话，就会迟到呢…！」,"""Uu! Getting to say hi to the roses every morning before school, so awesome! You must get late after saying hi to so many roses...!""","""Uu-! Poter dire ciao alle rose ogni mattina, che bello! Dovrai far tardi dopo aver detto ciao a così tante rose...!""","""Uu! Getting to say hi to the roses every morning before school, so awesome! You must get late after saying hi to so many roses...!""","""Uu! Getting to say hi to the roses every morning before school, so awesome! You must get late after saying hi to so many roses...!"""
Ushiromiya Jessica,"""Shame about Ange though. I hear her stomach gets upset easily, right?"" ","""Shame about Ange though. I hear her stomach gets upset easily?""","""Shame about Ange though. I hear her stomach gets upset easily?""",「縁寿は残念だな。お腹、壊しやすいんだって？」,「縁寿は残念だな。お腹、壊しやすいんだって？」,"""И всё же, жаль Энджи. Я слышала, у неё живот стал легко расстраиваться?""","""É uma pena a Ange não ter vindo. Eu ouvi que ela fica com dor de barriga facilmente?""","""Shame about Ange though. I hear her stomach gets upset easily?""",「緣壽，可惜了啊。她是不是容易鬧肚子來著？」,「缘寿，可惜了啊。她是不是容易闹肚子来着？」,"""Shame about Ange though. I hear her stomach gets upset easily?""","""Peccato per Ange però. Ho saputo che il suo stomaco è spesso sottosopra?""","""Shame about Ange though. I hear her stomach gets upset easily?""","""Shame about Ange though. I hear her stomach gets upset easily?"""
Ushiromiya Battler,"""Apparently. It's probably her intestines that are weak. She's almost always got the runs."" ","""Apparently. It's probably her intestines that are weak. She's always getting diarrhea.""","""Apparently. It's probably her intestines that are weak. She's got diarrhea all over the place.""",「らしいな。腸が弱いんだろうよ。しょっちゅう、下痢してるぜ。」,「らしいな。腸が弱いんだろうよ。しょっちゅう、下痢してるぜ」,"""По‐видимому. Должно быть, слабый кишечник. Повсюду признаки диареи.""","""É o que parece. Provavelmente o intestino dela é fraco. Por isso está sempre com diarreia.""","""Apparently. It's probably her intestines that are weak. She's always getting diarrhea.""",「好像是啊。大概是腸道不太好吧。老是拉稀。」,「好像是啊。大概是肠道不太好吧。老是拉稀。」,"""Apparently. It's probably her intestines that are weak. She's always getting diarrhea.""","""Così pare. Probabilmente ha l'intestino debole. Continua ad avere la diarrea.""","""Apparently. It's probably her intestines that are weak. She's always getting diarrhea.""","""Apparently. It's probably her intestines that are weak. She's always getting diarrhea."""
Ushiromiya Maria,"""Uu-. You shouldn't say something like that about a lady..."" ","""Uu. You shouldn't say something like that about a lady......""","""Uu-. You shouldn't say something like that about a lady......""",「うー。レディーにそーゆうの言うのいけない……。」,「うー。レディーにそーゆうの言うのいけない……」,"""У‐у. Не говори такое про леди......""","""Uu. Não deveria dizer isso sobre uma dama......""","""Uu. You shouldn't say something like that about a lady......""",「嗚——。不可以用這種話講淑女……」,「呜——。不可以用这种话讲淑女……」,"""Uu. You shouldn't say something like that about a lady......""","""Uu-. Non dovresti dire queste cose di una ragazza...""","""Uu. You shouldn't say something like that about a lady......""","""Uu. You shouldn't say something like that about a lady......"""
Ushiromiya Battler,"""Ihihihihi, sorry about that. Yeah, I forgot, nothing comes out a girl's butt but marshmallows, right? So, Ange got sick, and the marshmallows turned into syrup."" ","""Ihihihihi, sorry about that. Yeah, I forgot, marshmallows are what comes out of a girl's butt, ri~ght? So, Ange got sick, and the marshmallows turned into syrup.""","""Ihihihihi, sorry about that. Yeah, I forgot, marshmallows are what comes out of a girl's butt, ri~ght? So, Ange got sick, and the marshmallows turned into syrup.""",「いっひひひひ、それはすまねぇ。そうだよな、女の子のお尻からはマシュマロが出るんだもんな〜。縁寿は体調が悪くて、マシュマロが水飴になっちまったわけだ。」,「いっひひひひ、それはすまねぇ。そうだよな、女の子のお尻からはマシュマロが出るんだもんな〜。縁寿は体調が悪くて、マシュマロが水飴になっちまったわけだ」,"""Ихи‐хи‐хи‐хи, извини. Да, я забыл, зефир — вот что выходит из задниц девочек~ Так вот, Энджи заболела, и зефир превратился в сироп.""","""Ihihihihi, foi mal. Sim, eu já tava esquecendo, mas o que sai do bumbum das garotas é marshmallows, né~? Então, como a Ange ficou doente, os marshmallows viraram xarope.""","""Ihihihihi, sorry about that. Yeah, I forgot, marshmallows are what comes out of a girl's butt, ri~ght? So, Ange got sick, and the marshmallows turned into syrup.""",「咿、嘿嘿嘿嘿，抱歉。說的是啊，從女孩子屁屁裡出來的可是棉花軟糖吶～。也就緣壽體況不佳，棉花軟糖化成糖稀了。」,「咿、嘿嘿嘿嘿，抱歉。说的是啊，从女孩子屁屁里出来的可是棉花软糖呐～。也就缘寿体况不佳，棉花软糖化成糖稀了。」,"""Ihihihihi, sorry about that. Yeah, I forgot, marshmallows are what comes out of a girl's butt, ri~ght? So, Ange got sick, and the marshmallows turned into syrup.""","""Ihihihihi, scusami tanto. Già, l'avevo dimenticato, dal didietro di una ragazza escono i marshmallow, ve{p:0:～}ro? Quindi, Ange si è ammalata, e i marshmallow si sono trasformati in sciroppo.""","""Ihihihihi, sorry about that. Yeah, I forgot, marshmallows are what comes out of a girl's butt, ri~ght? So, Ange got sick, and the marshmallows turned into syrup.""","""Ihihihihi, sorry about that. Yeah, I forgot, marshmallows are what comes out of a girl's butt, ri~ght? So, Ange got sick, and the marshmallows turned into syrup."""
Ushiromiya Jessica,"""Okay, that's really-"" ","""Yeah, that's just—""","""Yeah, that's really-""",「それはさすがに、」,「それはさすがに、」,"""Да, это и впрямь...""","""Isso já é um pouco—""","""Yeah, that's just—""",「這話就實在，」,「这话就实在，」,"""Yeah, that's just—""","""Come pensavo, questo è davvero-""","""Yeah, that's just—""","""Yeah, that's just—"""
Ushiromiya George,"""-way over the line."" ","""Too disgusting.""","""-way too gross.""",「下品が過ぎるね。」,「下品が過ぎるね」,"""Слишком вульгарно.""","""Que nojo!""","""Too disgusting.""",「太下流了啊。」,「太下流了啊。」,"""Too disgusting.""","""-troppo disgustoso.""","""Too disgusting.""","""Too disgusting."""
,George and Jessica slammed a knee and a fist right into either side of Battler's gut. ,George and Jessica slammed a knee and a fist right into either side of Battler's gut.,George and Jessica slammed a knee and a fist right into either side of Battler's gut.,譲治と朱志香が、戦人の左右の下腹部に、それぞれ、膝と拳を叩き込む。,譲治と朱志香が、戦人の左右の下腹部に、それぞれ、膝と拳を叩き込む。,Джордж и Джессика ударили коленом и кулаком Баттлеру в живот.,George e Jessica bateram no abdômen dele com o joelho e o punho.,George and Jessica slammed a knee and a fist right into either side of Battler's gut.,讓治與朱志香分別以膝蓋與拳頭，一左一右打入了戰人的下腹部。,让治与朱志香分别以膝盖与拳头，一左一右打入了战人的下腹部。,George and Jessica slammed a knee and a fist right into either side of Battler's gut.,George e Jessica piantarono un ginocchio e un pugno dritti in entrambi i lati dell'intestino di Battler.,George and Jessica slammed a knee and a fist right into either side of Battler's gut.,George and Jessica slammed a knee and a fist right into either side of Battler's gut.
