Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Kumasawa Chiyo,"""Come on, it's okay now. Let's hurry."" ","""Come on, it's okay now. Let's hurry.""","""Come on, it's okay now. Let's hurry.""",「さささ、今は大丈夫ですよ、急ぎましょう。」,「さささ、今は大丈夫ですよ、急ぎましょう」,"""Ну же, теперь можно. Давайте поспешим.""","""Vamos, já está tudo bem. Precisamos nos apressar.""","""Come on, it's okay now. Let's hurry.""",「來來來，現在不要緊喲，趕快趕快。」,「来来来，现在不要紧哟，赶快赶快。」,"""Come on, it's okay now. Let's hurry.""","""Avanti, va tutto bene ora. Sbrighiamoci.""","""Come on, it's okay now. Let's hurry.""","""Come on, it's okay now. Let's hurry."""
{f:5:Beatrice},"""I-I hope Father likes sweet foods..."" ","""I, I hope Father likes sweet foods......""","""I, I hope Father likes sweet foods......""",「お、お父様が甘い物をお好きだといいのですが……。」,「お、お父様が甘い物をお好きだといいのですが……」,"""На... надеюсь, отцу нравятся сладости......""","""E‐Eu espero que o pai goste de coisas doces......""","""I, I hope Father likes sweet foods......""",「但、但願父親大人喜歡吃甜食……」,「但、但愿父亲大人喜欢吃甜食……」,"""I, I hope Father likes sweet foods......""","""I-Io spero che a mio Padre piacciano i cibi dolci...""","""I, I hope Father likes sweet foods......""","""I, I hope Father likes sweet foods......"""
Kumasawa Chiyo,"""Oh yes, he does like them. In fact, he seems to enjoy eating pretty much anything. Hohohoho."" ","""Oh yes, he does like them. In fact, he seems to enjoy eating pretty much anything. Hoh‐hoh‐hoh‐ho.""","""Oh yes, he does like them. In fact, he seems to enjoy eating pretty much anything. Hohohoho.""",「えぇ、お好きですもの。甘い物に限らず、何でもよくお召し上がりになりますよ。ほっほっほっほ。」,「えぇ、お好きですもの。甘い物に限らず、何でもよくお召し上がりになりますよ。ほっほっほっほ」,"""О, да, нравятся. По правде говоря, он в них себя не ограничивает. Хо‐хо‐хо.""","""É claro que ele gosta. Ele parece ser do tipo que aprecia comer qualquer tipo de doce. Hoh‐hoh‐hoh‐ho.""","""Oh yes, he does like them. In fact, he seems to enjoy eating pretty much anything. Hoh‐hoh‐hoh‐ho.""",「那當然，他可喜歡了。並不僅限甜食，老爺是啥都會吃很多的喲。嚯嚯嚯嚯。」,「那当然，他可喜欢了。并不仅限甜食，老爷是啥都会吃很多的哟。嚯嚯嚯嚯。」,"""Oh yes, he does like them. In fact, he seems to enjoy eating pretty much anything. Hoh‐hoh‐hoh‐ho.""","""Oh sì, li adora. In effetti, sembra che gli piaccia mangiare più o meno tutto. Hohohoho.""","""Oh yes, he does like them. In fact, he seems to enjoy eating pretty much anything. Hoh‐hoh‐hoh‐ho.""","""Oh yes, he does like them. In fact, he seems to enjoy eating pretty much anything. Hoh‐hoh‐hoh‐ho."""
,"After waiting for the master of the room to be out, Beato and Kumasawa entered the study. ","After waiting for the master of the study to be out, Beato and Kumasawa entered the study.","After waiting for the master of the study to be out, Beato and Kumasawa entered the study.",書斎の主の不在の隙をついて、ベアトと熊沢が書斎に入る。,書斎の主の不在の隙をついて、ベアトと熊沢が書斎に入る。,"Дождавшись, когда хозяин кабинета выйдет, туда вошли Беато и Кумасава.","Após aguardarem a saída do mestre do estúdio, Beato e Kumasawa entraram.","After waiting for the master of the study to be out, Beato and Kumasawa entered the study.",趁著書房主人不在，貝阿朵與熊澤溜進了書房。,趁着书房主人不在，贝阿朵与熊泽溜进了书房。,"After waiting for the master of the study to be out, Beato and Kumasawa entered the study.","Dopo aver aspettato che il padrone dello studio uscisse, Beato e Kumasawa entrarono dentro.","After waiting for the master of the study to be out, Beato and Kumasawa entered the study.","After waiting for the master of the study to be out, Beato and Kumasawa entered the study."
,"Then, they quickly cleaned up the books on the desk, set down the basket they had brought there, and opened it up. ","Then, they quickly tidied away the books on the desk, set down the basket they had brought there, and began spreading out the contents."," Then, they quickly cleaned up the books on the desk, set down the basket they had brought there, and opened it up.",そして、書斎机の上の書物を簡単に片付け、そこに持ってきたバスケットを置き、その中身を広げた。,そして、書斎机の上の書物を簡単に片付け、そこに持ってきたバスケットを置き、その中身を広げた。,"Они быстро убрали со стола книги, поставили туда принесённую корзинку и открыли её.","Então, elas rapidamente arrumaram os livros que estavam sobre a escrivaninha, colocaram em cima dela uma cesta que haviam trazido, e começaram a retirar seu conteúdo.","Then, they quickly tidied away the books on the desk, set down the basket they had brought there, and began spreading out the contents.",接著，她們簡單收拾了下書桌上的書本，放下拿來的籃子，將籃中物擺到了桌上。,接着，她们简单收拾了下书桌上的书本，放下拿来的篮子，将篮中物摆到了桌上。,"Then, they quickly tidied away the books on the desk, set down the basket they had brought there, and began spreading out the contents.","Quindi, riordinarono rapidamente i libri sulla scrivania, sistemarono il vassoio che avevano portato, e tolsero il coperchio.","Then, they quickly tidied away the books on the desk, set down the basket they had brought there, and began spreading out the contents.","Then, they quickly tidied away the books on the desk, set down the basket they had brought there, and began spreading out the contents."
,Inside...were several cute cookies cut out in a butterfly shape. ,Inside......were several cute cookies cut out in a butterfly shape., Inside......were several cute cookies cut out in a butterfly shape.,それは、……可愛らしい蝶の型に抜かれたクッキーだった。,それは、……可愛らしい蝶の型に抜かれたクッキーだった。,"Там...... было немного милого печенья, вырезанного в форме бабочек.",Dentro......estavam diversos cookies adoráveis em forma de borboletas.,Inside......were several cute cookies cut out in a butterfly shape.,原來是，……可愛的雕空成蝶形的小甜餅。,原来是，……可爱的雕空成蝶形的小甜饼。,Inside......were several cute cookies cut out in a butterfly shape.,Sopra... vi erano tanti bei biscotti a forma di farfalla.,Inside......were several cute cookies cut out in a butterfly shape.,Inside......were several cute cookies cut out in a butterfly shape.
,They set out a pretty plate and neatly arranged the cookies on it. ,They set out a cute plate and neatly decorated it with the cookies., They set out a cute plate and neatly decorated it with the cookies.,可愛らしいお皿を置き、そこに飾るように丁寧に盛り付けた。,可愛らしいお皿を置き、そこに飾るように丁寧に盛り付けた。,Они положили красивую тарелку и аккуратно украсили её им.,Elas pegaram um adorável prato e cuidadosamente o decoraram com os cookies.,They set out a cute plate and neatly decorated it with the cookies.,放下可愛的盤子，它們如裝飾品般地被精心擺放於盤上。,放下可爱的盘子，它们如装饰品般地被精心摆放于盘上。,They set out a cute plate and neatly decorated it with the cookies.,Avevano preparato un bel piatto e l'avevano decorato coi biscotti.,They set out a cute plate and neatly decorated it with the cookies.,They set out a cute plate and neatly decorated it with the cookies.
,"It was the kind of subtle, conscientious touch that the recipient wasn't likely to even notice. The whole arrangement was filled with that sort of feeling. ",It was the kind of slight adornment that the person eating wasn't likely to even notice. The whole setup was filled with that sort of feeling., It was the kind of slight adornment that the person eating wasn't likely to even notice. The whole setup was filled with that sort of feeling.,食べる側からしたら、気にも留めないようなささやかな気配り。そういうものに満ち溢れていた。,食べる側からしたら、気にも留めないようなささやかな気配り。そういうものに満ち溢れていた。,"До того скромное украшение, что можно и не заметить. От этого так и веяло таким чувством.",Era do tipo de adorno que a pessoa que fosse comer provavelmente sequer perceberia. Tudo ali estava repleto de sentimentos.,It was the kind of slight adornment that the person eating wasn't likely to even notice. The whole setup was filled with that sort of feeling.,從中滿溢著，開吃那一方幾乎不會留意到的、小小心意。,从中满溢着，开吃那一方几乎不会留意到的、小小心意。,It was the kind of slight adornment that the person eating wasn't likely to even notice. The whole setup was filled with that sort of feeling.,Era il genere di decorazione che non viene notato dalla persona che mangia. {n}Era tutto preparato con questa convinzione.,It was the kind of slight adornment that the person eating wasn't likely to even notice. The whole setup was filled with that sort of feeling.,It was the kind of slight adornment that the person eating wasn't likely to even notice. The whole setup was filled with that sort of feeling.
{f:5:Beatrice},"""I see you spare no efforts for the sake of your beloved Father."" ","""You spare no efforts for the sake of your beloved father.""","""You spare no efforts for the sake of your beloved Father.""",「愛しのお父様とやらのために、精が出るな。」,「愛しのお父様とやらのために、精が出るな」,"""Ты не жалеешь усилий ради любимого отца.""","""Você não poupa esforços pelo bem do seu amado pai.""","""You spare no efforts for the sake of your beloved father.""",「為了那所謂的親愛的父親大人，汝可真是幹勁十足呢。」,「为了那所谓的亲爱的父亲大人，汝可真是干劲十足呢。」,"""You spare no efforts for the sake of your beloved father.""","""Fai ogni genere di sacrificio per il tuo amato Padre.""","""You spare no efforts for the sake of your beloved father.""","""You spare no efforts for the sake of your beloved father."""
{f:5:Beatrice},"""This is...the most I'm allowed to do right now."" ","""This is......all I'm permitted to do right now.""","""This is......all I am able to do right now.""",「今の私に許されていることは、……こんなことくらいですので。」,「今の私に許されていることは、……こんなことくらいですので」,"""Это...... всё, что я сейчас могу сделать.""","""Isto é......tudo o que posso fazer agora.""","""This is......all I'm permitted to do right now.""",「畢竟，現在的我所能做的，……也就這點事而已。」,「毕竟，现在的我所能做的，……也就这点事而已。」,"""This is......all I'm permitted to do right now.""","""Questo è... tutto quello che posso fare ora.""","""This is......all I'm permitted to do right now.""","""This is......all I'm permitted to do right now."""
