Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,The tragedy of the first twilight was discovered at 6:00 in the morning on the following day.,The tragedy of the first twilight was discovered at 6:00 in the morning on the following day. ,The tragedy of the first twilight was discovered at 6:00 in the morning on the following day.,第一の晩の惨劇は、翌朝の午前６時に発覚した。,第一の晩の惨劇は、翌朝の午前６時に発覚した。,Трагедия первых сумерек была обнаружена в 6:00 утра на следующий день.,A tragédia do primeiro crepúsculo foi descoberta às 6:00 da manhã do dia seguinte.,The tragedy of the first twilight was discovered at 6:00 in the morning on the following day.,第一晚的慘劇，是在第二天早上 6 點發現的。,第一晚的惨剧，是在第二天早上 6 点发现的。,The tragedy of the first twilight was discovered at 6:00 in the morning on the following day.,The tragedy of the first twilight was discovered at 6:00 in the morning on the following day.,The tragedy of the first twilight was discovered at 6:00 in the morning on the following day.
,"Gohda, who had woken up to get breakfast ready, went to check on the adult siblings, who had remained in the dining hall since the previous night because of the family conference.","Gohda, who had woken up to get breakfast ready, went to check on the adult siblings, who had remained in the dining hall since the previous night because of the family conference. "," Gohda, who had woken up to get breakfast ready, went to check on the adult siblings, who had remained in the dining hall since the previous night because of the family conference.",朝食の準備のため、起き出して来た郷田は、親族会議で前夜からずっと食堂に篭っている親族兄弟たちの様子を見に行ったのだ。,朝食の準備のため、起き出して来た郷田は、親族会議で前夜からずっと食堂に篭っている親族兄弟たちの様子を見に行ったのだ。,"Проснувшись, чтобы приготовить завтрак, Года пошёл проверить взрослых братьев и сестёр, которые с прошлой ночи были в столовой на семейном собрании.","Gohda, que tinha acordado cedo para preparar o café, foi se encontrar com os irmãos, que permaneceram noite passada na sala de jantar devido a conferência familiar.","Gohda, who had woken up to get breakfast ready, went to check on the adult siblings, who had remained in the dining hall since the previous night because of the family conference.",為了準備早飯而早起的鄉田，去查看由於親族會議，昨晚一直都在餐廳裡的親族四兄妹們的情況。,为了准备早饭而早起的乡田，去查看由于亲族会议，昨晚一直都在餐厅里的亲族四兄妹们的情况。,"Gohda, who had woken up to get breakfast ready, went to check on the adult siblings, who had remained in the dining hall since the previous night because of the family conference.","Gohda, who had woken up to get breakfast ready, went to check on the adult siblings, who had remained in the dining hall since the previous night because of the family conference.","Gohda, who had woken up to get breakfast ready, went to check on the adult siblings, who had remained in the dining hall since the previous night because of the family conference."
Ushiromiya Battler,"""Talk about when you discovered the crime.""","""Tell us about when you discovered the crime."" ","""Talk about when you discovered the crime.""",「死体発見時のことを話してくれ。」,「死体発見時のことを話してくれ」,"""Расскажите об обнаружении преступления.""","""Fale sobre o momento em que o crime ocorreu.""","""Talk about when you discovered the crime.""",「說一下發現屍體時的狀況吧。」,「说一下发现尸体时的状况吧。」,"""Talk about when you discovered the crime.""","""Talk about when you discovered the crime.""","""Talk about when you discovered the crime."""
Gohda Toshiro,"""{p:42:The dining hall was locked up}. Of course, there is a lock on the doors to the dining hall, but they usually remained unlocked. I knocked, but there was no answer...""","""{p:42:The dining hall was locked up}. Of course, there is a lock on the doors to the dining hall, but they usually remained unlocked. I knocked, but there was no answer..."" ","""{p:42:The dining hall was locked up.} Of course, there is a lock on the doors to the dining hall, but they usually remained unlocked. I knocked, but there was no answer...""",「{p:42:食堂は施錠されていました。}確かに食堂に鍵は付いていますが、普段、施錠することなどありません。ノックしたのですが返事はなく…。」,「{p:42:食堂は施錠されていました。}確かに食堂に鍵は付いていますが、普段、施錠することなどありません。ノックしたのですが返事はなく…」,"""{p:42:Столовая была заперта}. Да, на двери столовой есть замок, но она обычно остаётся не заперта. Я постучал, однако никто не ответил...""","""{p:42:A sala de jantar estava trancada}. É claro, há uma tranca na porta da sala de jantar, mas eles costumam sempre deixar destrancada.. Eu bati, mas não houve resposta...""","""{p:42:The dining hall was locked up}. Of course, there is a lock on the doors to the dining hall, but they usually remained unlocked. I knocked, but there was no answer...""",「{p:42:餐廳是上了鎖的。}確實餐廳是上鎖了，但平時是不會去上鎖的。鄙人去敲過門，但是沒有回應…」,「{p:42:餐厅是上了锁的。}确实餐厅是上锁了，但平时是不会去上锁的。鄙人去敲过门，但是没有回应…」,"""{p:42:The dining hall was locked up}. Of course, there is a lock on the doors to the dining hall, but they usually remained unlocked. I knocked, but there was no answer...""","""{p:42:The dining hall was locked up}. Of course, there is a lock on the doors to the dining hall, but they usually remained unlocked. I knocked, but there was no answer...""","""{p:42:The dining hall was locked up}. Of course, there is a lock on the doors to the dining hall, but they usually remained unlocked. I knocked, but there was no answer..."""
Kumasawa Chiyo,"""{p:42:That's when I arrived}. I recommended that he try unlocking the door, just in case.""","""{p:42:That's when I arrived}. I recommended that he try unlocking the door, just in case."" ","""{p:42:That's when I arrived.} I recommended that he try unlocking the door, just in case.""",「{p:42:そこに私が来たのです。}万一のこともあるから、鍵を開けてみたらと勧めたのです。」,「{p:42:そこに私が来たのです。}万一のこともあるから、鍵を開けてみたらと勧めたのです」,"""{p:42:Тогда появилась я}. Я посоветовала ему на всякий случай отпереть дверь.""","""{p:42:Foi quando eu cheguei}. Eu recomendei que ele tentasse destrancar a porta, só para confirmar.""","""{p:42:That's when I arrived}. I recommended that he try unlocking the door, just in case.""",「{p:42:這時我來了。}怕有個萬一，我就勸他拿鑰匙開門看看。」,「{p:42:这时我来了。}怕有个万一，我就劝他拿钥匙开门看看。」,"""{p:42:That's when I arrived}. I recommended that he try unlocking the door, just in case.""","""{p:42:That's when I arrived}. I recommended that he try unlocking the door, just in case.""","""{p:42:That's when I arrived}. I recommended that he try unlocking the door, just in case."""
Gohda Toshiro,"""When {p:42:I unlocked the door with a master key}, a terrifying sight awaited me inside......""","""When {p:42:I unlocked the door with a master key}, a terrifying sight awaited me inside......"" ","""When {p:42:I unlocked the door with a master key}, a terrifying sight awaited me inside......""",「{p:42:マスターキーで扉を開ける}と、中は恐ろしいことに……。」,「{p:42:マスターキーで扉を開ける}と、中は恐ろしいことに……」,"""Когда {p:42:я отпер дверь универсальным ключом}, внутри меня ждало страшное зрелище......""","""Quando {p:42:eu destranquei a porta com uma chave mestra}, uma terrível visão me aguardava em seu interior......""","""When {p:42:I unlocked the door with a master key}, a terrifying sight awaited me inside......""",「{p:42:用總鑰匙把門打開}後，就看到裡面可怕的光景……」,「{p:42:用总钥匙把门打开}后，就看到里面可怕的光景……」,"""When {p:42:I unlocked the door with a master key}, a terrifying sight awaited me inside......""","""When {p:42:I unlocked the door with a master key}, a terrifying sight awaited me inside......""","""When {p:42:I unlocked the door with a master key}, a terrifying sight awaited me inside......"""
Kumasawa Chiyo,"""{p:42:Eva‐sama, Hideyoshi‐sama, Rudolf‐sama, Kyrie‐sama, Rosa‐sama, and Genji‐san, six people in all, were lying there, covered in blood......}""","""{p:42:Eva‐sama, Hideyoshi‐sama, Rudolf‐sama, Kyrie‐sama, Rosa‐sama, and Genji‐san, six people in all, were lying there, covered in blood......}"" ","""{p:42:Eva-sama, Hideyoshi-sama, Rudolf-sama, Kyrie-sama, Rosa-sama, and Genji-san, six people in all, were lying there, covered in blood......}""",「{p:42:絵羽さま、秀吉さま、留弗夫さま、霧江さま、楼座さま、そして源次さんの、計６人が血塗れになって倒れていたのでございます……。}」,「{p:42:絵羽さま、秀吉さま、留弗夫さま、霧江さま、楼座さま、そして源次さんの、計６人が血塗れになって倒れていたのでございます……}」,"""{p:42:Госпожа Ева, господин Хидэёши, господин Рудольф, госпожа Кирие, госпожа Роза и Генджи — всего шесть человек — лежали там все в крови......}""","""{p:42:Eva‐sama, Hideyoshi‐sama, Rudolf‐sama, Kyrie‐sama, Rosa‐sama e o Genji‐san, seis pessoas no total, estavam caídas lá dentro, cobertas de sangue......}""","""{p:42:Eva‐sama, Hideyoshi‐sama, Rudolf‐sama, Kyrie‐sama, Rosa‐sama, and Genji‐san, six people in all, were lying there, covered in blood......}""",「{p:42:繪羽夫人，秀吉先生，留弗夫先生，霧江夫人，樓座夫人，還有源次先生，共 6 人倒在血泊中……。}」,「{p:42:绘羽夫人，秀吉先生，留弗夫先生，雾江夫人，楼座夫人，还有源次先生，共 6 人倒在血泊中……。}」,"""{p:42:Eva‐sama, Hideyoshi‐sama, Rudolf‐sama, Kyrie‐sama, Rosa‐sama, and Genji‐san, six people in all, were lying there, covered in blood......}""","""{p:42:Eva‐sama, Hideyoshi‐sama, Rudolf‐sama, Kyrie‐sama, Rosa‐sama, and Genji‐san, six people in all, were lying there, covered in blood......}""","""{p:42:Eva‐sama, Hideyoshi‐sama, Rudolf‐sama, Kyrie‐sama, Rosa‐sama, and Genji‐san, six people in all, were lying there, covered in blood......}"""
Ushiromiya Krauss,"""A great tumult followed. {p:42:Everyone gathered in the dining hall}.""","""A great tumult followed. {p:42:Everyone gathered in the dining hall}."" ","""A great tumult followed. {p:42:Everyone gathered in the dining hall.}""",「それで後は大騒ぎだ。{p:42:全員が食堂に集まった。}」,「それで後は大騒ぎだ。{p:42:全員が食堂に集まった}」,"""Поднялась паника. {p:42:Все собрались в столовой}.""","""Um grande tumulto ocorreu. {p:42:Todos se juntaram na sala de jantar}.""","""A great tumult followed. {p:42:Everyone gathered in the dining hall}.""",「那之後可是大騷動啊。{p:42:全員都在餐廳集合了。}」,「那之后可是大骚动啊。{p:42:全员都在餐厅集合了。}」,"""A great tumult followed. {p:42:Everyone gathered in the dining hall}.""","""A great tumult followed. {p:42:Everyone gathered in the dining hall}.""","""A great tumult followed. {p:42:Everyone gathered in the dining hall}."""
Ushiromiya Natsuhi,"""I don't want to remember it... The sight of all the sobbing children crouched over the corpses of their own parents...""","""I don't want to remember it... The sight of all the sobbing children crouched over the corpses of their own parents..."" ","""I don't want to remember it... The sight of all the sobbing children crouched over the corpses of their own parents...""",「思い出したくもありません…。それぞれの親の亡骸にすがり、泣き叫ぶ子供たち…。」,「思い出したくもありません…。それぞれの親の亡骸にすがり、泣き叫ぶ子供たち…」,"""Даже не хочу вспоминать... Плача, дети склонились над трупами своих родителей...""","""Não quero lembrar disso... A visão das crianças chorando diante dos cadáveres de seus próprios pais...""","""I don't want to remember it... The sight of all the sobbing children crouched over the corpses of their own parents...""",「真不想回憶起來…。抱著各自父母的遺骸，哭喊著的孩子們…」,「真不想回忆起来…。抱着各自父母的遗骸，哭喊着的孩子们…」,"""I don't want to remember it... The sight of all the sobbing children crouched over the corpses of their own parents...""","""I don't want to remember it... The sight of all the sobbing children crouched over the corpses of their own parents...""","""I don't want to remember it... The sight of all the sobbing children crouched over the corpses of their own parents..."""
Ushiromiya Jessica,"""There was a chance they might've been alive still. ......Everyone was shaking them desperately.""","""There was a chance they might've been alive still. ...Everyone was shaking them desperately."" ","""There was a chance they might've been alive still. ......Everyone was shaking them desperately.""",「ひょっとしたら生きているかもと。……みんな懸命に揺さぶってたぜ。」,「ひょっとしたら生きているかもと。……みんな懸命に揺さぶってたぜ」,"""Был шанс, что они ещё могут быть живы. ......Все отчаянно трясли их.""","""Havia uma chance de que eles ainda estivessem vivos. ......Todos estavam sacudindo eles desesperadamente.""","""There was a chance they might've been alive still. ......Everyone was shaking them desperately.""",「覺得說不定還活著。……大家拚命地搖過嘞。」,「觉得说不定还活着。……大家拼命地摇过嘞。」,"""There was a chance they might've been alive still. ......Everyone was shaking them desperately.""","""There was a chance they might've been alive still. ......Everyone was shaking them desperately.""","""There was a chance they might've been alive still. ......Everyone was shaking them desperately."""
