Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Battler,"""Gyaaaaaaaaaaaaaahhhhh!! Gonna fall, gonna fall, gonna faaa{-}a{-}a{-}a{-}a{-}a{-}a{-}aalllll!!!""","""Gyaaaaaaaaaaaaaahhhhh!! Fall, fall, faaaaaaaaaaalllll!!!"" ","""Gyaaaaaaaaaaaaaahhhhh!! Fall, fall, faaaaaaaaaaalllll!!!""",「のわぁあああああぁああぁあ！！　落ちる落ちる落ちるぅうううぅぅッ！！！」,「のわぁあああああぁああぁあ！！　落ちる落ちる落ちるぅうううぅぅッ！！！」,"""Гья‐а‐а‐а‐а‐а‐а‐а‐а! Падаю, падаю, па‐а‐а‐а‐адаю!!!""","""Gyaaaaaaaaaaaaaahhhhh!! Vou cair, vou cair, vou caiii{‐}i{‐}i{‐}i{‐}i{‐}i{‐}i{‐}iirrrrr!!!""","""Gyaaaaaaaaaaaaaahhhhh!! Gonna fall, gonna fall, gonna faaa{-}a{-}a{-}a{-}a{-}a{-}a{-}aalllll!!!""",「哦哇啊啊啊啊啊啊啊啊啊啊啊！！要掉下去了要掉下去了——————！！！」,「哦哇啊啊啊啊啊啊啊啊啊啊啊！！要掉下去了要掉下去了——————！！！」,"""Gyaaaaaaaaaaaaaahhhhh!! Gonna fall, gonna fall, gonna faaa{-}a{-}a{-}a{-}a{-}a{-}a{-}aalllll!!!""","""Gyaaaaaaaaaaaaaahhhhh!! Gonna fall, gonna fall, gonna faaa{-}a{-}a{-}a{-}a{-}a{-}a{-}aalllll!!!""","""Gyaaaaaaaaaaaaaahhhhh!! Gonna fall, gonna fall, gonna faaa{-}a{-}a{-}a{-}a{-}a{-}a{-}aalllll!!!"""
,"Once again, Captain Kawabata's ferryboat to Rokkenjima cut across the sea in perfect form.","Once again, Captain Kawabata's ferryboat to Rokkenjima cut across the sea in perfect form. ","Once again, Captain Kawabata's ferryboat to Rokkenjima cut across the sea in perfect form.",六軒島へ向かう川畑船長の連絡船は、今日も快速、絶好調だった。,六軒島へ向かう川畑船長の連絡船は、今日も快速、絶好調だった。,И снова паром до Роккенджимы с капитаном Кавабатой пересекал море в идеальном состоянии.,"Mais uma vez, o barco de Kawabata cruzou o mar em direção a Rokkenjima, em plena forma e alta velocidade.","Once again, Captain Kawabata's ferryboat to Rokkenjima cut across the sea in perfect form.",開向六軒島的川畑船長的聯絡船，今天也狀態絕佳地飛速行駛著。,开向六轩岛的川畑船长的联络船，今天也状态绝佳地飞速行驶着。,"Once again, Captain Kawabata's ferryboat to Rokkenjima cut across the sea in perfect form.","Once again, Captain Kawabata's ferryboat to Rokkenjima cut across the sea in perfect form.","Once again, Captain Kawabata's ferryboat to Rokkenjima cut across the sea in perfect form."
,"Yes. The tale of October 4th, 1986, always begins with Battler's screams.","Yes. The tale of October 4th, 1986...always begins with Battler's screams. "," Yes. The tale of October 4th, 1986, always begins with Battler's screams.",そう。１９８６年１０月４日の物語はいつだって、騒がしい戦人の声から幕を開けるのだ。,そう。１９８６年１０月４日の物語はいつだって、騒がしい戦人の声から幕を開けるのだ。,Да. История 4 октября 1986 года всегда начинается с криков Баттлера.,Sim. O conto do dia 4 de outubro sempre começa com os gritos de Battler.,"Yes. The tale of October 4th, 1986, always begins with Battler's screams.",對。1986 年 10 月 4 日的故事，無論何時，都是由吵鬧的戰人的聲音拉開序幕的。,对。1986 年 10 月 4 日的故事，无论何时，都是由吵闹的战人的声音拉开序幕的。,"Yes. The tale of October 4th, 1986, always begins with Battler's screams.","Yes. The tale of October 4th, 1986, always begins with Battler's screams.","Yes. The tale of October 4th, 1986, always begins with Battler's screams."
,"But this time, one thing was different.{n}There was another person's yell alongside Battler's.","But this time, one thing was different. There was another yell alongside Battler's. "," But this time, one thing was different. There was another person's yell alongside Battler's.",でも、それがいつもと一つだけ違うところがある。戦人の大騒ぎに、もう一つの大騒ぎが重なっているのだ。,でも、それがいつもと一つだけ違うところがある。{n}戦人の大騒ぎに、もう一つの大騒ぎが重なっているのだ。,Но на этот раз было отличие.{n}Вместе с Баттлером вопил ещё кое‐кто.,"Mas dessa vez, havia uma coisa diferente.{n}Havia outra pessoa gritando do lado de Battler.","But this time, one thing was different.{n}There was another person's yell alongside Battler's.",但是，現在和以往比起來，有一點不太一樣。{n}有另一個喧鬧聲，和戰人的大叫重合著。,但是，现在和以往比起来，有一点不太一样。{n}有另一个喧闹声，和战人的大叫重合着。,"But this time, one thing was different.{n}There was another person's yell alongside Battler's.","But this time, one thing was different.{n}There was another person's yell alongside Battler's.","But this time, one thing was different.{n}There was another person's yell alongside Battler's."
,Battler was screaming.{n}The other was...laughing?,Battler was screaming. The other was...laughing? , Battler was screaming. The other was...laughing?,戦人のそれは悲鳴。もう一つのそれは、大はしゃぎ？,戦人のそれは悲鳴。{n}もう一つのそれは、大はしゃぎ？,Баттлер кричал.{n}Другая... смеялась?,Battler estava gritando.{n}A outra estava...rindo?,Battler was screaming.{n}The other was...laughing?,戰人的那是悲鳴。{n}另一個的是，歡鬧？,战人的那是悲鸣。{n}另一个的是，欢闹？,Battler was screaming.{n}The other was...laughing?,Battler was screaming.{n}The other was...laughing?,Battler was screaming.{n}The other was...laughing?
Ushiromiya Battler,"""Gonna fall, gonna fall, gonna faaaaaaallll!! Nooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}ooo...!!""","""Fall, fall, faaaaaaallll!! Nooooooooooooooooooooooo...!!"" ","""Fall, fall, faaaaaaallll!! Nooooooooooooooooooooooo...!!""",「落ちる落ちる落ちるぅううぅうう！！　あひぃよぉおおおおぉおぉお…！！」,「落ちる落ちる落ちるぅううぅうう！！　あひぃよぉおおおおぉおぉお…！！」,"""Падаю, падаю, па‐а‐а‐а‐адаю!!! Не‐е‐е‐е‐е‐е‐е‐е‐ет!..""","""Vou cair, vou cair, vou caiiiiiirrrr!! Nãooo{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}o{‐}ooo...!!""","""Gonna fall, gonna fall, gonna faaaaaaallll!! Nooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}ooo...!!""",「要掉下去了要掉下去了——————！！唉咻哦哦哦哦哦哦哦哦哦…！！」,「要掉下去了要掉下去了——————！！唉咻哦哦哦哦哦哦哦哦哦…！！」,"""Gonna fall, gonna fall, gonna faaaaaaallll!! Nooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}ooo...!!""","""Gonna fall, gonna fall, gonna faaaaaaallll!! Nooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}ooo...!!""","""Gonna fall, gonna fall, gonna faaaaaaallll!! Nooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}ooo...!!"""
Ushiromiya Ange,"""Fun, fun, fuuuuuunnn!! *giggle*, *giggle*giggle*giggle*!!""","""Fun, fun, fuuuuuunnn!! *giggle*, *giggle*giggle*giggle*!!"" ","""Fun, fun, fuuuuuunnn!! *giggle*, *giggle*giggle*giggle*!!""",「面白い面白い面白いぃーー！！　きゃっきゃ、きゃっきゃきゃっきゃ！！」,「面白い面白い面白いぃーー！！　きゃっきゃ、きゃっきゃきゃっきゃ！！」,"""Весело, весело, ве‐е‐е‐есело! *хи‐хи*, *хи‐хи*хи‐хи*хи‐хи*!""","""Que divertido, é tão divertidoooooo!! *risos*, *risos*risos*risos*!!""","""Fun, fun, fuuuuuunnn!! *giggle*, *giggle*giggle*giggle*!!""",「好有趣好有趣好有趣——！！哈哈，哈哈哈！！」,「好有趣好有趣好有趣——！！哈哈，哈哈哈！！」,"""Fun, fun, fuuuuuunnn!! *giggle*, *giggle*giggle*giggle*!!""","""Fun, fun, fuuuuuunnn!! *giggle*, *giggle*giggle*giggle*!!""","""Fun, fun, fuuuuuunnn!! *giggle*, *giggle*giggle*giggle*!!"""
Ushiromiya Maria,"""Battler looks funny, Battler looks funny!! *giggle*, *giggle*giggle*!!""","""Battler's face looks funny!! *giggle*, *giggle*giggle*!!"" ","""Battler looks funny, Battler looks funny!! *giggle*, *giggle*giggle*!!""",「戦人、変なカオ、変なカオ！！　きゃっきゃ、きゃっきゃきゃっきゃ！！」,「戦人、変なカオ、変なカオ！！　きゃっきゃ、きゃっきゃきゃっきゃ！！」,"""Баттлер смешной, Баттлер смешной! *хи‐хи*, *хи‐хи*хи‐хи*!""","""O Battler tá fazendo uma cara engraçada, que cara engraçada!! *risos*, *risos*risos*!!""","""Battler looks funny, Battler looks funny!! *giggle*, *giggle*giggle*!!""",「戰人，奇怪的臉，奇怪的臉！！哈哈，哈哈哈！！」,「战人，奇怪的脸，奇怪的脸！！哈哈，哈哈哈！！」,"""Battler looks funny, Battler looks funny!! *giggle*, *giggle*giggle*!!""","""Battler looks funny, Battler looks funny!! *giggle*, *giggle*giggle*!!""","""Battler looks funny, Battler looks funny!! *giggle*, *giggle*giggle*!!"""
,"Alongside the big brother, who was grasping at the handrail and screaming in a way that no one his age should, was the little sister, also grasping the handrail and jumping about like it was a ride at an amusement park. George and the others just couldn't hold in their laughter at the difference.","Alongside the big brother, who was grasping at the handrail and screaming in a way no one that age should scream, was the little sister, also grasping the handrail and jumping about like it was a ride at an amusement park. George and the others just couldn't hold in their laughter at the difference. ","Alongside the big brother, who was grasping at the handrail and screaming in a way no one that age should scream, was the little sister, also grasping the handrail and jumping about like it was a ride at an amusement park. George and the others just couldn't hold in their laughter at the difference.",手すりにしがみ付き、いい年をしてぎゃーぎゃー喚く兄と、同じく手すりにしがみ付き、まるで遊園地で遊ぶかのようにはしゃぐ妹たちの対比に、譲治たちは思わず噴き出さずにはいられない。,手すりにしがみ付き、いい年をしてぎゃーぎゃー喚く兄と、同じく手すりにしがみ付き、まるで遊園地で遊ぶかのようにはしゃぐ妹たちの対比に、譲治たちは思わず噴き出さずにはいられない。,"Вместе со старшим братом, который схватился за перила и кричал так, как никто его возраста кричать не должен, была младшая сестра, которая тоже схватилась за перила и прыгала так, будто они ехали в парк аттракционов. Видя такую разницу, Джордж и остальные не могли сдержать смех.","Junto de seu irmão mais velho, que estava agarrado ao corrimão enquanto gritava de forma que não combinava nada com a sua idade, estava a sua irmã mais nova, também segurando‐se no corrimão enquanto pulava como se estivesse em um parque de diversões. George e os demais não conseguiram segurar o riso diante da diferença entre eles.","Alongside the big brother, who was grasping at the handrail and screaming in a way that no one his age should, was the little sister, also grasping the handrail and jumping about like it was a ride at an amusement park. George and the others just couldn't hold in their laughter at the difference.",緊緊地抓著欄杆，老大個人了還“呀呀”地叫喚著的哥哥，和同樣緊緊地抓著欄杆，好像是在游樂園玩耍般歡鬧的妹妹們相比，讓治他們不笑噴都不行。,紧紧地抓着栏杆，老大个人了还“呀呀”地叫唤着的哥哥，和同样紧紧地抓着栏杆，好像是在游乐园玩耍般欢闹的妹妹们相比，让治他们不笑喷都不行。,"Alongside the big brother, who was grasping at the handrail and screaming in a way that no one his age should, was the little sister, also grasping the handrail and jumping about like it was a ride at an amusement park. George and the others just couldn't hold in their laughter at the difference.","Alongside the big brother, who was grasping at the handrail and screaming in a way that no one his age should, was the little sister, also grasping the handrail and jumping about like it was a ride at an amusement park. George and the others just couldn't hold in their laughter at the difference.","Alongside the big brother, who was grasping at the handrail and screaming in a way that no one his age should, was the little sister, also grasping the handrail and jumping about like it was a ride at an amusement park. George and the others just couldn't hold in their laughter at the difference."
Ushiromiya George,"""Even after six years, Battler‐kun's still just as energetic as I remember him.""","""I guess Battler-kun hasn't changed much these past six years. He's as energetic as ever."" ","""I guess Battler-kun hasn't changed much these past six years. He's as energetic as ever.""",「６年を経ても、戦人くんは本当に賑やかだねぇ。」,「６年を経ても、戦人くんは本当に賑やかだねぇ」,"""А Баттлер не сильно изменился за последние шесть лет. Он как никогда энергичен.""","""Mesmo após seis anos, o Battler‐kun continua tão energético quanto consigo lembrar.""","""Even after six years, Battler‐kun's still just as energetic as I remember him.""",「就算過了 6 年，戰人君還是相當有精神啊。」,「就算过了 6 年，战人君还是相当有精神啊。」,"""Even after six years, Battler‐kun's still just as energetic as I remember him.""","""Even after six years, Battler‐kun's still just as energetic as I remember him.""","""Even after six years, Battler‐kun's still just as energetic as I remember him."""
