Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,Rosa returned to the lobby. ,Rosa returned to the lobby.,Rosa returned to the lobby.,ロビーに楼座が戻ってくる。,ロビーに楼座が戻ってくる。,Роза вернулась в вестибюль.,Rosa retornou ao lobby.,Rosa returned to the lobby.,樓座回到了大廳。,楼座回到了大厅。,Rosa returned to the lobby.,Rosa tornò in salotto.,Rosa returned to the lobby.,Rosa returned to the lobby.
,"It was still her turn to rest, but her expression made it look as though she couldn't sleep deeply with all this tension. ","It was still her time to rest, but her expression made it look as though she couldn't sleep deeply with all this tension."," It was still her time to rest, but her expression made it look as though she couldn't sleep deeply with all this tension.",彼女はまだ休んでいい事になっていたが、その表情の雰囲気から、緊張して熟睡できないという風に見えた。,彼女はまだ休んでいい事になっていたが、その表情の雰囲気から、緊張して熟睡できないという風に見えた。,"Хоть у неё ещё оставалось время на отдых, её выражение лица из‐за царившей атмосферы выдавало напряжение, не дававшее ей заснуть.","Ainda era seu turno de descanso, mas sua expressão fez parecer que ela não conseguiria dormir profundamente com toda aquela tensão.","It was still her time to rest, but her expression made it look as though she couldn't sleep deeply with all this tension.",雖然她還能再休息會兒，不過，從她表情的氛圍來看，看起來像是因為緊張而無法睡熟。,虽然她还能再休息会儿，不过，从她表情的氛围来看，看起来像是因为紧张而无法睡熟。,"It was still her time to rest, but her expression made it look as though she couldn't sleep deeply with all this tension.","Era ancora il suo turno di riposo, ma la sua espressione faceva capire che non poteva dormire come si deve con tutta quella tensione.","It was still her time to rest, but her expression made it look as though she couldn't sleep deeply with all this tension.","It was still her time to rest, but her expression made it look as though she couldn't sleep deeply with all this tension."
Ushiromiya Rudolf,"""...Take it easy and lie down. Keep this up and you'll have it pretty rough later on."" ","""......You have to force yourself to lie down. It'll get tough for you later on at this rate.""","""......Take it easy and lie down. It'll get tough later on at this rate.""",「……無理してでも横になってろよ。後で堪えるぜ？」,「……無理してでも横になってろよ。後で堪えるぜ？」,"""......Не загоняй себя и приляг. При таком раскладе дальше будет только тяжелее.""","""......Você precisa se forçar a deitar um pouco. Vai ser difícil suportar o ritmo depois.""","""......You have to force yourself to lie down. It'll get tough for you later on at this rate.""",「……就算是硬睡，你也要躺會兒啊。等下可是會吃不消的啊？」,「……就算是硬睡，你也要躺会儿啊。等下可是会吃不消的啊？」,"""......You have to force yourself to lie down. It'll get tough for you later on at this rate.""","""... Rilassati e stenditi un po'. Di questo passo si farà sempre più dura.""","""......You have to force yourself to lie down. It'll get tough for you later on at this rate.""","""......You have to force yourself to lie down. It'll get tough for you later on at this rate."""
Ushiromiya Rosa,"""Thanks for the concern. I just couldn't fall asleep. ...I've already taken a shower, so I'm good for now. The next person can rest."" ","""Thanks for caring. I just can't sleep. ......I went and took a shower at least, so that will be enough. The next person can rest.""","""Thanks for your concern. I just can't sleep. ......If you just let me take a shower, that will be enough. The next person can rest.""",「ありがとう。どうしても寝付けなくて。……シャワーだけ浴びさせてもらったから、私はもう充分よ。次の人、休んでもいいわ。」,「ありがとう。どうしても寝付けなくて。……シャワーだけ浴びさせてもらったから、私はもう充分よ。次の人、休んでもいいわ」,"""Спасибо за заботу. Но я просто не могу заснуть. ......Мне бы только принять душ и этого будет достаточно. Следующему человеку хорошо бы отдохнуть.""","""Obrigada pela preocupação. Mas simplesmente não consigo dormir.{n}......Ao menos já tomei um banho, então estou melhor. A próxima pessoa pode descansar.""","""Thanks for caring. I just can't sleep. ......I went and took a shower at least, so that will be enough. The next person can rest.""",「謝謝。怎麼都睡不著。……光是淋個浴，我就已經休息夠了。下一班的人去休息一下也無妨。」,「谢谢。怎么都睡不着。……光是淋个浴，我就已经休息够了。下一班的人去休息一下也无妨。」,"""Thanks for caring. I just can't sleep. ......I went and took a shower at least, so that will be enough. The next person can rest.""","""Grazie per la premura. È solo che non posso dormire. ... Mi basterà fare una doccia. Il prossimo può riposare.""","""Thanks for caring. I just can't sleep. ......I went and took a shower at least, so that will be enough. The next person can rest.""","""Thanks for caring. I just can't sleep. ......I went and took a shower at least, so that will be enough. The next person can rest."""
Ushiromiya Natsuhi,"""What about you two, Kyrie-san? Rudolf-san?"" ","""What about you two, Kyrie‐san? Rudolf‐san?""","""What about you two, Kyrie-san? Rudolf-san?""",「霧江さんたちはいかがですか？」,「霧江さんたちはいかがですか？」,"""Как насчёт вас, Кирие‐сан? Рудольф‐сан?""","""E quanto a vocês dois? Kyrie‐san? Rudolf‐san?""","""What about you two, Kyrie‐san? Rudolf‐san?""",「霧江妹妹與留弗夫，請問意下如何？」,「雾江妹妹与留弗夫，请问意下如何？」,"""What about you two, Kyrie‐san? Rudolf‐san?""","""Che mi dite di voi, Kyrie-san? Rudolf-san?""","""What about you two, Kyrie‐san? Rudolf‐san?""","""What about you two, Kyrie‐san? Rudolf‐san?"""
Ushiromiya Kyrie,"""...What will we do, Rudolf-san? Shall we rest?"" ","""......What will we do, Rudolf‐san? Will we rest?""","""......What will we do, Rudolf-san? Will we rest?""",「……どうする、留弗夫さん？　休ませてもらう？」,「……どうする、留弗夫さん？　休ませてもらう？」,"""......Что будем делать, Рудольф‐сан? Станем отдыхать?""","""......O que vamos fazer, Rudolf‐san? Vamos descansar?""","""......What will we do, Rudolf‐san? Will we rest?""",「……該怎麼辦，留弗夫？就這麼去休息？」,「……该怎么办，留弗夫？就这么去休息？」,"""......What will we do, Rudolf‐san? Will we rest?""","""... Cosa facciamo, Rudolf-san? Riposiamo?""","""......What will we do, Rudolf‐san? Will we rest?""","""......What will we do, Rudolf‐san? Will we rest?"""
Ushiromiya Rudolf,"""You can rest. I'll stay awake. That's the only manly thing I can do right now."" ","""You can rest if you want. I'll stay awake. That's the only manly thing I can do right now.""","""You can rest. I'll stay awake. That's the only manly thing I can do right now.""",「霧江は休んでいいぜ。俺は起きてる。それくらいしか男らしいことが出来ねぇ。」,「霧江は休んでいいぜ。俺は起きてる。それくらいしか男らしいことが出来ねぇ」,"""Кирие хорошо бы отдохнуть. Я останусь бодрствовать. Это единственный мужественный поступок, на который я сейчас способен.""","""Você pode descansar se quiser. Eu ficarei acordado. Essa é a única coisa digna de um homem que eu posso fazer agora.""","""You can rest if you want. I'll stay awake. That's the only manly thing I can do right now.""",「霧江去休息好了。我醒著。也就僅能盡這麼一點男人的職責了。」,「雾江去休息好了。我醒着。也就仅能尽这么一点男人的职责了。」,"""You can rest if you want. I'll stay awake. That's the only manly thing I can do right now.""","""Puoi dormire. Rimarrò in piedi. È l'unica cosa da uomo che posso fare in questo momento.""","""You can rest if you want. I'll stay awake. That's the only manly thing I can do right now.""","""You can rest if you want. I'll stay awake. That's the only manly thing I can do right now."""
Ushiromiya Kyrie,"""Then I'll stay awake. Staying awake with my husband is the only womanly thing I can do right now."" ","""Then I'll stay awake. Staying awake with my husband is the only womanly thing I can do right now.""","""Then I'll stay awake. Staying awake with my husband is the only womanly thing I can do right now.""",「じゃあ起きてるわ。夫と一緒に起きてるくらいしか、女らしいことが出来ないから。」,「じゃあ起きてるわ。夫と一緒に起きてるくらいしか、女らしいことが出来ないから」,"""Тогда и я продолжу бодрствовать. Сохранять бодрость вместе с мужем, вот в чём заключается женственность.""","""Então eu vou ficar acordada. Ficar acordada com meu marido é a única coisa digna de uma mulher que posso fazer agora.""","""Then I'll stay awake. Staying awake with my husband is the only womanly thing I can do right now.""",「那，我也醒著。因為，與丈夫一同醒著，是我此刻唯一能盡的女人的職責哦。」,「那，我也醒着。因为，与丈夫一同醒着，是我此刻唯一能尽的女人的职责哦。」,"""Then I'll stay awake. Staying awake with my husband is the only womanly thing I can do right now.""","""Allora rimarrò sveglia. Restare in piedi con mio marito è l'unica cosa da donna che posso fare in questo momento.""","""Then I'll stay awake. Staying awake with my husband is the only womanly thing I can do right now.""","""Then I'll stay awake. Staying awake with my husband is the only womanly thing I can do right now."""
Ushiromiya Natsuhi,"""...*giggle* You two truly are close."" ","""......*giggle*. You two truly are close.""","""......*giggle*. You two truly are close.""",「……くす。本当に仲のおよろしいことで。」,「……くす。本当に仲のおよろしいことで」,"""......*Смешок*. У вас действительно крепкие отношения.""","""......*risos*. Vocês dois são realmente próximos.""","""......*giggle*. You two truly are close.""",「……呵呵。兩位真是恩愛呢。」,「……呵呵。两位真是恩爱呢。」,"""......*giggle*. You two truly are close.""","""... *giggle*. Voi due andate davvero d'accordo.""","""......*giggle*. You two truly are close.""","""......*giggle*. You two truly are close."""
Ushiromiya Kyrie,"""You should talk. *giggle*."" ","""As are you two. *giggle*.""","""You should talk. *giggle*.""",「夏妃さんこそね。くす。」,「夏妃さんこそね。くす」,"""В этом вся Нацухи‐сан. *Смешок*.""","""Digo o mesmo de vocês, Natsuhi‐san. *risos*.""","""As are you two. *giggle*.""",「夏妃姐姐才是哦。呵呵。」,「夏妃姐姐才是哦。呵呵。」,"""As are you two. *giggle*.""","""Detto da te. *giggle*.""","""As are you two. *giggle*.""","""As are you two. *giggle*."""
Ushiromiya Krauss,"""It seems Eva and Hideyoshi-san are out cold. It appears that, unlike Rosa, they can't fight against their age."" ","""It seems that Eva and Hideyoshi‐san are out cold. It appears as though, unlike Rosa, they can't fight against their age.""","""It seems that Eva and Hideyoshi-san are out cold. It appears as though unlike Rosa, they can't fight against their age.""",「絵羽と秀吉さんはぐっすりみたいじゃないか。やはり楼座と違い、歳には勝てんね。」,「絵羽と秀吉さんはぐっすりみたいじゃないか。やはり楼座と違い、歳には勝てんね」,"""Похоже, Ева и и Хидэёши‐сан спят беспробудным сном. Как и ожидалось, они отличаются от Розы тем, что уже не могут бороться со своим возрастом.""","""Parece que Eva e Hideyoshi‐san estão dormindo. Diferente da Rosa, eles não consegue mais lutar contra a idade.""","""It seems that Eva and Hideyoshi‐san are out cold. It appears as though, unlike Rosa, they can't fight against their age.""",「繪羽與秀吉妹夫看來是睡得很香呢。果然與樓座不同，敵不過年齡啊。」,「绘羽与秀吉妹夫看来是睡得很香呢。果然与楼座不同，敌不过年龄啊。」,"""It seems that Eva and Hideyoshi‐san are out cold. It appears as though, unlike Rosa, they can't fight against their age.""","""Sembra che Eva e Hideyoshi-san siano crollati dal sonno. A differenza di Rosa, non possano far nulla contro l'età.""","""It seems that Eva and Hideyoshi‐san are out cold. It appears as though, unlike Rosa, they can't fight against their age.""","""It seems that Eva and Hideyoshi‐san are out cold. It appears as though, unlike Rosa, they can't fight against their age."""
,"As though in response to those words, the door to the hall clunked open. ","As though in response to those words, the door to the hall clunked open.","As though in response to those words, the door to the hall clunked open.",その言葉に呼応したかのように、ガチャリと廊下の扉が開いた。,その言葉に呼応したかのように、ガチャリと廊下の扉が開いた。,"Словно в ответ на эти слова, дверь в зал с лязгом распахнулась.","Como que em resposta a essas palavras, a porta do corredor se abriu.","As though in response to those words, the door to the hall clunked open.",就像是在呼應這句話似的，通往走廊的門“咔嚓”一聲，開了。,就像是在呼应这句话似的，通往走廊的门“咔嚓”一声，开了。,"As though in response to those words, the door to the hall clunked open.","Come risposta a queste parole, la porta della sala si aprì.","As though in response to those words, the door to the hall clunked open.","As though in response to those words, the door to the hall clunked open."
,Eva and Hideyoshi returned from the guest room. ,Eva and Hideyoshi returned from the guest room., Eva and Hideyoshi returned from the guest room.,絵羽と秀吉が客室から戻ってくる。,絵羽と秀吉が客室から戻ってくる。,Ева и Хидэёши вернулись из комнаты для гостей.,Eva e Hideyoshi voltaram do quarto de hóspedes.,Eva and Hideyoshi returned from the guest room.,繪羽與秀吉從客房回到了大廳。,绘羽与秀吉从客房回到了大厅。,Eva and Hideyoshi returned from the guest room.,Eva e Hideyoshi tornarono dalla stanza degli ospiti.,Eva and Hideyoshi returned from the guest room.,Eva and Hideyoshi returned from the guest room.
