Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Eva,"""Who should we get a puzzle from next?""","""Who should we get a puzzle from next?"" ","""Who should we get a puzzle from next?""",「今度は誰に問題を出してもらおうかしらね。」,「今度は誰に問題を出してもらおうかしらね」,"""Кто даст нам головоломку следующим?""","""Para quem devemos perguntar agora?""","""Who should we get a puzzle from next?""",「下一個要找誰出題呢？」,「下一个要找谁出题呢？」,"""Who should we get a puzzle from next?""","""Who should we get a puzzle from next?""","""Who should we get a puzzle from next?"""
Ushiromiya Ange,"""What about those two?""","""What about those two?"" ","""What about those two?""",「あの二人はどう？」,「あの二人はどう？」,"""Как насчёт тех двоих?""","""Que tal aqueles dois?""","""What about those two?""",「那兩個人如何？」,「那两个人如何？」,"""What about those two?""","""What about those two?""","""What about those two?"""
Ushiromiya Eva,"""Shannon‐chan and Kanon‐kun? Sure, it looks like they'll put up a good fight.""","""Shannon-chan and Kanon-kun? Sure, it looks like they'll put up a good fight."" ","""Shannon-chan and Kanon-kun? Sure, it looks like they'll put up a good fight.""",「紗音ちゃんと嘉音くん？　いいわね、相手にとって不足はなさそう。」,「紗音ちゃんと嘉音くん？　いいわね、相手にとって不足はなさそう」,"""Шаннон и Канон? Да, должно быть здорово.""","""A Shannon‐chan e o Kanon‐kun? Claro, eles parecem ser bons adversários.""","""Shannon‐chan and Kanon‐kun? Sure, it looks like they'll put up a good fight.""",「紗音和嘉音君？好啊，就拿他們作對手吧。」,「纱音和嘉音君？好啊，就拿他们作对手吧。」,"""Shannon‐chan and Kanon‐kun? Sure, it looks like they'll put up a good fight.""","""Shannon‐chan and Kanon‐kun? Sure, it looks like they'll put up a good fight.""","""Shannon‐chan and Kanon‐kun? Sure, it looks like they'll put up a good fight."""
Shannon,"""Do you need something, Eva‐sama and Ange‐sama?""","""Do you need something, Eva-sama and Ange-sama?"" ","""Do you need something, Eva-sama and Ange-sama?""",「お呼びですか、絵羽さま、縁寿さま。」,「お呼びですか、絵羽さま、縁寿さま」,"""Госпожа Ева, госпожа Энджи, вам что‐нибудь нужно?""","""Precisam de alguma coisa, Eva‐sama, Ange‐sama?""","""Do you need something, Eva‐sama and Ange‐sama?""",「您叫我們嗎？繪羽夫人，緣壽小姐。」,「您叫我们吗？绘羽夫人，缘寿小姐。」,"""Do you need something, Eva‐sama and Ange‐sama?""","""Do you need something, Eva‐sama and Ange‐sama?""","""Do you need something, Eva‐sama and Ange‐sama?"""
Kanon,"""......Don't be stupid, Nee‐san. They're asking us for puzzles.""","""...Don't be stupid, Nee-san. They're asking us for puzzles."" ","""......Don't be stupid, Nee-san. They're asking us for puzzles.""",「……姉さんは馬鹿だな。問題を出せって言ってるんだよ。」,「……姉さんは馬鹿だな。問題を出せって言ってるんだよ」,"""......Не глупи, сестра. Они спрашивают у нас загадки.""","""......Não seja burra, nee‐san. Elas querem as nossas perguntas.""","""......Don't be stupid, Nee‐san. They're asking us for puzzles.""",「……姐姐你真是笨啊。是讓我們來出問題的。」,「……姐姐你真是笨啊。是让我们来出问题的。」,"""......Don't be stupid, Nee‐san. They're asking us for puzzles.""","""......Don't be stupid, Nee‐san. They're asking us for puzzles.""","""......Don't be stupid, Nee‐san. They're asking us for puzzles."""
Shannon,"""Ah, m‐my apologies.""","""Ah, m-my apologies!"" ","""Ah, m, my apologies.""",「あ、し、失礼しましたっ。」,「あ、し、失礼しましたっ」,"""А, п‐прошу прощения.""","""Ah, e‐eu sinto muito.""","""Ah, m‐my apologies.""",「啊，真、真是失禮了。」,「啊，真、真是失礼了。」,"""Ah, m‐my apologies.""","""Ah, m‐my apologies.""","""Ah, m‐my apologies."""
,Shannon was as absentminded as ever.,Shannon was as absentminded as ever. ,Shannon was as absentminded as ever.,紗音は相変わらずそそっかしい。,紗音は相変わらずそそっかしい。,Шаннон была как никогда рассеянной.,Shannon estava mais distraída do que nunca.,Shannon was as absentminded as ever.,紗音還是那麼毛手毛腳的。,纱音还是那么毛手毛脚的。,Shannon was as absentminded as ever.,Shannon was as absentminded as ever.,Shannon was as absentminded as ever.
,"However, Kanon looked extremely calm, and would probably have a well‐polished puzzle ready.","However, Kanon looked extremely calm, and would probably have a well-polished puzzle ready. "," However, Kanon looked extremely calm, and would probably have a well-polished puzzle ready.",でも嘉音はすごく落ち着いていて、練りに練った問題を出してきそうだ。,でも嘉音はすごく落ち着いていて、練りに練った問題を出してきそうだ。,"Но Канон выглядел чрезвычайно спокойным и, вероятно, уже приготовил безупречную загадку.","Contudo, Kanon parecia estar excepcionalmente calado e, provavelmente, já estava com um quiz, extremamente bem elaborado, preparado.","However, Kanon looked extremely calm, and would probably have a well‐polished puzzle ready.",不過嘉音則是很淡定，似乎是會出個很有水平的問題。,不过嘉音则是很淡定，似乎是会出个很有水平的问题。,"However, Kanon looked extremely calm, and would probably have a well‐polished puzzle ready.","However, Kanon looked extremely calm, and would probably have a well‐polished puzzle ready.","However, Kanon looked extremely calm, and would probably have a well‐polished puzzle ready."
Shannon,"""Ummm, uhhh...............""","""Ummm, uhhhhh......"" ","""Ummm, uhhh.........""",「えっと、うんっと、……………。」,「えっと、うんっと、……………」,"""Э‐э, ух‐х.........""","""Bem, hmm...............""","""Ummm, uhhh...............""",「那個，嗯，……………」,「那个，嗯，……………」,"""Ummm, uhhh...............""","""Ummm, uhhh...............""","""Ummm, uhhh..............."""
Kanon,"""......Haah. Okay, I'll go first. While Nee‐san thinks up a puzzle.""","""...*sigh*. Okay, I'll go first. Use that time to think up a puzzle, Nee-san."" ","""......*sigh*. Okay, I'll go first. While Nee-san thinks up a puzzle.""",「……はぁ。じゃあ、僕から先に出すよ。姉さんはその間に考えて。」,「……はぁ。じゃあ、僕から先に出すよ。姉さんはその間に考えて」,"""......Эх. Хорошо, я начну первым. А сестра пока придумает головоломку.""","""......Haah. Certo, eu começo. Enquanto a nee‐san pensa na pergunta dela.""","""......Haah. Okay, I'll go first. While Nee‐san thinks up a puzzle.""",「……唉。那，我先來出題。姐姐趁現在好好想。」,「……唉。那，我先来出题。姐姐趁现在好好想。」,"""......Haah. Okay, I'll go first. While Nee‐san thinks up a puzzle.""","""......Haah. Okay, I'll go first. While Nee‐san thinks up a puzzle.""","""......Haah. Okay, I'll go first. While Nee‐san thinks up a puzzle."""
