Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Ange,"""The day after Christmas isn't Christmas. It couldn't happen.""","""The day after Christmas isn't Christmas. It couldn't happen."" ","""The day after Christmas isn't Christmas. It couldn't happen.""",「クリスマスの次の日はクリスマスじゃないもん。そんなの絶対ありえない。」,「クリスマスの次の日はクリスマスじゃないもん。そんなの絶対ありえない」,"""День после Рождества не Рождество. Такое невозможно.""","""O dia depois do Natal não é Natal. Isso é impossível.""","""The day after Christmas isn't Christmas. It couldn't happen.""",「聖誕節的第二天就不是聖誕節了。那絕對不可能。」,「圣诞节的第二天就不是圣诞节了。那绝对不可能。」,"""The day after Christmas isn't Christmas. It couldn't happen.""","""The day after Christmas isn't Christmas. It couldn't happen.""","""The day after Christmas isn't Christmas. It couldn't happen."""
Ushiromiya Kinzo,"""Heheheh. Too bad. Wrong.""","""Heheheh. Too bad. Wrong."" ","""Heheheh. Too bad. Wrong.""",「くっくっく。残念であるな、ハズレだ。」,「くっくっく。残念であるな、ハズレだ」,"""Хе‐хе‐хе‐хех. Очень жаль. Неверно.""","""Heheheh. Que pena. Errou.""","""Heheheh. Too bad. Wrong.""",「呵呵呵。真是遺憾，答錯了。」,「呵呵呵。真是遗憾，答错了。」,"""Heheheh. Too bad. Wrong.""","""Heheheh. Too bad. Wrong.""","""Heheheh. Too bad. Wrong."""
Ushiromiya Ange,"""Huh? Why...?!""","""Huh? Why...?!"" ","""Huh? Why...?!""",「えー、どうして…！」,「えー、どうして…！」,"""Э? Почему?!""","""Hã? Por quê...?!""","""Huh? Why...?!""",「誒，為什麼…！」,「诶，为什么…！」,"""Huh? Why...?!""","""Huh? Why...?!""","""Huh? Why...?!"""
Ushiromiya Eva,"""Ange‐chan, what time of day does a new day start?""","""Ange-chan, what time of day does a new day start?"" ","""Ange-chan, what time of day does a new day start?""",「縁寿ちゃん、一日の始まりは何時から？」,「縁寿ちゃん、一日の始まりは何時から？」,"""Энджи, в какое время дня начинается новый день?""","""Ange‐chan, em que hora do dia começa um novo dia?""","""Ange‐chan, what time of day does a new day start?""",「小緣壽，一天的開始是從幾點算啊？」,「小缘寿，一天的开始是从几点算啊？」,"""Ange‐chan, what time of day does a new day start?""","""Ange‐chan, what time of day does a new day start?""","""Ange‐chan, what time of day does a new day start?"""
Ushiromiya Ange,"""Midnight, 0:00.""","""Midnight, at 12:00 AM."" ","""Midnight, at 12:00 AM.""",「真夜中の午前０時。」,「真夜中の午前０時」,"""В полночь, 24:00.""","""Meia noite — 00:00.""","""Midnight, 0:00.""",「午夜的 0 點。」,「午夜的 0 点。」,"""Midnight, 0:00.""","""Midnight, 0:00.""","""Midnight, 0:00."""
Ushiromiya Eva,"""There you go. At midnight, isn't it night outside?""","""There you go. Isn't it nighttime at midnight?"" ","""There you go. Isn't it nighttime at midnight?""",「ほら。午前０時は夜じゃない。」,「ほら。午前０時は夜じゃない」,"""Вот видишь. Разве полночь — это ночь?""","""Entendeu. Durante a meia‐noite, não é noite?""","""There you go. At midnight, isn't it night outside?""",「你想。0 點的時候不就是夜裡嗎？」,「你想。0 点的时候不就是夜里吗？」,"""There you go. At midnight, isn't it night outside?""","""There you go. At midnight, isn't it night outside?""","""There you go. At midnight, isn't it night outside?"""
Ushiromiya Ange,"""......Ah!""","""...Ah."" ","""......Ah.""",「……あっ。」,「……あっ」,"""......A.""","""......Ah!""","""......Ah!""",「……啊。」,「……啊。」,"""......Ah!""","""......Ah!""","""......Ah!"""
,I see. The first night was just after midnight on December 25th.,I see. The first night was just after midnight on December 25th. ,I see. The first night was just after midnight on December 25th.,そうか。最初の夜とは、１２月２５日の午前０時直後くらいの話なのだ。,そうか。最初の夜とは、１２月２５日の午前０時直後くらいの話なのだ。,Понятно. Первая ночь была сразу же после полночи на 25 декабря.,Entendi. A primeira noite é logo depois da meia‐noite do dia 24 de dezembro.,I see. The first night was just after midnight on December 25th.,是啊。第一個晚上，是在 12 月 25 日的 0 點左右進行的。,是啊。第一个晚上，是在 12 月 25 日的 0 点左右进行的。,I see. The first night was just after midnight on December 25th.,I see. The first night was just after midnight on December 25th.,I see. The first night was just after midnight on December 25th.
,"In other words, the time right after the previous day ended and Christmas began.","In other words, the time right after the previous day ended and Christmas began. "," In other words, the time right after the previous day ended and Christmas began.",つまり、前日が終わって、クリスマスになったばかりの時間。,つまり、前日が終わって、クリスマスになったばかりの時間。,Время сразу после предыдущего дня кончается и начинается Рождество.,"Em outras palavras, a hora logo após o dia anterior acabar e o Natal começar.","In other words, the time right after the previous day ended and Christmas began.",也就是，前一天結束，剛剛進入聖誕節這天的時候。,也就是，前一天结束，刚刚进入圣诞节这天的时候。,"In other words, the time right after the previous day ended and Christmas began.","In other words, the time right after the previous day ended and Christmas began.","In other words, the time right after the previous day ended and Christmas began."
,"That would indeed be Christmas Day, and it would be at night.","That would indeed be Christmas Day, and it would be at night. "," That would indeed be Christmas Day, and it would be at night.",確かにそれもクリスマスの日だし、夜なんだ。,確かにそれもクリスマスの日だし、夜なんだ。,"Это точно день Рождества, и он наступает ночью.","Isso seria mesmo Dia de Natal, e também seria noite.","That would indeed be Christmas Day, and it would be at night.",的確那也是聖誕節，而且是晚上。,的确那也是圣诞节，而且是晚上。,"That would indeed be Christmas Day, and it would be at night.","That would indeed be Christmas Day, and it would be at night.","That would indeed be Christmas Day, and it would be at night."
