Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,My mind wandered. ,My mind wandered.,My mind wandered.,私は回想している。,私は回想している。,Мой разум отправился в плаванье по реке воспоминаний.,Eu comecei a recordar.,My mind wandered.,我回憶著。,我回忆着。,My mind wandered.,La mia mente vagò.,Mi tornarono in mente dei ricordi.,Düşüncelere daldım.
,Back to the days when I could barely imagine the happiness I have now. ,Back to the days when I could barely imagine the happiness I have today., Back to the days when I could barely imagine the happiness I have today.,今日という日の幸せを、想像するのもやっとだった日々を。,今日という日の幸せを、想像するのもやっとだった日々を。,"Мне вспомнились дни, когда я едва ли могла представить, что буду так счастлива, как сегодня.",Lembrando daqueles dias nos quais eu dificilmente poderia imaginar a felicidade que tenho hoje.,Back to the days when I could barely imagine the happiness I have today.,那段對於如今的幸福，想都不怎麼敢想的往日歲月。,那段对于如今的幸福，想都不怎么敢想的往日岁月。,Back to the days when I could barely imagine the happiness I have today.,Tornò ai tempi in cui potevo vagamente immaginare la felicità che posseggo oggi.,Ricordi di giornate in cui potevo a malapena immaginare la felicità che ora possedevo.,Bugün sahip olduğum mutluluğu hayal bile edemediğim günlerimi hatırlıyorum.
,I was a middle schooler at the time. A normal girl who thought about love as much as you'd expect of someone at that age. ,"I was a middle schooler at the time.{n}An ordinary girl, who dreamed about love, as is normal at that age."," I was a middle schooler at the time. A normal girl, who imagined about love, as is normal at that age.",当時の私は中学生。歳相応に色恋を想像することもある、普通の少女だった。,当時の私は中学生。{n}歳相応に色恋を想像することもある、普通の少女だった。,"В то время я училась в средней школе.{n}Я была обычной девочкой, грезящей о любви, что свойственно в том возрасте.","Naquele tempo, eu era uma estudante do fundamental.{n}Uma garota comum, que sonhava com o amor, algo normal naquela idade.","I was a middle schooler at the time.{n}An ordinary girl, who dreamed about love, as is normal at that age.",當時我是中學生。{n}是個會如這個年紀的孩子一般，時而夢想美麗戀情的普通少女。,当时我是中学生。{n}是个会如这个年纪的孩子一般，时而梦想美丽恋情的普通少女。,"I was a middle schooler at the time.{n}An ordinary girl, who dreamed about love, as is normal at that age.","Ero una studentessa delle scuole medie al tempo. Una ragazza normale, che fantasticava sull'amore, com'è normale a quell'età.","A quei tempi frequentavo le medie.{n}Ero una ragazza normale, che fantasticava sull'amore nei tipici modi della mia età.","O zamanlar ortaokul öğrencisiydim.{n}O yaşlarda, diğer kızların yaptığı gibi aşk hayalleri kuran sıradan bir kızdım."
,"But in truth, it was wrong of me to have that dream. ",But I really should not have dreamed that dream., But I really should not have seen that dream.,でも、私はその夢を、本当は見てはいけなかった。,でも、私はその夢を、本当は見てはいけなかった。,Но лучше бы я не мечтала об этом.,Mas eu realmente não deveria ter tido esse sonho.,But I really should not have dreamed that dream.,但實際上這是個，我不可以做的夢。,但实际上这是个，我不可以做的梦。,But I really should not have dreamed that dream.,Ma in realtà non avrei dovuto fare sogni del genere.,Ma non avrei dovuto affatto fare sogni del genere...,Ama bu hayali gerçekten kurmamalıydım.
,"...After all, I am furniture. Furniture is nothing more than a tool, not a human. ","...Because I am ""furniture"".{n}Furniture is nothing more than a tool, and is not human.","...Because I am furniture. Furniture is nothing more than a tool, and is not human.",…なぜなら、私は「家具」だからだ。家具は道具に過ぎず、人間ではない。,…なぜなら、私は「家具」だからだ。{n}家具は道具に過ぎず、人間ではない。,"Потому что я мебель...{n}А мебель — не более чем инструмент, но никак не человек.","...Porque eu sou uma ""mobília"".{n}Uma mobília nada mais é do que um utensílio, não é humano.","...Because I am ""furniture"".{n}Furniture is nothing more than a tool, and is not human.",…因為，我是「家具」。{n}家具不過是一種物品，並不是人類。,…因为，我是「家具」。{n}家具不过是一种物品，并不是人类。,"...Because I am ""furniture"".{n}Furniture is nothing more than a tool, and is not human.","... Perché io sono un mobile. Un mobile non è altro che un oggetto, e non è umano.","Il motivo, era perché ero un mobile.{n}Un mobile è solamente uno strumento, non un essere umano.","...Çünkü ben bir ""mobilya""yım.{n}Mobilya bir araçtan başka bir şey değildir ve de insan değildir."
,"As a person less than human, simply receiving an education was an enormous blessing. ","For a person less than human such as myself, just receiving my education was more than sufficient happiness."," To a person less than human such as myself, just receiving my education was more than enough to make me happy.",人間未満の私は、義務教育に行かせてもらえただけでも十分すぎる幸せだったのだ。,人間未満の私は、義務教育に行かせてもらえただけでも十分すぎる幸せだったのだ。,"Как простолюдинке, лишь кажущейся человеком, мне хватало радости от того, что я смогла получить образование.","Para alguém assim como eu, que é menos do que um humano, simplesmente receber uma educação básica já era mais felicidade do que o suficiente.","For a person less than human such as myself, just receiving my education was more than sufficient happiness.",不如人類的我，僅是能獲受義務教育就已是過分的幸運了。,不如人类的我，仅是能获受义务教育就已是过分的幸运了。,"For a person less than human such as myself, just receiving my education was more than sufficient happiness.","Per una persona inferiore a un umano come me, anche solo ricevere un'educazione era più che sufficiente per rendermi felice.","Per una subumana come me, anche il solo poter avere un'educazione mi rendeva più che felice.",Benim gibi insan bile sayılmayan biri için sadece eğitim almak bile mutluluk için yeterliydi.
,"So in reality, even thinking about falling in love was more than I deserved... ",So even thinking about love was more than I deserved..., So even thinking about love was more than I deserved...,だから恋なんて、本当は知ろうと思うこと自体が身に過ぎたことのはずだった…。,だから恋なんて、本当は知ろうと思うこと自体が身に過ぎたことのはずだった…。,"Так что думать о любви означало разевать рот на каравай, которого я не заслужила...","Por isso, até mesmo pensar sobre o amor era mais do que eu merecia...",So even thinking about love was more than I deserved...,所以像戀愛什麼的，說真的僅僅是想要了解，就已經是不合我身份的非分之想了…。,所以像恋爱什么的，说真的仅仅是想要了解，就已经是不合我身份的非分之想了…。,So even thinking about love was more than I deserved...,Perciò anche pensare all'amore era più di ciò che meritavo...,"Per questo motivo, il voler scoprire l'amore era in verità fin troppo per una del mio rango...",Bu yüzden aşk hakkında düşünmek bile hak ettiğimin ötesindeydi...
,"The Ushiromiya family conference was a customary event held every October, but relatives sometimes visited at other times. ...Of course, they didn't come just to drink tea. ","The Ushiromiya family conference was a customary event held every October, but relatives would occasionally visit at other times as well.{n}...Of course, they didn't come just to drink tea."," The Ushiromiya family family conference was a customary event held every October, but relatives sometimes visited at other times....Of course, they didn't come just to drink tea.",右代宮家の親族会議は毎年１０月に行なう恒例的なものだが、それ以外の時に親類たちが訪れることもあった。…もちろん、お茶を飲みに来るわけでもないのだが。,右代宮家の親族会議は毎年１０月に行なう恒例的なものだが、それ以外の時に親類たちが訪れることもあった。{n}…もちろん、お茶を飲みに来るわけでもないのだが。,"Собрание семьи Уширомия было обычным мероприятием, но случалось, родственники наносили визит на остров помимо собрания.{n}И, разумеется, приезжали они не просто чаю попить.","A conferência da família Ushiromiya era um evento costumeiro que acontecia todos os anos, em outubro, mas os parentes ocasionalmente vinham visitar em outras épocas do ano.{n}...Naturalmente, eles não vinham apenas para beber chá.","The Ushiromiya family conference was a customary event held every October, but relatives would occasionally visit at other times as well.{n}...Of course, they didn't come just to drink tea.",雖然右代宮家的親族會議按慣例在每年十月召開，但是，除此之外的時候也是會有親族到訪的。{n}…當然，他們可不是來喝茶的。,虽然右代宫家的亲族会议按惯例在每年十月召开，但是，除此之外的时候也是会有亲族到访的。{n}…当然，他们可不是来喝茶的。,"The Ushiromiya family conference was a customary event held every October, but relatives would occasionally visit at other times as well.{n}...Of course, they didn't come just to drink tea.","La conferenza di famiglia degli Ushiromiya era un evento abituale che si teneva ogni ottobre, ma a volte i parenti si incontravano in altre date. ... Ovviamente, non lo facevano solo per bere del tè.","La riunione della famiglia Ushiromiya era una ricorrenza che si teneva ogni ottobre, ma a volte i parenti si incontravano in altre date...{n}Ovviamente, non venivano allo scopo di bere del tè.","Ushiromiya aile konferansı her Ekim ayında düzenlenen geleneksel bir etkinlikti, ancak akrabalar ara sıra başka zamanlarda da ziyarete gelirlerdi.{n}...Tabii ki, sadece çay içmek için gelmiyorlardı."
,"On this day, Eva's family was visiting the Head Family on Rokkenjima. ","On this day, Eva's family had visited the head family on Rokkenjima."," On this day, Eva's family had visited the head family on Rokkenjima.",この日は、絵羽の一家が、六軒島の本家を訪れていた。,この日は、絵羽の一家が、六軒島の本家を訪れていた。,Однажды на Роккенджиму навестить главу семьи приехала Ева со своей семьёй.,"Neste dia, a família de Eva estava visitando o chefe da família em Rokkenjima.","On this day, Eva's family had visited the head family on Rokkenjima.",這一天，繪羽一家登門拜訪了六軒島本家。,这一天，绘羽一家登门拜访了六轩岛本家。,"On this day, Eva's family had visited the head family on Rokkenjima.","Quest'oggi, la famiglia di Eva si è recata a Rokkenjima per visitare il capo famiglia.","Quel giorno, era la famiglia di Eva a visitare la residenza familiare di Rokkenjima.",O gün Eva'nın ailesi Rokkenjima'daki baş aileyi ziyerete gelmişti.
,The three members of Krauss's family and the three members of Eva's family had gathered in the parlor and were having a friendly chat about recent events. ,"The three people from Krauss's family and the three people from Eva's family had gathered in the parlor, and were having a friendly chat as they updated everyone on their situations."," The three people from Krauss's family and the three people from Eva's family had gathered in the parlor, and were having a friendly chat as they reported the news.",客間には、蔵臼の一家３人と絵羽の一家３人が揃い、近況を報告しながら談笑しているところだった。,客間には、蔵臼の一家３人と絵羽の一家３人が揃い、近況を報告しながら談笑しているところだった。,"Трое человек из семьи Краусса и столько же человек из семьи Евы собрались в гостиной, дружески беседуя и обмениваясь новостями.","Os três membros da família de Krauss e os três membros da família de Eva tinham se reunido na sala de visitas, e estavam tendo uma conversa amigável enquanto eles se atualizavam a respeito da situação de todos.","The three people from Krauss's family and the three people from Eva's family had gathered in the parlor, and were having a friendly chat as they updated everyone on their situations.",客廳中，聚集著藏臼一家三人與繪羽一家三人，互聊著近況，談笑風生。,客厅中，聚集着藏臼一家三人与绘羽一家三人，互聊着近况，谈笑风生。,"The three people from Krauss's family and the three people from Eva's family had gathered in the parlor, and were having a friendly chat as they updated everyone on their situations.","La famiglia di Krauss e quella di Eva erano riunite nel salone, e discutevano amichevolmente sulle recenti novità.","I tre membri della famiglia di Klaus, e i tre di quella di Eva, si erano riuniti nel salotto, e chiacchieravano amichevolmente, informandosi sulle ultime novità.","Krauss'un ailesinden üç kişi ve Eva'nın ailesinden üç kişi salonda toplanmış, herkesin durumu hakkında konuşurken bir yandan da dostça sohbet ediyorlardı."
