Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Lion,"""......I think...I now understand just how much the woman called Beatrice influenced Grandfather's life.""","""...I think... I've learned just how much the woman called Beatrice influenced Grandfather's life."" ","""......I think... I've learned just how much the woman called Beatrice influenced Grandfather's life.""",「……お祖父さまにとって、……ベアトリーチェという女性が、どれほど人生の大部分を占めてきたか、わかった気がします。」,「……お祖父さまにとって、……ベアトリーチェという女性が、どれほど人生の大部分を占めてきたか、わかった気がします」,"""......Теперь... я знаю, как сильно Беатриче повлияла на жизнь дедушки.""","""......Eu acho...que agora entendo o quanto a mulher chamada Beatrice influenciou na vida do vovô.""","""......I think...I now understand just how much the woman called Beatrice influenced Grandfather's life.""",「……我感覺我明白，……對爺爺來說，那位叫貝阿朵莉切的女性，是有多麼地佔據了他大部分的人生了。」,「……我感觉我明白，……对爷爷来说，那位叫贝阿朵莉切的女性，是有多么地占据了他大部分的人生了。」,"""......I think...I now understand just how much the woman called Beatrice influenced Grandfather's life.""","""......I think...I now understand just how much the woman called Beatrice influenced Grandfather's life.""","""......I think...I now understand just how much the woman called Beatrice influenced Grandfather's life."""
Willard H. Wright,"""We haven't learned anything. ""Who killed {f:5:Beatrice}?"" That's what we've got to figure out, or we'll never be able to get out of here.""","""We haven't learned anything. ""Who killed {f:5:Beatrice}?"" Unless we figure that out, we'll never be able to get out of here."" ","""We haven't learned anything. 'Who killed Beatrice?' Unless we figure that out, we'll never be able to get out of here.""",「何もわかってなんかいねェ。“ベアトリーチェを誰が殺したか”。それがわからなきゃ、俺たちはいつまでもここから出られねェ。」,「何もわかってなんかいねェ。“ベアトリーチェを誰が殺したか”。それがわからなきゃ、俺たちはいつまでもここから出られねェ」,"""Мы ничего не узнали. 'Кто убил {f:5:Беатриче}?' Не узнав, мы никогда отсюда не выберемся.""","""Nós não aprendemos nada. ""Quem matou {f:5:Beatrice}?"" É isso o que devemos descobrir, caso contrário nós não seremos capazes de sair daqui.""","""We haven't learned anything. ""Who killed {f:5:Beatrice}?"" That's what we've got to figure out, or we'll never be able to get out of here.""",「啥都沒搞明白。“是誰殺死了貝阿朵莉切”。只要沒搞明白這個，我們就永遠都沒法從這出去。」,「啥都没搞明白。“是谁杀死了贝阿朵莉切”。只要没搞明白这个，我们就永远都没法从这出去。」,"""We haven't learned anything. ""Who killed {f:5:Beatrice}?"" That's what we've got to figure out, or we'll never be able to get out of here.""","""We haven't learned anything. ""Who killed {f:5:Beatrice}?"" That's what we've got to figure out, or we'll never be able to get out of here.""","""We haven't learned anything. ""Who killed {f:5:Beatrice}?"" That's what we've got to figure out, or we'll never be able to get out of here."""
Ushiromiya Lion,"""......You're right. We need to finish this quickly. The funeral is already over, after all.""","""...You're right. We need to finish this quickly. The funeral is already over, after all."" ","""......You're right. We need to finish this quickly. The funeral is already over, after all.""",「……そうでしたね。早く、終わらせなければ。葬儀はもう終わっているのですからね。」,「……そうでしたね。早く、終わらせなければ。葬儀はもう終わっているのですからね」,"""......Ты прав. Нужно скорее заканчивать. Ведь похороны уже закончились.""","""......Tem razão. Precisamos terminar isso logo. O funeral também já terminou.""","""......You're right. We need to finish this quickly. The funeral is already over, after all.""",「……是呢。得趕快給這事來個了結。畢竟，葬禮都已經結束了。」,「……是呢。得赶快给这事来个了结。毕竟，葬礼都已经结束了。」,"""......You're right. We need to finish this quickly. The funeral is already over, after all.""","""......You're right. We need to finish this quickly. The funeral is already over, after all.""","""......You're right. We need to finish this quickly. The funeral is already over, after all."""
Willard H. Wright,"""........................... You've got it all wrong. ......This {i:is}......the funeral.""","""...... You've got it all wrong. ...This is the funeral."" ","""............ You've got it all wrong. ......This is the funeral.""",「………………………。違ぇな。葬儀なんだ。……これがな。」,「………………………。違ぇな。葬儀なんだ。……これがな」,"""............ Нет. ......Это и есть... похороны.""","""........................... Você entendeu tudo errado. ......Este {i:é}......o funeral.""","""........................... You've got it all wrong. ......This {i:is}......the funeral.""",「………………………。錯了啊。這個，……才是葬禮。」,「………………………。错了啊。这个，……才是葬礼。」,"""........................... You've got it all wrong. ......This {i:is}......the funeral.""","""........................... You've got it all wrong. ......This {i:is}......the funeral.""","""........................... You've got it all wrong. ......This {i:is}......the funeral."""
Ushiromiya Lion,"""You mean, what she's making us do...?""","""You mean, what she's making us do...?"" ","""You mean, what she's making us do...?""",「私たちのさせられていることが、ですか…？」,「私たちのさせられていることが、ですか…？」,"""Ты про то, чем нас вынудили заниматься?..""","""Se refere ao que ela está nos obrigando a fazer...?""","""You mean, what she's making us do...?""",「你是指，魔女在讓我們做的這個…？」,「你是指，魔女在让我们做的这个…？」,"""You mean, what she's making us do...?""","""You mean, what she's making us do...?""","""You mean, what she's making us do...?"""
Willard H. Wright,"""None of the Beatrices we've heard about so far were {i:killed}. ......We need to change that. That's the real funeral, as far as {f:5:Bernkastel}'s concerned.""","""All of the Beatrices we've heard about so far weren't killed at all. ...We're trying to understand where the word ""killed"" factors in. That's the real funeral, as far as {f:5:Bernkastel}'s concerned."" ","""All of the Beatrices we've heard about so far weren't killed at all. ......We're trying to understand where the 'killed' factors in. That's the real funeral, as far as Bernkastel's concerned.""",「これまでに聞いたどのベアトリーチェも、殺されてなどいない。……それを、俺たちが“殺された”ことにしようとしている。ベルンカステルにとっては、これこそが本当の葬儀なんだ。」,「これまでに聞いたどのベアトリーチェも、殺されてなどいない。……それを、俺たちが“殺された”ことにしようとしている。ベルンカステルにとっては、これこそが本当の葬儀なんだ」,"""Все Беатриче, о которых мы слышали, не были {i:убиты}. ...Мы выясняем, что значит 'убита'. Для {f:5:Бернкастель} это настоящие похороны.""","""Nenhuma das Beatrices que ouvimos até aqui foi {i:morta}. ......Precisamos mudar isso. Para a {f:5:Bernkastel}, esse é o verdadeiro funeral.""","""None of the Beatrices we've heard about so far were {i:killed}. ......We need to change that. That's the real funeral, as far as {f:5:Bernkastel}'s concerned.""",「到此為止，我們所聽聞的任何一個貝阿朵莉切都不屬於被殺。……魔女是想要我們，來將她的死變成“被殺”。對貝倫卡斯泰露來說，這才是那真正的葬禮。」,「到此为止，我们所听闻的任何一个贝阿朵莉切都不属于被杀。……魔女是想要我们，来将她的死变成“被杀”。对贝伦卡斯泰露来说，这才是那真正的葬礼。」,"""None of the Beatrices we've heard about so far were {i:killed}. ......We need to change that. That's the real funeral, as far as {f:5:Bernkastel}'s concerned.""","""None of the Beatrices we've heard about so far were {i:killed}. ......We need to change that. That's the real funeral, as far as {f:5:Bernkastel}'s concerned.""","""None of the Beatrices we've heard about so far were {i:killed}. ......We need to change that. That's the real funeral, as far as {f:5:Bernkastel}'s concerned."""
Ushiromiya Lion,"""............No one knows about the ""killed"" factor. And that's the truth we're trying to expose?""","""......No one knows about her being ""killed"". And that's the truth we're trying to expose?"" ",""".........No one knows about the 'killed' factor. And that's the truth we're trying to expose?""",「…………誰も“殺された”ことを知らない。それを、私たちが暴こうとしている？」,「…………誰も“殺された”ことを知らない。それを、私たちが暴こうとしている？」,""".........О том, как она была 'убита', никто не знает. Вот какую правду мы раскрываем?""","""............Ninguém sabe sobre o fator ""morte"". E essa é a verdade que estamos tentando expor?""","""............No one knows about the ""killed"" factor. And that's the truth we're trying to expose?""",「…………誰都不知道貝阿朵莉切的“被殺”。她是在指使我們將此揭露？」,「…………谁都不知道贝阿朵莉切的“被杀”。她是在指使我们将此揭露？」,"""............No one knows about the ""killed"" factor. And that's the truth we're trying to expose?""","""............No one knows about the ""killed"" factor. And that's the truth we're trying to expose?""","""............No one knows about the ""killed"" factor. And that's the truth we're trying to expose?"""
Willard H. Wright,"""Hmm, ......you are perceptive. It hardly feels like I'm talking to a piece from the lower plane. It must be because you were given to me as my Watson. ............Ouch!""","""You're...pretty sharp, aren't you? It hardly feels like I'm talking to a piece from the lower plane. So, this is why I was given you as my Watson. ......Ouch!"" ","""Hmm, ......you are perceptive. It hardly feels like I'm talking to a piece from the lower plane. So, this is why I was given you as my Watson. .........Ouch!""",「お前、……つくづく察しがいいな。下層の駒と話してるとは思えん。俺のワトソン役として与えられた“駒”だから、か。…………痛ェ！」,「お前、……つくづく察しがいいな。下層の駒と話してるとは思えん。俺のワトソン役として与えられた“駒”だから、か。…………痛ェ！」,"""Хм...... какая проницательность. С трудом верится, что я разговариваю с простой фигурой. Должно быть, поэтому тебя назначили моим Ватсоном. .........Oй!""","""Olha, ......sua percepção é boa. É difícil dizer que estou realmente falando com uma peça de um plano inferior. Provavelmente porque você é a ""peça"" Watson que foi concedida a mim. ............Ai!""","""Hmm, ......you are perceptive. It hardly feels like I'm talking to a piece from the lower plane. It must be because you were given to me as my Watson. ............Ouch!""",「你的洞察力，……真是相當敏銳呢。都不覺得是在跟下層棋子說話了。這是因為，你是枚來給我當我的華生的“棋子”，麼？…………好痛！」,「你的洞察力，……真是相当敏锐呢。都不觉得是在跟下层棋子说话了。这是因为，你是枚来给我当我的华生的“棋子”，么？…………好痛！」,"""Hmm, ......you are perceptive. It hardly feels like I'm talking to a piece from the lower plane. It must be because you were given to me as my Watson. ............Ouch!""","""Hmm, ......you are perceptive. It hardly feels like I'm talking to a piece from the lower plane. It must be because you were given to me as my Watson. ............Ouch!""","""Hmm, ......you are perceptive. It hardly feels like I'm talking to a piece from the lower plane. It must be because you were given to me as my Watson. ............Ouch!"""
Ushiromiya Lion,"""Don't call your partner a piece. ......So, what next, Willard Holmes?""","""Don't call your partner a piece. ...So, what next, Willard Holmes?"" ","""Don't call your partner a piece. ......So, what next, Willard Holmes?""",「相棒を駒呼ばわりとは失礼な方です。……さ、次は何を？　ウィラード・ホームズ？」,「相棒を駒呼ばわりとは失礼な方です。……さ、次は何を？　ウィラード・ホームズ？」,"""Не называй своего партнёра фигурой. ......И, что дальше, Уиллард Холмс?""","""Se somos parceiros, então não me chame de peça. ......Então, e agora, Willard Holmes?""","""Don't call your partner a piece. ......So, what next, Willard Holmes?""",「把搭檔叫成棋子，您可真夠失禮的。……來，接下來要做什麼？威拉德·福爾摩斯？」,「把搭档叫成棋子，您可真够失礼的。……来，接下来要做什么？威拉德·福尔摩斯？」,"""Don't call your partner a piece. ......So, what next, Willard Holmes?""","""Don't call your partner a piece. ......So, what next, Willard Holmes?""","""Don't call your partner a piece. ......So, what next, Willard Holmes?"""
Willard H. Wright,"""The basis of investigation is asking questions. There's still a {f:5:Beatrice} we need to ask about.""","""Step one of holding an investigation is questioning witnesses, of course. There's still a {f:5:Beatrice} we need to ask about."" ","""Questioning witnesses forms the basis of an investigation. There's still a Beatrice we need to ask about.""",「捜査の基本は聞き込みだろ。まだ、聞くべきベアトリーチェは残っている。」,「捜査の基本は聞き込みだろ。まだ、聞くべきベアトリーチェは残っている」,"""Основа расследования — допрос свидетелей. Ещё есть {f:5:Беатриче}, о которой нужно расспросить.""","""A base da investigação é o interrogatório. Ainda precisamos perguntar sobre uma {f:5:Beatrice}.""","""The basis of investigation is asking questions. There's still a {f:5:Beatrice} we need to ask about.""",「探案的基本，就是詢問口供吧？還存在著應當去問個清楚的，別的貝阿朵莉切。」,「探案的基本，就是询问口供吧？还存在着应当去问个清楚的，别的贝阿朵莉切。」,"""The basis of investigation is asking questions. There's still a {f:5:Beatrice} we need to ask about.""","""The basis of investigation is asking questions. There's still a {f:5:Beatrice} we need to ask about.""","""The basis of investigation is asking questions. There's still a {f:5:Beatrice} we need to ask about."""
,"To indicate who they should talk to next, Will nodded in the direction of George, Jessica, and Maria.","To indicate whom they should talk to next, Will nodded in the direction of George, Jessica, and Maria. ","To indicate who they should talk to next, Will nodded in the direction of George, Jessica, and Maria.",ウィルが、次は彼らに話を聞こうと、顎で示す先には、譲治、朱志香、真里亞たちのいとこグループがいた。,ウィルが、次は彼らに話を聞こうと、顎で示す先には、譲治、朱志香、真里亞たちのいとこグループがいた。,"Указывая на тех, с кем им стоит поговорить дальше, Уилл кивнул в сторону Джорджа, Джессики и Марии.","Para indicar com quem eles deveriam falar a seguir, Will apontou com a cabeça na direção de George, Jessica e Maria.","To indicate who they should talk to next, Will nodded in the direction of George, Jessica, and Maria.",在威爾揚了揚下巴，以示“接下來去問問他們”的那個方向，聚集著讓治、朱志香、真里亞的堂兄妹小團體。,在威尔扬了扬下巴，以示“接下来去问问他们”的那个方向，聚集着让治、朱志香、真里亚的堂兄妹小团体。,"To indicate who they should talk to next, Will nodded in the direction of George, Jessica, and Maria.","To indicate who they should talk to next, Will nodded in the direction of George, Jessica, and Maria.","To indicate who they should talk to next, Will nodded in the direction of George, Jessica, and Maria."
,Maria seemed to be lecturing the others about something.,Maria seemed to be lecturing the others about something. , Maria seemed to be lecturing the others about something.,真里亞が元気に何かを講釈していて、それに譲治たちが耳を傾けているようだった。,真里亞が元気に何かを講釈していて、それに譲治たちが耳を傾けているようだった。,Мария о чём‐то рассказывала остальным.,Maria parecia estar dando uma aula a eles sobre alguma coisa.,Maria seemed to be lecturing the others about something.,真里亞好像正精神十足地講解著什麼，而讓治等人則似乎是在側耳傾聽。,真里亚好像正精神十足地讲解着什么，而让治等人则似乎是在侧耳倾听。,Maria seemed to be lecturing the others about something.,Maria seemed to be lecturing the others about something.,Maria seemed to be lecturing the others about something.
Ushiromiya George,"""Wow. {f:5:Beatrice} sounds pretty incredible.""","""Wow. {f:5:Beatrice} sounds pretty incredible."" ","""Wow. Beatrice sounds pretty incredible.""",「へぇ。すごいんだねぇ、ベアトリーチェは。」,「へぇ。すごいんだねぇ、ベアトリーチェは」,"""Ого. {f:5:Беатриче} удивительна.""","""Incrível. A {f:5:Beatrice} parece mesmo incrível.""","""Wow. {f:5:Beatrice} sounds pretty incredible.""",「是嘛？好厲害呢，貝阿朵莉切。」,「是嘛？好厉害呢，贝阿朵莉切。」,"""Wow. {f:5:Beatrice} sounds pretty incredible.""","""Wow. {f:5:Beatrice} sounds pretty incredible.""","""Wow. {f:5:Beatrice} sounds pretty incredible."""
Ushiromiya Maria,"""Yeah! And then, inside the upside‐down cup, she made tons of candies appear out of nowhere!""","""Yeah! And then, inside an upside-down cup, she made tons of candies appear out of nowhere!"" ","""Yeah! And then, inside the upside-down cup, she made tons of candies appear out of nowhere!""",「うん！　伏せたカップの中にね？！　魔法で、キャンディーをいっぱい生み出してくれたの！」,「うん！　伏せたカップの中にね？！　魔法で、キャンディをいっぱい生み出してくれたの！」,"""Ага! А потом она сделала так, что внутри перевёрнутой чашки из ниоткуда появилось много конфет!""","""Sim! E aí, dentro da xícara virada, ela fez surgir um monte de balas!""","""Yeah! And then, inside the upside‐down cup, she made tons of candies appear out of nowhere!""",「嗯！在蓋著的杯子中呀？！以魔法，變出了好多好多的糖果！」,「嗯！在盖着的杯子中呀？！以魔法，变出了好多好多的糖果！」,"""Yeah! And then, inside the upside‐down cup, she made tons of candies appear out of nowhere!""","""Yeah! And then, inside the upside‐down cup, she made tons of candies appear out of nowhere!""","""Yeah! And then, inside the upside‐down cup, she made tons of candies appear out of nowhere!"""
Ushiromiya Jessica,"""Inside the overturned cup? That's wild. Sounds like magic to me.""","""Inside the overturned cup? Amazing. Sounds like magic to me."" ","""Inside the overturned cup? Incredible. Sounds like magic to me.""",「伏せたカップの中に？　そりゃすげぇぜ。確かに魔法だ。」,「伏せたカップの中に？　そりゃすげぇぜ。確かに魔法だ」,"""Внутри перевёрнутой чашки? Вот это да. Настоящая магия.""","""De uma xícara virada? Que loucura. Deve ser mesmo magia.""","""Inside the overturned cup? That's wild. Sounds like magic to me.""",「在蓋著的杯子裡，變出來的？那倒是厲害嘞。的確是魔法。」,「在盖着的杯子里，变出来的？那倒是厉害嘞。的确是魔法。」,"""Inside the overturned cup? That's wild. Sounds like magic to me.""","""Inside the overturned cup? That's wild. Sounds like magic to me.""","""Inside the overturned cup? That's wild. Sounds like magic to me."""
Ushiromiya Lion,"""......Maria‐chan really does love witches and magic.""","""...Maria-chan really does love witches and magic."" ","""......Maria-chan really does love witches and magic.""",「……真里亞ちゃんは、魔女とか魔法とか、そういうものが大好きですから。」,「……真里亞ちゃんは、魔女とか魔法とか、そういうものが大好きですから」,"""......Мария очень любит ведьм и магию.""","""......A Maria‐chan ama mesmo bruxas e magia.""","""......Maria‐chan really does love witches and magic.""",「……小真里亞最喜歡魔女、魔法這類事物了。」,「……小真里亚最喜欢魔女、魔法这类事物了。」,"""......Maria‐chan really does love witches and magic.""","""......Maria‐chan really does love witches and magic.""","""......Maria‐chan really does love witches and magic."""
Willard H. Wright,"""Can't pass up the chance to talk to the authority on witches, can we?""","""We could hardly avoid consulting our local authority on witches."" ","""Can't avoid asking the authority on witches, can we?""",「魔女の権威に、話を聞かないわけには、いかねぇな。」,「魔女の権威に、話を聞かないわけには、いかねぇな」,"""Нельзя же не расспросить эксперта по ведьмам?""","""Não podemos deixar de conversar com a autoridade em bruxas, podemos?""","""Can't pass up the chance to talk to the authority on witches, can we?""",「不去聽聽魔女權威的話，可不行呢。」,「不去听听魔女权威的话，可不行呢。」,"""Can't pass up the chance to talk to the authority on witches, can we?""","""Can't pass up the chance to talk to the authority on witches, can we?""","""Can't pass up the chance to talk to the authority on witches, can we?"""
,"If looking for someone to ask about {f:5:Beatrice}, Maria would rise to the top of the list.","When looking for someone to ask about {f:5:Beatrice}, Maria rose to the top of the list. ","If looking for someone to ask about Beatrice, Maria rose to the top of the list.",ベアトリーチェを語れと言えば、真っ先に挙手するのが彼女だろう。,ベアトリーチェを語れと言えば、真っ先に挙手するのが彼女だろう。,"В списке тех, у кого можно спросить о {f:5:Беатриче}, Мария была на вершине.","Se está procurando alguém para conversar sobre {f:5:Beatrice}, a Maria deveria ser a primeira da lista.","If looking for someone to ask about {f:5:Beatrice}, Maria would rise to the top of the list.",只要說了“來講講貝阿朵莉切”，第一個舉手的，就一定是她吧？,只要说了“来讲讲贝阿朵莉切”，第一个举手的，就一定是她吧？,"If looking for someone to ask about {f:5:Beatrice}, Maria would rise to the top of the list.","If looking for someone to ask about {f:5:Beatrice}, Maria would rise to the top of the list.","If looking for someone to ask about {f:5:Beatrice}, Maria would rise to the top of the list."
,The {f:5:Beatrice} she spoke of wasn't the real Beatrice spoken of by Kinzo and the others.,"The {f:5:Beatrice} she spoke of wasn't the real Beatrice, the one Kinzo and the others had talked about. "," The Beatrice she spoke of wasn't the real Beatrice, whom Kinzo and the others had talked about.",彼女の語るベアトリーチェは、金蔵たちの語る、本当のベアトリーチェのことではない。,彼女の語るベアトリーチェは、金蔵たちの語る、本当のベアトリーチェのことではない。,"{f:5:Беатриче}, о которой говорит она, не настоящая Беатриче, про которую говорили Кинзо и другие.","A {f:5:Beatrice} que ela falava não era a verdadeira Beatrice, comentada por Kinzo e os demais parentes.",The {f:5:Beatrice} she spoke of wasn't the real Beatrice spoken of by Kinzo and the others.,她口中的貝阿朵莉切，不是金藏等人口中的，真正的貝阿朵莉切。,她口中的贝阿朵莉切，不是金藏等人口中的，真正的贝阿朵莉切。,The {f:5:Beatrice} she spoke of wasn't the real Beatrice spoken of by Kinzo and the others.,The {f:5:Beatrice} she spoke of wasn't the real Beatrice spoken of by Kinzo and the others.,The {f:5:Beatrice} she spoke of wasn't the real Beatrice spoken of by Kinzo and the others.
