Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,......Was it someone's alarm clock?,...Was it someone's alarm clock? ,......Was it someone's alarm clock? *beep*beep*,……誰かの目覚まし時計だろうか。,……誰かの目覚まし時計だろうか。,......Чей‐то будильник?,......Seria o despertador de alguém?,......Was it someone's alarm clock?,……是誰的鬧鐘的聲音嗎？,……是谁的闹钟的声音吗？,......Was it someone's alarm clock?,......Was it someone's alarm clock?,......Was it someone's alarm clock?
, A repetitive electronic beeping noise filled the room......,An electronic tone repeatedly rang out through the room... ,An electronic tone repeatedly rang out through the room......,ピピッピピッという、単調な電子音の繰り返しが部屋を満たす……。,ピピッピピッという、単調な電子音の繰り返しが部屋を満たす……。,*бип*бип*. В комнате неоднократно раздавался электронный звон......, Um repetitivo apito eletrônico preencheu o quarto......, A repetitive electronic beeping noise filled the room......,嘀嘀，嘀嘀，反覆響起的單調的電子音注滿了房間……。,嘀嘀，嘀嘀，反复响起的单调的电子音注满了房间……。, A repetitive electronic beeping noise filled the room......, A repetitive electronic beeping noise filled the room......, A repetitive electronic beeping noise filled the room......
,"Battler, who had gone to bed late and hadn't had anywhere near enough sleep yet, covered his head in his blanket and waited for someone to turn off the alarm.","Battler, who had gone to bed late and not managed to get enough sleep, covered his head in his blanket and waited for someone to turn off the alarm. "," Battler, who had gone to bed late and not managed to get enough sleep, covered his head in his blanket and waited for someone to turn off the alarm.",寝た時間が遅く、まだまだ寝足りない戦人は、毛布を頭まで被り、目覚ましを誰かが止めてくれるのを待った。,寝た時間が遅く、まだまだ寝足りない戦人は、毛布を頭まで被り、目覚ましを誰かが止めてくれるのを待った。,"Баттлер, который поздно лёг спать и не выспался, накрыл голову одеялом и ждал, пока кто‐нибудь выключит сигнал.","Battler, que havia ido para cama tarde, e claramente não havia dormido o suficiente, cobriu sua cabeça com o cobertor e esperou que alguém desligasse o alarme.","Battler, who had gone to bed late and hadn't had anywhere near enough sleep yet, covered his head in his blanket and waited for someone to turn off the alarm.",很晚睡下，還遠遠沒睡夠的戰人拉起毛毯，捂住了頭，等著別人來關鬧鐘。,很晚睡下，还远远没睡够的战人拉起毛毯，捂住了头，等着别人来关闹钟。,"Battler, who had gone to bed late and hadn't had anywhere near enough sleep yet, covered his head in his blanket and waited for someone to turn off the alarm.","Battler, who had gone to bed late and hadn't had anywhere near enough sleep yet, covered his head in his blanket and waited for someone to turn off the alarm.","Battler, who had gone to bed late and hadn't had anywhere near enough sleep yet, covered his head in his blanket and waited for someone to turn off the alarm."
,"......But no matter how much time passed, the beeping didn't stop.","...But no matter how much time passed, the electronic tone didn't stop. ","......But no matter how much time passed, the electronic tone didn't stop.",……しかし、いつまで経っても、電子音は鳴り止まない。,……しかし、いつまで経っても、電子音は鳴り止まない。,"......Однако, сколько бы времени ни проходило, электронный звон не прекращался.","......Mas não importou quanto tempo passasse, o bipe não parava.","......But no matter how much time passed, the beeping didn't stop.",……可是，不管等多久，電子聲就是響個不停。,……可是，不管等多久，电子声就是响个不停。,"......But no matter how much time passed, the beeping didn't stop.","......But no matter how much time passed, the beeping didn't stop.","......But no matter how much time passed, the beeping didn't stop."
,.........I see.,......I see. ,.........I see.,………なるほど。,………なるほど。,.........Понятно.,.........Entendi.,.........I see.,………原來如此。,………原来如此。,.........I see.,.........I see.,.........I see.
,"The point of an alarm clock isn't just to be loud enough to wake you, but to be annoying enough to keep you from wanting to fall back asleep.","The point of an alarm clock isn't just to be loud enough to wake you, but to be annoying enough to keep you from wanting to fall back asleep. "," The point of an alarm clock isn't just to be loud enough to wake you, but to be annoying enough to keep you from wanting to fall back asleep.",目覚まし時計に求められる機能は、眠りを覚ます大音量ではなく、寝ている気をなくさせる、イラツキってわけだ。,目覚まし時計に求められる機能は、眠りを覚ます大音量ではなく、寝ている気をなくさせる、イラツキってわけだ。,"Звонок будильника должен быть не только достаточно громким, чтобы разбудить, но и достаточно раздражающим, чтобы отбить желание уснуть.","O alarme não era alto o suficiente para acordá‐lo, mas alto o bastante para impedi‐lo de voltar aos seus sonhos.","The point of an alarm clock isn't just to be loud enough to wake you, but to be annoying enough to keep you from wanting to fall back asleep.",鬧鐘需要具有的機能，並不是吵醒人的大音量，而是讓人睡不下去的煩人勁。,闹钟需要具有的机能，并不是吵醒人的大音量，而是让人睡不下去的烦人劲。,"The point of an alarm clock isn't just to be loud enough to wake you, but to be annoying enough to keep you from wanting to fall back asleep.","The point of an alarm clock isn't just to be loud enough to wake you, but to be annoying enough to keep you from wanting to fall back asleep.","The point of an alarm clock isn't just to be loud enough to wake you, but to be annoying enough to keep you from wanting to fall back asleep."
,Heyyyy... Guuyys... The alarm's going off. Make it stop please......,"Heeey, ...the alarm's going off. Make it stop please... "," Heeey..., the alarm's going off. Make it stop please......",おぉい…、目覚まし鳴ってるぜ。止めてくれよ……。,おぉい…、目覚まし鳴ってるぜ。止めてくれよ……。,Э‐э‐эй... будильник звонит. Вырубите его кто‐нибудь......,Eiiii... Pessoallll... O despertador tá tocando. Façam ele parar......,Heyyyy... Guuyys... The alarm's going off. Make it stop please......,喂——…，鬧鐘在響啊。去關了它吧……。,喂——…，闹钟在响啊。去关了它吧……。,Heyyyy... Guuyys... The alarm's going off. Make it stop please......,Heyyyy... Guuyys... The alarm's going off. Make it stop please......,Heyyyy... Guuyys... The alarm's going off. Make it stop please......
,Why do we always sound so annoyed when first waking up?,Why do waking-up voices always get this annoyed? , Why do waking-up voices always get this annoyed?,寝起きの声ってのは、どうしてこう不機嫌になっちまうんだろうな。,寝起きの声ってのは、どうしてこう不機嫌になっちまうんだろうな。,И почему эти будящие звуки всегда такие раздражающие?,Por que tendemos a soar tão irritantes assim que acordamos?,Why do we always sound so annoyed when first waking up?,鬧鈴的聲音，為什麼會這麼令人不快呢？,闹铃的声音，为什么会这么令人不快呢？,Why do we always sound so annoyed when first waking up?,Why do we always sound so annoyed when first waking up?,Why do we always sound so annoyed when first waking up?
,"......Well, it does makes sense. After all, we're still sleepy and in a bad mood.","...Well, it does makes sense. After all, people are still sleepy and in a bad mood. ","......Well, it does makes sense. After all, people are still sleepy and in a bad mood.",……そりゃそうだ。だってまだ眠くて不機嫌なんだから。,……そりゃそうだ。だってまだ眠くて不機嫌なんだから。,......Хотя в этом есть смысл. Ведь люди всё ещё сонные и в плохом настроении.,"......Bem, isso faz sentido. Afinal, ainda estamos sonolentos e mal‐humorados.","......Well, it does makes sense. After all, we're still sleepy and in a bad mood.",……倒也是吧。畢竟人還想睡啊，所以是會不高興的。,……倒也是吧。毕竟人还想睡啊，所以是会不高兴的。,"......Well, it does makes sense. After all, we're still sleepy and in a bad mood.","......Well, it does makes sense. After all, we're still sleepy and in a bad mood.","......Well, it does makes sense. After all, we're still sleepy and in a bad mood."
,"However, there was absolutely no sign that my annoyed voice had caused anyone to turn over in their sleep, much less crawl out of bed to stop the alarm.","However, there was absolutely no sign that my annoyed voice had caused anyone to turn over in their sleep... or crawl out of bed to stop the alarm. "," However, there was absolutely no sign that my annoyed voice had caused anyone to turn over in their sleep or crawl out of bed to stop the alarm.",しかし、俺の不機嫌ボイスに誰かが寝返りをうち、もぞもぞと這い出して目覚ましを止めてくれる気配はまったくなかった。,しかし、俺の不機嫌ボイスに誰かが寝返りをうち、もぞもぞと這い出して目覚ましを止めてくれる気配はまったくなかった。,"Однако мой раздражённый голос так и не заставил никого перевернуться во сне или встать с кровати, чтобы выключить сигнал.","Porém, não teve absolutamente nenhum sinal de que minha voz tivesse incomodado alguém para tirá‐lo do seu sono, muito menos para sair se arrastando da cama para desligar o alarme.","However, there was absolutely no sign that my annoyed voice had caused anyone to turn over in their sleep, much less crawl out of bed to stop the alarm.",可惜，絲毫沒有，會有誰隨我那不快的喊聲翻個身，慢吞吞地爬出被窩關掉鬧鐘的跡象。,可惜，丝毫没有，会有谁随我那不快的喊声翻个身，慢吞吞地爬出被窝关掉闹钟的迹象。,"However, there was absolutely no sign that my annoyed voice had caused anyone to turn over in their sleep, much less crawl out of bed to stop the alarm.","However, there was absolutely no sign that my annoyed voice had caused anyone to turn over in their sleep, much less crawl out of bed to stop the alarm.","However, there was absolutely no sign that my annoyed voice had caused anyone to turn over in their sleep, much less crawl out of bed to stop the alarm."
