Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ronove,"""Good morning, Milady. My, my, you do appear to be in a good mood. What a pleasant awakening you seem to have had."" ","""Good morning, Milady. My, my, you do appear to be in a good mood. What a pleasant awakening you seem to have had.""","""Good morning, Milady. My, my, you do appear to be in a good mood. What a pleasant awakening you seem to have had."" ",「おはようございます、お嬢様。これはこれは、上機嫌なご様子。快適なお目覚めのようですな。」,「おはようございます、お嬢様。これはこれは、上機嫌なご様子。快適なお目覚めのようですな」,"""Доброе утро, миледи. Вай‐вай, кажется, вы в хорошем настроении. Видимо, у вас было приятное пробуждение.""","""Bom dia, ojou‐sama. Ora, ora, você aparenta estar de bom humor. Parece ter tido um agradável despertar.""","""Good morning, Milady. My, my, you do appear to be in a good mood. What a pleasant awakening you seem to have had.""",「早上好，小姐。哎呀哎呀，瞧您這副高興樣。看來您醒得很是舒適呢。」,「早上好，小姐。哎呀哎呀，瞧您这副高兴样。看来您醒得很是舒适呢。」,"""Good morning, Milady. My, my, you do appear to be in a good mood. What a pleasant awakening you seem to have had.""","""Buongiorno, Milady. Santo cielo, sembra proprio di buon umore. Che bel risveglio che deve aver avuto.""","""Good morning, Milady. My, my, you do appear to be in a good mood. What a pleasant awakening you seem to have had.""","""Good morning, Milady. My, my, you do appear to be in a good mood. What a pleasant awakening you seem to have had."""
{f:5:Beatrice},"""What do you mean, pleasant awakening...?! I was so excited, I couldn't sleep a wink. After all, the curtain is rising on the fun, fun fourth game...!"" ","""‘Pleasant awakening’...! I was so excited, I couldn't sleep a wink. After all, the curtain is rising on the oh‐so‐fun fourth game...!""","""What do you mean, pleasant awakening...?! I was so excited, I couldn't sleep a wink. After all, the curtain is rising on the fun, fun fourth game...!"" ",「快適な目覚めどころか…！　ワクワクして一睡も出来なかったぞ。何しろ、楽しい楽しい第４のゲームの幕開けだからな…！」,「快適な目覚めどころか…！　ワクワクして一睡も出来なかったぞ。何しろ、楽しい楽しい第４のゲームの幕開けだからな…！」,"""Что ты имеешь в виду под 'приятным пробуждением'!.. Я была так взволнована, что не смогла глаз сомкнуть. В конце концов, занавес поднимается для весёлой‐превесёлой четвёртой игры!..""","""‘Agradável despertar’...! Eu estava tão empolgada que não consegui dormir nada. Afinal, as cortinas do nosso superdivertido quarto jogo estão para subir...!""","""‘Pleasant awakening’...! I was so excited, I couldn't sleep a wink. After all, the curtain is rising on the oh‐so‐fun fourth game...!""",「哪是醒得很舒服呀…！妾身可是興奮得一點都沒睡著哦。畢竟，好開心好開心的第四盤遊戲就要開幕了啊…！」,「哪是醒得很舒服呀…！妾身可是兴奋得一点都没睡着哦。毕竟，好开心好开心的第四盘游戏就要开幕了啊…！」,"""‘Pleasant awakening’...! I was so excited, I couldn't sleep a wink. After all, the curtain is rising on the oh‐so‐fun fourth game...!""","""Un bel risveglio? Ma cosa dici...! Ero così elettrizzata che non ho potuto chiudere occhio. Dopotutto, si sta per alzare il sipario sul quarto, divertentissimo gioco...!""","""‘Pleasant awakening’...! I was so excited, I couldn't sleep a wink. After all, the curtain is rising on the oh‐so‐fun fourth game...!""","""‘Pleasant awakening’...! I was so excited, I couldn't sleep a wink. After all, the curtain is rising on the oh‐so‐fun fourth game...!"""
,It seemed that she truly had been so excited that she hadn't gotten any sleep. ,It seemed that she truly had been so excited that she hadn't gotten any sleep.,It seemed that she truly had been so excited that she hadn't gotten any sleep. ,興奮して一睡も出来なかったのは、どうやら本当らしい。,興奮して一睡も出来なかったのは、どうやら本当らしい。,"Казалось, она и правда была настолько возбуждена, что совсем не спала.",Parece que ela estava realmente tão empolgada que sequer conseguiu pegar no sono.,It seemed that she truly had been so excited that she hadn't gotten any sleep.,興奮得一點沒睡著，看來是句大實話。,兴奋得一点没睡着，看来是句大实话。,It seemed that she truly had been so excited that she hadn't gotten any sleep.,A vederla sembrava che fosse stata effettivamente tanto entusiasta da non essere riuscita affatto a dormire.,It seemed that she truly had been so excited that she hadn't gotten any sleep.,It seemed that she truly had been so excited that she hadn't gotten any sleep.
,"Did she show absolutely no signs of lacking sleep because she was young, or because she had the mind of a little kid? ","And yet she showed absolutely no signs of tiredness; was that due to her youth, or her low mental age?","Did she show absolutely no signs of lacking sleep because she was young, or because she had the mind of a little kid? ",にもかかわらず寝不足そうな様子もないのは、若さゆえにか、精神年齢が幼いゆえにか。,にもかかわらず寝不足そうな様子もないのは、若さゆえにか、精神年齢が幼いゆえにか。,"Заключался ли факт абсолютного отсутствия у неё признаков нехватки сна в том, что она молода, или же её мысленный возраст был юн?","E mesmo assim, ela não demonstra absolutamente nenhum sinal de cansaço; seria devido a sua juventude, ou talvez sua idade mental?","And yet she showed absolutely no signs of tiredness; was that due to her youth, or her low mental age?",儘管如此，貝阿朵卻還是沒有一點點睡眠不足的跡象，是由於年輕呢，還是因為精神年齡比較幼小呢？,尽管如此，贝阿朵却还是没有一点点睡眠不足的迹象，是由于年轻呢，还是因为精神年龄比较幼小呢？,"And yet she showed absolutely no signs of tiredness; was that due to her youth, or her low mental age?","Il fatto che non mostrasse alcun segno di aver passato la notte in bianco era dovuto alla sua giovinezza, oppure al fatto che era la sua età mentale ad essere giovane?","And yet she showed absolutely no signs of tiredness; was that due to her youth, or her low mental age?","And yet she showed absolutely no signs of tiredness; was that due to her youth, or her low mental age?"
,"Ronove chose not to say that aloud, and laughed ""pu ku ku"" instead. ","Ronove chose not to say that aloud, and laughed with a {nobreak:""pu ku ku""} instead.","Ronove chose not to say that aloud, and laughed ""pu ku ku"" instead. ",ロノウェはそれを口には出さず、かわりに、ぷっくっくと笑う。,ロノウェはそれを口には出さず、かわりに、ぷっくっくと笑う。,"Ронове предпочёл не говорить это вслух и вместо этого засмеялся ""пу‐ку‐ку"".","Ronove optou por não dizer isto em voz alta, e apenas riu com seu costumeiro {nobreak:""pu ku ku""}.","Ronove chose not to say that aloud, and laughed with a {nobreak:""pu ku ku""} instead.",羅諾威沒把這話說出口，取而代之的是“嗯哼哼”的一笑。,罗诺威没把这话说出口，取而代之的是“嗯哼哼”的一笑。,"Ronove chose not to say that aloud, and laughed with a {nobreak:""pu ku ku""} instead.","Ronove decise di non porre quella domanda ad alta voce, e rise, ‘pu ku ku’, invece.","Ronove chose not to say that aloud, and laughed with a {nobreak:""pu ku ku""} instead.","Ronove chose not to say that aloud, and laughed with a {nobreak:""pu ku ku""} instead."
{f:5:Beatrice},"""I really ran that Battler into the ground last time! Ah, the look on his face when he was like ""You tricked me""! That was so patheeetic! Even so, is that guy still feeling down?"" ","""I really ran that Battler into the ground last time! Ah, that look of ""you tricked meee"" all over his face! He looked so pathetic! In any case, I do hope he's not still feeling down?""","""I really ran that Battler into the ground last time! Ah, the look on his face when he was like ""You tricked me""! That was so patheeetic! Even so, is that guy still feeling down?"" ",「前回は戦人のヤツを徹底的にケチョンケチョンにしてやった！　あの、まんまとダマサレターという、戦人の顔！　実にザマぁなかったぞ！それにしてもあやつめ、まだヘコんでるのではあるまいなぁ？」,「前回は戦人のヤツを徹底的にケチョンケチョンにしてやった！　あの、まんまとダマサレターという、戦人の顔！　実にザマぁなかったぞ！　それにしてもあやつめ、まだヘコんでるのではあるまいなぁ？」,"""В последний раз я действительно вбила этого Баттлера в землю! Ах, этот взгляд на его лице, когда в нём отразилось 'ты обманула меня'! Ж‐ж‐жалкое зрелище! Надеюсь, он не впал в уныние?""","""Eu realmente acabei com todo criticismo do Battler da última vez! Ah, aquele olhar de ""você me enganooou"" na cara dele! Ele pareceu tão patético!{n}De qualquer forma, espero que ele não esteja se sentindo deprimido?""","""I really ran that Battler into the ground last time! Ah, that look of ""you tricked meee"" all over his face! He looked so pathetic! In any case, I do hope he's not still feeling down?""",「上盤是把戰人徹底打了個落花流水啊！那張完全上當了的戰人的臉！實在是洋相百出！話說回來，那傢伙總不會還在沮喪吧？」,「上盘是把战人彻底打了个落花流水啊！那张完全上当了的战人的脸！实在是洋相百出！话说回来，那家伙总不会还在沮丧吧？」,"""I really ran that Battler into the ground last time! Ah, that look of ""you tricked meee"" all over his face! He looked so pathetic! In any case, I do hope he's not still feeling down?""","""L'ho proprio schiacciato a terra, quel Battler, l'ultima volta! Ah, l'espressione sul suo viso quando ha detto ‘mi hai ingannato’! È stata così patetica! Ad ogni modo, si sente ancora giù, lui?""","""I really ran that Battler into the ground last time! Ah, that look of ""you tricked meee"" all over his face! He looked so pathetic! In any case, I do hope he's not still feeling down?""","""I really ran that Battler into the ground last time! Ah, that look of ""you tricked meee"" all over his face! He looked so pathetic! In any case, I do hope he's not still feeling down?"""
Ronove,"""Feeling down, you say...?"" ","""Feeling down, you say...?""","""Feeling down, you say...?"" ",「ヘコんでいる、と申しますと…？」,「ヘコんでいる、と申しますと…？」,"""'В уныние', говорите?..""","""Deprimido...?""","""Feeling down, you say...?""",「您這“沮喪”是指…？」,「您这“沮丧”是指…？」,"""Feeling down, you say...?""","""Vuole sapere, se è ancora giù...?""","""Feeling down, you say...?""","""Feeling down, you say...?"""
{f:5:Beatrice},"""Hmm, well, that's right. ...That man's a bit too trusting for his age, isn't he?"" ","""Mm, well, how to put it. ...You know how he is a bit too sincere for his age?""","""Hmm, well, that's right. ...That man's a bit too trusting for his age, isn't he?"" ",「ん、まぁ、そのだな。…あやつめ、いい年してちょっと素直過ぎるトコとかあるだろう？」,「ん、まぁ、そのだな。…あやつめ、いい年してちょっと素直過ぎるトコとかあるだろう？」,"""Хм, ну, как сказать. ...Этот человек слишком доверчив для своего возраста, верно?""","""Mm, bem, como posso dizer... ...Você sabe como ele é um pouco sincero demais para a idade dele?""","""Mm, well, how to put it. ...You know how he is a bit too sincere for his age?""",「嗯，就是，那個嘛。…那傢伙，儘管年紀不小了，人卻有點過於純真了吧？」,「嗯，就是，那个嘛。…那家伙，尽管年纪不小了，人却有点过于纯真了吧？」,"""Mm, well, how to put it. ...You know how he is a bit too sincere for his age?""","""Hm, beh, sì. ... Quel tipo si fida un po' troppo facilmente per la sua età, non trovi?""","""Mm, well, how to put it. ...You know how he is a bit too sincere for his age?""","""Mm, well, how to put it. ...You know how he is a bit too sincere for his age?"""
Ronove,"""Indeed. Although you could call that his charm. Pu ku ku..."" ","""Indeed I do. Although one could call that his charm. Pu ku ku...""","""Indeed. Although you could call that his charm. Pu ku ku..."" ",「ございますな。そこが魅力とも申しますが。ぷっくっく…。」,「ございますな。そこが魅力とも申しますが。ぷっくっく…」,"""Согласен. Хотя вы можете назвать это его обаянием. Пу‐ку‐ку...""","""Decerto que sim. Embora eu possa chamar isto de charme. Pu ku ku...""","""Indeed I do. Although one could call that his charm. Pu ku ku...""",「您所言甚是。這點倒也可以稱作極具魅力呢。嗯哼哼…」,「您所言甚是。这点倒也可以称作极具魅力呢。嗯哼哼…」,"""Indeed I do. Although one could call that his charm. Pu ku ku...""","""Assolutamente. Anche se si può dire che sia quello il suo fascino. Pu ku ku...""","""Indeed I do. Although one could call that his charm. Pu ku ku...""","""Indeed I do. Although one could call that his charm. Pu ku ku..."""
{f:5:Beatrice},"""*cackle*cackle*cackle*! Ain't it the truth, ain't it the truth? Well, speaking of which. Didn't he totally fall for that one last time?"" ","""*cackle*cackle*cackle*! You could, you certainly could! Well, speaking of that. You know how he completely fell for the thing I pulled the last time?""","""*cackle*cackle*cackle*! Ain't it the truth, ain't it the truth? Well, speaking of which. Didn't he totally fall for that one last time?"" ",「くっくくくくく！　そうであろう、そうであろう？まぁ、それでだ。前回のアレ、あやつめ、コロっと引っ掛かってくれたであろう？」,「くっくくくくく！　そうであろう、そうであろう？　まぁ、それでだ。前回のアレ、あやつめ、コロっと引っ掛かってくれたであろう？」,"""*хи‐хи*хи‐хи*хи‐хи*! Не правда ли, не правда ли? Что ж, раз уж речь зашла об этом, разве он не оказался полностью облапошен этим в тот прошлый раз?""","""*gargalhada*gargalhada*gargalhada*! Pode, é claro que pode! Bem, falando nisso, você sabe como ele caiu por completo na minha última jogada?""","""*cackle*cackle*cackle*! You could, you certainly could! Well, speaking of that. You know how he completely fell for the thing I pulled the last time?""",「呵、呵呵呵呵呵！是吧，是吧？然後嘛，那個。上次那騙局，那傢伙是簡簡單單地就上當了吧？」,「呵、呵呵呵呵呵！是吧，是吧？然后嘛，那个。上次那骗局，那家伙是简简单单地就上当了吧？」,"""*cackle*cackle*cackle*! You could, you certainly could! Well, speaking of that. You know how he completely fell for the thing I pulled the last time?""","""*cackle*cackle*cackle*! Vero, vero? Beh, a proposito di questo. Non ci è forse cascato con tutte le scarpe, l'ultima volta?""","""*cackle*cackle*cackle*! You could, you certainly could! Well, speaking of that. You know how he completely fell for the thing I pulled the last time?""","""*cackle*cackle*cackle*! You could, you certainly could! Well, speaking of that. You know how he completely fell for the thing I pulled the last time?"""
