Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
Ushiromiya Natsuhi,"""......We've managed to make it through the first day.""","""...It seems we've managed to make it through the first day."" ","""......We've managed to make it through the first day.""",「……何とか、一日目を凌ぎましたね。」,「……何とか、一日目を凌ぎましたね」,"""......Первый день мы кое‐как пережили.""","""......De alguma forma, conseguimos passar pelo primeiro dia.""","""......We've managed to make it through the first day.""",「……好歹是，撐過了第一天。」,「……好歹是，撑过了第一天。」,"""......We've managed to make it through the first day.""","""......We've managed to make it through the first day.""","""......We've managed to make it through the first day."""
,Natsuhi could be seen in the study.,Natsuhi could be seen in the study. ,Natsuhi could be seen in the study.,書斎には、夏妃の姿があった。,書斎には、夏妃の姿があった。,Нацухи была в кабинете.,Natsuhi podia ser vista no estúdio.,Natsuhi could be seen in the study.,書房中，有著夏妃的身影。,书房中，有着夏妃的身影。,Natsuhi could be seen in the study.,Natsuhi could be seen in the study.,Natsuhi could be seen in the study.
,"When she muttered as though to herself, gold butterflies appeared and formed into the shape of a person...","When she muttered as though to herself, gold butterflies appeared and formed the shape of a person... "," When she muttered as though to herself, gold butterflies appeared and formed into the shape of a person...",独り言のように呟くと、黄金の蝶たちが現われて人の形を作る…。,独り言のように呟くと、黄金の蝶たちが現われて人の形を作る…。,"Когда она пробормотала себе под нос, появились золотые бабочки и приняли человеческий облик...","Enquanto murmurava de tal forma que parecia estar falando sozinha, borboletas douradas apareceram e conceberam a forma de uma pessoa...","When she muttered as though to herself, gold butterflies appeared and formed into the shape of a person...",她剛自言自語般地一嘟噥，就冒出了一群黃金蝶，堆疊成了人形…。,她刚自言自语般地一嘟哝，就冒出了一群黄金蝶，堆叠成了人形…。,"When she muttered as though to herself, gold butterflies appeared and formed into the shape of a person...","When she muttered as though to herself, gold butterflies appeared and formed into the shape of a person...","When she muttered as though to herself, gold butterflies appeared and formed into the shape of a person..."
{f:5:Beatrice},"""We can't afford optimism. ......I doubt that we will be able to make it through tomorrow by sitting around here.""","""We mustn't let our guards down. ...I can't imagine we'll last through tomorrow if we simply sit around here."" ","""We can't be optimistic. ......Don't think we can make it through tomorrow by simply sitting around here.""",「楽観は出来んぞ。……このままぼんやりと過ごし、明日を凌げるとは思えぬ。」,「楽観は出来んぞ。……このままぼんやりと過ごし、明日を凌げるとは思えぬ」,"""Лучше не быть оптимистами. ......Не думай, что мы сможем пережить и завтра, просто сидя здесь.""","""Não podemos permitir tal otimismo. ......Duvido que seremos capazes de passar pelo segundo dia se continuarmos assim.""","""We can't afford optimism. ......I doubt that we will be able to make it through tomorrow by sitting around here.""",「不可樂觀。……這麼稀里糊塗下去，是撐不過明日的。」,「不可乐观。……这么稀里糊涂下去，是撑不过明日的。」,"""We can't afford optimism. ......I doubt that we will be able to make it through tomorrow by sitting around here.""","""We can't afford optimism. ......I doubt that we will be able to make it through tomorrow by sitting around here.""","""We can't afford optimism. ......I doubt that we will be able to make it through tomorrow by sitting around here."""
Ushiromiya Natsuhi,"""......So you do think that saying Father is in a bad mood and refuses to come out won't be enough to fool them...""","""...So, as I suspected, simply saying Father's in a bad mood and refuses to come out won't be enough to deceive them completely."" ","""......So, simply saying Father is in a bad mood and refuses to come out won't deceive them after all.""",「……やはり、お父様が不機嫌で出てこない、…というだけでは、誤魔化し切れませんか。」,「……やはり、お父様が不機嫌で出てこない、…というだけでは、誤魔化し切れませんか」,"""......Выходит, одни слова, что отец в плохом настроении и отказывается выходить, их всё‐таки не обманут.""","""......Então você acha que o pai dizer que está de mau humor e que se recusa a vê‐los não é o bastante para enganá‐los...""","""......So you do think that saying Father is in a bad mood and refuses to come out won't be enough to fool them...""",「……果然，光憑“爸因為不高興所以不出來”，…是瞞不過去的麼？」,「……果然，光凭“爸因为不高兴所以不出来”，…是瞒不过去的么？」,"""......So you do think that saying Father is in a bad mood and refuses to come out won't be enough to fool them...""","""......So you do think that saying Father is in a bad mood and refuses to come out won't be enough to fool them...""","""......So you do think that saying Father is in a bad mood and refuses to come out won't be enough to fool them..."""
{f:5:Beatrice},"""Mm... It seems they were already quite suspicious last year. Because of that, the toxin has expanded and is coiling itself around this study, growing ever tighter...""","""Indeed... It seems last year left them quite suspicious. Because of that, the toxin has expanded and is coiling itself around this study, growing ever tighter..."" ","""Yeah... It seems they grew quite suspicious last year. Because of that, the toxin has expanded and is coiling itself around this study, growing ever tighter...""",「うむ…。去年の時点で、相当の不審を持たれていたようだ。それにより膨れ上がった毒素は、今やとぐろを巻くかのように、この書斎を取り囲み締め上げている…。」,「うむ…。去年の時点で、相当の不審を持たれていたようだ。それにより膨れ上がった毒素は、今やとぐろを巻くかのように、この書斎を取り囲み締め上げている…」,"""Да... Похоже, за прошлый год они что‐то заподозрили. Из‐за этого токсин распространился и всё больше обволакивает кабинет...""","""Mm... Parece que eles já suspeitavam desde o ano passado. Por causa disso, a toxina se expandiu e agora serpenteia este estúdio, multiplicando‐se de forma cada vez mais espessa...""","""Mm... It seems they were already quite suspicious last year. Because of that, the toxin has expanded and is coiling itself around this study, growing ever tighter...""",「嗯…。在去年時，就貌似抱有了相當大的疑心。由此膨脹起的毒素，此刻正如盤住獵物的毒蛇般，一圈圈盤緊這個書房…」,「嗯…。在去年时，就貌似抱有了相当大的疑心。由此膨胀起的毒素，此刻正如盘住猎物的毒蛇般，一圈圈盘紧这个书房…」,"""Mm... It seems they were already quite suspicious last year. Because of that, the toxin has expanded and is coiling itself around this study, growing ever tighter...""","""Mm... It seems they were already quite suspicious last year. Because of that, the toxin has expanded and is coiling itself around this study, growing ever tighter...""","""Mm... It seems they were already quite suspicious last year. Because of that, the toxin has expanded and is coiling itself around this study, growing ever tighter..."""
Ronove,"""I expect that the suspicion they have harbored since last year is not the only cause.""","""I imagine it goes beyond mere suspicions raised last year."" ","""It probably isn't due solely to people being suspicious since last year.""",「去年から疑われていた、だけではないでしょうな。」,「去年から疑われていた、だけではないでしょうな」,"""Вероятно, это не только из‐за тех, кто что‐то подозревает с прошлого года.""","""Eu acredito que esta suspeita que eles vêm nutrindo desde então não seja a única causa.""","""I expect that the suspicion they have harbored since last year is not the only cause.""",「並非僅僅是從去年起就在懷疑而已呢。」,「并非仅仅是从去年起就在怀疑而已呢。」,"""I expect that the suspicion they have harbored since last year is not the only cause.""","""I expect that the suspicion they have harbored since last year is not the only cause.""","""I expect that the suspicion they have harbored since last year is not the only cause."""
{f:5:Virgilia},""".........That's right. The toxin has grown too thick to be explained away by that alone. ......I have no doubt that after suspecting Kinzo‐sama's death last year, they have come with a strong determination to expose it at this year's conference.""","""......That's right. The toxin has grown too thick to be explained away by that alone. ...Someone must have suspected Kinzo-sama's death since last year...and is strongly intent on exposing that secret at this year's family conference."" ",""".........That's right. The toxin has grown too thick to be explained away by that alone. ......There must be a strong will which has suspected Kinzo-sama's death since last year...and is trying to expose it at this year's conference.""",「………そうですね。それだけでは説明がつかないくらいに、毒素は濃密に練り上げられています。……恐らく、金蔵さまの死を去年の時点から疑い、今年の会議にて暴こうという強い意志があったに違いありません。」,「………そうですね。それだけでは説明がつかないくらいに、毒素は濃密に練り上げられています。……恐らく、金蔵さまの死を去年の時点から疑い、今年の会議にて暴こうという強い意志があったに違いありません」,""".........Верно. Такой сильный токсин нельзя объяснить только этим. ......Должно быть, кто‐то ещё с прошлого года подозревает, что господин Кинзо умер, и на собрании этого года пытается раскрыть всё.""",""".........Isso mesmo. A toxina se expandiu de tal forma que não pode ser explicada só com isso. ......Não tenho dúvidas de que após suspeitarem da morte do Kinzo‐sama ano passado, eles retornaram com uma determinação ainda mais forte de expor isto durante a conferência deste ano.""",""".........That's right. The toxin has grown too thick to be explained away by that alone. ......I have no doubt that after suspecting Kinzo‐sama's death last year, they have come with a strong determination to expose it at this year's conference.""",「………是呢。毒素被精煉得濃密到了，無法光以此進行解釋。……恐怕，諸位無疑是從去年起就在懷疑金藏老爺已死，並且還具有著想要在今年的會議將此揭穿的強勁意志。」,「………是呢。毒素被精炼得浓密到了，无法光以此进行解释。……恐怕，诸位无疑是从去年起就在怀疑金藏老爷已死，并且还具有着想要在今年的会议将此揭穿的强劲意志。」,""".........That's right. The toxin has grown too thick to be explained away by that alone. ......I have no doubt that after suspecting Kinzo‐sama's death last year, they have come with a strong determination to expose it at this year's conference.""",""".........That's right. The toxin has grown too thick to be explained away by that alone. ......I have no doubt that after suspecting Kinzo‐sama's death last year, they have come with a strong determination to expose it at this year's conference.""",""".........That's right. The toxin has grown too thick to be explained away by that alone. ......I have no doubt that after suspecting Kinzo‐sama's death last year, they have come with a strong determination to expose it at this year's conference."""
Ushiromiya Natsuhi,"""Even last year, ......we didn't succeed in fully deceiving them?""","""Does that mean...we didn't have them fully deceived even a full year ago?"" ","""Does that mean......they weren't fully tricked last year?""",「去年の時点から、……騙しきれていなかったということですか。」,「去年の時点から、……騙しきれていなかったということですか」,"""Значит...... в прошлом году они не были полностью обмануты?""","""Inclusive no ano passado, ......nós não conseguimos enganá‐los por completo, certo?""","""Even last year, ......we didn't succeed in fully deceiving them?""",「在去年時，……就沒能完全騙倒他們嗎？」,「在去年时，……就没能完全骗倒他们吗？」,"""Even last year, ......we didn't succeed in fully deceiving them?""","""Even last year, ......we didn't succeed in fully deceiving them?""","""Even last year, ......we didn't succeed in fully deceiving them?"""
Ronove,"""...Unfortunately, it might be best to assume that in the current situation. The typhoon will remain here tomorrow, and the boat will not come for them until the day after. In short, we must endure for another thirty‐six hours at the very least...""","""...Unfortunately, it's probably best to assume that, given our current situation. The typhoon will remain here tomorrow, and the boat will not come for them until the day after. In short, we must endure for another 36 hours at the very least..."" ","""...Unfortunately, it might be best to assume that in the current situation. The typhoon will remain here tomorrow, and the boat will not come for them until the day after. In short, we must endure for another 36 hours at the very least...""",「…残念ながら、そうお考えになる方が、今はよろしいかと。明日も台風は留まり、迎えの船は明後日になります。つまり、あと最低でも３６時間を持ち堪えねばならないということです…。」,「…残念ながら、そうお考えになる方が、今はよろしいかと。明日も台風は留まり、迎えの船は明後日になります。つまり、あと最低でも３６時間を持ち堪えねばならないということです…」,"""...К сожалению, это лучшее, что можно предположить в сложившейся ситуации. Тайфун будет и завтра. Катер не приедет до послезавтра. Короче говоря, мы должны продержаться ещё как минимум 36 часов...""","""...Infelizmente, o melhor a se fazer é aceitar que esta é a situação atual. O tufão vai continuar por aqui no dia de amanhã, e o barco só virá buscá‐los no dia seguinte. Resumindo, precisamos aguentar por no mínimo mais trinta e seis horas...""","""...Unfortunately, it might be best to assume that in the current situation. The typhoon will remain here tomorrow, and the boat will not come for them until the day after. In short, we must endure for another thirty‐six hours at the very least...""",「…很遺憾，當前還是這麼想為好吧。明天台風仍將逗留，接送的船將在後天到來。換言之，我們還必須至少撐上 36 小時…」,「…很遗憾，当前还是这么想为好吧。明天台风仍将逗留，接送的船将在后天到来。换言之，我们还必须至少撑上 36 小时…」,"""...Unfortunately, it might be best to assume that in the current situation. The typhoon will remain here tomorrow, and the boat will not come for them until the day after. In short, we must endure for another thirty‐six hours at the very least...""","""...Unfortunately, it might be best to assume that in the current situation. The typhoon will remain here tomorrow, and the boat will not come for them until the day after. In short, we must endure for another thirty‐six hours at the very least...""","""...Unfortunately, it might be best to assume that in the current situation. The typhoon will remain here tomorrow, and the boat will not come for them until the day after. In short, we must endure for another thirty‐six hours at the very least..."""
