Speaker,Umineko Project (UP),Steam (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (IT),Turkish (TR)
,"""Yeah, seriously. Not only was Yasu slow‐witted, that kid also lost stuff all the time.""","""Yeah, seriously. Not only was Yasu slow-witted, that kid also lost stuff all the time."" ","""Yeah, seriously. Not only was Yasu slow-witted, that kid also lost stuff all the time.""",「えぇ、ホント。ヤスは鈍臭いだけじゃなく、よく物をなくしたわね。」,「えぇ、ホント。ヤスは鈍臭いだけじゃなく、よく物をなくしたわね」,"""Да, не то слово. Ясу не только непонятлива, но ещё и постоянно всё теряет.""","""Sim, sério. Yasu não é apenas devagar, aquela criança perde as coisas toda hora.""","""Yeah, seriously. Not only was Yasu slow‐witted, that kid also lost stuff all the time.""",「是啊，真的呢。小安不僅愚鈍，還常把東西搞丟。」,「是啊，真的呢。小安不仅愚钝，还常把东西搞丢。」,"""Yeah, seriously. Not only was Yasu slow‐witted, that kid also lost stuff all the time.""","""Yeah, seriously. Not only was Yasu slow‐witted, that kid also lost stuff all the time.""","""Yeah, seriously. Not only was Yasu slow‐witted, that kid also lost stuff all the time."""
,"""But even so, Yasu always had this look that said ""I didn't lose it! I put it down and someone took it away!"" It really pissed me off!""","""But even so, Yasu always had this look, like someone else had taken whatever it was away. It really pissed me off!"" ","""But even so, Yasu always had this look, like someone else had taken whatever it was away. It really pissed me off!""",「なのに、さも私はなくしてませんっ、確かに置いたのに誰かが取ったんです！　みたいな目つきをしてて、本当にいらいらしたわ！」,「なのに、さも私はなくしてませんっ、確かに置いたのに誰かが取ったんです！　みたいな目つきをしてて、本当にいらいらしたわ！」,"""Но всё равно у Ясу всегда такой взгляд, будто 'я не теряла, я точно положила туда, а кто‐то взял'! Как же меня это злит!""","""Mesmo assim, Yasu sempre faz aquela cara e diz ""Eu não perdi! Eu coloquei em algum lugar e alguém pegou!"" Isso me tira do sério!""","""But even so, Yasu always had this look that said ""I didn't lose it! I put it down and someone took it away!"" It really pissed me off!""",「然而即便如此，卻還是會擺出一副“東西不是我搞丟的，我的確放在那了，一定是被誰拿走了！”的樣子，真是好叫人上火！」,「然而即便如此，却还是会摆出一副“东西不是我搞丢的，我的确放在那了，一定是被谁拿走了！”的样子，真是好叫人上火！」,"""But even so, Yasu always had this look that said ""I didn't lose it! I put it down and someone took it away!"" It really pissed me off!""","""But even so, Yasu always had this look that said ""I didn't lose it! I put it down and someone took it away!"" It really pissed me off!""","""But even so, Yasu always had this look that said ""I didn't lose it! I put it down and someone took it away!"" It really pissed me off!"""
,"""That kid just didn't know how to concentrate. If you do things without thinking, it's no surprise that your actions grow careless.""","""That kid just didn't know how to concentrate. If you always act in that dreamy way without thinking, it's no surprise that you'll do bad work."" ","""That kid just didn't know how to concentrate. If you do things without thinking, it's no surprise that your actions grow careless.""",「集中力のない子だった。無意識でぼんやり行動してるから、自分の行動がいい加減になる。」,「集中力のない子だった。無意識でぼんやり行動してるから、自分の行動がいい加減になる」,"""Она не умеет сосредотачиваться. Если делать не думая, неудивительно, что становишься всё беспечнее.""","""Aquela criança simplesmente não sabe como se concentrar. Se ficar fazendo coisas sem prestar atenção, não é surpresa que suas ações comecem a ficar cada vez mais descuidadas.""","""That kid just didn't know how to concentrate. If you do things without thinking, it's no surprise that your actions grow careless.""",「真是個缺乏注意力的孩子。由於是在無意識、心不在焉地做事，所以自己做的事都稀里糊塗的。」,「真是个缺乏注意力的孩子。由于是在无意识、心不在焉地做事，所以自己做的事都稀里糊涂的。」,"""That kid just didn't know how to concentrate. If you do things without thinking, it's no surprise that your actions grow careless.""","""That kid just didn't know how to concentrate. If you do things without thinking, it's no surprise that your actions grow careless.""","""That kid just didn't know how to concentrate. If you do things without thinking, it's no surprise that your actions grow careless."""
Shannon,"""But it was only like that in the beginning, right...? After some time, that kid started concentrating, and all of that bad stuff stopped happening......""","""But it was only like that in the beginning, right...? After some time, that kid started concentrating, and all of that bad stuff stopped happening..."" ","""But it was only like that in the beginning, right...? After some time, that kid started concentrating, and all of that bad stuff stopped happening......""",「でも、最初の内だけですよ…？　途中からは注意するようになって、そういうこともなくなって立派になりましたし……。」,「でも、最初の内だけですよ…？　途中からは注意するようになって、そういうこともなくなって立派になりましたし……」,"""Но так было только в начале, верно?.. Потом она стала сосредотачиваться, и всё прекратилось......""","""Mas só era assim no início, lembra...? Depois de certo tempo, aquela criança começou a se concentrar, e todas aquelas coisas ruins pararam de acontecer......""","""But it was only like that in the beginning, right...? After some time, that kid started concentrating, and all of that bad stuff stopped happening......""",「但是，只是最開始時是如此喲…？幹著幹著就變得，會多加注意，再也不令這種事發生地，變得很出色了……」,「但是，只是最开始时是如此哟…？干着干着就变得，会多加注意，再也不令这种事发生地，变得很出色了……」,"""But it was only like that in the beginning, right...? After some time, that kid started concentrating, and all of that bad stuff stopped happening......""","""But it was only like that in the beginning, right...? After some time, that kid started concentrating, and all of that bad stuff stopped happening......""","""But it was only like that in the beginning, right...? After some time, that kid started concentrating, and all of that bad stuff stopped happening......"""
,"""Hmm, really? Well, it was all stuff that anyone should be able to do anyway.""","""Hmm, really? Well, it was all stuff that anyone should be able to do anyway."" ","""Hmm, really? Well, it was all stuff that anyone should be able to do anyway.""",「ん、そうだっけ？　まぁ、その程度、出来て当り前なんだけどねー。」,「ん、そうだっけ？　まぁ、その程度、出来て当り前なんだけどねー」,"""Хм‐м, неужели? Впрочем, такое всё равно умеет каждый.""","""Hmm, mesmo? Bem, era coisas que qualquer um deveria ser capaz de fazer.""","""Hmm, really? Well, it was all stuff that anyone should be able to do anyway.""",「嗯？是這樣麼？不過，就這點小事，能做到不也是理所當然的嘛。」,「嗯？是这样么？不过，就这点小事，能做到不也是理所当然的嘛。」,"""Hmm, really? Well, it was all stuff that anyone should be able to do anyway.""","""Hmm, really? Well, it was all stuff that anyone should be able to do anyway.""","""Hmm, really? Well, it was all stuff that anyone should be able to do anyway."""
Kumasawa Chiyo,"""Learning to do things that everyone can do is part of growing up. I doubt the rest of you were so clever about everything when you first started, yes?""","""Learning to do things that everyone can do is part of growing up. I doubt the rest of you were so clever about everything when you first started, yes?"" ","""Learning to do things that everyone can do is part of growing up. I doubt the rest of you were so clever about everything when you first started, yes?""",「その当り前が出来るようになるのが、成長というものですとも。皆さんだって、何事も最初から要領が良かったわけではないでしょう？」,「その当り前が出来るようになるのが、成長というものですとも。皆さんだって、何事も最初から要領が良かったわけではないでしょう？」,"""Учиться делать то, что умеет каждый, часть взросления. Сомневаюсь, что вы были так умны во всём, когда только начинали.""","""Aprender a fazer coisas que todo mundo consegue é parte do crescimento.{n}Eu duvido que o resto de vocês era tão esperta sobre tudo logo que começaram, eram?""","""Learning to do things that everyone can do is part of growing up. I doubt the rest of you were so clever about everything when you first started, yes?""",「變得能夠理所當然地做到，這就是所謂的成長哦。各位也並非是，任何事都是從一開始起就掌握了訣竅的吧？」,「变得能够理所当然地做到，这就是所谓的成长哦。各位也并非是，任何事都是从一开始起就掌握了诀窍的吧？」,"""Learning to do things that everyone can do is part of growing up. I doubt the rest of you were so clever about everything when you first started, yes?""","""Learning to do things that everyone can do is part of growing up. I doubt the rest of you were so clever about everything when you first started, yes?""","""Learning to do things that everyone can do is part of growing up. I doubt the rest of you were so clever about everything when you first started, yes?"""
,"""......Are you kidding? If we weren't clever, we'd never have been selected to work for the Ushiromiya family.""","""...Are you kidding? If we weren't clever, we'd never have been selected to work for the Ushiromiya family."" ","""......Are you kidding? If we weren't clever, we'd never have been selected to work for the Ushiromiya family.""",「……というか。要領が悪かったら、右代宮家には推薦されないわ。」,「……というか。要領が悪かったら、右代宮家には推薦されないわ」,"""......То есть? Не будь мы умны, нас бы ни за что не выбрали для работы на семью Уширомия.""","""......Tá brincando? Se não fôssemos, nós nunca teríamos sido selecionadas para trabalhar para a família Ushiromiya.""","""......Are you kidding? If we weren't clever, we'd never have been selected to work for the Ushiromiya family.""",「……不如說。要是沒掌握訣竅，就不會被推薦來右代宮家了。」,「……不如说。要是没掌握诀窍，就不会被推荐来右代宫家了。」,"""......Are you kidding? If we weren't clever, we'd never have been selected to work for the Ushiromiya family.""","""......Are you kidding? If we weren't clever, we'd never have been selected to work for the Ushiromiya family.""","""......Are you kidding? If we weren't clever, we'd never have been selected to work for the Ushiromiya family."""
,"""We're supposed to be the elite!! The fact that Yasu was young was no excuse.""","""We're supposed to be the elite!! The fact that Yasu was young was no excuse."" ","""We're supposed to be the elite!! The fact that Yasu was young was no excuse.""",「私たちはエリートなのよ？！　幼いから出来ないとか、そんなの言い訳にならないわけ。」,「私たちはエリートなのよ？！　幼いから出来ないとか、そんなの言い訳にならないわけ」,"""Мы же элита! Возраст Ясу не оправдание.""","""Nós deveríamos ser a elite!! Yasu ser jovem não é desculpa.""","""We're supposed to be the elite!! The fact that Yasu was young was no excuse.""",「我們可是精英喲？！因為小所以做不到，這種話是不能成為藉口的。」,「我们可是精英哟？！因为小所以做不到，这种话是不能成为借口的。」,"""We're supposed to be the elite!! The fact that Yasu was young was no excuse.""","""We're supposed to be the elite!! The fact that Yasu was young was no excuse.""","""We're supposed to be the elite!! The fact that Yasu was young was no excuse."""
,"""That's right. ......If Yasu is supposed to learn cleverness by growing up, then that should be done before coming to work for the Ushiromiya family.""","""That's right. ...If Yasu is supposed to learn cleverness by growing up, then that should've been done before coming to work for the Ushiromiyas."" ","""That's right. ......If Yasu is supposed to learn cleverness by growing up, then that should be done before coming to work for the Ushiromiya family.""",「だな。……ヤスが成長とともに要領を覚えるなら、成長してから右代宮家へ来れば良かっただけの話。」,「だな。……ヤスが成長とともに要領を覚えるなら、成長してから右代宮家へ来れば良かっただけの話」,"""Верно. ......Если ей нужно учиться уму взрослея, надо было делать это до прихода на работу в семье Уширомия.""","""Isso mesmo. ......Se Yasu supostamente deve ficar mais inteligente conforme cresce, então isso deveria ocorrer antes de vir trabalhar para a família Ushiromiya.""","""That's right. ......If Yasu is supposed to learn cleverness by growing up, then that should be done before coming to work for the Ushiromiya family.""",「就是。……如果小安會隨著成長掌握訣竅的話，那就等成長後再來右代宮家好了。」,「就是。……如果小安会随着成长掌握诀窍的话，那就等成长后再来右代宫家好了。」,"""That's right. ......If Yasu is supposed to learn cleverness by growing up, then that should be done before coming to work for the Ushiromiya family.""","""That's right. ......If Yasu is supposed to learn cleverness by growing up, then that should be done before coming to work for the Ushiromiya family.""","""That's right. ......If Yasu is supposed to learn cleverness by growing up, then that should be done before coming to work for the Ushiromiya family."""
Shannon,"""Come on... That kid worked really hard to balance school and work... I think you're all being too harsh...""","""Come on... That kid worked really hard to balance school and work... I think you're all being too harsh..."" ","""Come on... That kid worked really hard to balance school and work... I think you're all being too harsh...""",「そんな…。一生懸命、学校とお仕事を両立させて頑張ってるのに…。みんな、ちょっと厳し過ぎると思います…。」,「そんな…。一生懸命、学校とお仕事を両立させて頑張ってるのに…。みんな、ちょっと厳し過ぎると思います…」,"""Ну хватит... Она так старается уравновешивать школу и работу... Все вы слишком жестоки...""","""Poxa... Aquela criança se esforça muito para balancear escola e trabalho...{n}Eu acho que vocês estão sendo muito duras...""","""Come on... That kid worked really hard to balance school and work... I think you're all being too harsh...""",「怎麼能…。這孩子，明明有在拚命努力地同時做好上學與上班…。我覺得，大家稍有點太嚴格了…」,「怎么能…。这孩子，明明有在拼命努力地同时做好上学与上班…。我觉得，大家稍有点太严格了…」,"""Come on... That kid worked really hard to balance school and work... I think you're all being too harsh...""","""Come on... That kid worked really hard to balance school and work... I think you're all being too harsh...""","""Come on... That kid worked really hard to balance school and work... I think you're all being too harsh..."""
