Speaker,Steam (ST)
{f:5:Beatrice},"""Hahahaha, wahahahaha! I never expected Lady {f:5:Bernkastel}'s piece to barge in at the very end...!"" "
{f:5:Bernkastel},"""...I searched all over the place for a piece fitting for a game with you. ...I was sure you'd like it."" "
{f:5:Lambdadelta},"""What's with that piece?! Who was that person, who was it?! She didn't say her name! That's mean!! Hey, don't you think so too?!"" "
{f:5:Beatrice},"""...I have a general idea. ...Or rather, I imagine most people would've figured it out."" "
{f:5:Lambdadelta},"""Most people?! Well I don't get it, and it was that character's first appearance, wasn't it?! If she doesn't say her name, I won't understand, the players won't understand, no one will understand, right?!"" "
{f:5:Bernkastel},"""......Beato, don't bother telling her. See? Isn't she a funny kid?"" "
{f:5:Beatrice},"""I-Indeed. ...Lady {f:5:Lambdadelta}'s innocent airhead side is truly precious and amusing. ...*cackle*cackle*!"" "
{f:5:Lambdadelta},"""Come on, come on, why won't you tell only me, you meanie?!! In exchange, I'll teach you a special secret that only I know! So tell me!"" "
{f:5:Beatrice},"""...Hoh. A special secret, you say?! I want to hear, I want to hear...!"" "
{f:5:Lambdadelta},"""Bleah! If you want me to tell you, first tell me who that girl really was! The secret I know sure is awesome! After all, it's about as awesome as knowing that Santa-san is actually daddy! "
{f:5:Lambdadelta},"Huh? *giggle*! I said it{p:0:☆} Sorry, I'll bet you're so shocked that it turned your world upside-down, right?! Ohohohohoh!"" "
{f:5:Bernkastel},"""......So, your father was the one who came to your place, Lambda?"" "
{f:5:Lambdadelta},"""He came...wait, what do you me-an?"" "
{f:5:Bernkastel},"""...Lord {f:5:Santa Claus} only visits the homes of children with pure hearts. I guess he didn't come to your place, did he?"" "
{f:5:Beatrice},"""Well, Lord {f:5:Santa Claus} is gracious. Unless you're a re-ally bad scoundrel, he'll give you a present. After all, he even gave them to me!"" "
{f:5:Bernkastel},"""......As you grow and your heart is hardened, he stops coming, doesn't he? How old were you, Beato, when he stopped coming?"" "
{f:5:Beatrice},"""Indeed. He kept coming until I was about 12. When my maiden's heart awoke, I quickly got somewhat embarrassed about Lord {f:5:Santa} coming."" "
{f:5:Beatrice},"""After I wrote 'Thanks for everything, that's enough, so make sure you splurge on the last set of presents', he stopped coming. Oooh, and I was looking forward to it too! How old were you when he stopped coming, Lady {f:5:Bernkastel}?"" "
{f:5:Bernkastel},"""......I was pretty wild. ...It happened fairly early. I think when I was about 9. ...Something about that beard really irritated me, so I waited in my futon with some sewing scissors ready, trying to cut it off. ......What a painful age."" "
{f:5:Beatrice},"""So, ...as far back as Lady {f:5:Lambdadelta} can remember, Lord {f:5:Santa Claus} never came to see her, huh? ......He usually comes until the last year of elementary school or during middle school."" "
{f:5:Bernkastel},"""...Maybe we should take her to a doctor. I hear that being too precocious can have negative side-effects on the growth of mind and body. ...Yeah, you can definitely see some of those. ...Those negative side-effects."" "
{f:5:Lambdadelta},"""Hey, wh-what are you people talking about?!! Bleeeeah!!"" "
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*cackle*! Wahahahaha, it truly is boisterous when three witches gather!"" "
{f:5:Bernkastel},"""...If you're talking about a secret on that level, I doubt this will be worth listening to. Can I go now? I have to get ready for the next game."" "
{f:5:Lambdadelta},"""What, hey, wait a sec! Tell me who that woman really was!!"" "
{f:5:Bernkastel},"""...Well then, tell me this special secret of yours first. If it's good enough, then I'll tell you."" "
{f:5:Lambdadelta},"""Hohohohoh!! Okay, I'll tell you, 'cause it really is a special secret! ...Remember, in this game, there was a girl who found the gold and became the new witch, right?"" "
{f:5:Beatrice},"""Indeed. And just what kind of secret might that person have?"" "
{f:5:Lambdadelta},"""Ehheheheheh! I figured out who that girl really is. Does anyone know? *giggle*giggle*! There was a hint in the way she talked."" "
{f:5:Lambdadelta},"""Remember, that girl said it a lot, didn't she? ""If only you'd just blaaaah"", right?! Yes, that phrase is the key point! If only? Ifffonly? Evvvvonly?! Yes!"" "
{f:5:Lambdadelta},"""She was actually...Ushiromiya Eva!! What do you think?! Are you shocked?! Ohohohohoh!!"" "
{f:5:Beatrice},"""Hoh...! I never noticed that! ...Muu, to think that there would be a hint in a place like that."" "
{f:5:Bernkastel},"""...You're a real good sport, Beato. This kid tends to get full of herself, so try not to overdo it. See you, I'm leaving."" "
