Speaker,Steam (ST)
{f:5:Beatrice},"""Well then, ...did you find that game enjoyable?"" "
{f:5:Bernkastel},"""...A game that one-sided goes beyond being riveting. It's boring."" "
{f:5:Beatrice},"""*cackle*cackle* My, my, but you're as harsh as always. ...Considering how proud I was to have created a development so impactful that it might satisfy even the boredom-hating Lady {f:5:Bernkastel}, this response is quite harsh."" "
{f:5:Bernkastel},"""...Well, I'll admit it was impactful. ...However, it was horrible as a fair game. Unless you make the conditions a bit more even-"" "
{f:5:Beatrice},"""...Are you saying there's no way to win? Not even for Lady {f:5:Bernkastel}? ...*cackle*cackle*."" "
{f:5:Bernkastel},""".........I wonder what you mean by that, Beato."" "
{f:5:Beatrice},"""There's no need to try and fool me. I already know. ...That {i:you're no bystander}."" "
{f:5:Bernkastel},"""............"" "
{f:5:Beatrice},"""Were you planning on hiding it? You're an outrageous person to come into someone else's territory from such a great distance to work against them. You came to watch from the sidelines, and probably to push strongly for my defeat. I've guessed right, haven't I...?"" "
{f:5:Bernkastel},"""......... And if so?"" "
{f:5:Beatrice},"""...*cackle*cackle*! Truly amusing! "
{f:5:Beatrice},"That I should be granted a chance to fight against Lady {f:5:Bernkastel}, the strongest of witches who defeated Lady {f:5:Lambdadelta}, is truly a pleasure!!"" "
{f:5:Bernkastel},"""...Yes. I'm also pleased. I came all this way because I really wanted to see you, brimming with confidence, fall apart and lose."" "
{f:5:Beatrice},"""What an honest person. *cackle*cackle*!! "
{f:5:Beatrice},"Even so, it would be a shame if the contest between me and the great Lady {f:5:Bernkastel} was resolved without at least one observer."" "
{f:5:Bernkastel},"""......... ...You called her here, didn't you. That kid."" "
{f:5:Lambdadelta},"""Hohohohohoh! I found you, I've finally found you, {f:5:Bernkastel}!!"" "
{f:5:Bernkastel},"""......How are you, Lambda? Looks like you've got lots of spare time too. I wonder if it's fate that the pair who hates boredom should run into each other again..."" "
{f:5:Lambdadelta},"""Stupid kid. Can't you see you only won against me because of a little luck and a problem of compatibility? After that, you became such a brag, and now you're even picking a fight with {f:5:Beatrice}? Shouldn't you learn your place?"" "
{f:5:Lambdadelta},"""*giggle* {f:5:Beatrice} is strong. And she's even more brutal than I am. Just a bit!"" "
{f:5:Lambdadelta},"""And by the way, don't go shortening people's names without their permission!"" "
{f:5:Bernkastel},"""......You're dumb too, Beato. If this kid's in your game, she'll make a mess of everything."" "
{f:5:Beatrice},"""I certainly didn't just bring Lady {f:5:Lambdadelta} here to watch from the sidelines. "
{f:5:Beatrice},"After informing me that you were betting against me, she said that she would bet against you."" "
{f:5:Bernkastel},"""............You're still holding a grudge, aren't you."" "
{f:5:Lambdadelta},"""Hohohohoh!! Because I'm the strongest witch in the universe. But I lost to you, which means I'm not the strongest! "
{f:5:Lambdadelta},"So any enemy of yours is my ally!!"" "
{f:5:Beatrice},"""*cackle*cackle*! And there you have it. With the great Lady {f:5:Bernkastel} as our opponent, this may not even count as a handicap, but it should make for good entertainment."" "
{f:5:Bernkastel},"""......Do as you like. ...Now that I've been exposed, allow me to get serious."" "
{f:5:Beatrice},"""That would be well. ""Going easy"" has never been written in my dictionary. *cackle*cackle*cackle*cackle*cackle*! Lady {f:5:Lambdadelta}, let us enjoy our precious time together."" "
{f:5:Lambdadelta},"""Yeah, I'll be counting on you, Lady {f:5:Beatrice}! I've been betrayed pretty bad by her too. Until the two of us smash her up and pay her back double, I won't be able to rest!!"" "
{f:5:Bernkastel},"""......I'll be counting on you, Lambda. And you, Beato. ...No matter what we fight over, this will be a very significant battle for us all."" "
{f:5:Lambdadelta},"""That's right. Of course, I don't plan on losing, but we've got a goal beyond who wins and who loses."" "
{f:5:Beatrice},"""After all, we hate boredom."" "
,"The three witches giggled, cackled, and guffawed. "
{f:5:Bernkastel},"""...That's right. I should thank you, Beato. It looks like I'll finally be able to escape my boredom. Do your best to entertain me. Along with {f:5:Lambdadelta}."" "
{f:5:Beatrice},"""Leave it to me. *cackle*cackle*...!!"" "
{f:5:Lambdadelta},"""If we're decided, Beato, then let's start a strategy meeting right now! I know all of this girl's weak points, and I'll teach you all of them!"" "
{f:5:Beatrice},"""And yet, Lady {f:5:Lambdadelta}, you were defeated by her, *cackle*cackle*...!"" "
{f:5:Lambdadelta},"""Urrrrrrrrgggh, I won't tell you, I won't tell you! Tsun!"" "
{f:5:Beatrice},"""*cackle*cackle* Hahhahahahahahaha! ...She's never boring, that Lady {f:5:Lambdadelta}."" "
{f:5:Bernkastel},"""......Isn't she? Take care of her. She gets lonely easily."" "
{f:5:Beatrice},"""I see. So she's one of ""those"" that are popular these days. *cackle* As expected from Lady {f:5:Lambdadelta}. Quite cutting edge. *cackle*cackle*cackle*cackle*."" "
{f:5:Bernkastel},"""Go already. That kid's waiting for you to chase after her."" "
{f:5:Beatrice},"""...Then, if you'll excuse me. "
{f:5:Beatrice},"See you next game. *cackle*cackle*cackle*cackle*cackle*!"" "
{f:5:Bernkastel},"...I'm sorry. That troublesome one came, but don't mind it. "
{f:5:Bernkastel},"More importantly, ......things sure got ugly. "
{f:5:Bernkastel},"I thought I experienced a very tragic end in Lambda's game, ......but this one is...exceptionally horrible. "
{f:5:Bernkastel},...I can't say I don't understand why you're hugging your knees and closing up your heart. 
{f:5:Bernkastel},"If you meet a fate like that a few more times, it'll take a lot less than a hundred years to kill your heart. "
{f:5:Bernkastel},"...Beato saw through me, so I'll confess. "
{f:5:Bernkastel},"You are now just like I was in the past, when I was imprisoned inside Lambda's world. "
{f:5:Bernkastel},"Shut inside a labyrinth of cruel fate, tormented by a witch, in a manner of speaking. "
{f:5:Bernkastel},...I am a witch who was born from there. 
{f:5:Bernkastel},...So maybe I'm like an older sister to you. {n}So I decided that I'd lend you my power. 
{f:5:Bernkastel},"However, ......even compared to my fate, ...yours is...truly brutal. "
{f:5:Bernkastel},"Not only do I sympathize with you, I'm almost brought to tears by your tragic fate. "
{f:5:Bernkastel},"But please, don't lose heart. {n}Please don't submit to Beato, no matter what. "
{f:5:Bernkastel},"Certainly, that child's game is quite unfair. "
{f:5:Bernkastel},"I've only been allowed a glimpse of the game board, but the unfair and clever devices set up on the stage are so disgusting...that I imagine they far surpass those on {f:5:Lambdadelta}'s game board. "
{f:5:Bernkastel},"And what's even more frightening...is that when that kid moves a piece, she doesn't always make the best possible move. "
{f:5:Bernkastel},This is where she's very different from Lambda. {n}Lambda always uses an overpowering number of pieces to make the best possible move in order to win. 
{f:5:Bernkastel},But Beato sometimes intentionally goes easy on her opponent when she moves her pieces. 
{f:5:Bernkastel},"Since, when we're in trouble, we try to seek out our opponent's strategy by looking at their moves, this creates a very formidable amount of noise in our information. "
{f:5:Bernkastel},That might cause a troublesome amount of disorder. 
{f:5:Bernkastel},"...However, as in chess, though a player might be able to create some noise for their opponent with a useless move, they'll still miss out on the more valuable move they avoided. "
{f:5:Bernkastel},"In other words, it's not like your opportunities to take advantage of this are zero. "
{f:5:Bernkastel},"Although you may not be able to believe it, that analogy holds true for this game as well. "
{f:5:Bernkastel},"...Even though those developments looked so overpowering, ...there actually was a weak point. "
{f:5:Bernkastel},A weak point that almost looks like she wanted you to take advantage of it. 
{f:5:Bernkastel},"...Though, I don't know if it's a trap or if she's testing us. "
{f:5:Bernkastel},"Anyway, don't surrender. {n}Don't stop thinking. {n}Don't deny any possibility. "
{f:5:Bernkastel},"As long as you continue to hold the will to fight, Beato will not win. "
{f:5:Bernkastel},"What's the most important element in defense during a witch's battle? {n}Rather than trying to win, try not to lose. "
{f:5:Bernkastel},"...If accepting her means your defeat, then you definitely mustn't accept her. "
{f:5:Bernkastel},...Making you accept witches. {n}There is no longer any doubt that this is one of {f:5:Beatrice}'s victory conditions. 
{f:5:Bernkastel},"Now that I have announced that I'm your ally, I too will make as great an effort as possible to lend you my power. "
{f:5:Bernkastel},Make an effort yourself as well. 
{f:5:Bernkastel},"If you're still hugging your knees, quickly stand back up. "
{f:5:Bernkastel},"......Umm, in times like this, what did I use to say again? "
{f:5:Bernkastel},"......Umm, uh, {n}......g- go for it, yea~h. Meep, nipah~{p:0:☆} "
{f:5:Bernkastel},"......It's so embarrassing, doing this. "
{f:5:Bernkastel},"...I've done this much for you, so quickly stand back up. "
{f:5:Lambdadelta},"""...Ah, there you are. I wonder where Bern shrank off to? *giggle* Could she be any more lame?"" "
{f:5:Lambdadelta},"Even so. {n}Just like usual, the pieces Bern chooses are pretty shabby. "
{f:5:Lambdadelta},"It's the same with chess, right? {n}If all of your pieces were pawns, you'd have zero chance to win, right? {n}If all of your pieces were rooks and bishops, you definitely wouldn't lose. "
{f:5:Lambdadelta},"...W-Well, last time, right when I felt just a little pity and said she could start with her pieces anywhere she wanted, that idiot Bern, without taking notice of my compassion, started with all of her pawns on my side of the board!! "
{f:5:Lambdadelta},"What's up with that? That wasn't a loss or anything!! Aaah, just remembering it makes me queasy. "
{f:5:Lambdadelta},"Because of that, I won't be able to rest until I see Bern's speechless face. "
{f:5:Lambdadelta},"And since you, Bern's piece, fucked up so bad, I'm feeling just great! "
{f:5:Lambdadelta},"Plus, she may not look it, but that girl really hates to lose, so I'll bet she's off somewhere grinding her teeth and crying her eyes out right now. How totally lame, *giggle*, hoohohohohohohohoh! "
{f:5:Lambdadelta},"C'mon, laugh with me, ohohohohoh! "
{f:5:Lambdadelta},......Wait a sec. {n}Are you still hugging your knees? 
{f:5:Lambdadelta},You're already like this just because Beato got a little serious? 
{f:5:Lambdadelta},Could you be any more pathetic? 
{f:5:Lambdadelta},"You're so pathetic, I'll help you just a little bit. "
{f:5:Lambdadelta},"I, the great Lady {f:5:Lambdadelta}, the Witch of Certainty and the strongest in the universe, will associate myself just a tiny bit with you and your hopeless chances at winning. You should thank me. "
{f:5:Lambdadelta},"You know, {f:5:Beatrice} may really be a cruel and powerful witch, but she's no match for me. "
{f:5:Lambdadelta},Why? Because she's soft. 
{f:5:Lambdadelta},"Though she'll set up the board in a way that'll let her win with just a few more moves, she'll intentionally avoid cornering you. "
{f:5:Lambdadelta},She'll do things like take worthless pieces and place excess pieces on the board to make things more one-sided. 
{f:5:Lambdadelta},"Simply put, she's got the bad habit of playing around as soon as she thinks she's won. "
{f:5:Lambdadelta},Almost all the various attacks that hurt you and Bern...... look like utter waste and overkill to me. 
{f:5:Lambdadelta},"...In other words, she's got a weakness, and you've got a chance. See? She isn't an opponent to be afraid of, right? "
{f:5:Lambdadelta},"She sometimes mistakes her means for her ends. {n}And she has too much dark fun. {n}Sometimes, that even ends up creating and exposing her own weak points. "
